elapsed_s,HLSQ_BV_WAIT_FS_S2W,HLSQ_RESERVED_37,HLSQ_FS_WAIT_SAME_VS_S2W,HLSQ_FS_STARVING_SP,HLSQ_VS_DATA_WAIT_PROGRAMMING,HLSQ_BV_DATA_WAIT_PROGRAMMING
0.001110,0,0,0,0,0,0
0.002610,0,0,0,0,0,0
0.004049,0,0,0,0,0,0
0.006673,0,0,0,0,0,0
0.008196,0,0,0,0,0,0
0.009632,0,0,0,0,0,0
0.011269,0,0,0,0,0,0
0.012695,0,0,0,0,0,0
0.014136,0,0,0,0,0,0
0.015675,0,0,0,0,0,0
0.017111,0,0,0,0,0,0
0.018597,0,0,0,0,0,0
0.020000,0,0,0,0,0,0
0.021366,0,0,0,0,0,0
0.022778,0,0,0,0,0,0
0.024140,0,0,0,0,0,0
0.025502,0,0,0,0,0,0
0.026912,0,0,0,0,0,0
0.028278,0,0,0,0,0,0
0.029661,0,0,0,0,0,0
0.031014,0,0,0,0,0,0
0.032325,0,0,0,0,0,0
0.033637,0,0,0,0,0,0
0.034999,0,0,0,0,0,0
0.036312,0,0,0,0,0,0
0.037625,0,0,0,0,0,0
0.038937,0,0,0,0,0,0
0.040254,0,0,0,0,0,0
0.041565,0,0,0,0,0,0
0.042924,0,0,0,0,0,0
0.044197,0,0,0,0,0,0
0.045470,0,0,0,0,0,0
0.046743,0,0,0,0,0,0
0.048017,0,0,0,0,0,0
0.049290,0,0,0,0,0,0
0.050615,0,0,0,0,0,0
0.051888,0,0,0,0,0,0
0.053159,0,0,0,0,0,0
0.054430,0,0,0,0,0,0
0.055717,0,0,0,0,0,0
0.057041,0,0,0,0,0,0
0.058390,0,0,0,0,0,0
0.059770,0,0,0,0,0,0
0.061072,0,0,0,0,0,0
0.062367,0,0,0,0,0,0
0.063640,0,0,0,0,0,0
0.064913,0,0,0,0,0,0
0.066188,0,0,0,0,0,0
0.067461,0,0,0,0,0,0
0.068734,0,0,0,0,0,0
0.070010,0,0,0,0,0,0
0.071292,0,0,0,0,0,0
0.072567,0,0,0,0,0,0
0.073841,0,0,0,0,0,0
0.075117,0,0,0,0,0,0
0.076433,0,0,96,0,258,0
0.077949,0,0,444,0,2130,1140
0.079419,0,0,0,0,0,0
0.080780,0,0,0,0,0,0
0.082135,0,0,0,0,0,0
0.083456,0,0,0,0,0,0
0.084770,0,0,0,0,0,0
0.086083,0,0,0,0,0,0
0.087423,0,0,0,0,0,0
0.088736,0,0,0,0,0,0
0.090049,0,0,0,0,0,0
0.091447,0,0,0,0,0,0
0.092728,0,0,0,0,0,0
0.094002,0,0,0,0,0,0
0.095276,0,0,0,0,0,0
0.096550,0,0,0,0,0,0
0.097825,0,0,1022,0,5568,876
0.099024,0,0,564,0,600,0
0.100408,0,0,0,0,0,0
0.101787,0,0,0,0,0,0
0.103170,0,0,0,0,0,0
0.104549,0,0,0,0,0,0
0.105928,0,0,0,0,0,0
0.107356,0,0,0,0,0,0
0.108736,0,0,0,0,0,0
0.110115,0,0,0,0,0,0
0.111424,0,0,0,0,0,0
0.112803,0,0,0,0,0,0
0.114185,0,0,0,0,0,0
0.115629,0,0,0,0,0,0
0.117062,0,0,0,0,0,0
0.118492,0,0,0,0,0,0
0.119924,0,0,0,0,0,0
0.121357,0,0,0,0,0,0
0.122787,0,0,0,0,0,0
0.124215,0,0,0,0,0,0
0.125648,0,0,0,0,0,0
0.127091,0,0,0,0,0,0
0.128458,0,0,0,0,0,0
0.129824,0,0,0,0,0,0
0.131191,0,0,0,0,0,0
0.132558,0,0,0,0,0,0
0.133924,0,0,0,0,0,0
0.135291,0,0,0,0,0,0
0.136664,0,0,0,0,0,0
0.138030,0,0,0,0,0,0
0.139396,0,0,0,0,0,0
0.140762,0,0,0,0,0,0
0.142128,0,0,0,0,0,0
0.143601,0,0,0,0,0,0
0.144994,0,0,0,0,0,0
0.146394,0,0,0,0,0,0
0.147801,0,0,0,0,0,0
0.149197,0,0,0,0,0,0
0.150594,0,0,0,0,0,0
0.151988,0,0,0,0,0,0
0.153515,0,0,0,0,0,0
0.155080,0,0,0,0,0,0
0.156553,0,0,0,0,0,0
0.157972,0,0,0,0,0,0
0.159506,0,0,0,0,0,0
0.161071,0,0,0,0,0,0
0.162638,0,0,0,0,0,0
0.164204,0,0,0,0,0,0
0.165767,0,0,0,0,0,0
0.167332,0,0,0,0,0,0
0.168909,0,0,0,0,0,0
0.170476,0,0,0,0,0,0
0.172042,0,0,0,0,0,0
0.173605,0,0,0,0,0,0
0.175226,0,0,0,0,0,0
0.176791,0,0,0,0,0,0
0.178451,0,0,0,0,0,0
0.179997,0,0,0,0,0,0
0.181398,0,0,0,0,0,0
0.182930,0,0,0,0,0,0
0.184496,0,0,0,0,0,0
0.186058,0,0,0,0,0,0
0.187674,0,0,0,0,0,0
0.189237,0,0,0,0,0,0
0.190859,0,0,0,0,0,0
0.192425,0,0,0,0,0,0
0.193989,0,0,0,0,0,0
0.195614,0,0,0,0,0,0
0.197177,0,0,0,0,0,0
0.198610,0,0,0,0,0,0
0.200148,0,0,0,0,0,0
0.201722,0,0,0,0,0,0
0.203287,0,0,0,0,0,0
0.204852,0,0,0,0,0,0
0.206461,0,0,0,0,0,0
0.208026,0,0,0,0,0,0
0.209589,0,0,0,0,0,0
0.211154,0,0,0,0,0,0
0.212603,0,0,0,0,0,0
0.214134,0,0,0,0,0,0
0.215652,0,0,0,0,0,0
0.217050,0,0,0,0,0,0
