elapsed_s,HLSQ_BV2LPAC_SWITCH_CNT,HLSQ_LPAC2BV_SWITCH_CYC,HLSQ_BV2LPAC_SWITCH_CYC,HLSQ_VSDP_BV2BR_SWITCH_CYC,HLSQ_VS_SP_HCTX_ACTIVE_CNT,HLSQ_FS_SP_HCTX_ACTIVE_CNT
0.001170,0,0,0,0,0,0
0.002638,0,0,0,0,0,0
0.004074,0,0,0,0,0,0
0.005534,0,0,0,0,0,0
0.006972,0,0,0,0,0,0
0.008369,0,0,0,0,0,0
0.009839,0,0,0,0,0,0
0.011233,0,0,0,0,0,0
0.012619,0,0,0,0,0,0
0.014125,0,0,0,0,0,0
0.015499,0,0,0,0,0,0
0.016940,0,0,0,0,0,0
0.018375,0,0,0,0,0,0
0.019785,0,0,0,0,0,0
0.021210,0,0,0,0,0,0
0.022622,0,0,0,0,0,0
0.024043,0,0,0,0,0,0
0.026266,0,0,0,0,0,0
0.028076,0,0,0,0,0,0
0.029489,0,0,0,0,0,0
0.030888,0,0,0,0,0,0
0.032290,0,0,0,0,0,0
0.033687,0,0,0,0,0,0
0.035085,0,0,0,0,0,0
0.037028,0,0,0,0,0,0
0.038533,0,0,0,0,0,0
0.039934,0,0,0,0,0,0
0.041329,0,0,0,0,0,0
0.042736,0,0,0,0,0,0
0.044131,0,0,0,0,0,0
0.045518,0,0,0,0,0,0
0.046880,0,0,0,0,0,0
0.048240,0,0,0,0,0,0
0.049601,0,0,0,0,0,0
0.050962,0,0,0,0,0,0
0.052322,0,0,0,0,0,0
0.053694,0,0,0,0,0,0
0.055253,0,0,0,0,0,0
0.056691,0,0,0,0,0,0
0.058341,0,0,0,0,0,0
0.059739,0,0,0,0,0,0
0.061127,0,0,0,0,0,0
0.062512,0,0,0,0,0,0
0.063900,0,0,0,0,0,0
0.065284,0,0,0,0,0,0
0.066666,0,0,0,0,0,0
0.068004,0,0,0,0,0,0
0.069344,0,0,0,0,0,0
0.070693,0,0,0,0,0,0
0.071972,0,0,0,0,0,0
0.073407,0,0,0,0,0,0
0.074798,0,0,0,0,0,0
0.076182,0,0,0,0,0,0
0.077623,0,0,0,0,0,0
0.079044,0,0,0,0,0,0
0.080437,0,0,0,0,0,0
0.081829,0,0,0,0,0,0
0.083220,0,0,0,0,0,0
0.084614,0,0,0,0,0,0
0.086167,0,0,0,0,0,0
0.087739,0,0,0,0,0,0
0.088910,0,0,0,0,0,0
0.090464,0,0,0,0,0,0
0.091862,0,0,0,0,0,0
0.093315,0,0,0,0,0,0
0.094728,0,0,0,0,0,0
0.096127,0,0,0,0,0,0
0.097526,0,0,0,0,0,0
0.098918,0,0,0,0,0,0
0.100308,0,0,0,0,0,0
0.101749,0,0,0,0,0,0
0.103190,0,0,0,0,0,0
0.104582,0,0,0,0,0,0
0.106047,0,0,0,0,0,0
0.107497,0,0,0,0,0,0
0.109011,0,0,0,0,0,0
0.110377,0,0,0,0,0,0
0.111577,0,0,0,0,0,0
0.113017,0,0,0,0,0,0
0.114453,0,0,0,0,0,0
0.115883,0,0,0,0,0,0
0.117313,0,0,0,0,0,0
0.118744,0,0,0,0,0,0
0.120171,0,0,0,0,0,0
0.121488,0,0,0,0,0,0
0.122917,0,0,0,0,0,0
0.124345,0,0,0,0,0,0
0.125783,0,0,0,0,0,0
0.127172,0,0,0,0,0,0
0.128554,0,0,0,0,0,0
0.129945,0,0,0,0,0,0
0.131326,0,0,0,0,0,0
0.132707,0,0,0,0,0,0
0.134047,0,0,0,0,0,0
0.135439,0,0,0,0,0,0
0.136821,0,0,0,0,0,0
0.138209,0,0,0,0,0,0
0.139588,0,0,0,0,0,0
0.140995,0,0,0,0,0,0
0.142344,0,0,0,0,0,0
0.143691,0,0,0,0,0,0
0.145038,0,0,0,0,0,0
0.146385,0,0,0,0,0,0
0.147732,0,0,0,0,0,0
0.149080,0,0,0,0,0,0
0.150427,0,0,0,0,0,0
0.151787,0,0,0,0,0,0
0.153137,0,0,0,0,0,0
0.154485,0,0,0,0,0,0
0.155832,0,0,0,0,0,0
0.157224,0,0,0,0,0,0
0.158572,0,0,0,0,0,0
0.159921,0,0,0,0,0,0
0.161270,0,0,0,0,0,0
0.162629,0,0,0,0,0,0
0.163976,0,0,0,0,0,0
0.165323,0,0,0,0,0,0
0.166671,0,0,0,0,0,0
0.168018,0,0,0,0,0,0
0.169366,0,0,0,0,0,0
0.170714,0,0,0,0,0,0
0.172061,0,0,0,0,0,0
0.173554,0,0,0,0,0,0
0.175135,0,0,0,0,0,0
0.176700,0,0,0,0,0,0
0.178324,0,0,0,0,0,0
0.179888,0,0,0,0,0,0
0.181456,0,0,0,0,0,0
0.183023,0,0,0,0,0,0
0.184473,0,0,0,0,0,0
0.185883,0,0,0,0,0,0
0.187285,0,0,0,0,0,0
0.188683,0,0,0,0,0,0
0.190126,0,0,0,0,0,0
0.191524,0,0,0,0,0,0
0.193057,0,0,0,0,0,0
0.194637,0,0,0,0,0,0
0.196202,0,0,0,0,0,0
0.197769,0,0,0,0,0,0
0.199337,0,0,0,0,0,0
0.200905,0,0,0,0,0,0
0.202462,0,0,0,0,0,0
0.204015,0,0,0,0,0,0
0.205492,0,0,0,0,0,0
0.207030,0,0,0,0,0,0
0.208593,0,0,0,0,0,0
0.210161,0,0,0,0,0,0
0.211725,0,0,0,0,0,0
0.213291,0,0,0,0,0,0
0.214836,0,0,0,0,0,0
0.216262,0,0,0,0,0,0
0.217670,0,0,0,0,0,0
0.219201,0,0,0,0,0,0
0.220763,0,0,0,0,0,0
0.222378,0,0,0,0,0,0
0.223940,0,0,0,0,0,0
0.225505,0,0,0,0,0,0
0.227083,0,0,0,0,0,0
0.228645,0,0,0,0,0,0
0.230214,0,0,0,0,0,0
0.231777,0,0,0,0,0,0
0.233343,0,0,0,0,0,0
0.234907,0,0,0,0,0,0
0.236469,0,0,0,0,0,0
0.237936,0,0,0,0,0,0
0.239408,0,0,0,0,0,0
0.240807,0,0,0,0,0,0
0.242207,0,0,0,0,0,0
0.243602,0,0,0,0,0,0
0.244999,0,0,0,0,0,0
0.247216,0,0,0,0,0,0
0.249084,0,0,0,0,0,0
0.250539,0,0,0,0,0,0
0.251933,0,0,0,0,0,0
0.253326,0,0,0,0,0,0
0.254718,0,0,0,0,0,0
0.256110,0,0,0,0,0,0
0.257535,0,0,0,0,0,0
0.258936,0,0,0,0,0,0
0.260455,0,0,0,0,0,0
0.261880,0,0,0,0,0,0
0.263406,0,0,0,0,0,0
0.265028,0,0,0,0,0,0
0.266584,0,0,0,0,0,0
0.268139,0,0,0,0,0,0
0.269582,0,0,0,0,0,0
0.270981,0,0,0,0,0,0
0.273005,0,0,0,0,0,0
0.275236,0,0,0,0,0,0
0.276652,0,0,0,0,0,0
0.278053,0,0,0,0,0,0
0.279444,0,0,0,0,0,0
0.280846,0,0,0,0,0,0
0.282257,0,0,0,0,0,0
0.283654,0,0,0,0,0,0
0.285218,0,0,0,0,0,0
0.286831,0,0,0,0,0,0
0.288395,0,0,0,0,0,0
0.289962,0,0,0,0,0,0
0.291531,0,0,0,0,0,0
0.293208,0,0,0,0,0,0
0.294610,0,0,0,0,0,0
0.296008,0,0,0,0,0,0
0.297404,0,0,0,0,0,0
0.298935,0,0,0,0,0,0
0.300499,0,0,0,0,0,0
0.302172,0,0,0,0,0,0
0.303737,0,0,0,0,0,0
0.305308,0,0,0,0,0,0
0.306864,0,0,0,0,0,0
0.308419,0,0,0,0,0,0
0.309849,0,0,0,0,0,0
0.311386,0,0,0,0,0,0
0.312966,0,0,0,0,0,0
