elapsed_s,HLSQ_BV_STALL_CYCLES,HLSQ_VSBR_DEREF_CYCLES,HLSQ_FS_DEREF_CYCLES,HLSQ_LPAC_DEREF_CYCLES,HLSQ_BV_DEREF_CYCLES,HLSQ_VSBR_S2W_CYCLES
0.001329,0,0,0,0,0,0
0.002751,0,0,0,0,0,0
0.004163,0,0,0,0,0,0
0.005650,0,0,0,0,0,0
0.007067,0,0,0,0,0,0
0.008499,0,0,0,0,0,0
0.009940,0,0,0,0,0,0
0.011443,0,0,0,0,0,0
0.013089,0,0,0,0,0,0
0.014837,0,0,0,0,0,0
0.016240,0,0,0,0,0,0
0.017681,0,0,0,0,0,0
0.019092,0,0,0,0,0,0
0.020535,0,0,0,0,0,0
0.021945,0,0,0,0,0,0
0.023335,0,0,0,0,0,0
0.025170,0,0,0,0,0,0
0.026720,0,0,0,0,0,0
0.028182,0,0,0,0,0,0
0.030363,0,0,0,0,0,0
0.032250,0,0,0,0,0,0
0.034542,0,0,0,0,0,0
0.036250,0,0,0,0,0,0
0.038096,0,0,0,0,0,0
0.039798,0,0,0,0,0,0
0.041382,0,0,0,0,0,0
0.042975,0,0,0,0,0,0
0.044340,0,0,0,0,0,0
0.045686,0,0,0,0,0,0
0.047018,0,0,0,0,0,0
0.048350,0,0,0,0,0,0
0.049690,0,0,0,0,0,0
0.050985,0,0,0,0,0,0
0.052275,0,0,0,0,0,0
0.053630,0,0,0,0,0,0
0.054936,0,0,0,0,0,0
0.056230,0,0,0,0,0,0
0.057522,0,0,0,0,0,0
0.058811,0,0,0,0,0,0
0.060100,0,0,0,0,0,0
0.061388,0,0,0,0,0,0
0.062724,0,0,0,0,0,0
0.064004,0,0,0,0,0,0
0.065279,0,0,0,0,0,0
0.066551,0,0,0,0,0,0
0.067832,0,0,0,0,0,0
0.069105,0,0,0,0,0,0
0.070427,0,0,0,0,0,0
0.071700,0,0,0,0,0,0
0.073029,0,0,0,0,0,0
0.074365,0,0,0,0,0,0
0.075696,0,0,0,0,0,0
0.076973,0,0,0,0,0,0
0.078302,0,0,0,0,0,0
0.079589,0,0,0,0,0,0
0.080865,0,0,0,0,0,0
0.082141,0,0,0,0,0,0
0.083412,0,0,0,0,0,0
0.084690,0,0,0,0,0,0
0.086012,0,0,0,0,0,0
0.087286,0,0,0,0,0,0
0.088559,0,0,0,0,0,0
0.089835,0,0,0,0,0,0
0.091148,0,0,0,0,0,0
0.092571,2,44,53,0,8,0
0.094050,0,0,0,0,0,0
0.095371,0,0,0,0,0,0
0.096686,0,0,0,0,0,0
0.097998,0,0,0,0,0,0
0.099311,0,0,0,0,0,0
0.100623,0,0,0,0,0,0
0.101984,0,0,0,0,0,0
0.103297,0,0,0,0,0,0
0.104611,0,0,0,0,0,0
0.105979,0,0,0,0,0,0
0.107294,0,0,0,0,0,0
0.108607,0,0,0,0,0,0
0.109970,0,0,0,0,0,0
0.111284,0,0,0,0,0,0
0.112596,12,60,308,0,36,0
0.113906,0,102,96,0,0,0
0.115298,0,0,0,0,0,0
0.116574,0,0,0,0,0,0
0.117892,0,0,0,0,0,0
0.119272,0,0,0,0,0,0
0.120651,0,0,0,0,0,0
0.122030,0,0,0,0,0,0
0.123408,0,0,0,0,0,0
0.124785,0,0,0,0,0,0
0.126214,0,0,0,0,0,0
