elapsed_s,HLSQ_NEVER_COUNT,HLSQ_BUSY_CYCLES,HLSQ_STALL_CYCLES_SP_STATE,HLSQ_STALL_CYCLES_SP_FS_STAGE,HLSQ_UCHE_LATENCY_CYCLES,HLSQ_UCHE_LATENCY_COUNT
0.001096,0,104,0,0,0,0
0.002558,0,104,0,0,0,0
0.003994,0,104,0,0,0,0
0.005428,0,104,0,0,0,0
0.006862,0,104,0,0,0,0
0.008296,0,104,0,0,0,0
0.009758,0,104,0,0,0,0
0.011203,0,104,0,0,0,0
0.012636,0,104,0,0,0,0
0.014067,0,104,0,0,0,0
0.015636,0,104,0,0,0,0
0.017213,0,104,0,0,0,0
0.018709,0,104,0,0,0,0
0.020123,0,104,0,0,0,0
0.021509,0,104,0,0,0,0
0.022946,0,104,0,0,0,0
0.024341,0,104,0,0,0,0
0.025730,0,104,0,0,0,0
0.027123,0,104,0,0,0,0
0.028516,0,104,0,0,0,0
0.029906,0,104,0,0,0,0
0.031359,0,104,0,0,0,0
0.032762,0,104,0,0,0,0
0.034152,0,104,0,0,0,0
0.035546,0,104,0,0,0,0
0.036929,0,104,0,0,0,0
0.038311,0,104,0,0,0,0
0.039744,0,104,0,0,0,0
0.041115,0,104,0,0,0,0
0.042492,0,104,0,0,0,0
0.043858,0,104,0,0,0,0
0.045221,0,104,0,0,0,0
0.046591,0,104,0,0,0,0
0.047956,0,104,0,0,0,0
0.049454,0,104,0,0,0,0
0.050874,0,104,0,0,0,0
0.052319,0,104,0,0,0,0
0.053719,0,104,0,0,0,0
0.055081,0,104,0,0,0,0
0.056393,0,104,0,0,0,0
0.057704,0,104,0,0,0,0
0.059017,0,104,0,0,0,0
0.060329,0,104,0,0,0,0
0.061642,0,104,0,0,0,0
0.062956,0,104,0,0,0,0
0.064273,0,104,0,0,0,0
0.065585,0,104,0,0,0,0
0.066897,0,104,0,0,0,0
0.068210,0,104,0,0,0,0
0.069522,0,104,0,0,0,0
0.070834,0,104,0,0,0,0
0.072146,0,104,0,0,0,0
0.073458,0,104,0,0,0,0
0.074775,0,104,0,0,0,0
0.076088,0,104,0,0,0,0
0.077464,0,104,0,0,0,0
0.078832,0,104,0,0,0,0
0.080105,0,104,0,0,0,0
0.081377,0,104,0,0,0,0
0.082699,0,104,0,0,0,0
0.083971,0,104,0,0,0,0
0.085248,0,104,0,0,0,0
0.086575,0,104,0,0,0,0
0.087915,0,104,0,0,0,0
0.089240,0,104,0,0,0,0
0.090565,0,104,0,0,0,0
0.091889,0,104,0,0,0,0
0.093213,0,104,0,0,0,0
0.094536,0,104,0,0,0,0
0.095901,0,1989,0,0,0,0
0.097589,0,1821,0,0,0,0
0.099065,0,104,0,0,0,0
0.100427,0,104,0,0,0,0
0.101790,0,104,0,0,0,0
0.103152,0,104,0,0,0,0
0.104514,0,104,0,0,0,0
0.105875,0,104,0,0,0,0
0.107241,0,104,0,0,0,0
0.108606,0,104,0,0,0,0
0.109967,0,104,0,0,0,0
0.111326,0,104,0,0,0,0
0.112693,0,104,0,0,0,0
0.113970,0,104,0,0,0,0
0.115294,0,104,0,0,0,0
0.116567,0,210711,0,0,1299,6
0.117767,0,146591,0,0,0,0
0.119194,0,104,0,0,0,0
0.120572,0,104,0,0,0,0
0.121950,0,104,0,0,0,0
0.123378,0,104,0,0,0,0
0.124755,0,104,0,0,0,0
0.126023,0,104,0,0,0,0
0.127340,0,104,0,0,0,0
0.128721,0,104,0,0,0,0
0.130097,0,104,0,0,0,0
0.131441,0,104,0,0,0,0
0.132871,0,104,0,0,0,0
0.134341,0,104,0,0,0,0
0.135727,0,104,0,0,0,0
0.137198,0,104,0,0,0,0
0.138639,0,104,0,0,0,0
0.140031,0,104,0,0,0,0
0.141503,0,104,0,0,0,0
0.142981,0,104,0,0,0,0
0.144458,0,104,0,0,0,0
0.145826,0,104,0,0,0,0
0.147264,0,104,0,0,0,0
0.148626,0,104,0,0,0,0
0.150104,0,104,0,0,0,0
0.151767,0,104,0,0,0,0
0.153184,0,104,0,0,0,0
0.154703,0,104,0,0,0,0
0.156133,0,104,0,0,0,0
0.157525,0,104,0,0,0,0
0.158918,0,104,0,0,0,0
0.160310,0,104,0,0,0,0
0.161700,0,104,0,0,0,0
0.163101,0,104,0,0,0,0
0.164493,0,104,0,0,0,0
0.165883,0,104,0,0,0,0
0.167278,0,104,0,0,0,0
0.168676,0,104,0,0,0,0
0.170072,0,104,0,0,0,0
0.171647,0,104,0,0,0,0
0.173210,0,104,0,0,0,0
0.174789,0,104,0,0,0,0
0.176353,0,104,0,0,0,0
0.177915,0,104,0,0,0,0
0.179479,0,104,0,0,0,0
0.181043,0,104,0,0,0,0
0.182653,0,104,0,0,0,0
0.184219,0,104,0,0,0,0
0.185795,0,104,0,0,0,0
0.187359,0,104,0,0,0,0
0.188923,0,104,0,0,0,0
0.190489,0,104,0,0,0,0
0.192054,0,104,0,0,0,0
0.193617,0,104,0,0,0,0
0.195183,0,104,0,0,0,0
0.196761,0,104,0,0,0,0
0.198323,0,104,0,0,0,0
0.199889,0,104,0,0,0,0
0.201452,0,104,0,0,0,0
0.203016,0,104,0,0,0,0
0.204582,0,104,0,0,0,0
0.206144,0,104,0,0,0,0
0.207726,0,104,0,0,0,0
0.209288,0,104,0,0,0,0
0.210853,0,104,0,0,0,0
0.212418,0,104,0,0,0,0
0.213980,0,104,0,0,0,0
0.215543,0,104,0,0,0,0
0.217107,0,104,0,0,0,0
0.218560,0,104,0,0,0,0
0.220094,0,104,0,0,0,0
0.221653,0,104,0,0,0,0
0.223218,0,104,0,0,0,0
0.224783,0,104,0,0,0,0
0.226345,0,104,0,0,0,0
0.227790,0,104,0,0,0,0
0.229204,0,104,0,0,0,0
0.230779,0,104,0,0,0,0
0.232344,0,104,0,0,0,0
0.233905,0,104,0,0,0,0
0.235474,0,104,0,0,0,0
0.237038,0,104,0,0,0,0
0.238602,0,104,0,0,0,0
0.240179,0,104,0,0,0,0
0.241741,0,104,0,0,0,0
0.243305,0,104,0,0,0,0
0.244868,0,104,0,0,0,0
0.246478,0,104,0,0,0,0
0.248042,0,104,0,0,0,0
0.249605,0,104,0,0,0,0
0.251183,0,104,0,0,0,0
0.252739,0,104,0,0,0,0
0.254292,0,104,0,0,0,0
0.255819,0,104,0,0,0,0
0.257426,0,104,0,0,0,0
0.258992,0,104,0,0,0,0
0.260555,0,104,0,0,0,0
0.262129,0,104,0,0,0,0
0.263741,0,104,0,0,0,0
0.265304,0,104,0,0,0,0
0.266869,0,104,0,0,0,0
0.268434,0,104,0,0,0,0
0.269998,0,104,0,0,0,0
0.271563,0,104,0,0,0,0
0.273140,0,104,0,0,0,0
0.274707,0,104,0,0,0,0
0.276272,0,104,0,0,0,0
0.277834,0,104,0,0,0,0
0.279401,0,104,0,0,0,0
0.280965,0,104,0,0,0,0
0.282532,0,104,0,0,0,0
0.284099,0,104,0,0,0,0
0.285653,0,104,0,0,0,0
0.287084,0,104,0,0,0,0
0.288616,0,104,0,0,0,0
0.290178,0,104,0,0,0,0
0.291745,0,104,0,0,0,0
0.293306,0,104,0,0,0,0
0.294768,0,104,0,0,0,0
0.296308,0,104,0,0,0,0
0.297870,0,104,0,0,0,0
0.299435,0,104,0,0,0,0
0.300999,0,104,0,0,0,0
0.302565,0,104,0,0,0,0
0.304129,0,104,0,0,0,0
0.305704,0,104,0,0,0,0
0.307269,0,104,0,0,0,0
0.308833,0,104,0,0,0,0
0.310443,0,104,0,0,0,0
0.312031,0,104,0,0,0,0
0.313488,0,104,0,0,0,0
0.314903,0,104,0,0,0,0
0.316445,0,104,0,0,0,0
0.318007,0,104,0,0,0,0
0.319439,0,104,0,0,0,0
0.320971,0,104,0,0,0,0
0.322536,0,104,0,0,0,0
0.324099,0,104,0,0,0,0
0.325660,0,104,0,0,0,0
0.327237,0,104,0,0,0,0
0.328802,0,104,0,0,0,0
0.330364,0,104,0,0,0,0
0.331892,0,104,0,0,0,0
0.333292,0,104,0,0,0,0
0.334823,0,104,0,0,0,0
0.336386,0,104,0,0,0,0
0.337960,0,104,0,0,0,0
0.339522,0,104,0,0,0,0
0.341086,0,104,0,0,0,0
0.342693,0,104,0,0,0,0
0.344257,0,104,0,0,0,0
0.345817,0,104,0,0,0,0
0.347380,0,104,0,0,0,0
0.348957,0,104,0,0,0,0
0.350521,0,104,0,0,0,0
0.352084,0,104,0,0,0,0
0.353645,0,104,0,0,0,0
0.355209,0,104,0,0,0,0
0.356773,0,104,0,0,0,0
0.358334,0,104,0,0,0,0
0.359815,0,104,0,0,0,0
0.361216,0,104,0,0,0,0
0.362747,0,104,0,0,0,0
0.364310,0,104,0,0,0,0
0.365871,0,104,0,0,0,0
0.367436,0,104,0,0,0,0
0.368998,0,104,0,0,0,0
0.370576,0,104,0,0,0,0
0.372140,0,104,0,0,0,0
0.373700,0,104,0,0,0,0
0.375265,0,104,0,0,0,0
0.376829,0,104,0,0,0,0
0.378477,0,104,0,0,0,0
0.380068,0,104,0,0,0,0
0.381512,0,104,0,0,0,0
0.383048,0,104,0,0,0,0
0.384611,0,104,0,0,0,0
0.386172,0,104,0,0,0,0
0.387738,0,104,0,0,0,0
0.389184,0,104,0,0,0,0
0.390698,0,104,0,0,0,0
0.392264,0,104,0,0,0,0
0.393818,0,104,0,0,0,0
0.395249,0,104,0,0,0,0
0.396784,0,104,0,0,0,0
0.398347,0,104,0,0,0,0
0.399981,0,104,0,0,0,0
0.401544,0,104,0,0,0,0
0.403122,0,104,0,0,0,0
0.404687,0,104,0,0,0,0
0.406249,0,104,0,0,0,0
0.407863,0,104,0,0,0,0
0.409425,0,104,0,0,0,0
0.410992,0,104,0,0,0,0
0.412547,0,104,0,0,0,0
0.414113,0,104,0,0,0,0
0.415819,0,104,0,0,0,0
0.417382,0,104,0,0,0,0
0.418947,0,104,0,0,0,0
0.420512,0,104,0,0,0,0
0.422074,0,104,0,0,0,0
0.423688,0,104,0,0,0,0
0.425262,0,104,0,0,0,0
0.426828,0,104,0,0,0,0
0.428391,0,104,0,0,0,0
0.429954,0,104,0,0,0,0
0.431517,0,104,0,0,0,0
0.433082,0,104,0,0,0,0
0.434649,0,104,0,0,0,0
0.436225,0,104,0,0,0,0
0.437788,0,104,0,0,0,0
0.439353,0,104,0,0,0,0
0.440917,0,104,0,0,0,0
0.442483,0,104,0,0,0,0
0.444038,0,104,0,0,0,0
0.445592,0,104,0,0,0,0
0.447175,0,104,0,0,0,0
0.448746,0,104,0,0,0,0
0.450306,0,104,0,0,0,0
0.451873,0,104,0,0,0,0
0.453434,0,104,0,0,0,0
0.455041,0,104,0,0,0,0
0.456604,0,104,0,0,0,0
0.458178,0,104,0,0,0,0
0.459744,0,104,0,0,0,0
0.461306,0,104,0,0,0,0
0.462871,0,104,0,0,0,0
0.464434,0,104,0,0,0,0
0.465995,0,104,0,0,0,0
0.467557,0,104,0,0,0,0
0.469131,0,104,0,0,0,0
0.470736,0,104,0,0,0,0
0.472188,0,104,0,0,0,0
0.473742,0,104,0,0,0,0
0.475306,0,104,0,0,0,0
0.476871,0,104,0,0,0,0
0.478437,0,104,0,0,0,0
0.480013,0,104,0,0,0,0
0.481575,0,104,0,0,0,0
0.483141,0,104,0,0,0,0
0.484706,0,104,0,0,0,0
0.486268,0,104,0,0,0,0
0.487882,0,104,0,0,0,0
0.489445,0,104,0,0,0,0
0.491023,0,104,0,0,0,0
0.492587,0,104,0,0,0,0
0.494149,0,104,0,0,0,0
0.495717,0,104,0,0,0,0
0.497280,0,104,0,0,0,0
0.498846,0,104,0,0,0,0
0.500410,0,104,0,0,0,0
0.501984,0,104,0,0,0,0
0.503549,0,104,0,0,0,0
0.505115,0,104,0,0,0,0
0.506681,0,104,0,0,0,0
0.508236,0,104,0,0,0,0
0.509789,0,104,0,0,0,0
0.511220,0,104,0,0,0,0
0.512828,0,104,0,0,0,0
0.514424,0,104,0,0,0,0
0.515983,0,104,0,0,0,0
0.517546,0,104,0,0,0,0
0.519155,0,104,0,0,0,0
0.520719,0,104,0,0,0,0
0.522282,0,104,0,0,0,0
0.523863,0,104,0,0,0,0
0.525426,0,104,0,0,0,0
0.526991,0,104,0,0,0,0
0.528555,0,104,0,0,0,0
0.530117,0,104,0,0,0,0
0.531685,0,104,0,0,0,0
0.533248,0,104,0,0,0,0
0.534903,0,104,0,0,0,0
0.536467,0,104,0,0,0,0
0.538029,0,104,0,0,0,0
0.539648,0,104,0,0,0,0
0.541212,0,104,0,0,0,0
0.542778,0,104,0,0,0,0
0.544342,0,104,0,0,0,0
0.545917,0,104,0,0,0,0
0.547481,0,104,0,0,0,0
0.549045,0,104,0,0,0,0
0.550653,0,104,0,0,0,0
0.552217,0,104,0,0,0,0
0.553780,0,104,0,0,0,0
0.555344,0,104,0,0,0,0
0.556922,0,104,0,0,0,0
0.558487,0,104,0,0,0,0
0.560050,0,104,0,0,0,0
0.561613,0,104,0,0,0,0
0.563179,0,104,0,0,0,0
0.564743,0,104,0,0,0,0
0.566306,0,104,0,0,0,0
0.567933,0,104,0,0,0,0
0.569495,0,104,0,0,0,0
0.571061,0,104,0,0,0,0
0.572626,0,104,0,0,0,0
0.574188,0,104,0,0,0,0
0.575756,0,104,0,0,0,0
0.577318,0,104,0,0,0,0
0.578895,0,104,0,0,0,0
0.580459,0,104,0,0,0,0
0.582022,0,104,0,0,0,0
0.583609,0,104,0,0,0,0
0.585144,0,104,0,0,0,0
0.586709,0,104,0,0,0,0
0.588273,0,104,0,0,0,0
0.589846,0,104,0,0,0,0
0.591410,0,104,0,0,0,0
0.592974,0,104,0,0,0,0
0.594540,0,104,0,0,0,0
0.596104,0,104,0,0,0,0
0.597666,0,104,0,0,0,0
0.599230,0,104,0,0,0,0
0.601051,0,104,0,0,0,0
0.602572,0,104,0,0,0,0
0.603956,0,104,0,0,0,0
0.605357,0,104,0,0,0,0
0.606781,0,104,0,0,0,0
0.608179,0,104,0,0,0,0
0.609576,0,104,0,0,0,0
0.611117,0,104,0,0,0,0
0.612682,0,104,0,0,0,0
0.614245,0,104,0,0,0,0
0.615858,0,104,0,0,0,0
0.617398,0,104,0,0,0,0
0.618968,0,104,0,0,0,0
0.620531,0,104,0,0,0,0
0.622106,0,104,0,0,0,0
0.623674,0,104,0,0,0,0
0.625236,0,104,0,0,0,0
0.626803,0,104,0,0,0,0
0.628335,0,104,0,0,0,0
0.630789,0,104,0,0,0,0
0.632344,0,104,0,0,0,0
0.633907,0,104,0,0,0,0
0.635471,0,104,0,0,0,0
0.637035,0,104,0,0,0,0
0.638610,0,104,0,0,0,0
0.640175,0,104,0,0,0,0
0.641736,0,104,0,0,0,0
0.643310,0,104,0,0,0,0
0.644875,0,104,0,0,0,0
0.646485,0,104,0,0,0,0
0.648049,0,104,0,0,0,0
0.649613,0,104,0,0,0,0
0.651178,0,104,0,0,0,0
0.652741,0,104,0,0,0,0
0.654315,0,104,0,0,0,0
0.655883,0,104,0,0,0,0
0.657463,0,104,0,0,0,0
0.659028,0,104,0,0,0,0
0.660592,0,104,0,0,0,0
0.662154,0,104,0,0,0,0
0.663769,0,104,0,0,0,0
0.665343,0,104,0,0,0,0
0.666778,0,104,0,0,0,0
0.668185,0,104,0,0,0,0
0.669714,0,104,0,0,0,0
0.671277,0,104,0,0,0,0
0.672840,0,104,0,0,0,0
0.674405,0,104,0,0,0,0
0.676027,0,104,0,0,0,0
