elapsed_s,VFD_MODE_3_FIBERS,VFD_MODE_4_FIBERS,VFD_TOTAL_VERTICES,VFDP_STALL_CYCLES_VFD,VFDP_STALL_CYCLES_VFD_INDEX,VFDP_STALL_CYCLES_VFD_PROG,VFDP_STARVE_CYCLES_PC,VFDP_VS_STAGE_WAVES
0.001090,0,0,0,0,0,0,0,0
0.002479,0,0,0,0,0,0,0,0
0.003867,0,0,0,0,0,0,0,0
0.005232,0,0,0,0,0,0,0,0
0.006595,0,0,0,0,0,0,0,0
0.007982,0,0,0,0,0,0,0,0
0.009376,0,0,0,0,0,0,0,0
0.010756,0,0,0,0,0,0,0,0
0.012197,0,0,0,0,0,0,0,0
0.013608,0,0,0,0,0,0,0,0
0.014959,0,0,0,0,0,0,0,0
0.016544,0,0,0,0,0,0,0,0
0.017910,0,0,0,0,0,0,0,0
0.019273,0,0,0,0,0,0,0,0
0.020643,0,0,0,0,0,0,0,0
0.022005,0,0,0,0,0,0,0,0
0.023367,0,0,0,0,0,0,0,0
0.024731,0,0,0,0,0,0,0,0
0.026053,0,0,0,0,0,0,0,0
0.027375,0,0,0,0,0,0,0,0
0.028697,0,0,0,0,0,0,0,0
0.030020,0,0,0,0,0,0,0,0
0.031349,0,0,0,0,0,0,0,0
0.032706,0,0,0,0,0,0,0,0
0.034109,0,0,0,0,0,0,0,0
0.035662,0,0,0,0,0,0,0,0
0.037105,0,0,0,0,0,0,0,0
0.038485,0,0,0,0,0,0,0,0
0.040283,0,0,0,0,0,0,0,0
0.041697,0,0,0,0,0,0,0,0
0.043108,0,0,0,0,0,0,0,0
0.044634,0,0,0,0,0,0,0,0
0.046116,0,0,0,0,0,0,0,0
0.047579,0,0,0,0,0,0,0,0
0.049036,0,0,0,0,0,0,0,0
0.050448,0,0,0,0,0,0,0,0
0.051861,0,0,0,0,0,0,0,0
0.053406,0,0,0,30,30,0,1140,0
0.054698,0,0,0,0,0,0,0,0
0.056250,0,0,0,0,0,0,0,0
0.058384,0,0,0,0,0,0,0,0
0.059823,0,0,0,0,0,0,0,0
0.061232,0,0,0,0,0,0,0,0
0.062650,0,0,0,0,0,0,0,0
0.064058,0,0,0,258,258,0,1162155,0
0.065356,0,0,0,0,0,0,0,0
0.066759,0,0,0,0,0,0,0,0
0.068179,0,0,0,0,0,0,0,0
0.069586,0,0,0,0,0,0,0,0
0.070994,0,0,0,0,0,0,0,0
0.074810,0,0,0,0,0,0,0,0
0.076229,0,0,0,0,0,0,0,0
0.077638,0,0,0,0,0,0,0,0
0.079039,0,0,0,0,0,0,0,0
0.080448,0,0,0,0,0,0,0,0
0.081849,0,0,0,0,0,0,0,0
0.083250,0,0,0,0,0,0,0,0
0.084651,0,0,0,0,0,0,0,0
0.086049,0,0,0,0,0,0,0,0
0.087464,0,0,0,0,0,0,0,0
0.088973,0,0,0,0,0,0,0,0
0.090375,0,0,0,0,0,0,0,0
0.091858,0,0,0,0,0,0,0,0
0.093264,0,0,0,0,0,0,0,0
0.094672,0,0,0,0,0,0,0,0
0.096119,0,0,0,0,0,0,0,0
0.097530,0,0,0,0,0,0,0,0
0.098931,0,0,0,0,0,0,0,0
0.100332,0,0,0,0,0,0,0,0
0.101733,0,0,0,0,0,0,0,0
0.103359,0,0,0,0,0,0,0,0
0.105105,0,0,0,0,0,0,0,0
0.106675,0,0,0,0,0,0,0,0
0.108131,0,0,0,0,0,0,0,0
0.109672,0,0,0,0,0,0,0,0
0.111240,0,0,0,0,0,0,0,0
0.112855,0,0,0,0,0,0,0,0
0.114427,0,0,0,0,0,0,0,0
0.115998,0,0,0,0,0,0,0,0
0.117569,0,0,0,0,0,0,0,0
0.119150,0,0,0,0,0,0,0,0
0.120720,0,0,0,0,0,0,0,0
0.122290,0,0,0,0,0,0,0,0
0.123863,0,0,0,0,0,0,0,0
0.125433,0,0,0,0,0,0,0,0
0.127002,0,0,0,0,0,0,0,0
0.128575,0,0,0,0,0,0,0,0
0.130159,0,0,0,0,0,0,0,0
0.131726,0,0,0,0,0,0,0,0
0.133339,0,0,0,0,0,0,0,0
0.134908,0,0,0,0,0,0,0,0
0.136482,0,0,0,0,0,0,0,0
0.138052,0,0,0,0,0,0,0,0
0.139620,0,0,0,0,0,0,0,0
0.141208,0,0,0,0,0,0,0,0
0.142777,0,0,0,0,0,0,0,0
0.144349,0,0,0,0,0,0,0,0
0.145919,0,0,0,0,0,0,0,0
0.147487,0,0,0,0,0,0,0,0
0.149061,0,0,0,0,0,0,0,0
0.150630,0,0,0,0,0,0,0,0
0.152282,0,0,0,0,0,0,0,0
0.153855,0,0,0,0,0,0,0,0
0.155426,0,0,0,0,0,0,0,0
0.156945,0,0,0,0,0,0,0,0
0.158488,0,0,0,0,0,0,0,0
0.160104,0,0,0,0,0,0,0,0
0.161677,0,0,0,0,0,0,0,0
0.163136,0,0,0,0,0,0,0,0
0.164680,0,0,0,0,0,0,0,0
0.166252,0,0,0,0,0,0,0,0
0.167868,0,0,0,0,0,0,0,0
0.169441,0,0,0,0,0,0,0,0
0.171017,0,0,0,0,0,0,0,0
0.172980,0,0,0,0,0,0,0,0
0.174409,0,0,0,0,0,0,0,0
0.175862,0,0,0,0,0,0,0,0
0.177272,0,0,0,0,0,0,0,0
0.178680,0,0,0,0,0,0,0,0
0.180089,0,0,0,0,0,0,0,0
0.181625,0,0,0,0,0,0,0,0
0.183196,0,0,0,0,0,0,0,0
0.184825,0,0,0,0,0,0,0,0
0.186387,0,0,0,0,0,0,0,0
0.188002,0,0,0,0,0,0,0,0
0.189573,0,0,0,0,0,0,0,0
0.191142,0,0,0,0,0,0,0,0
0.192713,0,0,0,0,0,0,0,0
0.194284,0,0,0,0,0,0,0,0
0.195869,0,0,0,0,0,0,0,0
0.197440,0,0,0,0,0,0,0,0
0.199009,0,0,0,0,0,0,0,0
0.200582,0,0,0,0,0,0,0,0
0.202303,0,0,0,0,0,0,0,0
0.203881,0,0,0,0,0,0,0,0
0.205453,0,0,0,0,0,0,0,0
0.207036,0,0,0,0,0,0,0,0
0.208609,0,0,0,0,0,0,0,0
0.210180,0,0,0,0,0,0,0,0
0.211748,0,0,0,0,0,0,0,0
0.213338,0,0,0,0,0,0,0,0
0.214750,0,0,0,0,0,0,0,0
0.216290,0,0,0,0,0,0,0,0
0.217872,0,0,0,0,0,0,0,0
0.219441,0,0,0,0,0,0,0,0
0.221098,0,0,0,0,0,0,0,0
0.222666,0,0,0,0,0,0,0,0
0.224281,0,0,0,0,0,0,0,0
0.225853,0,0,0,0,0,0,0,0
0.227421,0,0,0,0,0,0,0,0
0.229083,0,0,0,0,0,0,0,0
0.230653,0,0,0,0,0,0,0,0
0.232268,0,0,0,0,0,0,0,0
0.233839,0,0,0,0,0,0,0,0
0.235419,0,0,0,0,0,0,0,0
0.237011,0,0,0,0,0,0,0,0
0.238511,0,0,0,0,0,0,0,0
0.239955,0,0,0,0,0,0,0,0
0.241365,0,0,0,0,0,0,0,0
0.242879,0,0,0,0,0,0,0,0
0.244832,0,0,0,0,0,0,0,0
0.246454,0,0,0,0,0,0,0,0
0.247964,0,0,0,0,0,0,0,0
0.249431,0,0,0,0,0,0,0,0
0.250934,0,0,0,0,0,0,0,0
0.252353,0,0,0,0,0,0,0,0
0.253729,0,0,0,0,0,0,0,0
0.255150,0,0,0,0,0,0,0,0
0.256570,0,0,0,0,0,0,0,0
0.257980,0,0,0,0,0,0,0,0
0.259382,0,0,0,0,0,0,0,0
0.260787,0,0,0,0,0,0,0,0
0.262207,0,0,0,0,0,0,0,0
0.263651,0,0,0,0,0,0,0,0
0.265193,0,0,0,0,0,0,0,0
0.266764,0,0,0,0,0,0,0,0
0.268337,0,0,0,0,0,0,0,0
0.269911,0,0,0,0,0,0,0,0
0.271482,0,0,0,0,0,0,0,0
0.273072,0,0,0,0,0,0,0,0
0.274644,0,0,0,0,0,0,0,0
0.276219,0,0,0,0,0,0,0,0
0.277792,0,0,0,0,0,0,0,0
0.279362,0,0,0,0,0,0,0,0
0.280956,0,0,0,0,0,0,0,0
0.282403,0,0,0,0,0,0,0,0
0.283836,0,0,0,0,0,0,0,0
0.285200,0,0,0,0,0,0,0,0
0.286559,0,0,0,0,0,0,0,0
0.287955,0,0,0,0,0,0,0,0
0.289291,0,0,0,0,0,0,0,0
0.290626,0,0,0,0,0,0,0,0
0.292002,0,0,0,0,0,0,0,0
0.293329,0,0,0,0,0,0,0,0
0.294664,0,0,0,0,0,0,0,0
0.296036,0,0,0,0,0,0,0,0
0.297349,0,0,0,0,0,0,0,0
0.298661,0,0,0,0,0,0,0,0
0.299975,0,0,0,0,0,0,0,0
0.301287,0,0,0,0,0,0,0,0
0.302598,0,0,0,0,0,0,0,0
0.303948,0,0,0,0,0,0,0,0
0.305330,0,0,0,0,0,0,0,0
0.306707,0,0,0,0,0,0,0,0
0.308083,0,0,0,0,0,0,0,0
0.309460,0,0,0,0,0,0,0,0
0.310837,0,0,0,0,0,0,0,0
0.312235,0,0,0,0,0,0,0,0
0.313592,0,0,0,0,0,0,0,0
0.314955,0,0,0,0,0,0,0,0
0.316332,0,0,0,0,0,0,0,0
0.317702,0,0,0,0,0,0,0,0
0.319069,0,0,0,0,0,0,0,0
0.320443,0,0,0,0,0,0,0,0
0.321918,0,0,0,0,0,0,0,0
0.323405,0,0,0,0,0,0,0,0
0.325041,0,0,0,0,0,0,0,0
0.326463,0,0,0,0,0,0,0,0
0.327926,0,0,0,0,0,0,0,0
0.329338,0,0,0,0,0,0,0,0
0.330747,0,0,0,0,0,0,0,0
0.332266,0,0,0,54,54,0,1554,0
0.333963,0,0,0,0,0,0,0,0
0.335717,0,0,0,0,0,0,0,0
0.337177,0,0,0,0,0,0,0,0
0.338580,0,0,0,0,0,0,0,0
0.339987,0,0,0,0,0,0,0,0
0.341392,0,0,0,0,0,0,0,0
0.342795,0,0,0,0,0,0,0,0
0.344208,0,0,0,264,264,0,1162146,0
0.345495,0,0,0,0,0,0,0,0
0.346904,0,0,0,0,0,0,0,0
0.348323,0,0,0,0,0,0,0,0
0.349731,0,0,0,0,0,0,0,0
0.351138,0,0,0,0,0,0,0,0
0.352818,0,0,0,0,0,0,0,0
0.354228,0,0,0,0,0,0,0,0
