elapsed_s,VPC_US_STARVE_CYCLES_TSE_FE,VPC_US_PTUS_FULL,VPC_US_COMP_INVIS_PRIM_COUNT,VPC_US_STALL_CYCLES_VSC,VPC_US_STALL_CYCLES_VPC_BE,VPC_US_STALL_CYCLES_UCHE
0.001097,0,0,0,0,0,0
0.002783,0,0,0,0,0,0
0.004201,0,0,0,0,0,0
0.005594,0,0,0,0,0,0
0.007033,0,0,0,0,0,0
0.008424,0,0,0,0,0,0
0.009838,0,0,0,0,0,0
0.011231,0,0,0,0,0,0
0.012617,0,0,0,0,0,0
0.014002,0,0,0,0,0,0
0.015440,0,0,0,0,0,0
0.016840,0,0,0,0,0,0
0.018231,0,0,0,0,0,0
0.019738,0,0,0,0,0,0
0.021133,0,0,0,0,0,0
0.022533,0,0,0,0,0,0
0.023938,0,0,0,0,0,0
0.025327,0,0,0,0,0,0
0.026710,0,0,0,0,0,0
0.028075,0,0,0,0,0,0
0.029441,0,0,0,0,0,0
0.030806,0,0,0,0,0,0
0.032178,0,0,0,0,0,0
0.033542,0,0,0,0,0,0
0.034904,0,0,0,0,0,0
0.036267,0,0,0,0,0,0
0.037629,0,0,0,0,0,0
0.038995,0,0,0,0,0,0
0.040360,0,0,0,0,0,0
0.041724,0,0,0,0,0,0
0.043093,0,0,0,0,0,0
0.044441,0,0,0,0,0,0
0.045790,0,0,0,0,0,0
0.047137,0,0,0,0,0,0
0.048484,0,0,0,0,0,0
0.049834,0,0,0,0,0,0
0.051182,0,0,0,0,0,0
0.052530,0,0,0,0,0,0
0.053884,0,0,0,0,0,0
0.055280,0,0,0,0,0,0
0.056627,0,0,0,0,0,0
0.057973,0,0,0,0,0,0
0.059351,0,0,0,0,0,0
0.060663,0,0,0,0,0,0
0.061967,0,0,0,0,0,0
0.063321,0,0,0,0,0,0
0.064633,0,0,0,0,0,0
0.065936,0,0,0,0,0,0
0.067238,0,0,0,0,0,0
0.068501,0,0,0,0,0,0
0.069765,0,0,0,0,0,0
0.071102,0,0,0,0,0,0
0.072483,0,0,0,0,0,0
0.073873,0,0,0,0,0,0
0.075208,0,0,0,0,0,0
0.076585,0,0,0,0,0,0
0.077965,0,0,0,0,0,0
0.079340,0,0,0,0,0,0
0.080812,0,0,0,0,0,0
0.082182,0,0,0,0,0,0
0.083519,0,0,0,0,0,0
0.084894,27,0,0,0,0,0
0.086014,0,0,0,0,0,0
0.087384,0,0,0,0,0,0
0.088751,0,0,0,0,0,0
0.090133,0,0,0,0,0,0
0.091770,0,0,0,0,0,0
0.093215,0,0,0,0,0,0
0.094663,0,0,0,0,0,0
0.096109,0,0,0,0,0,0
0.097547,228,0,0,0,0,0
0.098820,195,0,0,0,0,0
0.100228,0,0,0,0,0,0
0.101631,0,0,0,0,0,0
0.103035,0,0,0,0,0,0
0.104432,0,0,0,0,0,0
0.105828,0,0,0,0,0,0
0.108558,0,0,0,0,0,0
0.109958,0,0,0,0,0,0
0.111351,0,0,0,0,0,0
0.112742,0,0,0,0,0,0
0.114133,0,0,0,0,0,0
0.118564,0,0,0,0,0,0
0.119980,0,0,0,0,0,0
0.121373,0,0,0,0,0,0
0.122906,0,0,0,0,0,0
0.124308,0,0,0,0,0,0
0.125665,0,0,0,0,0,0
0.127020,0,0,0,0,0,0
0.128372,0,0,0,0,0,0
0.129721,0,0,0,0,0,0
0.131089,0,0,0,0,0,0
0.132438,0,0,0,0,0,0
0.133788,0,0,0,0,0,0
0.135136,0,0,0,0,0,0
0.136486,0,0,0,0,0,0
0.137833,0,0,0,0,0,0
0.139321,0,0,0,0,0,0
0.140893,0,0,0,0,0,0
0.142464,0,0,0,0,0,0
0.143972,0,0,0,0,0,0
0.145499,0,0,0,0,0,0
0.146938,0,0,0,0,0,0
0.148471,0,0,0,0,0,0
0.150027,0,0,0,0,0,0
0.151586,0,0,0,0,0,0
0.153157,0,0,0,0,0,0
0.154760,0,0,0,0,0,0
0.156319,0,0,0,0,0,0
0.157875,0,0,0,0,0,0
0.159434,0,0,0,0,0,0
0.160993,0,0,0,0,0,0
0.162554,0,0,0,0,0,0
0.164002,0,0,0,0,0,0
0.165531,0,0,0,0,0,0
0.167093,0,0,0,0,0,0
0.168652,0,0,0,0,0,0
0.170210,0,0,0,0,0,0
0.171862,0,0,0,0,0,0
0.173418,0,0,0,0,0,0
0.174989,0,0,0,0,0,0
0.176550,0,0,0,0,0,0
0.178106,0,0,0,0,0,0
0.179664,0,0,0,0,0,0
0.181224,0,0,0,0,0,0
0.182808,0,0,0,0,0,0
0.184259,0,0,0,0,0,0
0.185676,0,0,0,0,0,0
0.187089,0,0,0,0,0,0
0.188483,0,0,0,0,0,0
0.189880,0,0,0,0,0,0
0.191278,0,0,0,0,0,0
0.192805,0,0,0,0,0,0
0.194363,0,0,0,0,0,0
0.195936,0,0,0,0,0,0
0.197486,0,0,0,0,0,0
0.198915,0,0,0,0,0,0
0.200446,0,0,0,0,0,0
0.202005,0,0,0,0,0,0
0.203610,0,0,0,0,0,0
0.205171,0,0,0,0,0,0
0.206747,0,0,0,0,0,0
0.208299,0,0,0,0,0,0
0.209848,0,0,0,0,0,0
0.211274,0,0,0,0,0,0
0.212805,0,0,0,0,0,0
0.214364,0,0,0,0,0,0
0.215929,0,0,0,0,0,0
0.217500,0,0,0,0,0,0
0.219105,0,0,0,0,0,0
0.220667,0,0,0,0,0,0
0.222226,0,0,0,0,0,0
0.223791,0,0,0,0,0,0
0.225350,0,0,0,0,0,0
0.226912,0,0,0,0,0,0
0.228486,0,0,0,0,0,0
0.230044,0,0,0,0,0,0
0.231605,0,0,0,0,0,0
0.233166,0,0,0,0,0,0
0.234769,0,0,0,0,0,0
0.236331,0,0,0,0,0,0
0.237888,0,0,0,0,0,0
0.239462,0,0,0,0,0,0
0.241022,0,0,0,0,0,0
0.242583,0,0,0,0,0,0
0.244144,0,0,0,0,0,0
0.245701,0,0,0,0,0,0
0.247261,0,0,0,0,0,0
0.248819,0,0,0,0,0,0
0.250432,0,0,0,0,0,0
0.251996,0,0,0,0,0,0
0.253554,0,0,0,0,0,0
