elapsed_s,VPC_RESERVED_42,VPC_RESERVED_43,VPC_RESERVED_44,VPC_BE_BUSY_CYCLES,VPC_BE_WORKING_CYCLES,VPC_BE_STALL_CYCLES_TSE_BE
0.001092,0,0,0,0,0,0
0.002590,0,0,0,0,0,0
0.003961,0,0,0,0,0,0
0.005310,0,0,0,0,0,0
0.006704,0,0,0,0,0,0
0.008050,0,0,0,0,0,0
0.009418,0,0,0,0,0,0
0.010812,0,0,0,0,0,0
0.012163,0,0,0,0,0,0
0.013507,0,0,0,0,0,0
0.014902,0,0,0,0,0,0
0.016253,0,0,0,0,0,0
0.017602,0,0,0,0,0,0
0.018953,0,0,0,0,0,0
0.020313,0,0,0,0,0,0
0.021661,0,0,0,0,0,0
0.023058,0,0,0,0,0,0
0.024409,0,0,0,0,0,0
0.025758,0,0,0,0,0,0
0.027187,0,0,0,0,0,0
0.028509,0,0,0,0,0,0
0.029831,0,0,0,0,0,0
0.031251,0,0,0,0,0,0
0.032579,0,0,0,0,0,0
0.033901,0,0,0,0,0,0
0.035225,0,0,0,0,0,0
0.036544,0,0,0,0,0,0
0.037862,0,0,0,0,0,0
0.039254,0,0,0,0,0,0
0.040579,0,0,0,0,0,0
0.041950,0,0,0,0,0,0
0.043237,0,0,0,0,0,0
0.044500,0,0,0,0,0,0
0.045763,0,0,0,0,0,0
0.047075,0,0,0,0,0,0
0.048339,0,0,0,0,0,0
0.049603,0,0,0,0,0,0
0.050868,0,0,0,0,0,0
0.052135,0,0,0,0,0,0
0.053399,0,0,0,0,0,0
0.054712,0,0,0,0,0,0
0.055975,0,0,0,0,0,0
0.057289,0,0,0,0,0,0
0.058595,0,0,0,0,0,0
0.059948,0,0,0,0,0,0
0.061298,0,0,0,0,0,0
0.062788,0,0,0,0,0,0
0.064212,0,0,0,0,0,0
0.065623,0,0,0,0,0,0
0.067148,0,0,0,0,0,0
0.068576,0,0,0,0,0,0
0.069936,0,0,0,999,360,0
0.071616,0,0,0,0,0,0
0.072988,0,0,0,0,0,0
0.074409,0,0,0,0,0,0
0.075809,0,0,0,0,0,0
0.077207,0,0,0,0,0,0
0.078602,0,0,0,0,0,0
0.080002,0,0,0,0,0,0
0.081714,0,0,0,12234,6534,0
0.083392,0,0,0,0,0,0
0.084788,0,0,0,0,0,0
0.086178,0,0,0,0,0,0
0.087576,0,0,0,0,0,0
0.088972,0,0,0,0,0,0
0.092070,0,0,0,0,0,0
0.093479,0,0,0,0,0,0
0.094875,0,0,0,0,0,0
0.096267,0,0,0,0,0,0
0.097657,0,0,0,0,0,0
0.099637,0,0,0,0,0,0
0.101029,0,0,0,0,0,0
0.106220,0,0,0,0,0,0
0.107689,0,0,0,0,0,0
0.109056,0,0,0,0,0,0
0.110412,0,0,0,0,0,0
0.111772,0,0,0,0,0,0
0.113117,0,0,0,0,0,0
0.114467,0,0,0,0,0,0
0.115815,0,0,0,0,0,0
0.117164,0,0,0,0,0,0
0.118524,0,0,0,0,0,0
