elapsed_s,VPC_US_STREAMOUT_TRANSACTION,VPC_US_NUM_GMEM_READ_SO,VPC_US_STARVE_CYCLES_UCHE_RD,VPC_US_STALL_CYCLES_PRG_END_VPCUS,VPC_US_STARVE_CYCLES_REORDER,VPC_US_BOTTLENECK
0.001229,0,0,0,0,1065480,0
0.002724,0,0,0,0,1010256,0
0.004088,0,0,0,0,981711,0
0.005440,0,0,0,0,994908,0
0.006835,0,0,0,0,992970,0
0.008188,0,0,0,0,996075,0
0.009563,0,0,0,0,991128,0
0.010914,0,0,0,0,1020717,0
0.012282,0,0,0,0,997530,0
0.013632,0,0,0,0,1001679,0
0.015037,0,0,0,0,1003038,0
0.016444,0,0,0,0,1004946,0
0.017800,0,0,0,0,997452,0
0.019192,0,0,0,0,957612,0
0.020523,0,0,0,0,949839,0
0.021844,0,0,0,0,947400,0
0.023213,0,0,0,0,955464,0
0.024538,0,0,0,0,955575,0
0.025862,0,0,0,0,955872,0
0.027187,0,0,0,0,958767,0
0.028511,0,0,0,0,956724,0
0.029835,0,0,0,0,956199,0
0.031217,0,0,0,0,953790,0
0.032539,0,0,0,0,957693,0
0.033861,0,0,0,0,956406,0
0.035181,0,0,0,0,934512,0
0.036488,0,0,0,0,934959,0
0.037796,0,0,0,0,929160,0
0.039151,0,0,0,0,932802,0
0.040459,0,0,0,0,938646,0
0.041775,0,0,0,0,929148,0
0.043083,0,0,0,0,933621,0
0.044391,0,0,0,0,938445,0
0.045700,0,0,0,0,935400,0
0.047010,0,0,0,0,935061,0
0.048318,0,0,0,0,929634,0
0.049625,0,0,0,0,932553,0
0.050969,0,0,0,0,872457,0
0.052235,0,0,0,0,865314,0
0.053499,0,0,0,0,868584,0
0.054814,0,0,0,0,868353,0
0.056079,0,0,0,0,874245,0
0.057344,0,0,0,0,868728,0
0.058664,0,0,0,0,874296,0
0.059936,0,0,0,0,865680,0
0.061200,0,0,0,0,866844,0
0.062470,0,0,0,0,873306,0
0.063738,0,0,0,0,870492,0
0.065060,0,0,0,0,881109,0
0.066350,0,0,0,0,964347,0
0.067745,0,0,0,0,1007148,0
0.069109,0,0,0,0,998448,0
0.070468,0,0,0,0,1011939,0
0.071829,0,0,0,0,994515,0
0.073201,0,0,0,0,994542,0
0.074556,0,0,0,0,1004880,0
0.075972,0,0,0,0,1953708,0
0.077353,0,0,0,0,1014990,0
0.078719,0,0,0,0,1009128,0
0.080079,0,0,0,0,1004865,0
0.081435,0,0,0,0,1002474,0
0.083003,0,0,0,0,1593822,0
0.084676,0,0,0,0,1006071,0
0.086088,0,0,0,0,1672566,0
0.087344,0,0,0,0,3016929,0
0.088762,0,0,0,0,1259808,0
0.090159,0,0,0,0,1212216,0
0.091643,0,0,0,0,1573500,0
0.093041,0,0,0,0,1215333,0
0.094438,0,0,0,0,1231431,0
0.095851,0,0,0,0,1149114,0
0.097245,0,0,0,0,1191498,0
0.098621,0,0,0,0,1196658,0
0.100016,0,0,0,0,1195611,0
0.101406,0,0,0,0,1190019,0
0.102796,0,0,0,0,1220106,0
0.104184,0,0,0,0,1194231,0
0.105574,0,0,0,0,1192536,0
