elapsed_s,VPC_FE_VPCRAM_FULL_CYCLES,VPC_FE_NUM_VPCRAM_WRITE,VPC_FE_STALL_CYCLES_TSE_FE,VPC_FE_STALL_CYCLES_VPC_US,VPC_FE_TSE_FE_PRIMITIVES,VPC_FE_GS_PRIMITIVES
0.001092,0,0,0,0,0,0
0.002589,0,0,0,0,0,0
0.003968,0,0,0,0,0,0
0.005321,0,0,0,0,0,0
0.006674,0,0,0,0,0,0
0.008025,0,0,0,0,0,0
0.009397,0,0,0,0,0,0
0.010796,0,0,0,0,0,0
0.012150,0,0,0,0,0,0
0.013502,0,0,0,0,0,0
0.014944,0,0,0,0,0,0
0.016265,0,0,0,0,0,0
0.017584,0,0,0,0,0,0
0.018996,0,0,0,0,0,0
0.020328,0,0,0,0,0,0
0.021653,0,0,0,0,0,0
0.022989,0,0,0,0,0,0
0.024314,0,0,0,0,0,0
0.025637,0,0,0,0,0,0
0.027016,0,0,0,0,0,0
0.028338,0,0,0,0,0,0
0.029697,0,0,0,0,0,0
0.031001,0,0,0,0,0,0
0.032267,0,0,0,0,0,0
0.033531,0,0,0,0,0,0
0.034846,0,0,0,0,0,0
0.036137,0,0,0,0,0,0
0.037401,0,0,0,0,0,0
0.038714,0,0,0,0,0,0
0.039984,0,0,0,0,0,0
0.041255,0,0,0,0,0,0
0.042568,0,0,0,0,0,0
0.043831,0,0,0,0,0,0
0.045094,0,0,0,0,0,0
0.046379,0,0,0,0,0,0
0.047761,0,0,0,0,0,0
0.049103,0,0,0,0,0,0
0.050448,0,0,0,0,0,0
0.051817,0,0,0,0,0,0
0.053263,0,0,0,0,0,0
0.054682,0,0,0,0,0,0
0.056081,0,0,0,0,0,0
0.057484,0,0,0,0,0,0
0.058904,0,0,0,0,0,0
0.060323,0,0,0,0,0,0
0.061808,0,0,0,0,0,0
0.063256,0,0,0,0,0,0
0.064650,0,0,0,0,0,0
0.066045,0,0,0,0,0,0
0.067436,0,0,0,0,0,0
0.068828,0,0,0,0,0,0
0.070218,0,0,0,0,0,0
0.071953,0,0,0,0,0,0
0.073366,0,0,0,0,0,0
0.075472,0,0,0,0,0,0
0.076870,0,0,0,0,0,0
0.078268,0,0,0,0,0,0
0.079661,0,0,0,0,0,0
0.081057,0,0,0,0,0,0
0.082450,0,0,0,0,0,0
0.083857,0,0,0,0,0,0
0.085246,0,0,0,0,0,0
0.087039,0,0,0,0,0,0
0.088439,0,0,0,0,0,0
0.089838,0,0,0,0,0,0
0.091257,0,0,0,0,0,0
0.092646,0,0,0,0,0,0
0.094159,0,0,0,0,0,0
0.096114,0,0,0,0,0,0
0.097941,0,0,0,0,0,0
0.099445,0,0,0,0,0,0
0.100838,0,0,0,0,0,0
0.102270,0,0,0,0,0,0
0.103659,0,0,0,0,0,0
0.105064,0,0,0,0,0,0
0.106455,0,0,0,0,0,0
0.107846,0,0,0,0,0,0
0.109236,0,0,0,0,0,0
0.110642,0,0,0,0,0,0
0.112168,0,0,0,0,0,0
0.113725,0,0,0,0,0,0
0.115300,0,0,0,0,0,0
0.116857,0,0,0,0,0,0
0.118418,0,0,0,0,0,0
0.119976,0,0,0,0,0,0
0.121532,0,0,0,0,0,0
0.123147,0,0,0,0,0,0
0.124704,0,0,0,0,0,0
0.126318,0,0,0,0,0,0
0.127877,0,0,0,0,0,0
0.129309,0,0,0,0,0,0
0.130715,0,0,0,0,0,0
0.132242,0,0,0,0,0,0
0.133802,0,0,0,0,0,0
0.135432,0,0,0,0,0,0
0.137003,0,0,0,0,0,0
0.138565,0,0,0,0,0,0
0.140125,0,0,0,0,0,0
0.141727,0,0,0,0,0,0
0.143325,0,0,0,0,0,0
0.144883,0,0,0,0,0,0
0.146444,0,0,0,0,0,0
0.148020,0,0,0,0,0,0
0.149578,0,0,0,0,0,0
0.151143,0,0,0,0,0,0
0.152701,0,0,0,0,0,0
0.154262,0,0,0,0,0,0
0.155822,0,0,0,0,0,0
0.157381,0,0,0,0,0,0
0.158873,0,0,0,0,0,0
0.160406,0,0,0,0,0,0
0.161967,0,0,0,0,0,0
0.163518,0,0,0,0,0,0
0.165069,0,0,0,0,0,0
0.166620,0,0,0,0,0,0
0.168077,0,0,0,0,0,0
0.169566,0,0,0,0,0,0
0.170968,0,0,0,0,0,0
0.172363,0,0,0,0,0,0
0.173801,0,0,0,0,0,0
0.176547,0,0,0,0,0,0
0.178075,0,0,0,0,0,0
0.179635,0,0,0,0,0,0
0.181207,0,0,0,0,0,0
0.182766,0,0,0,0,0,0
0.184326,0,0,0,0,0,0
0.185889,0,0,0,0,0,0
0.187449,0,0,0,0,0,0
0.189008,0,0,0,0,0,0
0.190571,0,0,0,0,0,0
0.192146,0,0,0,0,0,0
0.193704,0,0,0,0,0,0
0.195268,0,0,0,0,0,0
0.196826,0,0,0,0,0,0
0.198388,0,0,0,0,0,0
0.199948,0,0,0,0,0,0
0.201506,0,0,0,0,0,0
0.203018,0,0,0,0,0,0
0.204549,0,0,0,0,0,0
0.206154,0,0,0,0,0,0
0.207715,0,0,0,0,0,0
0.209274,0,0,0,0,0,0
0.210835,0,0,0,0,0,0
0.212395,0,0,0,0,0,0
0.213970,0,0,0,0,0,0
0.215531,0,0,0,0,0,0
0.217090,0,0,0,0,0,0
0.218652,0,0,0,0,0,0
0.220212,0,0,0,0,0,0
0.221814,0,0,0,0,0,0
0.223398,0,0,0,0,0,0
0.224969,0,0,0,0,0,0
0.226532,0,0,0,0,0,0
0.228084,0,0,0,0,0,0
0.229634,0,0,0,0,0,0
0.231173,0,0,0,0,0,0
0.232732,0,0,0,0,0,0
0.234293,0,0,0,0,0,0
0.235867,0,0,0,0,0,0
0.237426,0,0,0,0,0,0
0.239092,0,0,0,0,0,0
0.240653,0,0,0,0,0,0
0.242215,0,0,0,0,0,0
0.243767,0,0,0,0,0,0
0.245317,0,0,0,0,0,0
0.246758,0,0,0,0,0,0
0.248289,0,0,0,0,0,0
0.249904,0,0,0,0,0,0
0.251462,0,0,0,0,0,0
0.253019,0,0,0,0,0,0
0.254580,0,0,0,0,0,0
0.256139,0,0,0,0,0,0
0.257710,0,0,0,0,0,0
0.259273,0,0,0,0,0,0
0.260829,0,0,0,0,0,0
0.262390,0,0,0,0,0,0
0.263948,0,0,0,0,0,0
0.265505,0,0,0,0,0,0
0.267119,0,0,0,0,0,0
0.268563,0,0,0,0,0,0
0.270138,0,0,0,0,0,0
0.271697,0,0,0,0,0,0
0.273255,0,0,0,0,0,0
0.274813,0,0,0,0,0,0
0.276371,0,0,0,0,0,0
0.277931,0,0,0,0,0,0
0.279384,0,0,0,0,0,0
0.280917,0,0,0,0,0,0
0.282477,0,0,0,0,0,0
0.284037,0,0,0,0,0,0
0.285665,0,0,0,0,0,0
0.287150,0,0,0,0,0,0
0.288506,0,0,0,0,0,0
0.289869,0,0,0,0,0,0
0.291235,0,0,0,0,0,0
0.292581,0,0,0,0,0,0
0.293976,0,0,0,0,0,0
0.295317,0,0,0,0,0,0
0.296662,0,0,0,0,0,0
0.298053,0,0,0,0,0,0
0.299399,0,0,0,0,0,0
0.300757,0,0,0,0,0,0
0.302144,0,0,0,0,0,0
0.303461,0,0,0,0,0,0
0.304776,0,0,0,0,0,0
0.306139,0,0,0,0,0,0
0.307454,0,0,0,0,0,0
0.308769,0,0,0,0,0,0
0.310132,0,0,0,0,0,0
0.311576,0,0,0,0,0,0
0.312891,0,0,0,0,0,0
0.314253,0,0,0,0,0,0
0.315568,0,0,0,0,0,0
0.316884,0,0,0,0,0,0
0.318245,0,0,0,0,0,0
0.319545,0,0,0,0,0,0
0.320844,0,0,0,0,0,0
0.322200,0,0,0,0,0,0
0.323500,0,0,0,0,0,0
0.324799,0,0,0,0,0,0
0.326148,0,0,0,0,0,0
0.327448,0,0,0,0,0,0
0.328754,0,0,0,0,0,0
0.330103,0,0,0,0,0,0
0.331404,0,0,0,0,0,0
0.332711,0,0,0,0,0,0
0.334048,0,0,0,0,0,0
0.335415,0,0,0,0,0,0
0.336781,0,0,0,0,0,0
0.338198,0,0,0,0,0,0
0.339565,0,0,0,0,0,0
0.340932,0,0,0,0,0,0
0.342348,0,0,0,0,0,0
