elapsed_s,TP_NEVER_COUNT,TP_BUSY_CYCLES,TP_STALL_CYCLES_UCHE,TP_LATENCY_CYCLES,TP_LATENCY_TRANS,TP_FLAG_FIFO_DELAY_SAMPLES,TP_FLAG_FIFO_DELAY_CYCLES,TP_L1_CACHELINE_REQUESTS,TP_L1_CACHELINE_MISSES,TP_SP_TP_TRANS,TP_TP_SP_TRANS,TP_OUTPUT_PIXELS
0.001105,0,0,0,0,0,0,0,0,0,0,0,0
0.002743,0,0,0,0,0,0,0,0,0,0,0,0
0.004353,0,0,0,0,0,0,0,0,0,0,0,0
0.006166,0,0,0,0,0,0,0,0,0,0,0,0
0.008277,0,0,0,0,0,0,0,0,0,0,0,0
0.009907,0,0,0,0,0,0,0,0,0,0,0,0
0.011677,0,0,0,0,0,0,0,0,0,0,0,0
0.013393,0,0,0,0,0,0,0,0,0,0,0,0
0.015066,0,0,0,0,0,0,0,0,0,0,0,0
0.016635,0,0,0,0,0,0,0,0,0,0,0,0
0.018199,0,0,0,0,0,0,0,0,0,0,0,0
0.019805,0,0,0,0,0,0,0,0,0,0,0,0
0.021397,0,0,0,0,0,0,0,0,0,0,0,0
0.023011,0,0,0,0,0,0,0,0,0,0,0,0
0.024571,0,0,0,0,0,0,0,0,0,0,0,0
0.026184,0,0,0,0,0,0,0,0,0,0,0,0
0.027842,0,0,0,0,0,0,0,0,0,0,0,0
0.029403,0,0,0,0,0,0,0,0,0,0,0,0
0.030965,0,0,0,0,0,0,0,0,0,0,0,0
0.032541,0,0,0,0,0,0,0,0,0,0,0,0
0.034102,0,0,0,0,0,0,0,0,0,0,0,0
0.035807,0,0,0,0,0,0,0,0,0,0,0,0
0.037366,0,0,0,0,0,0,0,0,0,0,0,0
0.038975,0,0,0,0,0,0,0,0,0,0,0,0
0.040530,0,0,0,0,0,0,0,0,0,0,0,0
0.042091,0,0,0,0,0,0,0,0,0,0,0,0
0.043785,0,0,0,0,0,0,0,0,0,0,0,0
0.045318,0,0,0,0,0,0,0,0,0,0,0,0
0.046897,0,0,0,0,0,0,0,0,0,0,0,0
0.048430,0,0,0,0,0,0,0,0,0,0,0,0
0.049961,0,0,0,0,0,0,0,0,0,0,0,0
0.051531,0,0,0,0,0,0,0,0,0,0,0,0
0.053065,0,0,0,0,0,0,0,0,0,0,0,0
0.054606,0,0,0,0,0,0,0,0,0,0,0,0
0.056145,0,0,0,0,0,0,0,0,0,0,0,0
0.057686,0,0,0,0,0,0,0,0,0,0,0,0
0.059208,0,0,0,0,0,0,0,0,0,0,0,0
0.060703,0,0,0,0,0,0,0,0,0,0,0,0
0.062200,0,0,0,0,0,0,0,0,0,0,0,0
0.063820,0,0,0,0,0,0,0,0,0,0,0,0
0.065311,0,0,0,0,0,0,0,0,0,0,0,0
0.066794,0,0,0,0,0,0,0,0,0,0,0,0
0.068269,0,0,0,0,0,0,0,0,0,0,0,0
0.069744,0,0,0,0,0,0,0,0,0,0,0,0
0.071212,0,0,0,0,0,0,0,0,0,0,0,0
0.072630,0,0,0,0,0,0,0,0,0,0,0,0
0.074041,0,0,0,0,0,0,0,0,0,0,0,0
0.075486,0,0,0,0,0,0,0,0,0,0,0,0
0.076893,0,0,0,0,0,0,0,0,0,0,0,0
0.078303,0,0,0,0,0,0,0,0,0,0,0,0
0.079714,0,0,0,0,0,0,0,0,0,0,0,0
0.081174,0,0,0,0,0,0,0,0,0,0,0,0
0.082593,0,0,0,0,0,0,0,0,0,0,0,0
0.084061,0,0,0,0,0,0,0,0,0,0,0,0
0.085369,0,0,0,0,0,0,0,0,0,0,0,0
0.086841,0,0,0,0,0,0,0,0,0,0,0,0
0.088202,0,0,0,0,0,0,0,0,0,0,0,0
0.089677,0,0,0,0,0,0,0,0,0,0,0,0
0.091153,0,0,0,0,0,0,0,0,0,0,0,0
0.092630,0,0,0,0,0,0,0,0,0,0,0,0
0.094106,0,0,0,0,0,0,0,0,0,0,0,0
0.095678,0,0,0,0,0,0,0,0,0,0,0,0
0.097213,0,0,0,0,0,0,0,0,0,0,0,0
0.098575,0,0,0,0,0,0,0,0,0,0,0,0
0.100049,0,0,0,0,0,0,0,0,0,0,0,0
0.101459,0,1584,0,0,0,0,0,0,0,0,0,0
0.102984,0,0,0,0,0,0,0,0,0,0,0,0
0.104344,0,0,0,0,0,0,0,0,0,0,0,0
0.105705,0,0,0,0,0,0,0,0,0,0,0,0
0.107066,0,0,0,0,0,0,0,0,0,0,0,0
0.108480,0,0,0,0,0,0,0,0,0,0,0,0
0.109957,0,0,0,0,0,0,0,0,0,0,0,0
0.111481,0,0,0,0,0,0,0,0,0,0,0,0
0.112845,0,0,0,0,0,0,0,0,0,0,0,0
0.114320,0,0,0,0,0,0,0,0,0,0,0,0
0.115793,0,0,0,0,0,0,0,0,0,0,0,0
0.117263,0,0,0,0,0,0,0,0,0,0,0,0
0.118792,0,0,0,0,0,0,0,0,0,0,0,0
0.120266,0,0,0,0,0,0,0,0,0,0,0,0
0.121788,0,339700,0,211731,1742,0,0,57344,57344,14720,240128,486400
0.123024,0,60673,0,28330,272,0,0,8192,8192,1664,22016,37888
0.124428,0,0,0,0,0,0,0,0,0,0,0,0
0.125831,0,0,0,0,0,0,0,0,0,0,0,0
0.127284,0,0,0,0,0,0,0,0,0,0,0,0
0.128687,0,0,0,0,0,0,0,0,0,0,0,0
0.130094,0,0,0,0,0,0,0,0,0,0,0,0
0.131517,0,0,0,0,0,0,0,0,0,0,0,0
0.132922,0,0,0,0,0,0,0,0,0,0,0,0
0.134326,0,0,0,0,0,0,0,0,0,0,0,0
0.135645,0,0,0,0,0,0,0,0,0,0,0,0
0.137049,0,0,0,0,0,0,0,0,0,0,0,0
0.138454,0,0,0,0,0,0,0,0,0,0,0,0
0.139859,0,0,0,0,0,0,0,0,0,0,0,0
0.141268,0,0,0,0,0,0,0,0,0,0,0,0
0.142672,0,0,0,0,0,0,0,0,0,0,0,0
0.144074,0,0,0,0,0,0,0,0,0,0,0,0
0.145477,0,0,0,0,0,0,0,0,0,0,0,0
0.146768,0,0,0,0,0,0,0,0,0,0,0,0
0.148064,0,0,0,0,0,0,0,0,0,0,0,0
0.149466,0,0,0,0,0,0,0,0,0,0,0,0
0.150870,0,0,0,0,0,0,0,0,0,0,0,0
0.152277,0,0,0,0,0,0,0,0,0,0,0,0
0.153681,0,0,0,0,0,0,0,0,0,0,0,0
0.155107,0,0,0,0,0,0,0,0,0,0,0,0
0.156490,0,0,0,0,0,0,0,0,0,0,0,0
0.157873,0,0,0,0,0,0,0,0,0,0,0,0
0.159254,0,0,0,0,0,0,0,0,0,0,0,0
0.160634,0,0,0,0,0,0,0,0,0,0,0,0
0.162017,0,0,0,0,0,0,0,0,0,0,0,0
0.163416,0,0,0,0,0,0,0,0,0,0,0,0
0.164798,0,0,0,0,0,0,0,0,0,0,0,0
0.166181,0,0,0,0,0,0,0,0,0,0,0,0
0.167579,0,0,0,0,0,0,0,0,0,0,0,0
0.168961,0,0,0,0,0,0,0,0,0,0,0,0
0.170343,0,0,0,0,0,0,0,0,0,0,0,0
0.171791,0,0,0,0,0,0,0,0,0,0,0,0
0.173173,0,0,0,0,0,0,0,0,0,0,0,0
0.174568,0,0,0,0,0,0,0,0,0,0,0,0
0.175951,0,0,0,0,0,0,0,0,0,0,0,0
0.177333,0,0,0,0,0,0,0,0,0,0,0,0
0.178716,0,0,0,0,0,0,0,0,0,0,0,0
0.180104,0,0,0,0,0,0,0,0,0,0,0,0
0.181487,0,0,0,0,0,0,0,0,0,0,0,0
0.182915,0,0,0,0,0,0,0,0,0,0,0,0
0.184298,0,0,0,0,0,0,0,0,0,0,0,0
0.185691,0,0,0,0,0,0,0,0,0,0,0,0
0.187207,0,0,0,0,0,0,0,0,0,0,0,0
0.188820,0,0,0,0,0,0,0,0,0,0,0,0
0.190415,0,0,0,0,0,0,0,0,0,0,0,0
0.191928,0,0,0,0,0,0,0,0,0,0,0,0
0.193363,0,0,0,0,0,0,0,0,0,0,0,0
0.194796,0,0,0,0,0,0,0,0,0,0,0,0
0.196238,0,0,0,0,0,0,0,0,0,0,0,0
0.197667,0,0,0,0,0,0,0,0,0,0,0,0
0.199098,0,0,0,0,0,0,0,0,0,0,0,0
0.200526,0,0,0,0,0,0,0,0,0,0,0,0
0.201955,0,0,0,0,0,0,0,0,0,0,0,0
0.203429,0,0,0,0,0,0,0,0,0,0,0,0
0.204985,0,0,0,0,0,0,0,0,0,0,0,0
0.206597,0,0,0,0,0,0,0,0,0,0,0,0
0.208194,0,0,0,0,0,0,0,0,0,0,0,0
0.209789,0,0,0,0,0,0,0,0,0,0,0,0
0.211386,0,0,0,0,0,0,0,0,0,0,0,0
0.212982,0,0,0,0,0,0,0,0,0,0,0,0
0.214580,0,0,0,0,0,0,0,0,0,0,0,0
0.216052,0,0,0,0,0,0,0,0,0,0,0,0
0.217507,0,0,0,0,0,0,0,0,0,0,0,0
0.219130,0,0,0,0,0,0,0,0,0,0,0,0
0.220728,0,0,0,0,0,0,0,0,0,0,0,0
0.222325,0,0,0,0,0,0,0,0,0,0,0,0
0.223927,0,0,0,0,0,0,0,0,0,0,0,0
0.225523,0,0,0,0,0,0,0,0,0,0,0,0
0.227122,0,0,0,0,0,0,0,0,0,0,0,0
0.228733,0,0,0,0,0,0,0,0,0,0,0,0
0.230329,0,0,0,0,0,0,0,0,0,0,0,0
0.231932,0,0,0,0,0,0,0,0,0,0,0,0
0.233527,0,0,0,0,0,0,0,0,0,0,0,0
0.235170,0,0,0,0,0,0,0,0,0,0,0,0
0.236769,0,0,0,0,0,0,0,0,0,0,0,0
0.238365,0,0,0,0,0,0,0,0,0,0,0,0
0.239975,0,0,0,0,0,0,0,0,0,0,0,0
0.241560,0,0,0,0,0,0,0,0,0,0,0,0
0.243024,0,0,0,0,0,0,0,0,0,0,0,0
0.244593,0,0,0,0,0,0,0,0,0,0,0,0
0.246189,0,0,0,0,0,0,0,0,0,0,0,0
0.247791,0,0,0,0,0,0,0,0,0,0,0,0
