elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.001127,17,370,2849,0,0,0,0,0,0,0,0,0,0,0
0.002955,17,274,2330,0,0,0,0,0,0,0,0,0,0,0
0.004597,17,348,2669,0,0,0,0,0,0,0,0,0,0,0
0.006292,17,370,2647,0,0,0,0,0,0,0,0,0,0,0
0.007929,17,316,2854,0,0,0,0,0,0,0,0,0,0,0
0.009603,17,272,2694,0,0,0,0,0,0,0,0,0,0,0
0.011239,17,362,2497,0,0,0,0,0,0,0,0,0,0,0
0.012875,17,370,2499,0,0,0,0,0,0,0,0,0,0,0
0.014628,17,358,2479,0,0,0,0,0,0,0,0,0,0,0
0.016233,17,346,2514,0,0,0,0,0,0,0,0,0,0,0
0.017862,17,274,2460,0,0,0,0,0,0,0,0,0,0,0
0.019468,17,348,2648,0,0,0,0,0,0,0,0,0,0,0
0.021065,17,350,2624,0,0,0,0,0,0,0,0,0,0,0
0.022776,17,366,2684,0,0,0,0,0,0,0,0,0,0,0
0.024341,17,278,2358,0,0,0,0,0,0,0,0,0,0,0
0.025903,17,364,2318,0,0,0,0,0,0,0,0,0,0,0
0.027468,17,276,2439,0,0,0,0,0,0,0,0,0,0,0
0.029031,17,274,2668,0,0,0,0,0,0,0,0,0,0,0
0.030687,17,278,2285,0,0,0,0,0,0,0,0,0,0,0
0.032293,17,224,1468,0,0,0,0,0,0,0,0,0,0,0
0.033679,17,284,1510,0,0,0,0,0,0,0,0,0,0,0
0.035088,17,272,1495,0,0,0,0,0,0,0,0,0,0,0
0.036496,17,208,1456,0,0,0,0,0,0,0,0,0,0,0
0.037954,18,213,1167,0,0,0,0,0,0,0,0,0,0,0
0.039363,17,264,1232,0,0,0,0,0,0,0,0,0,0,0
0.040770,17,198,1220,0,0,0,0,0,0,0,0,0,0,0
0.042201,18,283,1147,0,0,0,0,0,0,0,0,0,0,0
0.043612,17,202,1113,0,0,0,0,0,0,0,0,0,0,0
0.045009,17,202,1131,0,0,0,0,0,0,0,0,0,0,0
0.046506,17,202,1078,0,0,0,0,0,0,0,0,0,0,0
0.047910,18,209,1094,0,0,0,0,0,0,0,0,0,0,0
0.049314,17,206,1116,0,0,0,0,0,0,0,0,0,0,0
0.050719,18,209,867,0,0,0,0,0,0,0,0,0,0,0
0.052122,18,209,869,0,0,0,0,0,0,0,0,0,0,0
0.053534,18,209,873,0,0,0,0,0,0,0,0,0,0,0
0.055022,18,209,892,0,0,0,0,0,0,0,0,0,0,0
0.056429,18,209,905,0,0,0,0,0,0,0,0,0,0,0
0.057828,18,209,904,0,0,0,0,0,0,0,0,0,0,0
