elapsed_s,CP_S_SKEW_BUFFER_ABOVE_THRESH,CP_ECACHE_HITS,CP_ECACHE_KILLS,CP_ECACHE_REQS,CP_ECACHE_EVEN_REQS,CP_ECACHE_STALLS_RAP,CP_ECACHE_BUSY
0.001787,0,0,0,0,0,0,0
0.003360,0,0,0,0,0,0,0
0.004902,0,0,0,0,0,0,0
0.006493,0,0,0,0,0,0,0
0.008021,0,0,0,0,0,0,0
0.009583,0,0,0,0,0,0,0
0.011111,0,0,0,0,0,0,0
0.012637,0,0,0,0,0,0,0
0.014213,0,0,0,0,0,0,0
0.015714,0,0,0,0,0,0,0
0.017216,0,0,0,0,0,0,0
0.018720,0,0,0,0,0,0,0
0.020232,0,0,0,0,0,0,0
0.021801,0,0,0,0,0,0,0
0.023328,0,0,0,0,0,0,0
0.024902,0,0,0,0,0,0,0
0.026432,0,0,0,0,0,0,0
0.027958,0,0,0,0,0,0,0
0.029546,0,0,0,0,0,0,0
0.031058,0,0,0,0,0,0,0
0.032559,0,0,0,0,0,0,0
0.034241,0,0,0,0,0,0,0
0.035744,0,0,0,0,0,0,0
0.037301,0,0,0,0,0,0,0
0.038788,0,0,0,0,0,0,0
0.040275,0,0,0,0,0,0,0
0.041779,0,0,0,0,0,0,0
0.043267,0,0,0,0,0,0,0
0.044755,0,0,0,0,0,0,0
0.046327,0,0,0,0,0,0,0
0.047774,0,0,0,0,0,0,0
0.049252,0,0,0,0,0,0,0
0.050661,0,0,0,0,0,0,0
0.052066,0,0,0,0,0,0,0
0.053670,0,0,0,0,0,0,0
0.055068,0,0,0,0,0,0,0
0.056467,0,0,0,0,0,0,0
0.058051,0,0,0,0,0,0,0
0.059409,0,0,0,0,0,0,0
0.060773,0,0,0,0,0,0,0
0.062148,0,0,0,0,0,0,0
0.063503,0,0,0,0,0,0,0
0.064858,0,0,0,0,0,0,0
0.066300,0,0,0,0,0,0,0
0.067676,0,0,0,0,0,0,0
0.069042,0,0,0,0,0,0,0
0.070452,0,0,0,0,0,0,0
0.071809,0,0,0,0,0,0,0
0.073185,0,0,0,0,0,0,0
0.074540,0,0,0,0,0,0,0
0.075897,0,0,0,0,0,0,0
0.077502,0,0,0,0,0,0,0
0.078863,0,0,0,0,0,0,0
0.080222,0,0,0,0,0,0,0
0.081646,0,0,0,0,0,0,0
0.083063,0,0,0,0,0,0,0
0.084448,0,0,0,0,0,0,0
0.085859,0,0,0,0,0,0,0
0.087233,0,0,0,0,0,0,0
0.088446,0,0,0,0,0,0,0
0.089657,0,0,0,0,0,0,0
0.090868,0,0,0,0,0,0,0
0.092081,0,0,0,0,0,0,0
0.093309,0,0,0,0,0,0,0
0.094576,0,0,0,0,0,0,0
0.095834,0,0,0,0,0,0,0
0.097097,0,0,0,0,0,0,0
0.098419,0,0,0,0,0,0,0
0.099680,0,0,0,0,0,0,0
0.100941,0,0,0,0,0,0,0
0.102240,0,0,0,0,0,0,0
0.103500,0,0,0,0,0,0,0
0.104758,0,0,0,0,0,0,0
0.106228,0,0,0,0,0,0,0
0.107638,0,0,0,0,0,0,0
0.109045,0,0,0,0,0,0,0
0.110500,0,0,0,0,0,0,0
0.111903,0,0,0,0,0,0,0
0.113482,0,0,0,0,0,0,0
0.114885,0,0,0,0,0,0,0
0.116340,0,0,0,0,0,0,0
0.117782,0,0,0,0,0,0,0
0.119177,0,0,0,0,0,0,0
0.120571,0,0,0,0,0,0,0
0.124934,0,0,0,0,0,0,0
0.126404,0,0,0,0,0,0,0
0.127773,0,0,0,0,0,0,0
0.129128,0,0,0,0,0,0,0
0.130494,0,0,0,0,0,0,0
0.131850,0,0,0,0,0,0,0
0.133305,0,0,0,0,0,0,0
0.134701,0,0,0,0,0,0,0
0.136096,0,0,0,0,0,0,0
0.137514,0,0,0,0,0,0,0
0.138912,0,0,0,0,0,0,0
