elapsed_s,CP_NEVER_COUNT,CP_ALWAYS_COUNT,CP_BUSY_GFX_CORE_IDLE,CP_BUSY_CYCLES,CP_NUM_PREEMPTIONS,CP_PREEMPTION_REACTION_DELAY,CP_PREEMPTION_SWITCH_OUT_TIME,CP_PREEMPTION_SWITCH_IN_TIME,CP_DEAD_DRAWS_IN_BIN_RENDER,CP_PREDICATED_DRAWS_KILLED,CP_MODE_SWITCH,CP_ZPASS_DONE,CP_CONTEXT_DONE,CP_CACHE_FLUSH
0.001093,0,271576,2290,164253,0,0,0,0,0,0,0,0,4,2
0.002784,0,201926,23436,97837,0,0,0,0,0,0,0,0,33,0
0.004075,0,294483,7081,294830,0,0,0,0,0,0,0,0,108,1
0.005400,0,252765,2256,148229,0,0,0,0,0,0,0,0,4,2
0.006883,0,109954,1190,1190,0,0,0,0,0,0,0,0,0,0
0.008392,0,85421,1241,1240,0,0,0,0,0,0,0,0,0,0
0.009705,0,103419,1208,1207,0,0,0,0,0,0,0,0,0,0
0.011212,0,118731,21781,26202,0,0,0,0,0,0,0,0,31,0
0.012475,0,281413,2052,280087,0,0,0,0,0,0,0,0,31,0
0.013689,0,267309,7380,232200,0,0,0,0,0,0,0,0,83,3
0.014881,0,108252,1259,1258,0,0,0,0,0,0,0,0,0,0
0.016291,0,111523,1227,1226,0,0,0,0,0,0,0,0,0,0
0.017739,0,113828,1216,1215,0,0,0,0,0,0,0,0,0,0
0.019261,0,139149,22097,45312,0,0,0,0,0,0,0,0,33,0
0.020493,0,279188,346,279401,0,0,0,0,0,0,0,0,77,0
0.021700,0,261887,6882,212945,0,0,0,0,0,0,0,0,35,3
0.022890,0,108146,1267,1266,0,0,0,0,0,0,0,0,0,0
0.024318,0,89539,1282,1281,0,0,0,0,0,0,0,0,0,0
0.025654,0,89287,1195,1194,0,0,0,0,0,0,0,0,0,0
0.026986,0,89322,1257,1256,0,0,0,0,0,0,0,0,0,0
0.028375,0,186501,22433,101041,0,0,0,0,0,0,0,0,33,0
0.029612,0,275591,5532,276044,0,0,0,0,0,0,0,0,108,1
0.030878,0,259172,1996,161979,0,0,0,0,0,0,0,0,4,2
0.032434,0,103688,1075,1074,0,0,0,0,0,0,0,0,0,0
0.033977,0,102885,1075,1074,0,0,0,0,0,0,0,0,0,0
0.035468,0,112733,1083,1082,0,0,0,0,0,0,0,0,0,0
0.037023,0,104258,1111,1110,0,0,0,0,0,0,0,0,0,0
0.038458,0,213530,19512,128453,0,0,0,0,0,0,0,0,33,0
0.039717,0,279595,6096,279656,0,0,0,0,0,0,0,0,108,1
0.040985,0,255864,49023,177616,1,482,19270,11646,0,0,0,0,15,4
0.042808,0,169710,1181,1115,0,0,0,0,0,0,0,0,0,0
