elapsed_s,CP_PM4_DATA,CP_PM4_HEADERS,CP_VBIF_READ_BEATS,CP_VBIF_WRITE_BEATS,CP_SQE_INSTR_COUNTER,CP_CLUSTER_FE_US_FULL,CP_CLUSTER_FE_S_FULL,CP_CLUSTER_SP_VS_FULL,CP_CLUSTER_VPC_US_FULL,CP_CLUSTER_VPC_VS_FULL,CP_CLUSTER_GRAS_FULL,CP_CLUSTER_SP_PS_FULL,CP_CLUSTER_VPC_PS_FULL,CP_CLUSTER_PS_FULL
0.358022,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.359670,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.361274,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.362891,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.364501,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.366105,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.367756,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.369362,0,0,36,1,295,0,0,0,0,0,0,0,0,0
0.370965,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.372447,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.373903,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.375521,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.377126,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.378729,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.380337,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.381940,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.383590,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.385209,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.386813,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.388421,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.390024,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.391676,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.393282,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.394884,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.396508,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.398111,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.399760,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.401365,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.402969,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.404611,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.406205,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.407731,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.409210,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.410648,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.412438,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.413878,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.415320,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.416799,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.418247,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.419818,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.421422,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.423091,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.424800,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.426401,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.428004,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.429619,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.431224,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.432828,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.434429,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.436031,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.437635,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.439240,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.440900,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.442502,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.444104,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.445707,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.447311,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.448959,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.450561,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.452050,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.453624,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.455229,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.456834,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.458436,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.460040,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.461642,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.463260,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.464908,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.466510,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.468113,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.469716,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.471320,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.473072,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.474565,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.476015,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.477458,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.478935,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.480421,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.481866,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.483439,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.485057,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.486659,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.488354,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.489836,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.491415,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.493019,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.494621,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.496176,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.497751,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.499356,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.500959,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.502561,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.504079,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.505529,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.507120,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.508725,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.510328,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.511976,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.513573,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.515255,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.516858,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.518474,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.520122,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.521727,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.523333,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.524937,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.526540,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.528188,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.529808,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.531414,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.533019,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.534620,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.536172,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.537747,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.539353,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.540971,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.542575,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.544223,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.545826,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.547432,0,0,36,1,243,0,0,0,0,0,0,0,0,0
0.549036,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.550638,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.552336,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.553938,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.555544,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.557149,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.558750,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.560360,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.561963,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.563583,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.565177,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.566769,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.568416,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.570020,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.571627,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.573233,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.574849,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.576291,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.577865,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.579472,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.581077,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.582679,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.584372,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.585988,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.587594,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.589199,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.590801,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.592411,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.594013,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.595618,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.597238,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.598839,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.600467,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.602070,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.603677,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.605281,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.606883,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.608509,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.610112,0,0,36,1,241,0,0,0,0,0,0,0,0,0
0.611719,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.613324,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.614927,0,0,36,1,245,0,0,0,0,0,0,0,0,0
0.616530,0,0,36,1,245,0,0,0,0,0,0,0,0,0
