elapsed_s,CP_SQE_SYNC_STALL,CP_SQE_PM4_WFI_STALL,CP_SQE_SYS_WFI_STALL,CP_WAIT_ON_OTHER_PIPE,CP_OUTPUT_BLOCKED,CP_SQE_T4_EXEC,CP_SQE_LOAD_STATE_EXEC,CP_SQE_SAVE_SDS_STATE,CP_SQE_DRAW_EXEC,CP_SQE_CTXT_REG_BUNCH_EXEC,CP_SQE_EXEC_PROFILED,CP_MEMORY_POOL_EMPTY,CP_MEMORY_POOL_SYNC_STALL,CP_MEMORY_POOL_ABOVE_THRESH
0.001101,0,0,0,0,0,0,0,0,0,0,129736,129616,0,0
0.002975,0,0,0,0,0,0,0,0,0,0,136631,136208,0,0
0.004688,0,0,0,0,0,0,0,0,0,0,130925,130705,0,0
0.006332,0,0,0,0,0,0,0,0,0,0,130521,130278,0,0
0.008065,0,0,0,0,0,0,0,0,0,0,130746,130529,0,0
0.009722,0,0,0,0,0,0,0,0,0,0,130428,130203,0,0
0.011360,0,0,0,0,0,0,0,0,0,0,145913,145973,0,0
0.013166,0,0,0,0,0,0,0,0,0,0,130013,129520,0,0
0.014785,0,0,0,0,0,0,0,0,0,0,127373,127214,0,0
0.016400,0,0,0,0,0,0,0,0,0,0,126725,126524,0,0
0.018011,0,0,0,0,0,0,0,0,0,0,126729,126602,0,0
0.019623,0,0,0,0,0,0,0,0,0,0,133986,135717,0,0
0.021365,0,0,0,0,0,0,0,0,0,0,133164,131059,0,0
0.023007,0,0,0,0,0,0,0,0,0,0,130725,130480,0,0
0.024645,0,0,0,0,0,0,0,0,0,0,130369,130224,0,0
0.026285,0,0,0,0,0,0,0,0,0,0,130675,130433,0,0
0.027934,0,0,0,0,0,0,0,0,0,0,143906,143706,0,0
0.029622,0,0,0,0,0,0,0,0,0,0,127209,127060,0,0
0.031232,0,0,0,0,0,0,0,0,0,0,126913,126775,0,0
0.032866,0,0,0,0,0,0,0,0,0,0,131613,131338,0,0
0.034499,0,0,0,0,0,0,0,0,0,0,127246,127093,0,0
0.036109,0,0,0,0,0,0,0,0,0,0,135356,135029,0,0
0.037734,0,0,0,0,0,0,0,0,0,0,118195,118001,0,0
0.039282,0,0,0,0,0,0,0,0,0,0,122124,122001,0,0
0.040824,0,0,0,0,0,0,0,0,0,0,118672,116344,0,0
