run,group,counter,label,total_all_widths,total_width_first,total_width_last,scaling_ratio_last_over_first,corr_total_vs_width,slope_total_vs_width,total_w128,total_w256,total_w512,total_w1024,total_w2048
sweep_20260625_152944,CP,CP_CLUSTER_GRAS_EMPTY,active_mixed,90339031.0,12548084.0,19477586.0,1.5522358632600801,0.5062212727113564,2035.2494854670742,12548084.0,18546224.0,20138209.0,19628928.0,19477586.0
sweep_20260625_152944,CP,CP_CLUSTER_GRAS_FULL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_CLUSTER_PS_EMPTY,active_mixed,89523342.0,12434677.0,19126018.0,1.538119405916213,0.47392696393545597,1893.6690713205676,12434677.0,18415411.0,20136844.0,19410392.0,19126018.0
sweep_20260625_152944,CP,CP_CLUSTER_PS_FULL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_CLUSTER_SP_PS_EMPTY,active_mixed,89603840.0,12432428.0,19159481.0,1.5410892385622503,0.47714314615422415,1912.2424185147884,12432428.0,18427199.0,20137809.0,19446923.0,19159481.0
sweep_20260625_152944,CP,CP_CLUSTER_SP_PS_FULL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_CLUSTER_SP_VS_EMPTY,active_mixed,89907872.0,12465559.0,19303782.0,1.5485693020264875,0.49051412999921745,1973.134062079976,12465559.0,18477606.0,20139694.0,19521231.0,19303782.0
sweep_20260625_152944,CP,CP_CLUSTER_SP_VS_FULL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_CLUSTER_VPC_PS_EMPTY,active_mixed,90350850.0,12556414.0,19478740.0,1.5512980059434167,0.5064201642913887,2033.9111853158618,12556414.0,18546431.0,20137320.0,19631945.0,19478740.0
sweep_20260625_152944,CP,CP_CLUSTER_VPC_PS_FULL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_CLUSTER_VPC_US_EMPTY,active_mixed,89912359.0,12469275.0,19304064.0,1.5481304245836265,0.49059094050108204,1972.467405913983,12469275.0,18477439.0,20139199.0,19522382.0,19304064.0
sweep_20260625_152944,CP,CP_CLUSTER_VPC_US_FULL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_CLUSTER_VPC_VS_EMPTY,active_mixed,90333295.0,12543886.0,19476999.0,1.5527085466178503,0.5061114122485935,2035.8994350638484,12543886.0,18546209.0,20138728.0,19627473.0,19476999.0
sweep_20260625_152944,CP,CP_CLUSTER_VPC_VS_FULL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_CONTEXT_DONE,active_mixed,1027.0,22.0,178.0,8.090909090909092,0.3602296903243057,0.15008610551075274,22.0,26.0,26.0,775.0,178.0
sweep_20260625_152944,CP,CP_DCACHE_HITS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_DCACHE_MISSES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_DCACHE_STALLS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_DEAD_DRAWS_IN_BIN_RENDER,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_ECACHE_BUSY,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_ECACHE_EVEN_REQS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_ECACHE_HITS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_ECACHE_KILLS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_ECACHE_REQS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_ECACHE_STALLS_RAP,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_ICACHE_HITS,moderate_width_scaling,560191.0,76856.0,183720.0,2.390444467575726,0.9991836213783155,56.91132182459681,76856.0,79242.0,95176.0,125197.0,183720.0
sweep_20260625_152944,CP,CP_ICACHE_MISSES,flat_or_saturated,4633.0,1039.0,839.0,0.8075072184793071,-0.7663885073750377,-0.07064852150537602,1039.0,912.0,913.0,930.0,839.0
sweep_20260625_152944,CP,CP_ICACHE_STALL,flat_or_saturated,420709.0,71455.0,81628.0,1.1423693233503605,0.11503446472100702,1.1535618279570086,71455.0,88548.0,89214.0,89864.0,81628.0
sweep_20260625_152944,CP,CP_ISR_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_LONG_PREEMPTIONS,flat_or_saturated,1.0,1.0,0.0,0.0,-0.47660312381939807,-0.0002730174731182797,1.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_MEMORY_POOL_ABOVE_THRESH,moderate_width_scaling,855592.0,107047.0,299801.0,2.800648313357684,0.999407545349491,101.28090347782263,107047.0,114662.0,143034.0,191048.0,299801.0
sweep_20260625_152944,CP,CP_MEMORY_POOL_BELOW_THRESH,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_MEMORY_POOL_EMPTY,flat_or_saturated,93544767.0,13937072.0,20364730.0,1.4611914181113508,0.5529471966422244,1900.2501575100848,13937072.0,19646812.0,19916280.0,19679873.0,20364730.0
sweep_20260625_152944,CP,CP_MEMORY_POOL_SYNC_STALL,moderate_width_scaling,855469.0,107020.0,299787.0,2.80122407026724,0.9994067869049096,101.29264322916673,107020.0,114614.0,143014.0,191034.0,299787.0
sweep_20260625_152944,CP,CP_MODE_SWITCH,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_NEVER_COUNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_NUM_PREEMPTIONS,active_mixed,13.0,0.0,3.0,inf,0.4480927897766582,0.0024886592741935496,0.0,0.0,0.0,10.0,3.0
sweep_20260625_152944,CP,CP_OUTPUT_BLOCKED,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_PM4_DATA,flat_or_saturated,827.0,183.0,161.0,0.8797814207650273,-0.4766031238193981,-0.00600638440860213,183.0,161.0,161.0,161.0,161.0
sweep_20260625_152944,CP,CP_PM4_HEADERS,flat_or_saturated,905.0,181.0,181.0,1.0,0.0,2.4048779015911957e-17,181.0,181.0,181.0,181.0,181.0
sweep_20260625_152944,CP,CP_PREDICATED_DRAWS_KILLED,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_PREEMPTION_REACTION_DELAY,active_mixed,104484.0,0.0,4676.0,inf,0.20929283520196618,11.838415658602157,0.0,0.0,0.0,99808.0,4676.0
sweep_20260625_152944,CP,CP_PREEMPTION_SWITCH_IN_TIME,active_mixed,394720.0,0.0,102371.0,inf,0.49259943900766634,80.30199932795702,0.0,0.0,0.0,292349.0,102371.0
sweep_20260625_152944,CP,CP_PREEMPTION_SWITCH_OUT_TIME,active_mixed,526291.0,0.0,117715.0,inf,0.4373215989396845,99.18114709341403,0.0,0.0,0.0,408576.0,117715.0
sweep_20260625_152944,CP,CP_SQE_AQE_STARVE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_CTXT_REG_BUNCH_EXEC,flat_or_saturated,90.0,18.0,18.0,1.0,0.0,1.5030486884944973e-18,18.0,18.0,18.0,18.0,18.0
sweep_20260625_152944,CP,CP_SQE_DRAW_EXEC,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_EXEC_PROFILED,flat_or_saturated,93436676.0,13915900.0,20340308.0,1.4616595405255859,0.5517663570997374,1895.8459761424758,13915900.0,19636312.0,19892567.0,19651589.0,20340308.0
sweep_20260625_152944,CP,CP_SQE_IDLE,active_mixed,94013810.0,10991362.0,19653270.0,1.7880650277918242,0.31697514149894457,1806.824491767476,10991362.0,22061187.0,20682715.0,20625276.0,19653270.0
sweep_20260625_152944,CP,CP_SQE_INSTR_COUNTER,moderate_width_scaling,592847.0,89966.0,195506.0,2.173109841495676,0.9892274037416835,58.809885332661324,89966.0,81613.0,97904.0,127858.0,195506.0
sweep_20260625_152944,CP,CP_SQE_I_CACHE_STARVE,flat_or_saturated,463835.0,79895.0,100475.0,1.2575880843607234,0.7989533725226706,8.383001512096804,79895.0,90478.0,94226.0,98761.0,100475.0
sweep_20260625_152944,CP,CP_SQE_LOAD_STATE_EXEC,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_MD8_STALL_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_MESH_EXEC_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_MRB_STARVE,flat_or_saturated,2044.0,500.0,587.0,1.174,0.5134684045022543,0.09603914650537636,500.0,223.0,427.0,307.0,587.0
sweep_20260625_152944,CP,CP_SQE_PIPE_OUT_STALL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_FSDT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_IB1,flat_or_saturated,679.0,102.0,143.0,1.4019607843137254,0.4142358361950398,0.010091145833333358,102.0,148.0,143.0,143.0,143.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_IB2,flat_or_saturated,1765.0,259.0,213.0,0.8223938223938224,0.03855428708342838,0.01102570564516133,259.0,117.0,539.0,637.0,213.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_IB3,flat_or_saturated,320.0,86.0,53.0,0.6162790697674418,-0.6956083436402525,-0.013860887096774193,86.0,75.0,53.0,53.0,53.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_RB,flat_or_saturated,26874.0,4028.0,5791.0,1.4376861966236345,0.5852239927460435,0.5789650537634417,4028.0,5437.0,5714.0,5904.0,5791.0
sweep_20260625_152944,CP,CP_SQE_PM4_STARVE_SDS,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_SQE_PM4_WFI_STALL,flat_or_saturated,126.0,28.0,28.0,1.0,0.3849486769310524,0.0030871975806451672,28.0,14.0,28.0,28.0,28.0
sweep_20260625_152944,CP,CP_SQE_RRB_STARVE,flat_or_saturated,31633.0,9273.0,7755.0,0.8362989323843416,0.30072423579395113,1.042527721774194,9273.0,3330.0,3558.0,7717.0,7755.0
sweep_20260625_152944,CP,CP_SQE_SAVE_SDS_STATE,flat_or_saturated,75.0,15.0,15.0,1.0,0.0,1.5030486884944973e-18,15.0,15.0,15.0,15.0,15.0
sweep_20260625_152944,CP,CP_SQE_SYNC_STALL,flat_or_saturated,6793.0,1436.0,1532.0,1.0668523676880224,0.45679307900515376,0.1949659778225808,1436.0,767.0,1529.0,1529.0,1532.0
sweep_20260625_152944,CP,CP_SQE_SYS_WFI_STALL,moderate_width_scaling,934546.0,113489.0,333629.0,2.939747464511979,0.9996095895054045,115.87585055443553,113489.0,122605.0,153536.0,211287.0,333629.0
sweep_20260625_152944,CP,CP_SQE_T4_EXEC,flat_or_saturated,785.0,157.0,157.0,1.0,0.0,1.2024389507955978e-17,157.0,157.0,157.0,157.0,157.0
sweep_20260625_152944,CP,CP_SQE_VSD_STARVE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_S_SKEW_BUFFER_ABOVE_THRESH,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_S_SKEW_BUFFER_FULL,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_VBIF_READ_BEATS,flat_or_saturated,12131.0,3117.0,2150.0,0.6897658004491498,-0.5760576015194202,-0.2893565188172043,3117.0,2296.0,2238.0,2330.0,2150.0
sweep_20260625_152944,CP,CP_VBIF_WRITE_BEATS,flat_or_saturated,683.0,344.0,82.0,0.23837209302325582,-0.48658504513625694,-0.07227612567204306,344.0,87.0,83.0,87.0,82.0
sweep_20260625_152944,CP,CP_VSD_DECODE_STARVE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_WAIT_ON_OTHER_PIPE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,CP,CP_ZPASS_DONE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BUSY_CYCLES,moderate_width_scaling,519520.0,72476.0,174909.0,2.4133368287433083,0.9941311487248816,53.79462785618283,72476.0,75371.0,87564.0,109200.0,174909.0
sweep_20260625_152944,HLSQ,HLSQ_BV2LPAC_SWITCH_CNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV2LPAC_SWITCH_CYC,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_CONST_BUF_FULL_BLOCK_CPI,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_CTXT_BUF_FULL_BLOCK_CPI,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_DATA_WAIT_PROGRAMMING,flat_or_saturated,5790.0,936.0,0.0,0.0,-0.7234052538659407,-0.6599672379032253,936.0,1644.0,1644.0,1566.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_DEREF_CYCLES,flat_or_saturated,208.0,44.0,40.0,0.9090909090909091,-0.7034540996048684,-0.0019741263440860167,44.0,44.0,40.0,40.0,40.0
sweep_20260625_152944,HLSQ,HLSQ_BV_DES_BUF_FULL_BLOCK_CPI,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_INS_BUF_FULL_BLOCK_CPI,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_S2W_CYCLES,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_S2W_CYCLES_SP,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_SP_CCTX_ACTIVE_CNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_SP_CCTX_NUM,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_SP_CTX_ALIVE_CYCLE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_SP_HCTX_ACTIVE_CNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_SP_HCTX_ACTIVE_CYC,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_SP_SCTX_ACTIVE_CNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_SP_SCTX_NUM,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_BV_STALL_CYCLES,flat_or_saturated,67.0,14.0,13.0,0.9285714285714286,-0.7034540996048684,-0.0004935315860214996,14.0,14.0,13.0,13.0,13.0
sweep_20260625_152944,HLSQ,HLSQ_BV_WAIT_FS_S2W,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_COMPUTE_DRAWCALLS,flat_or_saturated,20.0,4.0,4.0,1.0,0.0,3.757621721236243e-19,4.0,4.0,4.0,4.0,4.0
sweep_20260625_152944,HLSQ,HLSQ_DUAL_FS_PROG_ACTIVE,flat_or_saturated,1080.0,216.0,216.0,1.0,0.0,6.012194753977989e-17,216.0,216.0,216.0,216.0,216.0
sweep_20260625_152944,HLSQ,HLSQ_DUAL_VS_PROG_ACTIVE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_BATCH_COUNT_ZERO,active_mixed,503860272.0,63287104.0,105857851.0,1.6726606892930351,0.39177016304115214,10640.343350974503,63287104.0,108462833.0,114341084.0,111911400.0,105857851.0
sweep_20260625_152944,HLSQ,HLSQ_FS_CONST_BUF_FULL_BLOCK_CPI,flat_or_saturated,60.0,12.0,12.0,1.0,0.0,1.5030486884944973e-18,12.0,12.0,12.0,12.0,12.0
sweep_20260625_152944,HLSQ,HLSQ_FS_CTXT_BUF_FULL_BLOCK_CPI,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_DATA_WAIT_PROGRAMMING,flat_or_saturated,3600.0,720.0,720.0,1.0,0.0,9.619511606364783e-17,720.0,720.0,720.0,720.0,720.0
sweep_20260625_152944,HLSQ,HLSQ_FS_DEREF_CYCLES,flat_or_saturated,1986.0,412.0,389.0,0.9441747572815534,-0.6956773489817881,-0.011928763440860218,412.0,411.0,391.0,383.0,389.0
sweep_20260625_152944,HLSQ,HLSQ_FS_DES_BUF_FULL_BLOCK_CPI,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_INS_BUF_FULL_BLOCK_CPI,flat_or_saturated,10.0,2.0,2.0,1.0,0.0,1.8788108606181216e-19,2.0,2.0,2.0,2.0,2.0
sweep_20260625_152944,HLSQ,HLSQ_FS_S2W_CYCLES,flat_or_saturated,5640.0,1128.0,1128.0,1.0,0.0,2.885853481909435e-16,1128.0,1128.0,1128.0,1128.0,1128.0
sweep_20260625_152944,HLSQ,HLSQ_FS_S2W_CYCLES_SP,flat_or_saturated,8040.0,1608.0,1608.0,1.0,0.0,1.9239023212729565e-16,1608.0,1608.0,1608.0,1608.0,1608.0
sweep_20260625_152944,HLSQ,HLSQ_FS_SP_CCTX_ACTIVE_CNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_SP_CCTX_NUM,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_SP_CTX_ALIVE_CYCLE,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_SP_HCTX_ACTIVE_CNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_SP_HCTX_ACTIVE_CYC,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_SP_SCTX_ACTIVE_CNT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_SP_SCTX_NUM,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_STALL_CYCLES,flat_or_saturated,1582.0,429.0,429.0,1.0,-0.04350884138688053,-0.00910408266129026,429.0,345.0,345.0,34.0,429.0
sweep_20260625_152944,HLSQ,HLSQ_FS_STARVING_SP,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_WAIT_SAME_VS_S2W,flat_or_saturated,9322.0,2644.0,0.0,0.0,-0.9205138165187676,-1.2846732190860213,2644.0,2022.0,2652.0,2004.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_FS_WAIT_VS_S2W,flat_or_saturated,115.0,23.0,23.0,1.0,0.0,1.5030486884944973e-18,23.0,23.0,23.0,23.0,23.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_BANK0_REPLACEMENT,flat_or_saturated,10.0,2.0,2.0,1.0,0.0,1.8788108606181216e-19,2.0,2.0,2.0,2.0,2.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_BANK1_REPLACEMENT,flat_or_saturated,10.0,2.0,2.0,1.0,0.0,1.8788108606181216e-19,2.0,2.0,2.0,2.0,2.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_BANK2_REPLACEMENT,flat_or_saturated,10.0,2.0,2.0,1.0,0.0,1.8788108606181216e-19,2.0,2.0,2.0,2.0,2.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_BANK3_REPLACEMENT,flat_or_saturated,5.0,1.0,1.0,1.0,0.0,9.394054303090608e-20,1.0,1.0,1.0,1.0,1.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_LATENCY_COUNT,flat_or_saturated,35.0,7.0,7.0,1.0,0.0,3.757621721236243e-19,7.0,7.0,7.0,7.0,7.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_LATENCY_CYCLES,flat_or_saturated,6031.0,1136.0,1267.0,1.1153169014084507,0.7219209965805291,0.05721816196236583,1136.0,1149.0,1264.0,1215.0,1267.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_HLSQ,flat_or_saturated,400.0,80.0,80.0,1.0,0.0,1.803658426193397e-17,80.0,80.0,80.0,80.0,80.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_HLSQ_HIT,flat_or_saturated,200.0,40.0,40.0,1.0,0.0,9.018292130966985e-18,40.0,40.0,40.0,40.0,40.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_INS_HLSQ,flat_or_saturated,360.0,72.0,72.0,1.0,0.0,6.012194753977989e-18,72.0,72.0,72.0,72.0,72.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_INS_HLSQ_HIT,flat_or_saturated,160.0,32.0,32.0,1.0,0.0,3.0060973769889946e-18,32.0,32.0,32.0,32.0,32.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_INS_SP,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
sweep_20260625_152944,HLSQ,HLSQ_L2STC_REQ_INS_SP_HIT,zero_all_widths,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
