group,counter,n_runs,majority_label,majority_label_count,label_consistency,ratio_mean,ratio_std,ratio_cv,corr_mean,corr_std,total_all_mean,total_all_std,total_w128_mean,total_w128_std,total_w128_cv,total_w256_mean,total_w256_std,total_w256_cv,total_w512_mean,total_w512_std,total_w512_cv,total_w1024_mean,total_w1024_std,total_w1024_cv,total_w2048_mean,total_w2048_std,total_w2048_cv,stable_strong_scaling,near_16x_scaling
TP,TP_LATENCY_TRANS,2,moderate_width_scaling,2,1.0,7.826680672268907,0.04308003498825589,0.005504253564463778,0.9973408235958449,3.765453634887738e-05,7447.0,22.627416997969522,476.0,0.0,0.0,477.5,2.1213203435596424,0.004442555693318623,896.5,0.7071067811865476,0.0007887415294886198,1871.5,0.7071067811865476,0.00037782889724100857,3725.5,20.506096654409877,0.0055042535644637975,True,False
VPC,VPC_BE_STARVE_CYCLES_CCHE,2,active_mixed,1,0.5,1.7454526942061526,0.9410282669054753,0.5391313497232667,0.5984068219235723,0.1411581947975919,1809323532.0,161593885.16718957,262411023.0,144420197.5105352,0.5503587305878351,379993173.0,7158187.609948345,0.018837674249343277,385263357.0,4592798.550949302,0.011921192263683935,391581696.0,9465865.945689702,0.02417341270642462,390074283.0,5142432.651965604,0.013183213752047335,False,False
HLSQ,HLSQ_VS_BATCH_COUNT_ZERO,2,active_mixed,1,0.5,1.3858548265258857,0.41200776968956104,0.2972950426000954,0.4086164326879008,0.01117965821435426,500922427.5,7364802.090090711,77075559.0,19049494.868931774,0.2471535090511867,103481319.0,7475274.089622267,0.07223790885021737,106805742.0,11160291.783311402,0.10449149619045203,110668542.0,2422836.331911836,0.02189272839531794,102891265.5,5355894.754176981,0.052053930216039386,False,False
HLSQ,HLSQ_FS_BATCH_COUNT_ZERO,2,active_mixed,1,0.5,1.3854684186677624,0.40615120412698497,0.29315082080148136,0.4059026808014021,0.019986398287024167,499633264.5,5977891.334752791,76761666.5,19055909.034543917,0.24824772446210397,103329251.5,7259980.580847617,0.07026065199792546,106627753.0,10908297.311272828,0.10230260888338168,110433519.0,2090039.3537735122,0.018925769754502816,102481074.5,4775483.123402752,0.0465986831881115,False,False
LRZ,LRZ_STARVE_CYCLES_RAS,2,flat_or_saturated,2,1.0,1.270319108885788,0.1541620204770312,0.12135692472755806,0.5057081434108384,0.03221367213656273,342855402.0,6175065.9393663155,56764342.0,7109291.176029296,0.1252422018038947,71144482.0,63365.25287568889,0.0008906559032320861,71268218.5,336597.67708720156,0.004722970268819075,72117522.5,941155.5902253889,0.013050303970514085,71560837.0,280162.777773922,0.003915029358501243,False,False
VPC,VPC_US_STARVE_CYCLES_REORDER,2,active_mixed,2,1.0,2.3267407942567218,0.3376771463243828,0.14512882017537063,0.4007717105211164,0.11426218149804113,244847061.0,3588943.09532932,23229522.0,1006570.7456597375,0.04333153069872628,57979251.0,323310.43356192514,0.005576312697829179,54251578.5,1789276.4341432825,0.03298109444213282,55507581.0,3019122.509923703,0.05439117424201395,53879128.5,5502049.483207553,0.10211838306195975,False,False
SP,SP_PGPR_ALLOC_CONTEXTS,2,moderate_width_scaling,1,0.5,1.391708784220716,1.9681734375187079,1.414213562373095,0.25712964103703057,1.0376548272174706,154774921.0,168288711.3602806,35803551.0,37786.37217304673,0.0010553805730902706,18556435.0,26242762.046294782,1.414213562373095,22021745.0,31143450.446121894,1.4142135623730951,28527888.5,40344526.82256745,1.414213562373095,49865301.5,70520185.67312343,1.414213562373095,False,False
CP,CP_ALWAYS_COUNT,2,flat_or_saturated,2,1.0,0.9598911622141306,0.22855739025231148,0.23810760974724482,-0.2636772093945122,0.6373653545283732,111094147.0,11767259.516359873,19806917.0,3324041.096106966,0.167822235843517,24316842.0,4533978.58046308,0.1864542517676876,23432165.0,4360041.625999687,0.18607079738469268,24905605.5,885497.8012646333,0.035554156724462424,18632617.5,1336299.5874744928,0.07171829655573045,False,False
CP,CP_MEMORY_POOL_EMPTY,2,flat_or_saturated,2,1.0,1.2133431599732978,0.3505103680693825,0.28887983188292443,0.2964240110357731,0.36277856814779413,92158910.0,1959897.7649096905,16252367.0,3274321.589894615,0.2014673671776311,18515424.5,1600023.54679939,0.08641570960468069,18952103.0,1363552.1899282036,0.07194727624307463,19293159.0,546896.183559549,0.028346637456289507,19145856.5,1723747.4345171626,0.09003240124134236,False,False
CP,CP_SQE_IDLE,2,active_mixed,1,0.5,1.3877550615229337,0.5661237834505812,0.40794214998525197,0.21021920304266778,0.15097569602873406,92122391.5,2674869.694823376,14681931.5,5219253.439780492,0.3554882026101601,20094166.0,2781787.7756726877,0.13843758311107252,18970725.0,2421119.476647115,0.1276239825650899,19478016.0,1622470.6515681571,0.08329753151286852,18897553.0,1068745.2307159083,0.05655468889098543,False,False
CP,CP_SQE_EXEC_PROFILED,2,flat_or_saturated,2,1.0,1.2151380226598263,0.3486340739825584,0.2869090321274206,0.30710928824382133,0.3459973449064847,92092899.0,1900387.6582050305,16215539.0,3252180.662362102,0.20055951654533974,18513650.0,1587683.8263609037,0.08575747226294672,18943713.0,1341882.1955119607,0.07083522620470235,19282789.5,521561.25469641626,0.02704801889251637,19137207.5,1701441.043997852,0.08890748788703116,False,False
CP,CP_CLUSTER_VPC_PS_EMPTY,2,active_mixed,1,0.5,1.2877874984103697,0.37266013358105277,0.2893801454363086,0.5379000263604745,0.044519247879735525,91514433.5,1645555.5666535543,15783256.5,4563444.427141904,0.28913199422070496,18355848.0,269525.0633577516,0.014683334889118257,18887169.0,1767980.4992142871,0.09360749084281965,19012986.5,875339.5052461074,0.04603903259733064,19475173.5,5043.792670203644,0.0002589857630897945,False,False
CP,CP_CLUSTER_GRAS_EMPTY,2,active_mixed,1,0.5,1.2882459503329025,0.3733381151913071,0.2898034456035595,0.5375944530321572,0.0443683771044533,91508058.5,1653254.5452871134,15779325.0,4569664.845496002,0.289598246154129,18355790.5,269313.63843017677,0.014671862725289699,18887649.0,1768558.9125612976,0.09363573584840007,19010657.5,874366.5263151947,0.04599349214066871,19474636.5,4171.222902219444,0.00021418745876049827,False,False
CP,CP_CLUSTER_VPC_VS_EMPTY,2,active_mixed,1,0.5,1.2884749436348666,0.37368274497324344,0.29001941156811445,0.5374753877511984,0.044355359525721505,91505384.0,1657584.1601083186,15777378.5,4572848.947331685,0.2898357890907976,18355808.0,269267.6764893997,0.014669344792089768,18887929.5,1768896.2024959237,0.09365220272004529,19009908.5,873368.0915401593,0.04594278249893519,19474359.5,3732.8166978837844,0.0001916785349414847,False,False
CP,CP_CLUSTER_FE_S_EMPTY,2,active_mixed,1,0.5,1.289160905687806,0.37470811934452813,0.29066047356176233,0.5371134033725781,0.044278876209935765,91496925.0,1670412.491332605,15771549.5,4582324.178199585,0.29054368933119634,18355660.5,268914.8302055876,0.014650239919483563,18888756.0,1769909.4865133641,0.09370174968184057,19007411.0,870712.9055768037,0.04580912705979808,19473548.0,2374.4645712244264,0.00012193281733890642,False,False
CP,CP_CLUSTER_VPC_US_EMPTY,2,active_mixed,1,0.5,1.2861799411383914,0.3704539263584402,0.2880265151939419,0.5296410698611224,0.05522522255339285,91294957.5,1955289.5500166977,15740215.5,4625808.416815433,0.2938846940701309,18321436.5,220620.85126410876,0.012041678678640115,18888180.5,1769207.3294796457,0.09366743024716678,18957200.0,799288.0496091506,0.042162769270206076,19387925.0,118597.36355417012,0.0061170735679125085,False,False
CP,CP_CLUSTER_SP_VS_EMPTY,2,active_mixed,1,0.5,1.2863925842225852,0.37077387005674234,0.2882276177616608,0.5295284829571506,0.0551746270803199,91292811.0,1958599.516859432,15738510.0,4628651.693182584,0.29409719809452,18321538.0,220713.4822524442,0.012046667820815272,18888447.0,1769530.477278648,0.09368321690389093,18956505.0,798643.1682247085,0.0421302960764502,19387811.0,118834.9514326488,0.006129364033549162,False,False
CP,CP_CLUSTER_FE_U_EMPTY,2,active_mixed,1,0.5,1.2867876664850306,0.3713656059265859,0.2885989783699143,0.5293500011205947,0.055083146414662706,91289838.5,1963564.1135701425,15735525.0,4633673.56554257,0.29447213013500156,18321944.5,221192.19354330748,0.012072528303057979,18888965.5,1770266.5754378634,0.093719615054507,18955517.5,797571.9014512108,0.04207597610833948,19387886.0,118921.21845995357,0.0061337898551679934,False,False
CP,CP_CLUSTER_SP_PS_EMPTY,2,active_mixed,1,0.5,1.2826797961021184,0.3654461381723886,0.2849083140491707,0.5231322570192889,0.06503842430685441,91140390.0,2173009.849264379,15721349.5,4651237.390880464,0.29585484317872734,18296258.5,185177.83096391425,0.010121076446526718,18887439.5,1768289.5048776658,0.09362251060434452,18919773.5,745501.9722981958,0.0394033243737403,19315569.0,220741.76652369165,0.01142817830133255,False,False
CP,CP_CLUSTER_PS_EMPTY,2,active_mixed,1,0.5,1.281205336940253,0.3633313607102598,0.28358558166637043,0.5217846548279328,0.067680995524,91100977.0,2231112.8134744777,15722235.5,4649309.817794949,0.2957155690610886,18290319.0,176906.8029443752,0.009672155140890391,18886915.0,1767666.5438034404,0.09359212681390477,18902715.5,717962.9915981046,0.03798200272326506,19298792.0,244339.33402544912,0.012660861572343446,False,False
RBBM,RBBM_US_ALWAYS_COUNT,2,active_mixed,2,1.0,1.8382441478745106,0.10467002293689373,0.056940218228312904,0.5837051816469278,0.1482168711687544,83994255.0,660997.7621989351,10207538.0,1154456.4720906545,0.11309842511393585,17180174.0,988720.5420754643,0.05755008896158236,18080201.0,253610.91814036714,0.014026996610290292,19822813.5,812098.7031639073,0.04096788294779181,18703528.5,1053749.6172072852,0.05633961619633885,False,False
SP,SP_WAVE_HWAVE_WAIT_CYCLES,2,moderate_width_scaling,1,0.5,1.3331915494618247,1.8854175704901135,1.4142135623730951,0.07931451265736422,1.292028857294148,71455555.0,40115214.21474899,13364404.5,4751.050462792413,0.00035550034891509107,13466305.5,20404.9803847002,0.0015152619539709833,16226138.5,30967.74148206485,0.0019085096236584477,10576916.5,14958018.762387767,1.414213562373095,17821790.0,25203817.1237652,1.414213562373095,False,False
SP,SP_CS_INSTRUCTIONS,2,moderate_width_scaling,1,0.5,1.1503428011753183,1.6268303908003918,1.414213562373095,0.08629578838183061,1.291279599130828,33841152.0,17444471.370082613,6273024.0,0.0,0.0,7092224.0,0.0,0.0,8140800.0,0.0,0.0,5118976.0,7239325.284662376,1.414213562373095,7216128.0,10205146.085420238,1.4142135623730951,False,False
SP,SP_CCHE_UAV_TOTAL_ATOM_REQ,2,flat_or_saturated,2,1.0,0.0,0.0,,-0.7280092177665093,0.132543372559576,31948235.5,8911356.343417117,7388852.0,292.74220741123065,3.9619443915134674e-05,8433582.0,415.77878733768995,4.930037881148129e-05,9824467.0,46.66904755831214,4.750287985934722e-06,6301334.5,8911432.710949486,1.4142135623730951,0.0,0.0,,False,False
SP,SP_FS_STAGE_FULL_ALU_INSTRUCTIONS,2,moderate_width_scaling,1,0.5,1.5,2.1213203435596424,1.414213562373095,0.09959939849820426,1.2716983530502561,17612800.0,10021230.440060742,2842624.0,0.0,0.0,3481600.0,0.0,0.0,4202496.0,0.0,0.0,2822144.0,3991114.319769856,1.4142135623730951,4263936.0,6030116.120290886,1.4142135623730951,False,False
CP,CP_BUSY_CYCLES,2,active_mixed,1,0.5,2.9385038195933264,4.071157330428651,1.3854524548455676,0.0024828519778037073,0.6294817571261713,13209532.5,9946362.68117549,831166.5,841056.1400670587,1.0118985065772728,3110646.0,4018089.0292585604,1.2917217289458718,3200586.5,4106599.706380024,1.2830772442425862,5336783.5,1892980.7146721014,0.35470442349255904,730350.0,912362.9092022538,1.2492132665191398,False,False
SP,SP_FS_STAGE_CFLOW_INSTRUCTIONS,2,flat_or_saturated,2,1.0,0.6551055579491598,0.9264591648376954,1.4142135623730951,0.06980682640684571,1.3154918017223096,10244096.0,4125792.7057417706,2376704.0,0.0,0.0,2425856.0,0.0,0.0,2524160.0,0.0,0.0,1360384.0,1923873.5028353606,1.4142135623730951,1556992.0,2201919.20290641,1.4142135623730951,False,False
SP,SP_TTU_GPR_WR_CYCLES,2,flat_or_saturated,2,1.0,0.0,0.0,,-0.6324793858066462,0.21269989354856694,9321886.0,3022438.840727468,1888520.0,234.75945135393377,0.00012430869217902577,2322109.5,300.5203820042827,0.00012941697280179193,2974038.5,491.4392129246505,0.00016524305684833957,2137218.0,3022482.6813479015,1.4142135623730951,0.0,0.0,,False,False
SP,SP_GPR_READ_BANK,2,flat_or_saturated,2,1.0,0.0,0.0,,-0.6273193180695174,0.2150943524629258,7784358.0,2538957.407518291,1557896.0,11.313708498984761,7.262171864479247e-06,1939640.0,16.97056274847714,8.749336345134736e-06,2491556.0,39.59797974644666,1.589287166190391e-05,1795266.0,2538889.525267297,1.4142135623730951,0.0,0.0,,False,False
ALWAYSON,ALWAYSON,2,flat_or_saturated,2,1.0,0.9709170479531425,0.03561438601961667,0.03668118310899764,-0.09310817995051757,0.7009500287028722,5735200.0,137996.13098924188,1191328.0,23239.77147047707,0.019507450064530564,1127080.5,10686.504784072293,0.009481580760267162,1113521.0,9309.767881102085,0.00836065766258749,1146176.0,48387.31703659545,0.042216306253660386,1157094.5,64992.30557919914,0.05616853729682333,False,False
SP,SP_GPR_WRITE_BANK,2,flat_or_saturated,2,1.0,0.0,0.0,,-0.6395607954673564,0.20305670184051638,5433613.5,1731886.23356862,1096382.5,50.204581464244875,4.579111894274569e-05,1377816.5,143.54267658086914,0.0001041812727463121,1734689.5,57.27564927611035,3.3017810551173766e-05,1224725.0,1732022.7051773889,1.4142135623730951,0.0,0.0,,False,False
UCHE,UCHE_VBIF_LATENCY_CYCLES,2,strong_width_scaling,1,0.5,14.75701108338931,20.869565214219243,1.4142135623730951,0.23088424026348783,1.000538225493609,5415496.5,6989850.23408517,361515.0,157558.9471975489,0.43582962587319724,307672.5,435114.6222692361,1.414213562373095,480661.5,679758.0122105954,1.4142135623730951,574860.0,812974.8084657975,1.4142135623730951,3690787.5,5219561.738337089,1.414213562373095,False,False
CP,CP_BUSY_GFX_CORE_IDLE,2,active_mixed,1,0.5,2.0708911993662618,2.50553171019567,1.2098809010161506,0.01424939899634467,0.5588008930033871,4172302.0,2804871.9836513037,200198.5,119801.56640253082,0.59841390621074,980068.0,1192139.6066736479,1.2163845842060428,1034785.5,1277261.8280996657,1.2343252085573926,1692744.0,469176.66302577325,0.2771692961403338,264506.0,253507.6805503139,0.9584193952133937,False,False
SP,SP_WORKING_EU,2,moderate_width_scaling,1,0.5,1.4077063777357197,1.990797451232958,1.4142135623730951,0.09419355661966727,1.2808040757848558,4164894.0,2343412.6840354004,708118.0,601.0407640085654,0.0008487861684190564,815794.0,140.0071426749364,0.00017162070654471153,983571.5,980.7571055057414,0.000997138596945663,659990.0,933366.809030619,1.414213562373095,997420.5,1410565.5984889537,1.4142135623730951,False,False
SP,SP_WAVE_SHORT_SYNC_CYCLES,2,moderate_width_scaling,1,0.5,1.5355482780477498,2.17159320049378,1.414213562373095,0.0987078324225511,1.2741618781549569,3856790.5,2241052.613497617,624645.5,156.27059864222701,0.00025017485700645726,740585.5,91.21677477306463,0.00012316845897342662,910007.5,4335.271675454723,0.004763995544492461,622209.0,879936.4064306011,1.4142135623730951,959343.0,1356715.8815676922,1.4142135623730951,False,False
SP,SP_SEQUENCER_WORKING_CYCLES,2,moderate_width_scaling,1,0.5,1.3776104552707353,1.948235389510848,1.4142135623730951,0.07976332287780485,1.2909733948369038,3572024.0,2013741.1178699213,657305.5,4261.732570211322,0.006483640514511627,678083.5,2305.8752134493316,0.0034005770874078658,809285.5,2880.0459197728082,0.0035587514168643926,525990.0,743862.1916726243,1.4142135623730951,901359.5,1274714.8294738317,1.414213562373095,False,False
SP,SP_TTU_INSTRUCTIONS,2,flat_or_saturated,2,1.0,0.0,0.0,,-0.7214610626568723,0.14442536347801474,3438183.5,997390.3783195926,821239.0,11366.034400792565,0.013840105500095057,866486.5,293.4493141924172,0.0003386657659322069,1054314.5,1235.3155467328986,0.0011716765222643704,696143.5,984495.5790578747,1.4142135623730951,0.0,0.0,,False,False
SP,SP_GPR_CACHE_SRC2_RDCNT,2,moderate_width_scaling,1,0.5,1.4114665680624268,1.9961151633900913,1.4142135623730951,0.2615989076838736,1.043975324723298,3263982.0,3612945.127909916,707548.0,2398.506201784769,0.0033898847877243225,408131.0,577184.3954248937,1.4142135623730951,492233.0,696122.5844475956,1.414213562373095,659783.5,933074.773929989,1.4142135623730951,996286.5,1408961.8803092225,1.414213562373095,False,False
SP,SP_GPR_CACHE_SRC2_GPR_CACHE_HINT_RDCNT,2,moderate_width_scaling,1,0.5,1.411497560312144,1.9961589930499697,1.414213562373095,0.2615989076838736,1.043975324723298,3263910.0,3612877.245658922,707524.0,2398.506201784769,0.0033899997763818177,408119.0,577167.4248621452,1.4142135623730951,492221.0,696105.6138848473,1.4142135623730951,659771.5,933057.8033672405,1.4142135623730951,996274.5,1408944.9097464741,1.4142135623730951,False,False
