run,group,chunk,counter,width,region_index,region_start_s,region_end_s,samples,total,max,mean,active_mean,active_samples,csv_path
sweep_20260625_152944,CP,2,CP_SQE_VSD_STARVE,256,2,0.248662,0.307354,37,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_VSD_DECODE_STARVE,256,2,0.248662,0.307354,37,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_PIPE_OUT_STALL,256,2,0.248662,0.307354,37,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_LONG_PREEMPTIONS,512,3,0.441789,0.500608,40,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_I_CACHE_STARVE,512,3,0.441789,0.500608,40,94226.0,18455.0,2355.65,2355.65,40,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_IDLE,512,3,0.441789,0.500608,40,20682715.0,2199122.0,517067.875,517067.875,40,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_PM4_STARVE_RB,512,3,0.441789,0.500608,40,5714.0,366.0,142.85,142.85,40,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_PM4_STARVE_IB1,512,3,0.441789,0.500608,40,143.0,135.0,3.575,71.5,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_PM4_STARVE_IB2,512,3,0.441789,0.500608,40,539.0,539.0,13.475,539.0,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_PM4_STARVE_IB3,512,3,0.441789,0.500608,40,53.0,53.0,1.325,53.0,1,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_PM4_STARVE_FSDT,512,3,0.441789,0.500608,40,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_PM4_STARVE_SDS,512,3,0.441789,0.500608,40,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_MRB_STARVE,512,3,0.441789,0.500608,40,427.0,297.0,10.675,213.5,2,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_RRB_STARVE,512,3,0.441789,0.500608,40,3558.0,144.0,88.95,88.95,40,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_VSD_STARVE,512,3,0.441789,0.500608,40,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_VSD_DECODE_STARVE,512,3,0.441789,0.500608,40,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
sweep_20260625_152944,CP,2,CP_SQE_PIPE_OUT_STALL,512,3,0.441789,0.500608,40,0.0,0.0,0.0,0.0,0,/Users/jerryyun/adreno-gpu-profiler/results/perfcounter_sweeps/sweep_20260625_152944/01_CP/CP_chunk002.csv
