elapsed_s,RAS_STGEN_BOTTLENECK_CYCLES,RAS_MTGEN_BOTTLENECK_CYCLES,RAS_TGEN_BOTTLENECK_CYCLES
0.001115,0,0,0
0.002562,0,0,0
0.003977,0,0,0
0.005387,0,0,0
0.006792,0,0,0
0.008255,0,0,0
0.009661,0,0,0
0.011067,0,0,0
0.012473,0,0,0
0.013876,0,0,0
0.015502,0,0,0
0.016961,0,0,0
0.018371,0,0,0
0.019740,0,0,0
0.021104,0,0,0
0.022467,0,0,0
0.023832,0,0,0
0.025262,0,0,0
0.026666,0,0,0
0.028071,0,0,0
0.029489,0,0,0
0.030899,0,0,0
0.032308,0,0,0
0.033713,0,0,0
0.035121,0,0,0
0.036660,0,0,0
0.038066,0,0,0
0.039507,0,0,0
0.040980,0,0,0
0.042363,0,0,0
0.043745,0,0,0
0.045127,0,0,0
0.046512,0,0,0
0.047896,0,0,0
0.049281,0,0,0
0.050666,0,0,0
0.052056,0,0,0
0.053441,0,0,0
0.054826,0,0,0
0.056215,0,0,0
0.057548,0,0,0
0.058879,0,0,0
0.060210,0,0,0
0.061541,0,0,0
0.062881,0,0,0
0.064214,0,0,0
0.065548,0,0,0
0.066881,0,0,0
0.068219,0,0,0
0.069519,0,0,0
0.070820,0,0,0
0.072138,0,0,0
0.073427,0,0,0
0.074762,0,0,0
0.076092,0,0,0
0.077515,0,0,0
0.078875,0,0,0
0.080216,0,0,0
0.081553,0,0,0
0.082886,0,0,0
0.084245,0,0,0
0.085645,24,0,0
0.087012,0,0,0
0.088402,0,0,0
0.089832,0,0,0
0.091242,0,0,0
0.093033,0,0,0
0.094916,0,0,0
0.096330,0,0,0
0.097743,0,0,0
0.099169,156,0,0
0.100404,222,0,0
0.101637,216,0,0
0.102870,222,0,0
0.104154,228,0,0
0.105388,222,0,0
0.106621,216,0,0
0.107857,222,0,0
0.109094,222,0,0
0.110332,300,0,0
0.112086,228,0,0
0.113324,222,0,0
0.114561,222,0,0
0.115799,216,0,0
0.117013,30,0,0
0.118421,0,0,0
0.119845,0,0,0
0.121175,0,0,0
0.122690,0,0,0
0.124020,0,0,0
0.125347,0,0,0
0.126674,0,0,0
0.128008,0,0,0
0.129335,0,0,0
0.130662,0,0,0
0.131989,0,0,0
0.133316,0,0,0
0.134642,0,0,0
0.135996,0,0,0
0.137425,0,0,0
0.138857,0,0,0
0.140409,0,0,0
0.141725,0,0,0
0.143041,0,0,0
0.144471,0,0,0
0.145789,0,0,0
0.147110,0,0,0
0.148430,0,0,0
0.149917,0,0,0
0.151298,0,0,0
0.152904,0,0,0
0.154284,0,0,0
0.155742,0,0,0
0.157199,0,0,0
0.158574,0,0,0
0.159958,0,0,0
0.161459,0,0,0
0.162993,0,0,0
0.164404,0,0,0
0.165910,0,0,0
0.167444,0,0,0
0.169100,0,0,0
0.170499,0,0,0
0.171885,0,0,0
0.173266,0,0,0
0.174646,0,0,0
0.176027,0,0,0
0.177532,0,0,0
0.179074,0,0,0
0.180616,0,0,0
0.182171,0,0,0
0.183716,0,0,0
0.185303,0,0,0
0.186844,0,0,0
0.188387,0,0,0
0.189929,0,0,0
0.191538,0,0,0
0.193158,0,0,0
0.194699,0,0,0
0.196244,0,0,0
0.197786,0,0,0
0.199328,0,0,0
0.200877,0,0,0
0.202419,0,0,0
0.203976,0,0,0
0.205520,0,0,0
0.207061,0,0,0
0.208483,0,0,0
0.210002,0,0,0
0.211549,0,0,0
0.213094,0,0,0
0.214649,0,0,0
0.216239,0,0,0
0.217784,0,0,0
0.219327,0,0,0
0.220877,0,0,0
0.222419,0,0,0
0.223965,0,0,0
0.225524,0,0,0
0.227067,0,0,0
0.228612,0,0,0
0.230157,0,0,0
0.231704,0,0,0
0.233292,0,0,0
0.234834,0,0,0
0.236392,0,0,0
0.237938,0,0,0
0.239485,0,0,0
0.241030,0,0,0
0.242574,0,0,0
0.244121,0,0,0
0.245666,0,0,0
0.247098,0,0,0
0.248658,0,0,0
0.250204,0,0,0
0.251750,0,0,0
0.253175,0,0,0
0.254695,0,0,0
0.256243,0,0,0
0.257801,0,0,0
0.259218,0,0,0
0.260736,0,0,0
0.262280,0,0,0
0.263827,0,0,0
0.265253,0,0,0
0.266772,0,0,0
0.268330,0,0,0
0.269875,0,0,0
0.271418,0,0,0
0.272851,0,0,0
0.274238,0,0,0
0.275750,0,0,0
0.277294,0,0,0
0.278849,0,0,0
0.280438,0,0,0
0.281983,0,0,0
0.283529,0,0,0
0.285074,0,0,0
0.286617,0,0,0
0.288164,0,0,0
0.289722,0,0,0
0.291265,0,0,0
0.292813,0,0,0
0.294356,0,0,0
0.295947,0,0,0
0.297493,0,0,0
0.299035,0,0,0
0.300593,0,0,0
0.302128,0,0,0
0.303635,0,0,0
0.305209,0,0,0
0.306751,0,0,0
0.308297,0,0,0
0.309970,0,0,0
0.312516,0,0,0
0.313980,0,0,0
0.315368,0,0,0
0.316755,0,0,0
0.318136,0,0,0
0.319519,0,0,0
0.320901,0,0,0
0.322291,0,0,0
0.323803,0,0,0
0.325347,0,0,0
0.326890,0,0,0
0.328479,0,0,0
0.330024,0,0,0
0.331569,0,0,0
0.333128,0,0,0
0.334670,0,0,0
0.336217,0,0,0
0.337761,0,0,0
0.339304,0,0,0
0.340853,0,0,0
0.342396,0,0,0
0.343997,0,0,0
0.345542,0,0,0
0.347086,0,0,0
0.348630,0,0,0
0.350166,0,0,0
0.351749,0,0,0
0.353313,0,0,0
0.354866,0,0,0
0.356410,0,0,0
0.357953,0,0,0
0.359497,0,0,0
0.361040,0,0,0
0.362581,0,0,0
0.364125,0,0,0
0.365682,0,0,0
0.367221,0,0,0
0.368766,0,0,0
0.370305,0,0,0
0.371849,0,0,0
0.373390,0,0,0
0.374929,0,0,0
0.376524,0,0,0
0.378067,0,0,0
0.379611,0,0,0
0.381154,0,0,0
0.382696,0,0,0
0.384241,0,0,0
0.385784,0,0,0
0.387338,0,0,0
0.388885,0,0,0
0.390425,0,0,0
0.392013,0,0,0
0.393567,0,0,0
0.395007,0,0,0
0.396405,0,0,0
0.397932,0,0,0
0.399353,0,0,0
0.400872,0,0,0
0.402257,0,0,0
0.403641,0,0,0
0.405023,0,0,0
0.406405,0,0,0
0.407914,0,0,0
0.409472,0,0,0
0.411015,0,0,0
0.412560,0,0,0
0.414096,0,0,0
0.415769,0,0,0
0.417311,0,0,0
0.418852,0,0,0
0.420408,0,0,0
0.421952,0,0,0
0.423496,0,0,0
0.425041,0,0,0
0.426582,0,0,0
0.428128,0,0,0
0.429671,0,0,0
0.431227,0,0,0
0.432774,0,0,0
0.434316,0,0,0
0.435861,0,0,0
0.437405,0,0,0
0.438946,0,0,0
0.440533,0,0,0
0.442090,0,0,0
0.443635,0,0,0
0.445179,0,0,0
0.446720,0,0,0
0.448291,0,0,0
0.449833,0,0,0
0.451375,0,0,0
0.452935,0,0,0
0.454475,0,0,0
0.456062,0,0,0
0.457605,0,0,0
0.459147,0,0,0
0.460639,0,0,0
0.462151,0,0,0
0.463708,0,0,0
0.465129,0,0,0
0.466648,0,0,0
0.468193,0,0,0
0.469738,0,0,0
0.471280,0,0,0
0.472826,0,0,0
0.474383,0,0,0
0.475928,0,0,0
0.477473,0,0,0
0.479016,0,0,0
0.480561,0,0,0
0.482106,0,0,0
0.483652,0,0,0
0.485209,0,0,0
