elapsed_s,RAS_LRZ_INTF_WORKING_CYCLES,RAS_BLOCKS,RAS_FALSE_PARTIAL_STILE,RAS_SLICE_BLOCK_NONEMTPY
0.001096,0,0,0,0
0.002545,0,0,0,0
0.004008,0,0,0,0
0.005425,0,0,0,0
0.006840,0,0,0,0
0.008256,0,0,0,0
0.009695,0,0,0,0
0.011115,0,0,0,0
0.012654,0,0,0,0
0.014051,0,0,0,0
0.015473,0,0,0,0
0.016877,0,0,0,0
0.018244,0,0,0,0
0.019594,0,0,0,0
0.020996,0,0,0,0
0.022343,0,0,0,0
0.023737,0,0,0,0
0.025084,0,0,0,0
0.026429,0,0,0,0
0.027821,0,0,0,0
0.029114,0,0,0,0
0.030403,0,0,0,0
0.031694,0,0,0,0
0.032950,0,0,0,0
0.034206,0,0,0,0
0.035462,0,0,0,0
0.036719,0,0,0,0
0.037976,0,0,0,0
0.039232,0,0,0,0
0.040557,0,0,0,0
0.041920,0,0,0,0
0.043314,0,0,0,0
0.044682,0,0,0,0
0.046098,0,0,0,0
0.047549,0,0,0,0
0.049791,0,0,0,0
0.051234,0,0,0,0
0.052733,0,0,0,0
0.054135,0,0,0,0
0.055628,0,0,0,0
0.057024,0,0,0,0
0.058410,0,0,0,0
0.059855,24,0,0,0
0.061363,0,0,0,0
0.062762,0,0,0,0
0.064479,0,0,0,0
0.065864,0,0,0,0
0.067245,0,0,0,0
0.068704,0,0,0,0
0.070087,141,0,0,0
0.071327,399,0,0,0
0.073121,546,0,0,0
0.074361,378,0,0,0
0.077105,861,0,0,0
0.078345,378,0,0,0
0.079641,420,0,0,0
0.080923,396,0,0,0
0.082164,381,0,0,0
0.083408,396,0,0,0
0.084689,399,0,0,0
0.085931,381,0,0,0
0.087172,384,0,0,0
0.088560,0,0,0,0
0.089948,0,0,0,0
0.091334,0,0,0,0
0.092735,0,0,0,0
0.094121,0,0,0,0
0.095639,0,0,0,0
0.097116,0,0,0,0
0.098508,0,0,0,0
0.099997,0,0,0,0
0.101377,0,0,0,0
0.102758,0,0,0,0
0.107514,0,0,0,0
0.108956,0,0,0,0
0.110373,0,0,0,0
0.111771,0,0,0,0
0.113153,0,0,0,0
0.114530,0,0,0,0
0.115929,0,0,0,0
0.117317,0,0,0,0
0.118703,0,0,0,0
0.120091,0,0,0,0
0.121485,0,0,0,0
0.122865,0,0,0,0
0.124280,0,0,0,0
0.125665,0,0,0,0
0.127050,0,0,0,0
0.128432,0,0,0,0
0.129813,0,0,0,0
0.131318,0,0,0,0
0.132836,0,0,0,0
0.134227,0,0,0,0
0.135616,0,0,0,0
0.137001,0,0,0,0
0.138386,0,0,0,0
0.139810,0,0,0,0
0.141194,0,0,0,0
0.142706,0,0,0,0
0.144145,0,0,0,0
0.145538,0,0,0,0
0.146924,0,0,0,0
0.148353,0,0,0,0
0.149739,0,0,0,0
0.151123,0,0,0,0
0.152508,0,0,0,0
0.154020,0,0,0,0
0.155581,0,0,0,0
0.157128,0,0,0,0
0.158565,0,0,0,0
0.160092,0,0,0,0
0.161487,0,0,0,0
0.162869,0,0,0,0
0.164296,0,0,0,0
0.165788,0,0,0,0
0.167176,0,0,0,0
0.168565,0,0,0,0
0.169950,0,0,0,0
0.171336,0,0,0,0
0.172918,0,0,0,0
0.174464,0,0,0,0
0.176027,0,0,0,0
0.177576,0,0,0,0
0.179123,0,0,0,0
0.180676,0,0,0,0
0.182230,0,0,0,0
0.185056,0,0,0,0
0.186516,0,0,0,0
0.187953,0,0,0,0
0.189362,0,0,0,0
0.190777,0,0,0,0
0.192140,0,0,0,0
0.193484,0,0,0,0
0.194823,0,0,0,0
0.196184,0,0,0,0
0.197590,0,0,0,0
0.198978,0,0,0,0
0.200365,0,0,0,0
0.201879,0,0,0,0
0.203431,0,0,0,0
0.204981,0,0,0,0
0.206529,0,0,0,0
0.208093,0,0,0,0
0.209644,0,0,0,0
0.211193,0,0,0,0
0.212725,0,0,0,0
0.214118,0,0,0,0
0.215510,0,0,0,0
0.216899,0,0,0,0
0.218296,0,0,0,0
0.219686,0,0,0,0
0.221114,0,0,0,0
0.222628,0,0,0,0
0.224180,0,0,0,0
0.225730,0,0,0,0
0.227278,0,0,0,0
0.228842,0,0,0,0
0.230382,0,0,0,0
0.231799,0,0,0,0
0.233317,0,0,0,0
0.234865,0,0,0,0
0.236456,0,0,0,0
0.238004,0,0,0,0
0.239568,0,0,0,0
0.241117,0,0,0,0
0.242664,0,0,0,0
0.244258,0,0,0,0
0.245806,0,0,0,0
0.247353,0,0,0,0
