elapsed_s,PC_US_BV_STALLED_BY_UCHE_FEEDBACK,PC_US_VSD_RARB_DVIZ_FULL,PC_US_VSD_RARB_PVIZ_FULL,PC_US_VSD_RARB_TVIZ_FULL,PC_US_DP0_RARB_FULL,PC_US_DP1_RARB_FULL,PC_US_DP0_LIVE_PRIM,PC_US_DP1_LIVE_PRIM
0.001094,0,0,0,0,0,0,0,0
0.002594,0,0,0,0,0,0,0,0
0.003983,0,0,0,0,0,0,0,0
0.005350,0,0,0,0,0,0,0,0
0.006762,0,0,0,0,0,0,0,0
0.008126,0,0,0,0,0,0,0,0
0.009510,0,0,0,0,0,0,0,0
0.010873,0,0,0,0,0,0,0,0
0.012230,0,0,0,0,0,0,0,0
0.013586,0,0,0,0,0,0,0,0
0.014986,0,0,0,0,0,0,0,0
0.016322,0,0,0,0,0,0,0,0
0.017657,0,0,0,0,0,0,0,0
0.018991,0,0,0,0,0,0,0,0
0.020379,0,0,0,0,0,0,0,0
0.021708,0,0,0,0,0,0,0,0
0.023083,0,0,0,0,0,0,0,0
0.024401,0,0,0,0,0,0,0,0
0.025718,0,0,0,0,0,0,0,0
0.027085,0,0,0,0,0,0,0,0
0.028401,0,0,0,0,0,0,0,0
0.029717,0,0,0,0,0,0,0,0
0.031083,0,0,0,0,0,0,0,0
0.032355,0,0,0,0,0,0,0,0
0.033627,0,0,0,0,0,0,0,0
0.034900,0,0,0,0,0,0,0,0
0.036171,0,0,0,0,0,0,0,0
0.037442,0,0,0,0,0,0,0,0
0.038784,0,0,0,0,0,0,0,0
0.040147,0,0,0,0,0,0,0,0
0.041533,0,0,0,0,0,0,0,0
0.042906,0,0,0,0,0,0,0,0
0.044276,0,0,0,0,0,0,0,0
0.045636,0,0,0,0,0,0,0,0
0.048062,0,0,0,0,0,0,0,0
0.049513,0,0,0,0,0,0,0,0
0.050934,0,0,0,0,0,0,0,0
0.052370,0,0,0,0,0,0,0,0
0.053787,0,0,0,0,0,0,0,0
0.055195,0,0,0,0,0,0,0,0
0.056605,0,0,0,0,0,0,0,0
0.058010,0,0,0,0,0,0,0,0
0.059588,0,0,0,0,0,0,0,0
0.060870,0,0,0,0,0,0,0,0
0.062323,0,0,0,0,0,0,0,0
0.063929,0,0,0,0,0,0,0,0
0.065335,0,0,0,0,0,0,0,0
0.066737,0,0,0,0,0,0,0,0
0.068142,0,0,0,0,0,0,0,0
0.069550,0,0,0,0,0,0,0,0
0.070811,0,0,0,0,0,0,0,0
0.072213,0,0,0,0,0,0,0,0
0.073624,0,0,0,0,0,0,0,0
0.075040,0,0,0,0,0,0,0,0
0.076450,0,0,0,0,0,0,0,0
0.077856,0,0,0,0,0,0,0,0
0.081461,0,0,0,0,0,0,0,0
0.082871,0,0,0,0,0,0,0,0
0.084278,0,0,0,0,0,0,0,0
0.085692,0,0,0,0,0,0,0,0
0.087095,0,0,0,0,0,0,0,0
0.088497,0,0,0,0,0,0,0,0
0.089897,0,0,0,0,0,0,0,0
0.091296,0,0,0,0,0,0,0,0
0.092694,0,0,0,0,0,0,0,0
0.094135,0,0,0,0,0,0,0,0
0.095573,0,0,0,0,0,0,0,0
0.096980,0,0,0,0,0,0,0,0
0.098490,0,0,0,0,0,0,0,0
0.099919,0,0,0,0,0,0,0,0
0.101365,0,0,0,0,0,0,0,0
0.102767,0,0,0,0,0,0,0,0
0.104168,0,0,0,0,0,0,0,0
0.105569,0,0,0,0,0,0,0,0
0.106972,0,0,0,0,0,0,0,0
0.108514,0,0,0,0,0,0,0,0
0.110131,0,0,0,0,0,0,0,0
0.111645,0,0,0,0,0,0,0,0
0.113423,0,0,0,0,0,0,0,0
0.114838,0,0,0,0,0,0,0,0
0.116247,0,0,0,0,0,0,0,0
0.117785,0,0,0,0,0,0,0,0
0.119849,0,0,0,0,0,0,0,0
0.121447,0,0,0,0,0,0,0,0
0.122880,0,0,0,0,0,0,0,0
0.124285,0,0,0,0,0,0,0,0
0.125686,0,0,0,0,0,0,0,0
0.127089,0,0,0,0,0,0,0,0
0.128491,0,0,0,0,0,0,0,0
0.129903,0,0,0,0,0,0,0,0
0.131304,0,0,0,0,0,0,0,0
0.132713,0,0,0,0,0,0,0,0
0.134283,0,0,0,0,0,0,0,0
0.135949,0,0,0,0,0,0,0,0
0.137517,0,0,0,0,0,0,0,0
0.139364,0,0,0,0,0,0,0,0
0.141194,0,0,0,0,0,0,0,0
0.142664,0,0,0,0,0,0,0,0
0.144074,0,0,0,0,0,0,0,0
0.145477,0,0,0,0,0,0,0,0
0.147071,0,0,0,0,0,0,0,0
0.148476,0,0,0,0,0,0,0,0
0.149877,0,0,0,0,0,0,0,0
0.151331,0,0,0,0,0,0,0,0
0.152732,0,0,0,0,0,0,0,0
0.154132,0,0,0,0,0,0,0,0
0.155577,0,0,0,0,0,0,0,0
0.157114,0,0,0,0,0,0,0,0
0.158726,0,0,0,0,0,0,0,0
0.160298,0,0,0,0,0,0,0,0
0.161757,0,0,0,0,0,0,0,0
0.163300,0,0,0,0,0,0,0,0
0.164862,0,0,0,0,0,0,0,0
0.166535,0,0,0,0,0,0,0,0
0.168107,0,0,0,0,0,0,0,0
0.169677,0,0,0,0,0,0,0,0
0.171249,0,0,0,0,0,0,0,0
0.172832,0,0,0,0,0,0,0,0
0.174447,0,0,0,0,0,0,0,0
0.176019,0,0,0,0,0,0,0,0
0.177589,0,0,0,0,0,0,0,0
0.179161,0,0,0,0,0,0,0,0
0.180731,0,0,0,0,0,0,0,0
0.182342,0,0,0,0,0,0,0,0
0.183946,0,0,0,0,0,0,0,0
0.185516,0,0,0,0,0,0,0,0
0.187089,0,0,0,0,0,0,0,0
0.188659,0,0,0,0,0,0,0,0
0.190268,0,0,0,0,0,0,0,0
0.191842,0,0,0,0,0,0,0,0
0.193411,0,0,0,0,0,0,0,0
0.194997,0,0,0,0,0,0,0,0
0.196568,0,0,0,0,0,0,0,0
0.198180,0,0,0,0,0,0,0,0
0.199726,0,0,0,0,0,0,0,0
0.201138,0,0,0,0,0,0,0,0
0.202678,0,0,0,0,0,0,0,0
0.204249,0,0,0,0,0,0,0,0
0.205831,0,0,0,0,0,0,0,0
0.207448,0,0,0,0,0,0,0,0
0.209017,0,0,0,0,0,0,0,0
0.210589,0,0,0,0,0,0,0,0
0.212160,0,0,0,0,0,0,0,0
0.213729,0,0,0,0,0,0,0,0
0.215300,0,0,0,0,0,0,0,0
0.216884,0,0,0,0,0,0,0,0
0.218456,0,0,0,0,0,0,0,0
0.220028,0,0,0,0,0,0,0,0
0.221596,0,0,0,0,0,0,0,0
0.223169,0,0,0,0,0,0,0,0
0.224740,0,0,0,0,0,0,0,0
0.226311,0,0,0,0,0,0,0,0
0.227939,0,0,0,0,0,0,0,0
0.229507,0,0,0,0,0,0,0,0
0.231080,0,0,0,0,0,0,0,0
0.232652,0,0,0,0,0,0,0,0
0.234220,0,0,0,0,0,0,0,0
0.235796,0,0,0,0,0,0,0,0
0.237365,0,0,0,0,0,0,0,0
0.238953,0,0,0,0,0,0,0,0
0.240523,0,0,0,0,0,0,0,0
0.242093,0,0,0,0,0,0,0,0
0.243668,0,0,0,0,0,0,0,0
0.245237,0,0,0,0,0,0,0,0
0.246896,0,0,0,0,0,0,0,0
0.248466,0,0,0,0,0,0,0,0
0.250048,0,0,0,0,0,0,0,0
0.251580,0,0,0,0,0,0,0,0
0.253118,0,0,0,0,0,0,0,0
0.254849,0,0,0,0,0,0,0,0
0.256277,0,0,0,0,0,0,0,0
0.257682,0,0,0,0,0,0,0,0
0.259088,0,0,0,0,0,0,0,0
0.260507,0,0,0,0,0,0,0,0
0.261913,0,0,0,0,0,0,0,0
0.263429,0,0,0,0,0,0,0,0
0.265000,0,0,0,0,0,0,0,0
0.266573,0,0,0,0,0,0,0,0
0.268144,0,0,0,0,0,0,0,0
0.269713,0,0,0,0,0,0,0,0
0.271170,0,0,0,0,0,0,0,0
0.272712,0,0,0,0,0,0,0,0
0.274280,0,0,0,0,0,0,0,0
0.275852,0,0,0,0,0,0,0,0
0.277419,0,0,0,0,0,0,0,0
0.278992,0,0,0,0,0,0,0,0
0.280562,0,0,0,0,0,0,0,0
0.282144,0,0,0,0,0,0,0,0
0.283717,0,0,0,0,0,0,0,0
0.285285,0,0,0,0,0,0,0,0
0.286752,0,0,0,0,0,0,0,0
0.288149,0,0,0,0,0,0,0,0
0.289507,0,0,0,0,0,0,0,0
0.290910,0,0,0,0,0,0,0,0
0.292275,0,0,0,0,0,0,0,0
0.293626,0,0,0,0,0,0,0,0
0.295022,0,0,0,0,0,0,0,0
0.296351,0,0,0,0,0,0,0,0
0.297681,0,0,0,0,0,0,0,0
0.299012,0,0,0,0,0,0,0,0
0.300341,0,0,0,0,0,0,0,0
0.301671,0,0,0,0,0,0,0,0
0.303053,0,0,0,0,0,0,0,0
0.304365,0,0,0,0,0,0,0,0
0.305677,0,0,0,0,0,0,0,0
0.306990,0,0,0,0,0,0,0,0
0.308302,0,0,0,0,0,0,0,0
0.309614,0,0,0,0,0,0,0,0
0.310964,0,0,0,0,0,0,0,0
0.312283,0,0,0,0,0,0,0,0
