elapsed_s,PC_S_TESS_SETUP_ACTIVE,PC_S_TESS_PID_ACTIVE,PC_S_TESS_PRIM_GEN_ACTIVE,PC_S_TESS_FACTOR_TRANS,PC_S_TESS_PC_UV_TRANS,PC_S_TESS_PC_UV_PATCHES,PC_S_MESH_VS_WAVES
0.001092,0,0,0,0,0,0,0
0.002731,0,0,0,0,0,0,0
0.004381,0,0,0,0,0,0,0
0.005941,0,0,0,0,0,0,0
0.007347,0,0,0,0,0,0,0
0.008751,0,0,0,0,0,0,0
0.010201,0,0,0,0,0,0,0
0.011596,0,0,0,0,0,0,0
0.013034,0,0,0,0,0,0,0
0.014403,0,0,0,0,0,0,0
0.015781,0,0,0,0,0,0,0
0.017200,0,0,0,0,0,0,0
0.018569,0,0,0,0,0,0,0
0.019939,0,0,0,0,0,0,0
0.021367,0,0,0,0,0,0,0
0.022737,0,0,0,0,0,0,0
0.024106,0,0,0,0,0,0,0
0.025524,0,0,0,0,0,0,0
0.026893,0,0,0,0,0,0,0
0.028262,0,0,0,0,0,0,0
0.029716,0,0,0,0,0,0,0
0.031067,0,0,0,0,0,0,0
0.032427,0,0,0,0,0,0,0
0.033834,0,0,0,0,0,0,0
0.035189,0,0,0,0,0,0,0
0.036544,0,0,0,0,0,0,0
0.037924,0,0,0,0,0,0,0
0.039280,0,0,0,0,0,0,0
0.040636,0,0,0,0,0,0,0
0.041998,0,0,0,0,0,0,0
0.043410,0,0,0,0,0,0,0
0.044767,0,0,0,0,0,0,0
0.046081,0,0,0,0,0,0,0
0.047394,0,0,0,0,0,0,0
0.048707,0,0,0,0,0,0,0
0.050020,0,0,0,0,0,0,0
0.051332,0,0,0,0,0,0,0
0.052644,0,0,0,0,0,0,0
0.054014,0,0,0,0,0,0,0
0.055437,0,0,0,0,0,0,0
0.056748,0,0,0,0,0,0,0
0.058026,0,0,0,0,0,0,0
0.059292,0,0,0,0,0,0,0
0.060635,0,0,0,0,0,0,0
0.062004,0,0,0,0,0,0,0
0.063359,0,0,0,0,0,0,0
0.064736,0,0,0,0,0,0,0
0.066154,0,0,0,0,0,0,0
0.067525,0,0,0,0,0,0,0
0.068885,0,0,0,0,0,0,0
0.070242,0,0,0,0,0,0,0
0.071596,0,0,0,0,0,0,0
0.072990,0,0,0,0,0,0,0
0.074467,0,0,0,0,0,0,0
0.075889,0,0,0,0,0,0,0
0.077315,0,0,0,0,0,0,0
0.078785,0,0,0,0,0,0,0
0.080233,0,0,0,0,0,0,0
0.081681,0,0,0,0,0,0,0
0.083132,0,0,0,0,0,0,0
0.084577,0,0,0,0,0,0,0
0.086088,0,0,0,0,0,0,0
0.087564,0,0,0,0,0,0,0
0.088848,0,0,0,0,0,0,0
0.090253,0,0,0,0,0,0,0
0.091655,0,0,0,0,0,0,0
0.093058,0,0,0,0,0,0,0
0.094458,0,0,0,0,0,0,0
0.095860,0,0,0,0,0,0,0
0.097272,0,0,0,0,0,0,0
0.098673,0,0,0,0,0,0,0
0.100070,0,0,0,0,0,0,0
0.101467,0,0,0,0,0,0,0
0.102860,0,0,0,0,0,0,0
0.104255,0,0,0,0,0,0,0
0.105651,0,0,0,0,0,0,0
0.107044,0,0,0,0,0,0,0
0.108504,0,0,0,0,0,0,0
0.109916,0,0,0,0,0,0,0
0.111309,0,0,0,0,0,0,0
0.112803,0,0,0,0,0,0,0
0.114197,0,0,0,0,0,0,0
0.115697,0,0,0,0,0,0,0
0.117095,0,0,0,0,0,0,0
0.118503,0,0,0,0,0,0,0
0.119899,0,0,0,0,0,0,0
0.121294,0,0,0,0,0,0,0
0.122690,0,0,0,0,0,0,0
0.124087,0,0,0,0,0,0,0
0.125486,0,0,0,0,0,0,0
0.126890,0,0,0,0,0,0,0
0.128421,0,0,0,0,0,0,0
0.130006,0,0,0,0,0,0,0
0.131571,0,0,0,0,0,0,0
0.133140,0,0,0,0,0,0,0
0.134707,0,0,0,0,0,0,0
0.136273,0,0,0,0,0,0,0
0.137840,0,0,0,0,0,0,0
0.139408,0,0,0,0,0,0,0
0.141032,0,0,0,0,0,0,0
