elapsed_s,PC_NEVER_COUNT,PC_US_BUSY_CYCLES,PC_US_WORKING_CYCLES,PC_US_UCHE_OUTSTANDING_TRANS,PC_US_PASS1_TF_STALL_CYCLES,PC_US_STARVE_CYCLES_FOR_INDEX,PC_US_STARVE_CYCLES_FOR_TF,PC_US_STARVE_CYCLES_FOR_VIZ_STREAM
0.001094,0,0,0,0,0,0,0,0
0.002635,0,0,0,0,0,0,0,0
0.004075,0,0,0,0,0,0,0,0
0.005482,0,0,0,0,0,0,0,0
0.006949,0,0,0,0,0,0,0,0
0.008361,0,0,0,0,0,0,0,0
0.009794,0,0,0,0,0,0,0,0
0.011196,0,0,0,0,0,0,0,0
0.012578,0,0,0,0,0,0,0,0
0.013960,0,0,0,0,0,0,0,0
0.015391,0,0,0,0,0,0,0,0
0.016773,0,0,0,0,0,0,0,0
0.018155,0,0,0,0,0,0,0,0
0.019580,0,0,0,0,0,0,0,0
0.020949,0,0,0,0,0,0,0,0
0.022311,0,0,0,0,0,0,0,0
0.023743,0,0,0,0,0,0,0,0
0.025113,0,0,0,0,0,0,0,0
0.026513,0,0,0,0,0,0,0,0
0.027878,0,0,0,0,0,0,0,0
0.029198,0,0,0,0,0,0,0,0
0.030518,0,0,0,0,0,0,0,0
0.031887,0,0,0,0,0,0,0,0
0.033161,0,0,0,0,0,0,0,0
0.034447,0,0,0,0,0,0,0,0
0.035800,0,0,0,0,0,0,0,0
0.037165,0,0,0,0,0,0,0,0
0.038531,0,0,0,0,0,0,0,0
0.039914,0,0,0,0,0,0,0,0
0.041283,0,0,0,0,0,0,0,0
0.042739,0,0,0,0,0,0,0,0
0.044187,0,0,0,0,0,0,0,0
0.045596,0,0,0,0,0,0,0,0
0.047003,0,0,0,0,0,0,0,0
0.048452,0,0,0,0,0,0,0,0
0.049933,0,0,0,0,0,0,0,0
0.051361,0,0,0,0,0,0,0,0
0.052790,0,0,0,0,0,0,0,0
0.054196,0,0,0,0,0,0,0,0
0.055627,0,0,0,0,0,0,0,0
0.057123,0,0,0,0,0,0,0,0
0.058594,0,362,495,0,0,0,0,0
0.060701,0,0,0,0,0,0,0,0
0.062170,0,0,0,0,0,0,0,0
0.063789,0,0,0,0,0,0,0,0
0.065365,0,0,0,0,0,0,0,0
0.066850,0,0,0,0,0,0,0,0
0.068252,0,57157,563,0,0,0,0,0
0.069515,0,335703,1364,0,0,0,0,0
0.070940,0,0,0,0,0,0,0,0
0.072422,0,0,0,0,0,0,0,0
0.073839,0,0,0,0,0,0,0,0
0.075248,0,0,0,0,0,0,0,0
0.076655,0,0,0,0,0,0,0,0
0.078061,0,0,0,0,0,0,0,0
0.079468,0,0,0,0,0,0,0,0
0.080874,0,0,0,0,0,0,0,0
0.082315,0,0,0,0,0,0,0,0
0.083932,0,0,0,0,0,0,0,0
0.085338,0,0,0,0,0,0,0,0
0.086764,0,0,0,0,0,0,0,0
0.088170,0,0,0,0,0,0,0,0
0.089597,0,0,0,0,0,0,0,0
0.094724,0,0,0,0,0,0,0,0
0.096228,0,0,0,0,0,0,0,0
0.097633,0,0,0,0,0,0,0,0
0.099403,0,0,0,0,0,0,0,0
0.100742,0,0,0,0,0,0,0,0
0.102074,0,0,0,0,0,0,0,0
0.103406,0,0,0,0,0,0,0,0
0.104737,0,0,0,0,0,0,0,0
0.106068,0,0,0,0,0,0,0,0
0.107516,0,0,0,0,0,0,0,0
0.109050,0,0,0,0,0,0,0,0
0.110798,0,0,0,0,0,0,0,0
0.112235,0,0,0,0,0,0,0,0
0.113641,0,0,0,0,0,0,0,0
0.115049,0,0,0,0,0,0,0,0
0.116459,0,0,0,0,0,0,0,0
0.117879,0,0,0,0,0,0,0,0
0.119290,0,0,0,0,0,0,0,0
0.120828,0,0,0,0,0,0,0,0
0.122440,0,0,0,0,0,0,0,0
0.124015,0,0,0,0,0,0,0,0
0.125585,0,0,0,0,0,0,0,0
0.127160,0,0,0,0,0,0,0,0
0.128746,0,0,0,0,0,0,0,0
0.130315,0,0,0,0,0,0,0,0
0.131936,0,0,0,0,0,0,0,0
0.133506,0,0,0,0,0,0,0,0
0.135079,0,0,0,0,0,0,0,0
0.136651,0,0,0,0,0,0,0,0
0.138220,0,0,0,0,0,0,0,0
0.139792,0,0,0,0,0,0,0,0
0.141333,0,0,0,0,0,0,0,0
0.142905,0,0,0,0,0,0,0,0
0.144478,0,0,0,0,0,0,0,0
0.146049,0,0,0,0,0,0,0,0
0.147620,0,0,0,0,0,0,0,0
0.149191,0,0,0,0,0,0,0,0
0.150791,0,0,0,0,0,0,0,0
0.152216,0,0,0,0,0,0,0,0
0.153632,0,0,0,0,0,0,0,0
0.155214,0,0,0,0,0,0,0,0
0.156786,0,0,0,0,0,0,0,0
0.158355,0,0,0,0,0,0,0,0
0.159931,0,0,0,0,0,0,0,0
0.161389,0,0,0,0,0,0,0,0
0.162978,0,0,0,0,0,0,0,0
0.164551,0,0,0,0,0,0,0,0
0.166120,0,0,0,0,0,0,0,0
0.167690,0,0,0,0,0,0,0,0
0.169263,0,0,0,0,0,0,0,0
0.170877,0,0,0,0,0,0,0,0
0.172463,0,0,0,0,0,0,0,0
0.174033,0,0,0,0,0,0,0,0
0.175604,0,0,0,0,0,0,0,0
0.177175,0,0,0,0,0,0,0,0
0.178789,0,0,0,0,0,0,0,0
0.180361,0,0,0,0,0,0,0,0
0.181930,0,0,0,0,0,0,0,0
0.183515,0,0,0,0,0,0,0,0
0.185086,0,0,0,0,0,0,0,0
0.186700,0,0,0,0,0,0,0,0
0.188263,0,0,0,0,0,0,0,0
0.189824,0,0,0,0,0,0,0,0
0.191262,0,0,0,0,0,0,0,0
0.192801,0,0,0,0,0,0,0,0
0.194424,0,0,0,0,0,0,0,0
0.195999,0,0,0,0,0,0,0,0
0.197568,0,0,0,0,0,0,0,0
0.199139,0,0,0,0,0,0,0,0
0.200707,0,0,0,0,0,0,0,0
0.202275,0,0,0,0,0,0,0,0
0.203980,0,0,0,0,0,0,0,0
0.205561,0,0,0,0,0,0,0,0
0.207132,0,0,0,0,0,0,0,0
0.208703,0,0,0,0,0,0,0,0
0.210271,0,0,0,0,0,0,0,0
0.211976,0,0,0,0,0,0,0,0
0.213544,0,0,0,0,0,0,0,0
0.215114,0,0,0,0,0,0,0,0
0.216696,0,0,0,0,0,0,0,0
0.218265,0,0,0,0,0,0,0,0
0.219970,0,0,0,0,0,0,0,0
0.221539,0,0,0,0,0,0,0,0
0.223110,0,0,0,0,0,0,0,0
0.224680,0,0,0,0,0,0,0,0
0.226247,0,0,0,0,0,0,0,0
0.227953,0,0,0,0,0,0,0,0
0.229520,0,0,0,0,0,0,0,0
0.231092,0,0,0,0,0,0,0,0
0.232663,0,0,0,0,0,0,0,0
0.234230,0,0,0,0,0,0,0,0
0.235793,0,0,0,0,0,0,0,0
0.237334,0,0,0,0,0,0,0,0
0.238918,0,0,0,0,0,0,0,0
0.240489,0,0,0,0,0,0,0,0
0.242058,0,0,0,0,0,0,0,0
0.243627,0,0,0,0,0,0,0,0
0.245086,0,0,0,0,0,0,0,0
0.246771,0,0,0,0,0,0,0,0
0.248332,0,0,0,0,0,0,0,0
0.249905,0,0,0,0,0,0,0,0
0.251388,0,0,0,0,0,0,0,0
0.252932,0,0,0,0,0,0,0,0
0.254501,0,0,0,0,0,0,0,0
0.256077,0,0,0,0,0,0,0,0
0.257647,0,0,0,0,0,0,0,0
0.259220,0,0,0,0,0,0,0,0
0.260806,0,0,0,0,0,0,0,0
0.262377,0,0,0,0,0,0,0,0
0.263953,0,0,0,0,0,0,0,0
0.265522,0,0,0,0,0,0,0,0
0.267137,0,0,0,0,0,0,0,0
0.268710,0,0,0,0,0,0,0,0
0.270281,0,0,0,0,0,0,0,0
0.271929,0,0,0,0,0,0,0,0
0.273499,0,0,0,0,0,0,0,0
0.275115,0,0,0,0,0,0,0,0
0.276687,0,0,0,0,0,0,0,0
0.278257,0,0,0,0,0,0,0,0
0.279698,0,0,0,0,0,0,0,0
0.281243,0,0,0,0,0,0,0,0
0.282870,0,0,0,0,0,0,0,0
0.284444,0,0,0,0,0,0,0,0
0.286016,0,0,0,0,0,0,0,0
0.287431,0,0,0,0,0,0,0,0
0.288802,0,0,0,0,0,0,0,0
0.290162,0,0,0,0,0,0,0,0
0.291613,0,0,0,0,0,0,0,0
0.292980,0,0,0,0,0,0,0,0
0.294333,0,0,0,0,0,0,0,0
0.295834,0,0,0,0,0,0,0,0
0.297194,0,0,0,0,0,0,0,0
0.298596,0,0,0,0,0,0,0,0
0.299944,0,0,0,0,0,0,0,0
0.301275,0,0,0,0,0,0,0,0
0.302606,0,0,0,0,0,0,0,0
0.303947,0,0,0,0,0,0,0,0
0.305272,0,0,0,0,0,0,0,0
0.306661,0,0,0,0,0,0,0,0
0.308095,0,0,0,0,0,0,0,0
0.309412,0,0,0,0,0,0,0,0
0.310724,0,0,0,0,0,0,0,0
0.312037,0,0,0,0,0,0,0,0
0.313348,0,0,0,0,0,0,0,0
0.314691,0,0,0,0,0,0,0,0
0.316068,0,0,0,0,0,0,0,0
0.317455,0,0,0,0,0,0,0,0
0.318882,0,0,0,0,0,0,0,0
0.320258,0,0,0,0,0,0,0,0
0.321634,0,0,0,0,0,0,0,0
0.323026,0,0,0,0,0,0,0,0
0.324362,0,0,0,0,0,0,0,0
0.325716,0,0,0,0,0,0,0,0
0.327056,0,0,0,0,0,0,0,0
0.328392,0,0,0,0,0,0,0,0
0.329723,0,0,0,0,0,0,0,0
0.331146,0,0,0,0,0,0,0,0
0.333353,0,0,0,0,0,0,0,0
0.334968,0,0,0,0,0,0,0,0
0.337585,0,0,0,0,0,0,0,0
0.339003,0,0,0,0,0,0,0,0
0.340412,0,0,0,0,0,0,0,0
0.341839,0,269,357,0,0,0,0,0
0.343453,0,0,0,0,0,0,0,0
0.344863,0,0,0,0,0,0,0,0
0.346234,0,0,0,0,0,0,0,0
0.347673,0,0,0,0,0,0,0,0
0.349080,0,0,0,0,0,0,0,0
0.350484,0,0,0,0,0,0,0,0
0.351888,0,31996,527,0,0,0,0,0
0.353279,0,356739,1393,0,0,0,0,0
0.354761,0,0,0,0,0,0,0,0
0.356174,0,0,0,0,0,0,0,0
0.357580,0,0,0,0,0,0,0,0
0.358999,0,0,0,0,0,0,0,0
0.360406,0,0,0,0,0,0,0,0
0.361813,0,0,0,0,0,0,0,0
0.363220,0,0,0,0,0,0,0,0
0.364624,0,0,0,0,0,0,0,0
0.366029,0,0,0,0,0,0,0,0
0.367429,0,0,0,0,0,0,0,0
0.368841,0,0,0,0,0,0,0,0
0.370252,0,0,0,0,0,0,0,0
