elapsed_s,VPC_US_STREAMOUT_TRANSACTION,VPC_US_NUM_GMEM_READ_SO,VPC_US_STARVE_CYCLES_UCHE_RD,VPC_US_STALL_CYCLES_PRG_END_VPCUS,VPC_US_STARVE_CYCLES_REORDER,VPC_US_BOTTLENECK
0.001105,0,0,0,0,309417,0
0.002911,0,0,0,0,219510,0
0.004415,0,0,0,0,213597,0
0.005893,0,0,0,0,215943,0
0.007377,0,0,0,0,215235,0
0.008851,0,0,0,0,214260,0
0.010446,0,0,0,0,225129,0
0.011974,0,0,0,0,216690,0
0.013514,0,0,0,0,215028,0
0.015046,0,0,0,0,216939,0
0.016631,0,0,0,0,212940,0
0.018083,0,0,0,0,227490,0
0.019602,0,0,0,0,213543,0
0.021059,0,0,0,0,206754,0
0.022503,0,0,0,0,205440,0
0.023949,0,0,0,0,206184,0
0.025395,0,0,0,0,208014,0
0.026842,0,0,0,0,206850,0
0.028286,0,0,0,0,205413,0
0.029731,0,0,0,0,251907,0
0.031297,0,0,0,0,221064,0
0.032780,0,0,0,0,270264,0
0.034333,0,0,0,0,263697,0
0.035892,0,0,0,0,263583,0
0.037450,0,0,0,0,263625,0
0.039008,0,0,0,0,269232,0
0.040579,0,0,0,0,264939,0
0.042148,0,0,0,0,264966,0
0.043710,0,0,0,0,264303,0
0.045268,0,0,0,0,264273,0
0.046830,0,0,0,0,267303,0
0.048487,0,0,0,0,238503,0
0.049954,0,0,0,0,247410,0
0.051525,0,0,0,0,261906,0
0.053044,0,0,0,0,249783,0
0.054604,0,0,0,0,247011,0
0.056108,0,0,0,0,247575,0
0.057613,0,0,0,0,247944,0
0.059218,0,0,0,0,247170,0
0.060744,0,0,0,0,249513,0
0.062255,0,0,0,0,218397,0
0.063656,0,0,0,0,205104,0
0.065028,0,0,0,0,204486,0
0.066474,0,0,0,0,178749,0
0.067833,0,0,0,0,183309,0
0.069236,0,0,0,0,181728,0
0.070618,0,0,0,0,182556,0
0.071990,0,0,0,0,180699,0
0.073352,0,0,0,0,180393,0
0.074737,0,0,0,0,178467,0
0.076092,0,0,0,0,179835,0
0.077451,0,0,0,0,177819,0
0.078809,0,0,0,0,191844,0
0.080233,0,0,0,0,246975,0
0.081845,0,0,0,0,196875,0
0.083256,0,0,0,0,194658,0
0.084654,0,0,0,0,191778,0
0.086063,0,0,0,0,225684,0
0.087530,0,0,0,0,190503,0
0.088929,0,0,0,0,191034,0
0.090467,0,0,0,0,206205,0
0.091931,0,0,0,0,193884,0
0.093337,0,0,0,0,192255,0
0.094739,0,0,0,0,325455,0
0.095952,0,0,0,0,1599762,0
0.097308,0,0,0,0,1266888,0
0.098660,0,0,0,0,1270650,0
0.100015,0,0,0,0,1269684,0
0.101367,0,0,0,0,1266459,0
0.102722,0,0,0,0,1305963,0
0.104077,0,0,0,0,1308261,0
0.105432,0,0,0,0,1276005,0
0.106804,0,0,0,0,1262388,0
0.108157,0,0,0,0,1270929,0
0.109509,0,0,0,0,1248786,0
0.110855,0,0,0,0,1374990,0
0.112303,0,0,0,0,1251624,0
0.113867,0,0,0,0,1746912,0
0.115465,0,0,0,0,1304544,0
0.116857,0,0,0,0,1269099,0
0.118213,0,0,0,0,1340856,0
0.119754,0,0,0,0,1341213,0
0.121157,0,0,0,0,1268976,0
0.122510,0,0,0,0,1290903,0
0.123862,0,0,0,0,1254888,0
0.125208,0,0,0,0,1259262,0
0.126563,0,0,0,0,1269003,0
0.127944,0,0,0,0,1233132,0
0.129343,0,0,0,0,1254138,0
0.130735,0,0,0,0,1248537,0
0.132129,0,0,0,0,1193568,0
0.133518,0,0,0,0,1248075,0
0.134909,0,0,0,0,1246956,0
0.136300,0,0,0,0,1249257,0
0.137691,0,0,0,0,1256601,0
0.139094,0,0,0,0,1229715,0
0.140490,0,0,0,0,1260813,0
0.141886,0,0,0,0,1262310,0
0.143283,0,0,0,0,1254681,0
0.144678,0,0,0,0,1262157,0
0.146128,0,0,0,0,1548765,0
0.147741,0,0,0,0,1295943,0
0.149313,0,0,0,0,1291167,0
0.150889,0,0,0,0,1365084,0
0.152347,0,0,0,0,1268001,0
0.153878,0,0,0,0,1305621,0
0.155443,0,0,0,0,1331208,0
0.157004,0,0,0,0,1323366,0
0.158566,0,0,0,0,1301733,0
0.160184,0,0,0,0,1298595,0
0.161744,0,0,0,0,1323732,0
0.163368,0,0,0,0,1469643,0
0.164980,0,0,0,0,1296210,0
0.166542,0,0,0,0,1298394,0
0.168105,0,0,0,0,1299051,0
0.169664,0,0,0,0,1294461,0
0.171237,0,0,0,0,1296645,0
0.172798,0,0,0,0,1293744,0
0.174363,0,0,0,0,1302726,0
0.175969,0,0,0,0,1324506,0
0.177529,0,0,0,0,1303092,0
0.179091,0,0,0,0,1302504,0
0.180654,0,0,0,0,1299162,0
0.182231,0,0,0,0,1301157,0
0.183793,0,0,0,0,1296945,0
0.185353,0,0,0,0,1303224,0
0.186918,0,0,0,0,1294434,0
0.188480,0,0,0,0,1295511,0
0.190040,0,0,0,0,1362543,0
0.191497,0,0,0,0,1428837,0
0.193092,0,0,0,0,1300299,0
0.194658,0,0,0,0,1287609,0
0.196211,0,0,0,0,1283847,0
0.197762,0,0,0,0,1724307,0
0.199449,0,0,0,0,1316895,0
0.201002,0,0,0,0,1284357,0
0.202434,0,0,0,0,1267293,0
0.203979,0,0,0,0,1298295,0
0.205541,0,0,0,0,1296738,0
0.207106,0,0,0,0,1307136,0
0.208671,0,0,0,0,1303593,0
0.210236,0,0,0,0,1304544,0
0.211799,0,0,0,0,1303269,0
0.213232,0,0,0,0,1258824,0
0.214642,0,0,0,0,1249416,0
0.216035,0,0,0,0,1197309,0
0.217424,0,0,0,0,1242408,0
0.218813,0,0,0,0,1248294,0
0.220203,0,0,0,0,1242186,0
0.221591,0,0,0,0,1245375,0
0.222980,0,0,0,0,1245057,0
0.224414,0,0,0,0,1249605,0
0.225813,0,0,0,0,1678152,0
0.227344,0,0,0,0,1277988,0
