elapsed_s,VPC_NEVER_COUNT,VPC_FE_BUSY_CYCLES,VPC_FE_WORKING_CYCLES,VPC_FE_STALL_CYCLES_VFD_WACK,VPC_FE_STARVE_CYCLES_SP,VPC_FE_PC_PRIMITIVES
0.001106,0,0,0,0,0,0
0.002851,0,0,0,0,0,0
0.004502,0,0,0,0,0,0
0.007081,0,0,0,0,0,0
0.008599,0,0,0,0,0,0
0.010137,0,0,0,0,0,0
0.011651,0,0,0,0,0,0
0.013415,0,0,0,0,0,0
0.014927,0,0,0,0,0,0
0.016440,0,0,0,0,0,0
0.018035,0,0,0,0,0,0
0.019523,0,0,0,0,0,0
0.021022,0,0,0,0,0,0
0.022534,0,0,0,0,0,0
0.024023,0,0,0,0,0,0
0.025622,0,0,0,0,0,0
0.027111,0,0,0,0,0,0
0.028598,0,0,0,0,0,0
0.030087,0,0,0,0,0,0
0.031584,0,0,0,0,0,0
0.033072,0,0,0,0,0,0
0.034616,0,0,0,0,0,0
0.036277,0,0,0,0,0,0
0.037791,0,0,0,0,0,0
0.039394,0,0,0,0,0,0
0.040998,0,0,0,0,0,0
0.042610,0,0,0,0,0,0
0.044255,0,0,0,0,0,0
0.045859,0,0,0,0,0,0
0.047463,0,0,0,0,0,0
0.049068,0,0,0,0,0,0
0.050662,0,0,0,0,0,0
0.052354,0,0,0,0,0,0
0.053881,0,0,0,0,0,0
0.055388,0,0,0,0,0,0
0.056945,0,0,0,0,0,0
0.058474,0,0,0,0,0,0
0.059980,0,0,0,0,0,0
0.061483,0,0,0,0,0,0
0.062988,0,0,0,0,0,0
0.064490,0,0,0,0,0,0
0.065879,0,0,0,0,0,0
0.067341,0,0,0,0,0,0
0.068872,0,0,0,0,0,0
0.070289,0,0,0,0,0,0
0.071759,0,0,0,0,0,0
0.073297,0,0,0,0,0,0
0.074694,0,0,0,0,0,0
0.076052,0,0,0,0,0,0
0.077414,0,0,0,0,0,0
0.078779,0,0,0,0,0,0
0.080135,0,0,0,0,0,0
0.081552,0,2652,1293,0,0,0
0.082889,0,0,0,0,0,0
0.084475,0,0,0,0,0,0
0.086010,0,0,0,0,0,0
0.087415,0,0,0,0,0,0
0.088822,0,0,0,0,0,0
0.090221,0,0,0,0,0,0
0.091621,0,0,0,0,0,0
0.093018,0,0,0,0,0,0
0.094693,0,6660,3186,0,0,0
0.096427,0,0,0,0,0,0
0.097833,0,0,0,0,0,0
0.099196,0,0,0,0,0,0
0.100556,0,0,0,0,0,0
0.101948,0,0,0,0,0,0
0.103303,0,0,0,0,0,0
0.104660,0,0,0,0,0,0
0.106013,0,0,0,0,0,0
0.107419,0,0,0,0,0,0
0.108767,0,0,0,0,0,0
0.110113,0,0,0,0,0,0
0.111460,0,0,0,0,0,0
0.112808,0,0,0,0,0,0
0.114173,0,0,0,0,0,0
0.115577,0,0,0,0,0,0
0.120137,0,0,0,0,0,0
0.121547,0,0,0,0,0,0
0.122942,0,0,0,0,0,0
0.124341,0,0,0,0,0,0
0.125763,0,0,0,0,0,0
0.127154,0,0,0,0,0,0
0.129375,0,0,0,0,0,0
0.130817,0,0,0,0,0,0
0.132275,0,0,0,0,0,0
0.133675,0,0,0,0,0,0
0.135029,0,0,0,0,0,0
0.136379,0,0,0,0,0,0
0.137728,0,0,0,0,0,0
0.139075,0,0,0,0,0,0
0.140423,0,0,0,0,0,0
0.141770,0,0,0,0,0,0
0.143136,0,0,0,0,0,0
0.144482,0,0,0,0,0,0
0.145959,0,0,0,0,0,0
0.147529,0,0,0,0,0,0
0.149090,0,0,0,0,0,0
0.150651,0,0,0,0,0,0
0.152214,0,0,0,0,0,0
0.153789,0,0,0,0,0,0
0.155350,0,0,0,0,0,0
0.156912,0,0,0,0,0,0
0.158474,0,0,0,0,0,0
0.160034,0,0,0,0,0,0
0.161681,0,0,0,0,0,0
0.163241,0,0,0,0,0,0
0.164818,0,0,0,0,0,0
0.166380,0,0,0,0,0,0
0.167939,0,0,0,0,0,0
0.169505,0,0,0,0,0,0
0.171064,0,0,0,0,0,0
0.172628,0,0,0,0,0,0
0.174190,0,0,0,0,0,0
0.175762,0,0,0,0,0,0
0.177307,0,0,0,0,0,0
0.178845,0,0,0,0,0,0
0.180408,0,0,0,0,0,0
0.182090,0,0,0,0,0,0
0.183814,0,0,0,0,0,0
0.186613,0,0,0,0,0,0
0.188047,0,0,0,0,0,0
0.189452,0,0,0,0,0,0
0.190851,0,0,0,0,0,0
0.192360,0,0,0,0,0,0
0.193799,0,0,0,0,0,0
0.195155,0,0,0,0,0,0
0.196684,0,0,0,0,0,0
0.198262,0,0,0,0,0,0
0.199824,0,0,0,0,0,0
0.201386,0,0,0,0,0,0
0.202937,0,0,0,0,0,0
0.204363,0,0,0,0,0,0
0.205892,0,0,0,0,0,0
0.207451,0,0,0,0,0,0
0.208925,0,0,0,0,0,0
0.210344,0,0,0,0,0,0
0.211717,0,0,0,0,0,0
0.213070,0,0,0,0,0,0
0.214420,0,0,0,0,0,0
0.215768,0,0,0,0,0,0
0.217230,0,0,0,0,0,0
