elapsed_s,VPC_FE_TSE_FE_TRANSACTIONS,VPC_FE_STALL_CYCLES_CCU,VPC_FE_NUM_WM_HIT,VPC_FE_STALL_DQ_WACK,VPC_FE_STALL_CYCLES_PRG_END_FE,VPC_FE_STALL_CYCLES_PRG_END_VPCVS
0.001104,0,0,0,0,0,0
0.002669,0,0,0,0,0,0
0.004189,0,0,0,0,0,0
0.005767,0,0,0,0,0,0
0.007282,0,0,0,0,0,0
0.008877,0,0,0,0,0,0
0.010409,0,0,0,0,0,0
0.011928,0,0,0,0,0,0
0.013442,0,0,0,0,0,0
0.014955,0,0,0,0,0,0
0.016673,0,0,0,0,0,0
0.018192,0,0,0,0,0,0
0.019708,0,0,0,0,0,0
0.021316,0,0,0,0,0,0
0.022806,0,0,0,0,0,0
0.024296,0,0,0,0,0,0
0.025785,0,0,0,0,0,0
0.027273,0,0,0,0,0,0
0.028873,0,0,0,0,0,0
0.030361,0,0,0,0,0,0
0.031859,0,0,0,0,0,0
0.033348,0,0,0,0,0,0
0.034836,0,0,0,0,0,0
0.036324,0,0,0,0,0,0
0.037868,0,0,0,0,0,0
0.039815,0,0,0,0,0,0
0.041417,0,0,0,0,0,0
0.043028,0,0,0,0,0,0
0.044595,0,0,0,0,0,0
0.046198,0,0,0,0,0,0
0.047803,0,0,0,0,0,0
0.049495,0,0,0,0,0,0
0.050974,0,0,0,0,0,0
0.052602,0,0,0,0,0,0
0.054131,0,0,0,0,0,0
0.055698,0,0,0,0,0,0
0.057254,0,0,0,0,0,0
0.058806,0,0,0,0,0,0
0.060359,0,0,0,0,0,0
0.061912,0,0,0,0,0,0
0.063468,0,0,0,0,0,0
0.064907,0,0,0,0,0,0
0.066329,0,0,0,0,0,0
0.067751,0,0,0,0,0,0
0.069190,0,0,0,0,0,0
0.070643,0,0,0,0,0,0
0.071981,0,0,0,0,0,0
0.073319,0,0,0,0,0,0
0.074653,0,0,0,0,0,0
0.076002,0,0,0,0,0,0
0.077456,0,0,0,0,0,0
0.078907,0,0,0,0,0,0
0.080424,0,0,0,0,0,0
0.081874,0,0,0,0,0,0
0.083430,0,0,0,0,0,0
0.084804,0,0,0,0,0,0
0.086284,0,0,0,0,0,0
0.087680,0,0,0,0,0,0
0.089078,0,0,0,0,0,0
0.090476,0,0,0,0,0,0
0.092088,0,0,0,0,0,0
0.093507,0,0,0,0,0,0
0.095188,0,0,0,0,0,0
0.096701,0,0,0,0,0,0
0.098115,0,0,0,0,0,0
0.099516,0,0,0,0,0,0
0.100962,0,0,0,0,0,0
0.102413,0,0,0,0,0,0
0.104774,0,0,0,0,0,0
