
[selected] 6 counters, interval 0.005 s
       SP         gid=0x0a selector=1    SP_BUSY_CYCLES                               (A8XX_PERF_SP_BUSY_CYCLES)
       SP         gid=0x0a selector=2    SP_ALU_WORKING_CYCLES                        (A8XX_PERF_SP_ALU_WORKING_CYCLES)
       UCHE       gid=0x08 selector=1    UCHE_BUSY_CYCLES                             (A8XX_PERF_UCHE_BUSY_CYCLES)
       UCHE       gid=0x08 selector=52   UCHE_RAM_READ_REQ                            (A8XX_PERF_UCHE_RAM_READ_REQ)
       UCHE       gid=0x08 selector=25   UCHE_VBIF_READ_BEATS_SP                      (A8XX_PERF_UCHE_VBIF_READ_BEATS_SP)
       SP         gid=0x0a selector=46   SP_UCHE_READ_TRANS                           (A8XX_PERF_SP_UCHE_READ_TRANS)
[GET] SP_BUSY_CYCLES                               group=0xa selector=1 reg_low=0x29c reg_high=0x29d
[GET] SP_ALU_WORKING_CYCLES                        group=0xa selector=2 reg_low=0x29a reg_high=0x29b
[GET] UCHE_BUSY_CYCLES                             group=0x8 selector=1 reg_low=0x254 reg_high=0x255
[GET] UCHE_RAM_READ_REQ                            group=0x8 selector=52 reg_low=0x252 reg_high=0x253
[GET] UCHE_VBIF_READ_BEATS_SP                      group=0x8 selector=25 reg_low=0x250 reg_high=0x251
[GET] SP_UCHE_READ_TRANS                           group=0xa selector=46 reg_low=0x296 reg_high=0x297

[stream] Press Ctrl+C to stop. Values are deltas since previous sample.
[csv] logging elapsed_s and counter deltas to /data/local/tmp/adreno_perf_stream_last.csv
elapsed_s,SP_BUSY_CYCLES,SP_ALU_WORKING_CYCLES,UCHE_BUSY_CYCLES,UCHE_RAM_READ_REQ,UCHE_VBIF_READ_BEATS_SP,SP_UCHE_READ_TRANS
0.864324,68883638,42785531,2246895,274572,0,0
0.869537,68752270,42711836,2239645,274742,0,0
0.874775,69076387,42911082,2243084,276034,0,0
0.880000,68910930,42809809,2240904,275050,0,0
0.885240,69103612,42927707,2251572,276240,0,0
0.890467,68910018,42805107,2253576,274988,0,0
0.895694,68947462,42826792,2251667,275590,0,0
0.900830,67552631,41976351,2204034,270330,0,0
0.906071,69294883,43024529,2259015,276604,0,0
0.911306,69040048,42876795,2258423,275906,0,0
0.916535,68948399,42822797,2249997,274936,0,0
0.921768,68969285,42835537,2252081,275048,0,0
0.926992,68939076,42814633,2255094,275596,0,0
0.932218,68915425,42805357,2244936,275488,0,0
0.937575,70636338,43868053,2302895,282034,0,0
0.943067,72440426,44993567,2364280,289362,0,0
0.948352,69701351,43302145,2265904,278278,0,0
0.953722,70794836,43977132,2302114,283106,0,0
0.958962,69133968,42952676,2250708,276078,0,0
0.964205,69138771,42945206,2257381,275638,0,0
0.969666,71982508,44711897,2346383,287714,0,0
0.974908,69151493,42947045,2260566,276172,0,0
0.980157,69207311,42983040,2255690,276648,0,0
0.985422,19250096,11918050,654420,92280,0,0
0.991276,0,0,0,0,0,0
0.996655,0,0,0,0,0,0
1.002076,0,0,0,0,0,0
1.007358,0,0,0,0,0,0
1.012588,0,0,0,0,0,0
1.019023,0,0,0,0,0,0
1.024261,0,0,0,0,0,0
1.029678,0,0,0,0,0,0
1.035128,0,0,0,0,0,0
1.040569,0,0,0,0,0,0
1.047191,0,0,0,0,0,0
1.052758,0,0,0,0,0,0
1.058115,0,0,0,0,0,0
1.063355,0,0,0,0,0,0
1.068595,0,0,0,0,0,0
1.074019,0,0,0,0,0,0
1.079595,0,0,0,0,0,0
1.084943,0,0,0,0,0,0
1.090175,0,0,0,0,0,0
1.095752,0,0,0,0,0,0
1.100941,0,0,0,0,0,0
1.106544,0,0,0,0,0,0
1.111929,0,0,0,0,0,0
1.117295,0,0,0,0,0,0
1.122704,0,0,0,0,0,0
1.128211,0,0,0,0,0,0
1.134133,0,0,0,0,0,0
1.139439,0,0,0,0,0,0
1.144659,0,0,0,0,0,0
1.150646,0,0,0,0,0,0
1.156176,0,0,0,0,0,0
1.161429,0,0,0,0,0,0
1.166923,0,0,0,0,0,0
1.172201,431448,273038,26850,41081,0,0
1.177985,0,0,0,0,0,0
1.183445,0,0,0,0,0,0
1.188925,0,0,0,0,0,0
1.194285,0,0,0,0,0,0
1.199633,0,0,0,0,0,0
1.205002,0,0,0,0,0,0
1.210379,0,0,0,0,0,0
1.215740,0,0,0,0,0,0
1.222536,0,0,0,0,0,0
1.228033,0,0,0,0,0,0
1.233502,0,0,0,0,0,0
1.238974,0,0,0,0,0,0
1.244403,0,0,0,0,0,0
1.249767,0,0,0,0,0,0
1.255199,0,0,0,0,0,0
1.260585,0,0,0,0,0,0
1.265936,0,0,0,0,0,0
1.271297,0,0,0,0,0,0
1.276687,0,0,0,0,0,0
1.282109,0,0,0,0,0,0
1.287583,0,0,0,0,0,0
1.293057,0,0,0,0,0,0
1.298420,0,0,0,0,0,0
1.303804,0,0,0,0,0,0
1.309277,0,0,0,0,0,0
1.314665,0,0,0,0,0,0
1.320016,0,0,0,0,0,0
1.325394,0,0,0,0,0,0
1.330758,0,0,0,0,0,0
1.336160,0,0,0,0,0,0
1.343629,0,0,0,0,0,0
1.348891,0,0,0,0,0,0
