
[selected] 6 counters, interval 0.005 s
       SP         gid=0x0a selector=1    SP_BUSY_CYCLES                               (A8XX_PERF_SP_BUSY_CYCLES)
       SP         gid=0x0a selector=2    SP_ALU_WORKING_CYCLES                        (A8XX_PERF_SP_ALU_WORKING_CYCLES)
       UCHE       gid=0x08 selector=1    UCHE_BUSY_CYCLES                             (A8XX_PERF_UCHE_BUSY_CYCLES)
       UCHE       gid=0x08 selector=52   UCHE_RAM_READ_REQ                            (A8XX_PERF_UCHE_RAM_READ_REQ)
       UCHE       gid=0x08 selector=25   UCHE_VBIF_READ_BEATS_SP                      (A8XX_PERF_UCHE_VBIF_READ_BEATS_SP)
       SP         gid=0x0a selector=46   SP_UCHE_READ_TRANS                           (A8XX_PERF_SP_UCHE_READ_TRANS)
[GET] SP_BUSY_CYCLES                               group=0xa selector=1 reg_low=0x29c reg_high=0x29d
[GET] SP_ALU_WORKING_CYCLES                        group=0xa selector=2 reg_low=0x29a reg_high=0x29b
[GET] UCHE_BUSY_CYCLES                             group=0x8 selector=1 reg_low=0x254 reg_high=0x255
[GET] UCHE_RAM_READ_REQ                            group=0x8 selector=52 reg_low=0x252 reg_high=0x253
[GET] UCHE_VBIF_READ_BEATS_SP                      group=0x8 selector=25 reg_low=0x250 reg_high=0x251
[GET] SP_UCHE_READ_TRANS                           group=0xa selector=46 reg_low=0x296 reg_high=0x297

[stream] Press Ctrl+C to stop. Values are deltas since previous sample.
[csv] logging elapsed_s and counter deltas to /data/local/tmp/adreno_perf_stream_last.csv
elapsed_s,SP_BUSY_CYCLES,SP_ALU_WORKING_CYCLES,UCHE_BUSY_CYCLES,UCHE_RAM_READ_REQ,UCHE_VBIF_READ_BEATS_SP,SP_UCHE_READ_TRANS
0.005246,0,0,0,0,0,0
0.010576,0,0,0,0,0,0
0.016595,0,0,0,0,0,0
0.021880,0,0,0,0,0,0
0.027158,0,0,0,0,0,0
0.033704,0,0,0,0,0,0
0.041785,0,0,0,0,0,0
0.052143,0,0,0,0,0,0
0.058259,0,0,0,0,0,0
0.065560,0,0,0,0,0,0
0.072152,0,0,0,0,0,0
0.077650,0,0,0,0,0,0
0.083029,0,0,0,0,0,0
0.088260,0,0,0,0,0,0
0.094003,0,0,0,0,0,0
0.100325,0,0,0,0,0,0
0.105587,0,0,0,0,0,0
0.111237,0,0,0,0,0,0
0.120255,0,0,0,0,0,0
0.125529,0,0,0,0,0,0
0.132212,0,0,0,0,0,0
0.137525,0,0,0,0,0,0
0.142780,0,0,0,0,0,0
0.148086,0,0,0,0,0,0
0.153658,0,0,0,0,0,0
0.165256,0,0,0,0,0,0
0.177427,0,0,0,0,0,0
0.182707,0,0,0,0,0,0
0.193769,0,0,0,0,0,0
0.200449,0,0,0,0,0,0
0.206379,0,0,0,0,0,0
0.211671,0,0,0,0,0,0
0.216928,0,0,0,0,0,0
0.222227,0,0,0,0,0,0
0.228343,0,0,0,0,0,0
0.233619,0,0,0,0,0,0
0.238918,17808894,10422255,967440,123630,0,0
0.244560,70616509,43020533,4313328,536176,0,0
0.250081,69471917,42506681,4263336,530320,0,0
0.255439,67474145,41276096,4144298,514404,0,0
0.260638,65549272,40110411,4016982,500220,0,0
0.265874,65903314,40315799,4044112,502828,0,0
0.271120,66039711,40401286,4056962,503804,0,0
0.276391,66286411,40579050,4050077,506384,0,0
0.281615,65819227,40243287,4034461,501544,0,0
0.286895,66433600,40608028,4110672,506760,0,0
0.293986,89195955,54540692,5517650,679920,0,0
0.301891,99465044,60844406,6171800,758752,0,0
0.310937,113891086,69596180,7032477,867928,0,0
0.318016,89193122,54507923,5530397,679832,0,0
0.324565,85368089,51938691,5381311,647616,0,0
0.329795,69024193,42077751,4343666,524672,0,0
0.335016,68855169,41904672,4351330,522848,0,0
0.340132,67472322,41137445,4238183,512776,0,0
0.345351,68819598,41987545,4348550,523776,0,0
0.350659,69961612,42443620,4435414,529248,0,0
0.355884,68925043,41938851,4352151,523176,0,0
0.361161,69567712,42245460,4402167,526648,0,0
0.366419,69345126,42218530,4391914,526552,0,0
0.371651,69017452,42095450,4345832,524824,0,0
0.377099,71775138,43541165,4543693,543248,0,0
0.382290,68497458,41681123,4337041,519752,0,0
0.387530,69109927,42063574,4345372,524600,0,0
0.392757,68935442,42034769,4332156,524184,0,0
0.397973,68795979,42016779,4322777,523872,0,0
0.404368,84196809,51251047,5289628,639176,0,0
0.409677,70037761,42665892,4426303,532096,0,0
0.422123,164058979,99606245,10353736,1242240,0,0
0.427352,69095974,42024616,4367851,524152,0,0
0.432590,69058479,41888476,4356400,522024,0,0
0.437853,69408043,42206967,4383066,526640,0,0
0.443163,70027344,42530329,4433059,530096,0,0
0.449394,82060934,49933197,5187131,622752,0,0
0.454595,68465835,41840952,4316526,522496,0,0
0.459857,69628695,42436825,4346790,528762,0,0
0.465093,69055957,42206876,4319935,526094,0,0
0.470360,69413591,42424685,4345398,529576,0,0
0.475584,68863352,42062679,4319189,524752,0,0
0.480808,68940406,42072057,4318582,524304,0,0
0.486034,68929017,42115104,4312281,525074,0,0
0.491264,68964716,42072110,4336563,524542,0,0
0.496393,67576189,41217731,4251863,514240,0,0
0.501770,70967814,43319804,4457004,540032,0,0
0.506994,68893028,42040802,4332974,524240,0,0
0.512281,69720352,42538249,4386730,530592,0,0
0.517732,71884890,43945181,4496587,548114,0,0
0.522969,69062686,42165668,4315944,525542,0,0
0.528223,69300276,42294600,4357523,527576,0,0
0.533484,69377676,42368160,4360148,528408,0,0
0.538724,69089293,42166698,4333007,525680,0,0
0.544510,76150059,46477800,4782658,580134,0,0
0.549744,69110728,42190440,4352484,526186,0,0
0.556159,84504600,51446959,5314763,641224,0,0
0.561403,69220290,42251775,4356561,526944,0,0
0.566641,69055203,42140940,4333105,525720,0,0
0.571870,69011262,42102443,4349292,524868,0,0
0.577095,68898955,42084013,4327428,524604,0,0
0.582313,68797822,42015750,4311238,524114,0,0
0.587512,68507388,41836409,4287118,521737,0,0
0.592747,69076041,42220327,4315746,526685,0,0
0.597992,69115517,42245757,4326723,526800,0,0
0.603217,68963477,42106236,4314563,525144,0,0
0.608434,68817596,42017620,4319350,524048,0,0
0.613660,68898817,42064964,4317757,524528,0,0
0.618901,69099681,42187210,4345298,525864,0,0
0.624157,69314851,42268964,4356667,527248,0,0
0.629393,69072287,42099241,4347246,524848,0,0
0.634720,70216059,42889160,4410903,535144,0,0
0.639957,69043825,42170111,4334577,525976,0,0
0.645206,69233724,42257863,4333554,527000,0,0
0.650437,69005665,42072988,4345990,524624,0,0
0.655670,68977514,42044021,4349495,524287,0,0
0.665675,131847680,80265497,8298323,1000729,0,0
0.670978,69904444,42664580,4403205,532048,0,0
0.676210,69091564,42165740,4322603,526176,0,0
0.681438,68968205,42016983,4341616,523861,0,0
0.686776,70349306,42935681,4422425,535139,0,0
0.692021,69011833,42136023,4327092,525888,0,0
0.697322,69937778,42701213,4389714,532192,0,0
0.702619,69927768,42697515,4384476,532816,0,0
0.707845,69020472,42119963,4323849,525232,0,0
0.713069,68875304,42089739,4331096,524800,0,0
0.718303,68982436,42135838,4319103,525208,0,0
0.723536,69062032,42184737,4326874,526240,0,0
0.728764,68920979,42098871,4316332,525320,0,0
0.733989,68926880,42052865,4337189,524272,0,0
0.739229,69090118,42148730,4339101,525456,0,0
0.744475,69177967,42222988,4347356,526685,0,0
0.749717,69100042,42168381,4348161,525779,0,0
0.755418,75148975,45868493,4715572,572080,0,0
0.760717,69805455,42661012,4364038,531936,0,0
0.765957,69209968,42248076,4338109,526734,0,0
0.771447,72303766,44133612,4516117,550482,0,0
0.776735,69806057,42632817,4376974,531448,0,0
0.781970,69085553,42167396,4343274,526298,0,0
0.787462,72308664,44100820,4535895,549742,0,0
0.792696,69108754,42191483,4340986,526192,0,0
0.797897,68622829,41889368,4320793,522352,0,0
0.803115,68815050,41992267,4320210,523696,0,0
0.808376,69339204,42284731,4361682,527394,0,0
0.813610,69048767,42150532,4332298,525662,0,0
0.818853,69129106,42173895,4359423,525712,0,0
0.824079,68923095,42101151,4316505,525176,0,0
0.829297,68841696,42030459,4295533,524168,0,0
0.835031,75484255,46121978,4723564,575144,0,0
0.840262,69084454,42194145,4331306,526000,0,0
0.845489,68945881,42117876,4325966,525440,0,0
0.850812,70189071,42854860,4392097,534296,0,0
0.856035,68881009,42024492,4321637,524165,0,0
0.861273,69030117,42119988,4338794,525155,0,0
0.866504,69022795,42128045,4338784,525550,0,0
0.871769,69430894,42361726,4364070,528346,0,0
0.876996,68931154,42090374,4331378,524984,0,0
0.882223,68929405,42126487,4298452,525296,0,0
0.887456,68988085,42115328,4318616,525056,0,0
0.892675,68837516,42014418,4311642,523992,0,0
0.897897,68868923,42054629,4326146,524440,0,0
0.903211,70040236,42742613,4396746,532928,0,0
0.908468,69272798,42277108,4354910,527432,0,0
0.913702,22413762,13632516,1461278,188896,0,0
0.919115,0,0,0,0,0,0
0.924396,0,0,0,0,0,0
0.929995,0,0,0,0,0,0
0.936369,0,0,0,0,0,0
0.941741,0,0,0,0,0,0
0.947098,0,0,0,0,0,0
0.952462,0,0,0,0,0,0
0.957816,0,0,0,0,0,0
0.963200,0,0,0,0,0,0
0.968565,0,0,0,0,0,0
0.973988,0,0,0,0,0,0
0.979445,0,0,0,0,0,0
0.984816,0,0,0,0,0,0
0.990180,0,0,0,0,0,0
0.995656,0,0,0,0,0,0
1.000998,0,0,0,0,0,0
1.006366,0,0,0,0,0,0
1.011717,0,0,0,0,0,0
1.017088,0,0,0,0,0,0
1.022502,0,0,0,0,0,0
1.027889,0,0,0,0,0,0
1.033267,0,0,0,0,0,0
1.038716,0,0,0,0,0,0
1.044035,0,0,0,0,0,0
1.049704,0,0,0,0,0,0
1.054981,0,0,0,0,0,0
1.060251,0,0,0,0,0,0
1.065572,0,0,0,0,0,0
1.070835,0,0,0,0,0,0
1.076320,0,0,0,0,0,0
1.081905,0,0,0,0,0,0
1.087191,0,0,0,0,0,0
1.092791,0,0,0,0,0,0
1.098384,0,0,0,0,0,0
1.103865,0,0,0,0,0,0
1.109308,0,0,0,0,0,0
1.114592,0,0,0,0,0,0
1.119838,0,0,0,0,0,0
1.125231,0,0,0,0,0,0
1.130491,0,0,0,0,0,0
1.135841,0,0,0,0,0,0
1.141317,0,0,0,0,0,0
1.147251,0,0,0,0,0,0
1.152492,0,0,0,0,0,0
1.157726,0,0,0,0,0,0
1.163199,0,0,0,0,0,0
1.168828,0,0,0,0,0,0
1.174203,0,0,0,0,0,0
1.180033,0,0,0,0,0,0
1.185627,0,0,0,0,0,0
1.192146,0,0,0,0,0,0
1.197541,0,0,0,0,0,0
1.203114,0,0,0,0,0,0
1.208342,0,0,0,0,0,0
1.213575,0,0,0,0,0,0
1.219786,0,0,0,0,0,0
1.225165,0,0,0,0,0,0
1.230475,0,0,0,0,0,0
1.235886,0,0,0,0,0,0
1.241230,0,0,0,0,0,0
1.246977,0,0,0,0,0,0
1.252302,0,0,0,0,0,0
1.257882,0,0,0,0,0,0
1.263661,0,0,0,0,0,0
