elapsed_s,PC_US_STARVE_CYCLES_DI,PC_US_VIS_STREAMS_LOADED,PC_US_INSTANCES,PC_US_DEAD_PRIM,PC_US_SLICE_LIVE_PRIM,PC_US_3D_DRAWCALLS,PC_US_2D_DRAWCALLS,PC_US_NON_DRAWCALL_GLOBAL_EVENTS
0.001054,0,0,0,0,0,0,0,0
0.002578,0,0,0,0,0,0,0,0
0.004200,0,0,0,0,0,0,0,0
0.005702,0,0,0,0,0,0,0,0
0.007394,0,0,0,0,0,0,0,0
0.009163,0,0,0,0,0,0,0,0
0.010772,0,0,0,0,0,0,0,0
0.012389,0,0,0,0,0,0,0,0
0.014147,0,0,0,0,0,0,0,0
0.015630,0,0,0,0,0,0,0,0
0.017158,0,0,0,0,0,0,0,0
0.018682,0,0,0,0,0,0,0,0
0.020203,0,0,0,0,0,0,0,0
0.021681,0,0,0,0,0,0,0,0
0.023253,0,0,0,0,0,0,0,0
0.024730,0,0,0,0,0,0,0,0
0.026202,0,0,0,0,0,0,0,0
0.027677,0,0,0,0,0,0,0,0
0.029189,0,0,0,0,0,0,0,0
0.030664,0,0,0,0,0,0,0,0
0.032168,0,0,0,0,0,0,0,0
0.033595,0,0,0,0,0,0,0,0
0.035080,0,0,0,0,0,0,0,0
0.036423,0,0,0,0,0,0,0,0
0.037759,0,0,0,0,0,0,0,0
0.039144,0,0,0,0,0,0,0,0
0.040559,0,0,0,0,0,0,0,0
0.041990,0,0,0,0,0,0,0,0
0.043412,0,0,0,0,0,0,0,0
0.044824,0,0,0,0,0,0,0,0
0.046283,0,0,0,0,0,0,0,0
0.047698,0,0,0,0,0,0,0,0
0.049113,0,0,0,0,0,0,0,0
0.050530,0,0,0,0,0,0,0,0
0.051998,0,0,0,0,0,0,0,0
0.053362,0,0,0,0,0,0,0,0
0.054877,0,0,0,0,0,0,0,0
0.057342,0,0,0,0,0,0,0,0
0.058993,0,0,0,0,0,0,0,0
0.060612,0,0,0,0,0,0,0,0
0.062205,0,0,0,0,0,0,0,0
0.063611,0,0,0,0,0,0,0,0
0.064992,0,0,0,0,0,0,0,0
0.066367,0,0,0,0,0,0,0,0
0.067733,0,0,0,0,0,0,0,0
0.069101,0,0,0,0,0,0,0,0
0.070542,0,0,0,0,0,0,0,0
0.072028,0,0,0,0,0,0,0,0
0.073463,0,0,0,0,0,0,0,0
0.075233,0,0,0,0,0,0,0,26
0.077212,0,0,0,0,0,0,0,0
0.078724,0,0,0,0,0,0,0,0
0.080224,0,0,0,0,0,0,0,0
0.081687,0,0,0,0,0,0,0,0
0.083140,0,0,0,0,0,0,0,0
0.084559,0,0,0,0,0,0,0,0
0.086010,0,0,0,0,0,0,0,0
0.088701,0,0,0,0,0,0,0,0
0.090311,0,0,0,0,0,0,0,0
0.091862,0,0,0,0,0,0,0,23
0.093785,0,0,0,0,0,0,0,150
0.095189,0,0,0,0,0,0,0,125
0.096486,0,0,0,0,0,0,0,125
0.097751,0,0,0,0,0,0,0,120
0.099013,0,0,0,0,0,0,0,125
0.100332,0,0,0,0,0,0,0,125
0.101641,0,0,0,0,0,0,0,130
0.102970,0,0,0,0,0,0,0,135
0.104417,0,0,0,0,0,0,0,130
0.105757,0,0,0,0,0,0,0,120
0.107079,0,0,0,0,0,0,0,0
0.108543,0,0,0,0,0,0,0,0
0.109954,0,0,0,0,0,0,0,0
0.111332,0,0,0,0,0,0,0,0
0.112698,0,0,0,0,0,0,0,0
0.114058,0,0,0,0,0,0,0,0
0.115420,0,0,0,0,0,0,0,0
0.116786,0,0,0,0,0,0,0,0
0.118162,0,0,0,0,0,0,0,0
0.362018,0,0,0,0,0,0,0,0
0.369994,0,0,0,0,0,0,0,0
0.371505,0,0,0,0,0,0,0,0
0.372846,0,0,0,0,0,0,0,0
0.374181,0,0,0,0,0,0,0,0
0.375565,0,0,0,0,0,0,0,0
0.376902,0,0,0,0,0,0,0,0
0.378393,0,0,0,0,0,0,0,0
0.379788,0,0,0,0,0,0,0,0
0.381133,0,0,0,0,0,0,0,0
0.382618,0,0,0,0,0,0,0,0
0.384092,0,0,0,0,0,0,0,0
0.385480,0,0,0,0,0,0,0,0
0.386870,0,0,0,0,0,0,0,0
0.388457,0,0,0,0,0,0,0,0
0.389947,0,0,0,0,0,0,0,0
0.391558,0,0,0,0,0,0,0,0
0.393065,0,0,0,0,0,0,0,0
0.394569,0,0,0,0,0,0,0,0
0.396141,0,0,0,0,0,0,0,0
0.397644,0,0,0,0,0,0,0,0
0.399210,0,0,0,0,0,0,0,0
0.400773,0,0,0,0,0,0,0,0
0.402349,0,0,0,0,0,0,0,0
0.404038,0,0,0,0,0,0,0,0
0.405589,0,0,0,0,0,0,0,0
0.407137,0,0,0,0,0,0,0,0
0.408679,0,0,0,0,0,0,0,0
0.410133,0,0,0,0,0,0,0,0
0.411586,0,0,0,0,0,0,0,0
0.413059,0,0,0,0,0,0,0,0
0.414574,0,0,0,0,0,0,0,0
0.416133,0,0,0,0,0,0,0,0
0.417682,0,0,0,0,0,0,0,0
0.419235,0,0,0,0,0,0,0,0
0.420783,0,0,0,0,0,0,0,0
0.422382,0,0,0,0,0,0,0,0
0.424046,0,0,0,0,0,0,0,0
0.425747,0,0,0,0,0,0,0,0
0.427488,0,0,0,0,0,0,0,0
0.429225,0,0,0,0,0,0,0,0
0.430822,0,0,0,0,0,0,0,0
0.432566,0,0,0,0,0,0,0,0
0.434173,0,0,0,0,0,0,0,0
0.435738,0,0,0,0,0,0,0,0
0.437295,0,0,0,0,0,0,0,0
0.438915,0,0,0,0,0,0,0,0
0.440470,0,0,0,0,0,0,0,0
0.442022,0,0,0,0,0,0,0,0
0.443726,0,0,0,0,0,0,0,0
0.445483,0,0,0,0,0,0,0,0
0.447226,0,0,0,0,0,0,0,0
0.448968,0,0,0,0,0,0,0,0
0.450707,0,0,0,0,0,0,0,0
0.452516,0,0,0,0,0,0,0,0
0.454318,0,0,0,0,0,0,0,0
0.459729,0,0,0,0,0,0,0,0
0.461303,0,0,0,0,0,0,0,0
0.463059,0,0,0,0,0,0,0,0
0.464783,0,0,0,0,0,0,0,0
0.466300,0,0,0,0,0,0,0,0
0.467689,0,0,0,0,0,0,0,0
0.469144,0,0,0,0,0,0,0,0
0.470587,0,0,0,0,0,0,0,0
0.472003,0,0,0,0,0,0,0,0
0.473379,0,0,0,0,0,0,0,0
0.474829,0,0,0,0,0,0,0,0
0.476197,0,0,0,0,0,0,0,0
0.477563,0,0,0,0,0,0,0,0
0.479009,0,0,0,0,0,0,0,0
0.480839,0,0,0,0,0,0,0,0
0.482561,0,0,0,0,0,0,0,0
0.484183,0,0,0,0,0,0,0,0
0.485746,0,0,0,0,0,0,0,0
0.487383,0,0,0,0,0,0,0,0
0.489096,0,0,0,0,0,0,0,0
0.490758,0,0,0,0,0,0,0,0
0.492421,0,0,0,0,0,0,0,0
0.494178,0,0,0,0,0,0,0,0
0.495801,0,0,0,0,0,0,0,0
0.497437,0,0,0,0,0,0,0,0
0.499153,0,0,0,0,0,0,0,0
0.500757,0,0,0,0,0,0,0,0
0.502345,0,0,0,0,0,0,0,0
0.504102,0,0,0,0,0,0,0,0
0.505579,0,0,0,0,0,0,0,0
0.507060,0,0,0,0,0,0,0,0
0.508495,0,0,0,0,0,0,0,0
0.509929,0,0,0,0,0,0,0,0
0.511517,0,0,0,0,0,0,0,0
0.513102,0,0,0,0,0,0,0,0
0.514738,0,0,0,0,0,0,0,0
0.516405,0,0,0,0,0,0,0,0
0.517941,0,0,0,0,0,0,0,0
0.519516,0,0,0,0,0,0,0,0
0.520939,0,0,0,0,0,0,0,0
0.721912,0,0,0,0,0,0,0,0
0.729225,0,0,0,0,0,0,0,0
0.730576,0,0,0,0,0,0,0,0
0.731924,0,0,0,0,0,0,0,0
0.733434,0,0,0,0,0,0,0,0
0.734940,0,0,0,0,0,0,0,0
0.736644,0,0,0,0,0,0,0,0
0.738145,0,0,0,0,0,0,0,0
0.739711,0,0,0,0,0,0,0,0
0.741217,0,0,0,0,0,0,0,0
0.742786,0,0,0,0,0,0,0,0
0.744294,0,0,0,0,0,0,0,0
0.745799,0,0,0,0,0,0,0,0
0.747301,0,0,0,0,0,0,0,0
0.748840,0,0,0,0,0,0,0,0
0.750431,0,0,0,0,0,0,0,0
0.751991,0,0,0,0,0,0,0,0
0.753550,0,0,0,0,0,0,0,0
0.755056,0,0,0,0,0,0,0,0
0.756561,0,0,0,0,0,0,0,0
0.758066,0,0,0,0,0,0,0,0
0.759686,0,0,0,0,0,0,0,0
0.761274,0,0,0,0,0,0,0,0
0.762834,0,0,0,0,0,0,0,0
0.764389,0,0,0,0,0,0,0,0
0.765942,0,0,0,0,0,0,0,0
0.767560,0,0,0,0,0,0,0,0
0.769113,0,0,0,0,0,0,0,0
0.770821,0,0,0,0,0,0,0,0
0.772430,0,0,0,0,0,0,0,0
0.774139,0,0,0,0,0,0,0,0
0.775901,0,0,0,0,0,0,0,0
0.777634,0,0,0,0,0,0,0,0
0.779222,0,0,0,0,0,0,0,0
0.780931,0,0,0,0,0,0,0,0
0.782807,0,0,0,0,0,0,0,0
0.784997,0,0,0,0,0,0,0,0
0.786679,0,0,0,0,0,0,0,0
0.788316,0,0,0,0,0,0,0,0
0.789870,0,0,0,0,0,0,0,0
0.791484,0,0,0,0,0,0,0,0
0.793048,0,0,0,0,0,0,0,0
0.794601,0,0,0,0,0,0,0,0
0.796156,0,0,0,0,0,0,0,0
0.797706,0,0,0,0,0,0,0,0
0.799262,0,0,0,0,0,0,0,0
0.800814,0,0,0,0,0,0,0,0
0.802517,0,0,0,0,0,0,0,0
0.804130,0,0,0,0,0,0,0,0
0.805836,0,0,0,0,0,0,0,0
0.807641,0,0,0,0,0,0,0,0
0.809381,0,0,0,0,0,0,0,0
0.811123,0,0,0,0,0,0,0,0
0.812864,0,0,0,0,0,0,0,0
0.814679,0,0,0,0,0,0,0,0
0.816420,0,0,0,0,0,0,0,0
0.818157,0,0,0,0,0,0,0,0
0.819896,0,0,0,0,0,0,0,0
0.821634,0,0,0,0,0,0,0,0
0.823375,0,0,0,0,0,0,0,0
0.825137,0,0,0,0,0,0,0,0
0.826811,0,0,0,0,0,0,0,0
0.828258,0,0,0,0,0,0,0,0
0.829710,0,0,0,0,0,0,0,0
0.831326,0,0,0,0,0,0,0,0
0.832838,0,0,0,0,0,0,0,0
0.834261,0,0,0,0,0,0,0,0
0.835682,0,0,0,0,0,0,0,0
0.837092,0,0,0,0,0,0,0,0
0.838544,0,0,0,0,0,0,0,0
0.841499,0,0,0,0,0,0,0,0
0.843046,0,0,0,0,0,0,0,0
0.844593,0,0,0,0,0,0,0,0
0.846205,0,0,0,0,0,0,0,0
0.847778,0,0,0,0,0,0,0,0
0.849463,0,0,0,0,0,0,0,0
0.851087,0,0,0,0,0,0,0,0
0.852668,0,0,0,0,0,0,0,0
0.854448,0,0,0,0,0,0,0,0
0.856488,0,0,0,0,0,0,0,0
0.858275,0,0,0,0,0,0,0,0
0.860206,0,0,0,0,0,0,0,0
0.862325,0,0,0,0,0,0,0,0
0.864077,0,0,0,0,0,0,0,0
0.865687,0,0,0,0,0,0,0,0
0.867394,0,0,0,0,0,0,0,0
0.868982,0,0,0,0,0,0,0,0
0.870675,0,0,0,0,0,0,0,0
0.872398,0,0,0,0,0,0,0,0
0.874028,0,0,0,0,0,0,0,0
0.875572,0,0,0,0,0,0,0,0
0.877128,0,0,0,0,0,0,0,0
0.878632,0,0,0,0,0,0,0,0
0.880241,0,0,0,0,0,0,0,0
0.881856,0,0,0,0,0,0,0,0
0.883442,0,0,0,0,0,0,0,0
0.885060,0,0,0,0,0,0,0,0
