elapsed_s,PC_NEVER_COUNT,PC_US_BUSY_CYCLES,PC_US_WORKING_CYCLES,PC_US_UCHE_OUTSTANDING_TRANS,PC_US_PASS1_TF_STALL_CYCLES,PC_US_STARVE_CYCLES_FOR_INDEX,PC_US_STARVE_CYCLES_FOR_TF,PC_US_STARVE_CYCLES_FOR_VIZ_STREAM
0.001108,0,0,0,0,0,0,0,0
0.002755,0,0,0,0,0,0,0,0
0.004491,0,0,0,0,0,0,0,0
0.006114,0,0,0,0,0,0,0,0
0.007588,0,0,0,0,0,0,0,0
0.009060,0,0,0,0,0,0,0,0
0.010490,0,0,0,0,0,0,0,0
0.011880,0,0,0,0,0,0,0,0
0.013264,0,0,0,0,0,0,0,0
0.014646,0,0,0,0,0,0,0,0
0.016028,0,0,0,0,0,0,0,0
0.017411,0,0,0,0,0,0,0,0
0.018827,0,0,0,0,0,0,0,0
0.020428,0,0,0,0,0,0,0,0
0.023430,0,0,0,0,0,0,0,0
0.025080,0,0,0,0,0,0,0,0
0.026662,0,0,0,0,0,0,0,0
0.028137,0,0,0,0,0,0,0,0
0.029629,0,0,0,0,0,0,0,0
0.031121,0,0,0,0,0,0,0,0
0.032785,0,0,0,0,0,0,0,0
0.034309,0,0,0,0,0,0,0,0
0.035876,0,0,0,0,0,0,0,0
0.037552,0,0,0,0,0,0,0,0
0.039100,0,0,0,0,0,0,0,0
0.040674,0,0,0,0,0,0,0,0
0.042125,0,0,0,0,0,0,0,0
0.043590,0,0,0,0,0,0,0,0
0.045004,0,0,0,0,0,0,0,0
0.046410,0,0,0,0,0,0,0,0
0.047846,0,0,0,0,0,0,0,0
0.049300,0,0,0,0,0,0,0,0
0.050750,0,0,0,0,0,0,0,0
0.052193,0,0,0,0,0,0,0,0
0.053626,0,0,0,0,0,0,0,0
0.055048,0,0,0,0,0,0,0,0
0.321460,0,3,13,0,0,0,0,0
0.329409,0,0,0,0,0,0,0,0
0.330801,0,0,0,0,0,0,0,0
0.332242,0,0,0,0,0,0,0,0
0.333695,0,0,0,0,0,0,0,0
0.335252,0,0,0,0,0,0,0,0
0.336653,0,0,0,0,0,0,0,0
0.338078,0,0,0,0,0,0,0,0
0.339461,0,0,0,0,0,0,0,0
0.340912,0,0,0,0,0,0,0,0
0.342327,0,0,0,0,0,0,0,0
0.343745,0,0,0,0,0,0,0,0
0.345161,0,0,0,0,0,0,0,0
0.346597,0,362,496,0,0,0,0,0
0.347893,0,0,0,0,0,0,0,0
0.349312,0,0,0,0,0,0,0,0
0.350752,0,0,0,0,0,0,0,0
0.352171,0,0,0,0,0,0,0,0
0.353583,0,0,0,0,0,0,0,0
0.355019,0,0,0,0,0,0,0,0
0.356568,0,0,0,0,0,0,0,0
0.357980,0,0,0,0,0,0,0,0
0.359391,0,0,0,0,0,0,0,0
0.360816,0,0,0,0,0,0,0,0
0.362357,0,43734,472,0,0,0,0,0
0.364068,0,1035594,2264,0,0,0,0,0
0.365331,0,1043217,2285,0,0,0,0,0
0.366591,0,1029661,2321,0,0,0,0,0
0.369564,0,2454506,5387,0,0,0,0,0
0.370826,0,1054460,2321,0,0,0,0,0
0.372111,0,1032019,2350,0,0,0,0,0
0.373375,0,1042590,2256,0,0,0,0,0
0.374635,0,1035332,2287,0,0,0,0,0
0.375900,0,1061959,2371,0,0,0,0,0
0.377186,0,42592,168,0,0,0,0,0
0.378618,0,0,0,0,0,0,0,0
0.380030,0,0,0,0,0,0,0,0
0.381439,0,0,0,0,0,0,0,0
0.382844,0,0,0,0,0,0,0,0
0.384250,0,0,0,0,0,0,0,0
0.385655,0,0,0,0,0,0,0,0
0.387118,0,0,0,0,0,0,0,0
0.388505,0,0,0,0,0,0,0,0
0.389919,0,0,0,0,0,0,0,0
0.391332,0,0,0,0,0,0,0,0
0.392739,0,0,0,0,0,0,0,0
0.394188,0,0,0,0,0,0,0,0
0.397474,0,0,0,0,0,0,0,0
0.398895,0,0,0,0,0,0,0,0
0.400298,0,0,0,0,0,0,0,0
0.401698,0,0,0,0,0,0,0,0
0.403098,0,0,0,0,0,0,0,0
0.404627,0,0,0,0,0,0,0,0
0.406007,0,0,0,0,0,0,0,0
0.407383,0,0,0,0,0,0,0,0
0.408745,0,0,0,0,0,0,0,0
0.410138,0,0,0,0,0,0,0,0
0.411722,0,0,0,0,0,0,0,0
0.413158,0,0,0,0,0,0,0,0
0.414559,0,0,0,0,0,0,0,0
0.415959,0,0,0,0,0,0,0,0
0.417359,0,0,0,0,0,0,0,0
0.418760,0,0,0,0,0,0,0,0
0.420325,0,0,0,0,0,0,0,0
0.421788,0,0,0,0,0,0,0,0
0.423188,0,0,0,0,0,0,0,0
0.424737,0,0,0,0,0,0,0,0
0.426245,0,0,0,0,0,0,0,0
0.427688,0,0,0,0,0,0,0,0
0.429142,0,0,0,0,0,0,0,0
0.430655,0,0,0,0,0,0,0,0
0.432156,0,0,0,0,0,0,0,0
0.433557,0,0,0,0,0,0,0,0
0.434958,0,0,0,0,0,0,0,0
0.437963,0,0,0,0,0,0,0,0
0.440803,0,0,0,0,0,0,0,0
0.442241,0,0,0,0,0,0,0,0
0.443689,0,0,0,0,0,0,0,0
0.445242,0,0,0,0,0,0,0,0
0.446793,0,0,0,0,0,0,0,0
0.448245,0,0,0,0,0,0,0,0
0.449669,0,0,0,0,0,0,0,0
0.451190,0,0,0,0,0,0,0,0
0.452622,0,0,0,0,0,0,0,0
0.454089,0,0,0,0,0,0,0,0
0.455549,0,0,0,0,0,0,0,0
0.457192,0,0,0,0,0,0,0,0
0.458666,0,0,0,0,0,0,0,0
0.460099,0,0,0,0,0,0,0,0
0.461563,0,0,0,0,0,0,0,0
0.463006,0,0,0,0,0,0,0,0
0.464435,0,0,0,0,0,0,0,0
0.465922,0,0,0,0,0,0,0,0
0.467598,0,0,0,0,0,0,0,0
0.469160,0,0,0,0,0,0,0,0
0.470702,0,0,0,0,0,0,0,0
0.472246,0,0,0,0,0,0,0,0
0.664206,0,3,13,0,0,0,0,0
0.671773,0,0,0,0,0,0,0,0
0.673243,0,0,0,0,0,0,0,0
0.674632,0,0,0,0,0,0,0,0
0.676052,0,0,0,0,0,0,0,0
0.677558,0,0,0,0,0,0,0,0
0.679150,0,0,0,0,0,0,0,0
0.680849,0,0,0,0,0,0,0,0
0.682478,0,0,0,0,0,0,0,0
0.684033,0,0,0,0,0,0,0,0
0.685537,0,0,0,0,0,0,0,0
0.687040,0,0,0,0,0,0,0,0
