elapsed_s,TP_2D_OUTPUT_PIXELS_BILINEAR,TP_2D_FILTER_WORKLOAD_16BIT,TP_2D_FILTER_WORKLOAD_32BIT,TP_TPA2TPC_TRANS,TP_L1_MISSES_ASTC_1TILE,TP_L1_MISSES_ASTC_2TILE,TP_L1_MISSES_ASTC_4TILE,TP_L1_5_COMPRESS_REQS,TP_L1_5_L2_COMPRESS_MISS,TP_L1_BANK_CONFLICT,TP_L1_5_MISS_LATENCY_CYCLES,TP_L1_5_MISS_LATENCY_TRANS
0.001508,0,0,0,0,0,0,0,0,0,0,0,0
0.003236,0,0,0,0,0,0,0,0,0,0,0,0
0.004901,0,0,0,0,0,0,0,0,0,0,0,0
0.006515,0,0,0,0,0,0,0,0,0,0,0,0
0.008120,0,0,0,0,0,0,0,0,0,0,0,0
0.009795,0,0,0,0,0,0,0,0,0,0,0,0
0.011400,0,0,0,0,0,0,0,0,0,0,0,0
0.013005,0,0,0,0,0,0,0,0,0,0,0,0
0.015524,0,0,0,0,0,0,0,0,0,0,0,0
0.017249,0,0,0,0,0,0,0,0,0,0,0,0
0.019120,0,0,0,0,0,0,0,0,0,0,0,0
0.020747,0,0,0,0,0,0,0,0,0,0,0,0
0.022314,0,0,0,0,0,0,0,0,0,0,0,0
0.023877,0,0,0,0,0,0,0,0,0,0,0,0
0.025507,0,0,0,0,0,0,0,0,0,0,0,0
0.027070,0,0,0,0,0,0,0,0,0,0,0,0
0.028629,0,0,0,0,0,0,0,0,0,0,0,0
0.030229,0,0,0,0,0,0,0,0,0,0,0,0
0.031805,0,0,0,0,0,0,0,0,0,0,0,0
0.033368,0,0,0,0,0,0,0,0,0,0,0,0
0.034931,0,0,0,0,0,0,0,0,0,0,0,0
0.036492,0,0,0,0,0,0,0,0,0,0,0,0
0.038094,0,0,0,0,0,0,0,0,0,0,0,0
0.039654,0,0,0,0,0,0,0,0,0,0,0,0
0.041243,0,0,0,0,0,0,0,0,0,0,0,0
0.042840,0,0,0,0,0,0,0,0,0,0,0,0
0.044419,0,0,0,0,0,0,0,0,0,0,0,0
0.046092,0,0,0,0,0,0,0,0,0,0,0,0
0.047670,0,0,0,0,0,0,0,0,0,0,0,0
0.049248,0,0,0,0,0,0,0,0,0,0,0,0
