elapsed_s,TP_FILTER_POINT_FP32,TP_LATENCY_FIFO_FULL,TP_RESERVED_62,TP_RESERVED_63,TP_RESERVED_64,TP_RESERVED_65,TP_RESERVED_66,TP_RESERVED_67,TP_RESERVED_68,TP_RESERVED_69,TP_RESERVED_70,TP_RESERVED_71
0.001284,0,0,0,0,0,0,0,0,0,0,0,0
0.003014,0,0,0,0,0,0,0,0,0,0,0,0
0.004622,0,0,0,0,0,0,0,0,0,0,0,0
0.006300,0,0,0,0,0,0,0,0,0,0,0,0
0.007918,0,0,0,0,0,0,0,0,0,0,0,0
0.009589,0,0,0,0,0,0,0,0,0,0,0,0
0.013004,0,0,0,0,0,0,0,0,0,0,0,0
0.014611,0,0,0,0,0,0,0,0,0,0,0,0
0.016212,0,0,0,0,0,0,0,0,0,0,0,0
0.017835,0,0,0,0,0,0,0,0,0,0,0,0
0.019732,0,0,0,0,0,0,0,0,0,0,0,0
0.021500,0,0,0,0,0,0,0,0,0,0,0,0
0.023140,0,0,0,0,0,0,0,0,0,0,0,0
0.024694,0,0,0,0,0,0,0,0,0,0,0,0
0.026343,0,0,0,0,0,0,0,0,0,0,0,0
0.027903,0,0,0,0,0,0,0,0,0,0,0,0
0.029486,0,0,0,0,0,0,0,0,0,0,0,0
0.031069,0,0,0,0,0,0,0,0,0,0,0,0
0.032628,0,0,0,0,0,0,0,0,0,0,0,0
0.034283,0,0,0,0,0,0,0,0,0,0,0,0
0.035856,0,0,0,0,0,0,0,0,0,0,0,0
0.037416,0,0,0,0,0,0,0,0,0,0,0,0
0.038976,0,0,0,0,0,0,0,0,0,0,0,0
0.040533,0,0,0,0,0,0,0,0,0,0,0,0
0.042205,0,0,0,0,0,0,0,0,0,0,0,0
0.043769,0,0,0,0,0,0,0,0,0,0,0,0
0.045351,0,0,0,0,0,0,0,0,0,0,0,0
0.046886,0,0,0,0,0,0,0,0,0,0,0,0
0.048414,0,0,0,0,0,0,0,0,0,0,0,0
0.050072,0,0,0,0,0,0,0,0,0,0,0,0
0.051608,0,0,0,0,0,0,0,0,0,0,0,0
0.053154,0,0,0,0,0,0,0,0,0,0,0,0
0.054687,0,0,0,0,0,0,0,0,0,0,0,0
0.056220,0,0,0,0,0,0,0,0,0,0,0,0
0.057790,0,0,0,0,0,0,0,0,0,0,0,0
0.059401,0,0,0,0,0,0,0,0,0,0,0,0
0.060928,0,0,0,0,0,0,0,0,0,0,0,0
0.062458,0,0,0,0,0,0,0,0,0,0,0,0
0.064075,0,0,0,0,0,0,0,0,0,0,0,0
0.065661,0,0,0,0,0,0,0,0,0,0,0,0
0.067181,0,0,0,0,0,0,0,0,0,0,0,0
0.068769,0,0,0,0,0,0,0,0,0,0,0,0
0.070325,0,0,0,0,0,0,0,0,0,0,0,0
0.071792,0,0,0,0,0,0,0,0,0,0,0,0
0.073296,0,0,0,0,0,0,0,0,0,0,0,0
0.074771,0,0,0,0,0,0,0,0,0,0,0,0
0.076243,0,0,0,0,0,0,0,0,0,0,0,0
0.077831,0,0,0,0,0,0,0,0,0,0,0,0
0.079167,0,0,0,0,0,0,0,0,0,0,0,0
0.080499,0,0,0,0,0,0,0,0,0,0,0,0
0.081837,0,0,0,0,0,0,0,0,0,0,0,0
0.083173,0,0,0,0,0,0,0,0,0,0,0,0
0.084508,0,0,0,0,0,0,0,0,0,0,0,0
0.085859,0,0,0,0,0,0,0,0,0,0,0,0
0.087194,0,0,0,0,0,0,0,0,0,0,0,0
0.088528,0,0,0,0,0,0,0,0,0,0,0,0
0.089879,0,0,0,0,0,0,0,0,0,0,0,0
0.091267,0,0,0,0,0,0,0,0,0,0,0,0
0.092523,0,0,0,0,0,0,0,0,0,0,0,0
0.094017,0,0,0,0,0,0,0,0,0,0,0,0
0.095411,0,0,0,0,0,0,0,0,0,0,0,0
0.096851,0,0,0,0,0,0,0,0,0,0,0,0
0.098233,0,0,0,0,0,0,0,0,0,0,0,0
0.099614,0,0,0,0,0,0,0,0,0,0,0,0
0.101013,0,0,0,0,0,0,0,0,0,0,0,0
0.102397,2182704,0,0,0,0,0,0,0,0,0,0,0
0.103632,3478992,0,0,0,0,0,0,0,0,0,0,0
0.104924,3645440,0,0,0,0,0,0,0,0,0,0,0
0.106176,3526144,0,0,0,0,0,0,0,0,0,0,0
0.107414,3465728,0,0,0,0,0,0,0,0,0,0,0
0.108651,3506176,0,0,0,0,0,0,0,0,0,0,0
0.109948,3706880,0,0,0,0,0,0,0,0,0,0,0
0.111258,3663600,0,0,0,0,0,0,0,0,0,0,0
0.112549,3602704,0,0,0,0,0,0,0,0,0,0,0
0.113837,3620864,0,0,0,0,0,0,0,0,0,0,0
0.115125,3611648,0,0,0,0,0,0,0,0,0,0,0
0.116412,3648512,0,0,0,0,0,0,0,0,0,0,0
0.117702,3610624,0,0,0,0,0,0,0,0,0,0,0
0.118989,3608576,0,0,0,0,0,0,0,0,0,0,0
0.120275,3599112,0,0,0,0,0,0,0,0,0,0,0
0.121614,3777784,0,0,0,0,0,0,0,0,0,0,0
0.122901,3596288,0,0,0,0,0,0,0,0,0,0,0
0.124187,3608576,0,0,0,0,0,0,0,0,0,0,0
0.125475,3636224,0,0,0,0,0,0,0,0,0,0,0
0.126809,12288,0,0,0,0,0,0,0,0,0,0,0
0.128393,0,0,0,0,0,0,0,0,0,0,0,0
0.129860,0,0,0,0,0,0,0,0,0,0,0,0
0.131260,0,0,0,0,0,0,0,0,0,0,0,0
0.132654,0,0,0,0,0,0,0,0,0,0,0,0
0.134056,0,0,0,0,0,0,0,0,0,0,0,0
0.135444,0,0,0,0,0,0,0,0,0,0,0,0
0.136831,0,0,0,0,0,0,0,0,0,0,0,0
0.138294,0,0,0,0,0,0,0,0,0,0,0,0
0.139683,0,0,0,0,0,0,0,0,0,0,0,0
0.141061,0,0,0,0,0,0,0,0,0,0,0,0
0.142505,0,0,0,0,0,0,0,0,0,0,0,0
0.143948,0,0,0,0,0,0,0,0,0,0,0,0
0.145499,0,0,0,0,0,0,0,0,0,0,0,0
0.146955,0,0,0,0,0,0,0,0,0,0,0,0
0.148379,0,0,0,0,0,0,0,0,0,0,0,0
0.149766,0,0,0,0,0,0,0,0,0,0,0,0
0.151147,0,0,0,0,0,0,0,0,0,0,0,0
0.152530,0,0,0,0,0,0,0,0,0,0,0,0
0.153995,0,0,0,0,0,0,0,0,0,0,0,0
0.155422,0,0,0,0,0,0,0,0,0,0,0,0
0.156845,0,0,0,0,0,0,0,0,0,0,0,0
0.158347,0,0,0,0,0,0,0,0,0,0,0,0
0.159786,0,0,0,0,0,0,0,0,0,0,0,0
0.161210,0,0,0,0,0,0,0,0,0,0,0,0
0.162638,0,0,0,0,0,0,0,0,0,0,0,0
0.164060,0,0,0,0,0,0,0,0,0,0,0,0
0.165486,0,0,0,0,0,0,0,0,0,0,0,0
0.166916,0,0,0,0,0,0,0,0,0,0,0,0
0.168473,0,0,0,0,0,0,0,0,0,0,0,0
0.170060,0,0,0,0,0,0,0,0,0,0,0,0
0.171499,0,0,0,0,0,0,0,0,0,0,0,0
0.172935,0,0,0,0,0,0,0,0,0,0,0,0
0.174367,0,0,0,0,0,0,0,0,0,0,0,0
0.176104,0,0,0,0,0,0,0,0,0,0,0,0
0.177535,0,0,0,0,0,0,0,0,0,0,0,0
0.179092,0,0,0,0,0,0,0,0,0,0,0,0
0.180619,0,0,0,0,0,0,0,0,0,0,0,0
0.182187,0,0,0,0,0,0,0,0,0,0,0,0
0.183779,0,0,0,0,0,0,0,0,0,0,0,0
0.185420,0,0,0,0,0,0,0,0,0,0,0,0
0.187014,0,0,0,0,0,0,0,0,0,0,0,0
0.188606,0,0,0,0,0,0,0,0,0,0,0,0
0.190204,0,0,0,0,0,0,0,0,0,0,0,0
0.191811,0,0,0,0,0,0,0,0,0,0,0,0
0.193407,0,0,0,0,0,0,0,0,0,0,0,0
0.195001,0,0,0,0,0,0,0,0,0,0,0,0
0.196594,0,0,0,0,0,0,0,0,0,0,0,0
0.198192,0,0,0,0,0,0,0,0,0,0,0,0
0.199785,0,0,0,0,0,0,0,0,0,0,0,0
0.201424,0,0,0,0,0,0,0,0,0,0,0,0
0.203032,0,0,0,0,0,0,0,0,0,0,0,0
0.204625,0,0,0,0,0,0,0,0,0,0,0,0
0.206224,0,0,0,0,0,0,0,0,0,0,0,0
0.207817,0,0,0,0,0,0,0,0,0,0,0,0
0.209414,0,0,0,0,0,0,0,0,0,0,0,0
0.211009,0,0,0,0,0,0,0,0,0,0,0,0
0.212602,0,0,0,0,0,0,0,0,0,0,0,0
0.214213,0,0,0,0,0,0,0,0,0,0,0,0
0.215806,0,0,0,0,0,0,0,0,0,0,0,0
0.217447,0,0,0,0,0,0,0,0,0,0,0,0
0.219042,0,0,0,0,0,0,0,0,0,0,0,0
0.220636,0,0,0,0,0,0,0,0,0,0,0,0
0.222110,0,0,0,0,0,0,0,0,0,0,0,0
0.223672,0,0,0,0,0,0,0,0,0,0,0,0
0.225281,0,0,0,0,0,0,0,0,0,0,0,0
0.226876,0,0,0,0,0,0,0,0,0,0,0,0
0.228470,0,0,0,0,0,0,0,0,0,0,0,0
0.229936,0,0,0,0,0,0,0,0,0,0,0,0
0.231369,0,0,0,0,0,0,0,0,0,0,0,0
0.232794,0,0,0,0,0,0,0,0,0,0,0,0
0.234298,0,0,0,0,0,0,0,0,0,0,0,0
0.235744,0,0,0,0,0,0,0,0,0,0,0,0
0.237178,0,0,0,0,0,0,0,0,0,0,0,0
0.238610,0,0,0,0,0,0,0,0,0,0,0,0
0.240242,0,0,0,0,0,0,0,0,0,0,0,0
0.241837,0,0,0,0,0,0,0,0,0,0,0,0
0.243435,0,0,0,0,0,0,0,0,0,0,0,0
0.245028,0,0,0,0,0,0,0,0,0,0,0,0
0.246516,0,0,0,0,0,0,0,0,0,0,0,0
0.248083,0,0,0,0,0,0,0,0,0,0,0,0
0.249725,0,0,0,0,0,0,0,0,0,0,0,0
0.251320,0,0,0,0,0,0,0,0,0,0,0,0
0.252916,0,0,0,0,0,0,0,0,0,0,0,0
0.254511,0,0,0,0,0,0,0,0,0,0,0,0
0.256104,0,0,0,0,0,0,0,0,0,0,0,0
0.257713,0,0,0,0,0,0,0,0,0,0,0,0
0.259307,0,0,0,0,0,0,0,0,0,0,0,0
0.260903,0,0,0,0,0,0,0,0,0,0,0,0
0.262499,0,0,0,0,0,0,0,0,0,0,0,0
0.264092,0,0,0,0,0,0,0,0,0,0,0,0
0.265732,0,0,0,0,0,0,0,0,0,0,0,0
0.267327,0,0,0,0,0,0,0,0,0,0,0,0
0.268937,0,0,0,0,0,0,0,0,0,0,0,0
0.270531,0,0,0,0,0,0,0,0,0,0,0,0
0.272124,0,0,0,0,0,0,0,0,0,0,0,0
0.273718,0,0,0,0,0,0,0,0,0,0,0,0
0.275310,0,0,0,0,0,0,0,0,0,0,0,0
0.276906,0,0,0,0,0,0,0,0,0,0,0,0
0.278499,0,0,0,0,0,0,0,0,0,0,0,0
0.280103,0,0,0,0,0,0,0,0,0,0,0,0
0.281741,0,0,0,0,0,0,0,0,0,0,0,0
0.283335,0,0,0,0,0,0,0,0,0,0,0,0
0.284929,0,0,0,0,0,0,0,0,0,0,0,0
