elapsed_s,TP_PACKED_POINT_SINGLE_VALID_FP32,TP_TOTAL_DECOMP_L1_RESP_CH0,TP_TOTAL_DECOMP_L1_RESP_CH1,TP_L1POINT5_PRE_L1_DECOMP_0_WORKLOAD_R,TP_L1POINT5_PRE_L1_DECOMP_1_WORKLOAD_R,TP_L1POINT5_ASTC_DECODER_0_WORKLOAD_R,TP_L1POINT5_ASTC_DECODER_1_WORKLOAD_R,TP_PARTIAL_SURFACE_PGMEM_PIXELS,TP_PARTIAL_SURFACE_SYSMEM_PIXELS,TP_PARTIAL_SURFACE_PGMEM_MISS_REQ,TP_PARTIAL_SURFACE_SYSMEM_MISS_REQ
0.001108,0,0,0,0,0,0,0,0,0,0,0
0.002793,0,0,0,0,0,0,0,0,0,0,0
0.004696,0,0,0,0,0,0,0,0,0,0,0
0.006294,0,0,0,0,0,0,0,0,0,0,0
0.007884,0,0,0,0,0,0,0,0,0,0,0
0.009485,0,0,0,0,0,0,0,0,0,0,0
0.011076,0,0,0,0,0,0,0,0,0,0,0
0.013213,0,0,0,0,0,0,0,0,0,0,0
0.015025,0,0,0,0,0,0,0,0,0,0,0
0.016660,0,0,0,0,0,0,0,0,0,0,0
0.018308,0,0,0,0,0,0,0,0,0,0,0
0.019965,0,0,0,0,0,0,0,0,0,0,0
0.021515,0,0,0,0,0,0,0,0,0,0,0
0.023063,0,0,0,0,0,0,0,0,0,0,0
0.024649,0,0,0,0,0,0,0,0,0,0,0
0.026273,0,0,0,0,0,0,0,0,0,0,0
0.027917,0,0,0,0,0,0,0,0,0,0,0
0.029428,0,0,0,0,0,0,0,0,0,0,0
0.030952,0,0,0,0,0,0,0,0,0,0,0
0.032655,0,0,0,0,0,0,0,0,0,0,0
0.034195,0,0,0,0,0,0,0,0,0,0,0
0.035740,0,0,0,0,0,0,0,0,0,0,0
0.037314,0,0,0,0,0,0,0,0,0,0,0
0.038829,0,0,0,0,0,0,0,0,0,0,0
0.040429,0,0,0,0,0,0,0,0,0,0,0
0.042014,0,0,0,0,0,0,0,0,0,0,0
0.043529,0,0,0,0,0,0,0,0,0,0,0
0.045094,0,0,0,0,0,0,0,0,0,0,0
0.046549,0,0,0,0,0,0,0,0,0,0,0
0.048005,0,0,0,0,0,0,0,0,0,0,0
0.049487,0,0,0,0,0,0,0,0,0,0,0
0.050941,0,0,0,0,0,0,0,0,0,0,0
0.052567,0,0,0,0,0,0,0,0,0,0,0
0.054028,0,0,0,0,0,0,0,0,0,0,0
