elapsed_s,TP_FILTER_WORKLOAD_16BIT,TP_FILTER_WORKLOAD_32BIT,TP_QUADS_RECEIVED,TP_QUADS_OFFSET,TP_QUADS_SHADOW,TP_QUADS_ARRAY,TP_QUADS_GRADIENT,TP_QUADS_1D,TP_QUADS_2D,TP_QUADS_BUFFER,TP_QUADS_3D,TP_QUADS_CUBE
0.001098,0,0,0,0,0,0,0,0,0,0,0,0
0.003016,0,0,0,0,0,0,0,0,0,0,0,0
0.004623,0,0,0,0,0,0,0,0,0,0,0,0
0.006228,0,0,0,0,0,0,0,0,0,0,0,0
0.007834,0,0,0,0,0,0,0,0,0,0,0,0
0.009466,0,0,0,0,0,0,0,0,0,0,0,0
0.011244,0,0,0,0,0,0,0,0,0,0,0,0
0.012845,0,0,0,0,0,0,0,0,0,0,0,0
0.014423,0,0,0,0,0,0,0,0,0,0,0,0
0.016031,0,0,0,0,0,0,0,0,0,0,0,0
0.017619,0,0,0,0,0,0,0,0,0,0,0,0
0.019198,0,0,0,0,0,0,0,0,0,0,0,0
0.020776,0,0,0,0,0,0,0,0,0,0,0,0
0.022311,0,0,0,0,0,0,0,0,0,0,0,0
0.023863,0,0,0,0,0,0,0,0,0,0,0,0
0.025397,0,0,0,0,0,0,0,0,0,0,0,0
0.027069,0,0,0,0,0,0,0,0,0,0,0,0
0.028561,0,0,0,0,0,0,0,0,0,0,0,0
0.030147,0,0,0,0,0,0,0,0,0,0,0,0
0.031769,0,0,0,0,0,0,0,0,0,0,0,0
0.033355,0,0,0,0,0,0,0,0,0,0,0,0
0.034891,0,0,0,0,0,0,0,0,0,0,0,0
0.036287,0,0,0,0,0,0,0,0,0,0,0,0
0.037692,0,0,0,0,0,0,0,0,0,0,0,0
0.039028,0,0,0,0,0,0,0,0,0,0,0,0
0.040363,0,0,0,0,0,0,0,0,0,0,0,0
0.041701,0,0,0,0,0,0,0,0,0,0,0,0
0.043140,0,0,0,0,0,0,0,0,0,0,0,0
0.044536,0,0,0,0,0,0,0,0,0,0,0,0
0.045931,0,0,0,0,0,0,0,0,0,0,0,0
0.047318,0,0,0,0,0,0,0,0,0,0,0,0
0.048705,0,0,0,0,0,0,0,0,0,0,0,0
0.050091,0,0,0,0,0,0,0,0,0,0,0,0
0.051533,0,0,0,0,0,0,0,0,0,0,0,0
0.052918,0,0,0,0,0,0,0,0,0,0,0,0
0.054327,0,0,0,0,0,0,0,0,0,0,0,0
0.055718,0,0,0,0,0,0,0,0,0,0,0,0
0.057101,0,0,0,0,0,0,0,0,0,0,0,0
0.058533,0,0,0,0,0,0,0,0,0,0,0,0
0.059926,0,0,0,0,0,0,0,0,0,0,0,0
0.061330,0,0,0,0,0,0,0,0,0,0,0,0
0.062725,0,0,0,0,0,0,0,0,0,0,0,0
0.064112,0,0,0,0,0,0,0,0,0,0,0,0
0.065565,0,0,0,0,0,0,0,0,0,0,0,0
0.066991,0,0,0,0,0,0,0,0,0,0,0,0
0.068373,0,0,0,0,0,0,0,0,0,0,0,0
0.069757,0,0,0,0,0,0,0,0,0,0,0,0
0.071142,0,0,0,0,0,0,0,0,0,0,0,0
0.072534,0,3373744,846592,0,0,0,0,0,0,866560,0,0
0.073785,0,3488080,875008,0,0,0,0,0,0,882688,0,0
0.075038,0,3579904,893982,0,0,0,0,0,0,885178,0,0
0.076344,0,3633152,908932,0,0,0,0,0,0,908358,0,0
0.077651,0,3682304,917854,0,0,0,0,0,0,919040,0,0
0.078942,0,3633152,908288,0,0,0,0,0,0,912128,0,0
0.080306,0,3833696,958464,0,0,0,0,0,0,962816,0,0
0.081647,0,3907744,976896,0,0,0,0,0,0,976896,0,0
0.083038,0,3780608,946784,0,0,0,0,0,0,943168,0,0
0.084720,0,4730880,1181088,0,0,0,0,0,0,1180352,0,0
0.086010,0,3614336,905216,0,0,0,0,0,0,909568,0,0
0.087299,0,3612488,902144,0,0,0,0,0,0,996352,0,0
0.089080,0,5458488,1361664,0,0,0,0,0,0,1263616,0,0
0.090780,0,4304896,1079392,0,0,0,0,0,0,1082372,0,0
0.092075,0,3608576,901280,0,0,0,0,0,0,902140,0,0
0.093359,0,3611648,902598,0,0,0,0,0,0,896000,0,0
0.094746,0,3888128,972346,0,0,0,0,0,0,970752,0,0
0.096031,0,1367040,338688,0,0,0,0,0,0,319232,0,0
0.097476,0,0,0,0,0,0,0,0,0,0,0,0
0.099045,0,0,0,0,0,0,0,0,0,0,0,0
0.100787,0,0,0,0,0,0,0,0,0,0,0,0
0.102220,0,0,0,0,0,0,0,0,0,0,0,0
0.103652,0,0,0,0,0,0,0,0,0,0,0,0
0.105084,0,0,0,0,0,0,0,0,0,0,0,0
0.106550,0,0,0,0,0,0,0,0,0,0,0,0
0.107993,0,0,0,0,0,0,0,0,0,0,0,0
0.109662,0,0,0,0,0,0,0,0,0,0,0,0
0.111086,0,0,0,0,0,0,0,0,0,0,0,0
0.112509,0,0,0,0,0,0,0,0,0,0,0,0
0.114810,0,0,0,0,0,0,0,0,0,0,0,0
0.116238,0,0,0,0,0,0,0,0,0,0,0,0
0.120593,0,0,0,0,0,0,0,0,0,0,0,0
0.122102,0,0,0,0,0,0,0,0,0,0,0,0
0.123541,0,0,0,0,0,0,0,0,0,0,0,0
0.124964,0,0,0,0,0,0,0,0,0,0,0,0
0.126393,0,0,0,0,0,0,0,0,0,0,0,0
0.127820,0,0,0,0,0,0,0,0,0,0,0,0
0.129248,0,0,0,0,0,0,0,0,0,0,0,0
0.130810,0,0,0,0,0,0,0,0,0,0,0,0
0.132250,0,0,0,0,0,0,0,0,0,0,0,0
0.133673,0,0,0,0,0,0,0,0,0,0,0,0
0.135107,0,0,0,0,0,0,0,0,0,0,0,0
0.136528,0,0,0,0,0,0,0,0,0,0,0,0
0.137986,0,0,0,0,0,0,0,0,0,0,0,0
0.139411,0,0,0,0,0,0,0,0,0,0,0,0
0.140961,0,0,0,0,0,0,0,0,0,0,0,0
0.142438,0,0,0,0,0,0,0,0,0,0,0,0
0.144003,0,0,0,0,0,0,0,0,0,0,0,0
0.145598,0,0,0,0,0,0,0,0,0,0,0,0
0.147192,0,0,0,0,0,0,0,0,0,0,0,0
0.148785,0,0,0,0,0,0,0,0,0,0,0,0
0.150380,0,0,0,0,0,0,0,0,0,0,0,0
0.151973,0,0,0,0,0,0,0,0,0,0,0,0
0.153456,0,0,0,0,0,0,0,0,0,0,0,0
0.155028,0,0,0,0,0,0,0,0,0,0,0,0
0.156622,0,0,0,0,0,0,0,0,0,0,0,0
0.158217,0,0,0,0,0,0,0,0,0,0,0,0
0.159811,0,0,0,0,0,0,0,0,0,0,0,0
0.161403,0,0,0,0,0,0,0,0,0,0,0,0
0.163003,0,0,0,0,0,0,0,0,0,0,0,0
0.164484,0,0,0,0,0,0,0,0,0,0,0,0
0.166051,0,0,0,0,0,0,0,0,0,0,0,0
0.167645,0,0,0,0,0,0,0,0,0,0,0,0
0.169238,0,0,0,0,0,0,0,0,0,0,0,0
0.170801,0,0,0,0,0,0,0,0,0,0,0,0
0.172363,0,0,0,0,0,0,0,0,0,0,0,0
0.173956,0,0,0,0,0,0,0,0,0,0,0,0
0.175561,0,0,0,0,0,0,0,0,0,0,0,0
0.177195,0,0,0,0,0,0,0,0,0,0,0,0
0.178851,0,0,0,0,0,0,0,0,0,0,0,0
0.180441,0,0,0,0,0,0,0,0,0,0,0,0
0.182034,0,0,0,0,0,0,0,0,0,0,0,0
0.183626,0,0,0,0,0,0,0,0,0,0,0,0
0.185216,0,0,0,0,0,0,0,0,0,0,0,0
0.186901,0,0,0,0,0,0,0,0,0,0,0,0
0.188491,0,0,0,0,0,0,0,0,0,0,0,0
0.190086,0,0,0,0,0,0,0,0,0,0,0,0
0.191677,0,0,0,0,0,0,0,0,0,0,0,0
0.193268,0,0,0,0,0,0,0,0,0,0,0,0
0.194864,0,0,0,0,0,0,0,0,0,0,0,0
0.196451,0,0,0,0,0,0,0,0,0,0,0,0
0.198054,0,0,0,0,0,0,0,0,0,0,0,0
0.199646,0,0,0,0,0,0,0,0,0,0,0,0
0.201234,0,0,0,0,0,0,0,0,0,0,0,0
0.202914,0,0,0,0,0,0,0,0,0,0,0,0
0.204501,0,0,0,0,0,0,0,0,0,0,0,0
0.206093,0,0,0,0,0,0,0,0,0,0,0,0
0.207686,0,0,0,0,0,0,0,0,0,0,0,0
0.209290,0,0,0,0,0,0,0,0,0,0,0,0
0.210888,0,0,0,0,0,0,0,0,0,0,0,0
0.212478,0,0,0,0,0,0,0,0,0,0,0,0
0.214072,0,0,0,0,0,0,0,0,0,0,0,0
0.215665,0,0,0,0,0,0,0,0,0,0,0,0
0.217254,0,0,0,0,0,0,0,0,0,0,0,0
0.218810,0,0,0,0,0,0,0,0,0,0,0,0
0.220381,0,0,0,0,0,0,0,0,0,0,0,0
0.221975,0,0,0,0,0,0,0,0,0,0,0,0
0.223568,0,0,0,0,0,0,0,0,0,0,0,0
0.225158,0,0,0,0,0,0,0,0,0,0,0,0
0.226666,0,0,0,0,0,0,0,0,0,0,0,0
0.228229,0,0,0,0,0,0,0,0,0,0,0,0
0.229823,0,0,0,0,0,0,0,0,0,0,0,0
0.231428,0,0,0,0,0,0,0,0,0,0,0,0
0.233019,0,0,0,0,0,0,0,0,0,0,0,0
0.234654,0,0,0,0,0,0,0,0,0,0,0,0
0.236248,0,0,0,0,0,0,0,0,0,0,0,0
0.237841,0,0,0,0,0,0,0,0,0,0,0,0
0.239432,0,0,0,0,0,0,0,0,0,0,0,0
0.241022,0,0,0,0,0,0,0,0,0,0,0,0
0.242672,0,0,0,0,0,0,0,0,0,0,0,0
0.244266,0,0,0,0,0,0,0,0,0,0,0,0
0.245859,0,0,0,0,0,0,0,0,0,0,0,0
0.247327,0,0,0,0,0,0,0,0,0,0,0,0
0.248887,0,0,0,0,0,0,0,0,0,0,0,0
0.250394,0,0,0,0,0,0,0,0,0,0,0,0
0.251959,0,0,0,0,0,0,0,0,0,0,0,0
0.253622,0,0,0,0,0,0,0,0,0,0,0,0
0.255213,0,0,0,0,0,0,0,0,0,0,0,0
0.256806,0,0,0,0,0,0,0,0,0,0,0,0
0.258445,0,0,0,0,0,0,0,0,0,0,0,0
0.260040,0,0,0,0,0,0,0,0,0,0,0,0
0.261636,0,0,0,0,0,0,0,0,0,0,0,0
0.263220,0,0,0,0,0,0,0,0,0,0,0,0
0.264816,0,0,0,0,0,0,0,0,0,0,0,0
0.266326,0,0,0,0,0,0,0,0,0,0,0,0
0.267893,0,0,0,0,0,0,0,0,0,0,0,0
0.269482,0,0,0,0,0,0,0,0,0,0,0,0
0.271079,0,0,0,0,0,0,0,0,0,0,0,0
0.272670,0,0,0,0,0,0,0,0,0,0,0,0
0.274308,0,0,0,0,0,0,0,0,0,0,0,0
0.275914,0,0,0,0,0,0,0,0,0,0,0,0
0.277506,0,0,0,0,0,0,0,0,0,0,0,0
0.279360,0,0,0,0,0,0,0,0,0,0,0,0
0.280796,0,0,0,0,0,0,0,0,0,0,0,0
0.282402,0,0,0,0,0,0,0,0,0,0,0,0
0.283997,0,0,0,0,0,0,0,0,0,0,0,0
0.285593,0,0,0,0,0,0,0,0,0,0,0,0
0.287077,0,0,0,0,0,0,0,0,0,0,0,0
0.288513,0,0,0,0,0,0,0,0,0,0,0,0
0.289989,0,0,0,0,0,0,0,0,0,0,0,0
0.291422,0,0,0,0,0,0,0,0,0,0,0,0
0.292851,0,0,0,0,0,0,0,0,0,0,0,0
0.294283,0,0,0,0,0,0,0,0,0,0,0,0
0.295818,0,0,0,0,0,0,0,0,0,0,0,0
0.297425,0,0,0,0,0,0,0,0,0,0,0,0
0.299025,0,0,0,0,0,0,0,0,0,0,0,0
0.300618,0,0,0,0,0,0,0,0,0,0,0,0
0.302214,0,0,0,0,0,0,0,0,0,0,0,0
0.303806,0,0,0,0,0,0,0,0,0,0,0,0
0.305398,0,0,0,0,0,0,0,0,0,0,0,0
0.306961,0,0,0,0,0,0,0,0,0,0,0,0
0.308407,0,0,0,0,0,0,0,0,0,0,0,0
0.309970,0,0,0,0,0,0,0,0,0,0,0,0
0.311565,0,0,0,0,0,0,0,0,0,0,0,0
0.313157,0,0,0,0,0,0,0,0,0,0,0,0
0.314666,0,0,0,0,0,0,0,0,0,0,0,0
0.316230,0,0,0,0,0,0,0,0,0,0,0,0
0.317824,0,0,0,0,0,0,0,0,0,0,0,0
0.319434,0,0,0,0,0,0,0,0,0,0,0,0
0.321026,0,0,0,0,0,0,0,0,0,0,0,0
0.322664,0,0,0,0,0,0,0,0,0,0,0,0
0.324260,0,0,0,0,0,0,0,0,0,0,0,0
0.325855,0,0,0,0,0,0,0,0,0,0,0,0
0.327449,0,0,0,0,0,0,0,0,0,0,0,0
0.329042,0,0,0,0,0,0,0,0,0,0,0,0
0.330563,0,0,0,0,0,0,0,0,0,0,0,0
0.332127,0,0,0,0,0,0,0,0,0,0,0,0
0.333722,0,0,0,0,0,0,0,0,0,0,0,0
0.335318,0,0,0,0,0,0,0,0,0,0,0,0
0.336910,0,0,0,0,0,0,0,0,0,0,0,0
0.338548,0,0,0,0,0,0,0,0,0,0,0,0
0.340143,0,0,0,0,0,0,0,0,0,0,0,0
0.341752,0,0,0,0,0,0,0,0,0,0,0,0
0.343347,0,0,0,0,0,0,0,0,0,0,0,0
0.344940,0,0,0,0,0,0,0,0,0,0,0,0
0.346577,0,0,0,0,0,0,0,0,0,0,0,0
0.348171,0,0,0,0,0,0,0,0,0,0,0,0
0.349765,0,0,0,0,0,0,0,0,0,0,0,0
0.351359,0,0,0,0,0,0,0,0,0,0,0,0
0.352965,0,0,0,0,0,0,0,0,0,0,0,0
0.354602,0,0,0,0,0,0,0,0,0,0,0,0
0.356196,0,0,0,0,0,0,0,0,0,0,0,0
0.357790,0,0,0,0,0,0,0,0,0,0,0,0
0.359384,0,0,0,0,0,0,0,0,0,0,0,0
0.360977,0,0,0,0,0,0,0,0,0,0,0,0
0.362614,0,0,0,0,0,0,0,0,0,0,0,0
0.364223,0,0,0,0,0,0,0,0,0,0,0,0
0.365818,0,0,0,0,0,0,0,0,0,0,0,0
0.367412,0,0,0,0,0,0,0,0,0,0,0,0
0.369005,0,0,0,0,0,0,0,0,0,0,0,0
0.370642,0,0,0,0,0,0,0,0,0,0,0,0
0.372236,0,0,0,0,0,0,0,0,0,0,0,0
0.373867,0,0,0,0,0,0,0,0,0,0,0,0
0.375474,0,0,0,0,0,0,0,0,0,0,0,0
0.377065,0,0,0,0,0,0,0,0,0,0,0,0
0.378702,0,0,0,0,0,0,0,0,0,0,0,0
0.380295,0,0,0,0,0,0,0,0,0,0,0,0
0.381890,0,0,0,0,0,0,0,0,0,0,0,0
0.383484,0,0,0,0,0,0,0,0,0,0,0,0
0.385075,0,0,0,0,0,0,0,0,0,0,0,0
0.386726,0,0,0,0,0,0,0,0,0,0,0,0
0.388320,0,0,0,0,0,0,0,0,0,0,0,0
0.389914,0,0,0,0,0,0,0,0,0,0,0,0
0.391507,0,0,0,0,0,0,0,0,0,0,0,0
0.393097,0,0,0,0,0,0,0,0,0,0,0,0
0.394734,0,0,0,0,0,0,0,0,0,0,0,0
0.396327,0,0,0,0,0,0,0,0,0,0,0,0
0.397936,0,0,0,0,0,0,0,0,0,0,0,0
0.399530,0,0,0,0,0,0,0,0,0,0,0,0
0.401121,0,0,0,0,0,0,0,0,0,0,0,0
0.402758,0,0,0,0,0,0,0,0,0,0,0,0
0.404352,0,0,0,0,0,0,0,0,0,0,0,0
0.405946,0,0,0,0,0,0,0,0,0,0,0,0
0.407539,0,0,0,0,0,0,0,0,0,0,0,0
0.409144,0,0,0,0,0,0,0,0,0,0,0,0
0.410781,0,0,0,0,0,0,0,0,0,0,0,0
0.412374,0,0,0,0,0,0,0,0,0,0,0,0
0.413968,0,0,0,0,0,0,0,0,0,0,0,0
0.415561,0,0,0,0,0,0,0,0,0,0,0,0
0.417152,0,0,0,0,0,0,0,0,0,0,0,0
0.418656,0,0,0,0,0,0,0,0,0,0,0,0
0.420228,0,0,0,0,0,0,0,0,0,0,0,0
0.421822,0,0,0,0,0,0,0,0,0,0,0,0
0.423415,0,0,0,0,0,0,0,0,0,0,0,0
0.425005,0,0,0,0,0,0,0,0,0,0,0,0
0.426643,0,0,0,0,0,0,0,0,0,0,0,0
0.428236,0,0,0,0,0,0,0,0,0,0,0,0
0.429829,0,0,0,0,0,0,0,0,0,0,0,0
0.431312,0,0,0,0,0,0,0,0,0,0,0,0
0.432875,0,0,0,0,0,0,0,0,0,0,0,0
0.434511,0,0,0,0,0,0,0,0,0,0,0,0
0.436105,0,0,0,0,0,0,0,0,0,0,0,0
0.437699,0,0,0,0,0,0,0,0,0,0,0,0
0.439292,0,0,0,0,0,0,0,0,0,0,0,0
0.440883,0,0,0,0,0,0,0,0,0,0,0,0
