elapsed_s,TP_RESERVED_96,TP_RESERVED_97,TP_RESERVED_98,TP_RESERVED_99,TP_RESERVED_100,TP_RESERVED_101,TP_RESERVED_102,TP_RESERVED_103,TP_RESERVED_104,TP_RESERVED_105,TP_RESERVED_106,TP_RESERVED_107
0.001163,0,0,0,0,0,0,0,0,0,0,0,0
0.002689,0,0,0,0,0,0,0,0,0,0,0,0
0.004182,0,0,0,0,0,0,0,0,0,0,0,0
0.005747,0,0,0,0,0,0,0,0,0,0,0,0
0.007236,0,0,0,0,0,0,0,0,0,0,0,0
0.008724,0,0,0,0,0,0,0,0,0,0,0,0
0.010224,0,0,0,0,0,0,0,0,0,0,0,0
0.011713,0,0,0,0,0,0,0,0,0,0,0,0
0.013201,0,0,0,0,0,0,0,0,0,0,0,0
0.014688,0,0,0,0,0,0,0,0,0,0,0,0
0.016174,0,0,0,0,0,0,0,0,0,0,0,0
0.017715,0,0,0,0,0,0,0,0,0,0,0,0
0.019210,0,0,0,0,0,0,0,0,0,0,0,0
0.020733,0,0,0,0,0,0,0,0,0,0,0,0
0.022178,0,0,0,0,0,0,0,0,0,0,0,0
0.023617,0,0,0,0,0,0,0,0,0,0,0,0
0.025105,0,0,0,0,0,0,0,0,0,0,0,0
0.026546,0,0,0,0,0,0,0,0,0,0,0,0
0.027984,0,0,0,0,0,0,0,0,0,0,0,0
0.029536,0,0,0,0,0,0,0,0,0,0,0,0
0.031017,0,0,0,0,0,0,0,0,0,0,0,0
0.032463,0,0,0,0,0,0,0,0,0,0,0,0
0.033926,0,0,0,0,0,0,0,0,0,0,0,0
0.035365,0,0,0,0,0,0,0,0,0,0,0,0
0.036921,0,0,0,0,0,0,0,0,0,0,0,0
0.038338,0,0,0,0,0,0,0,0,0,0,0,0
0.039762,0,0,0,0,0,0,0,0,0,0,0,0
0.041187,0,0,0,0,0,0,0,0,0,0,0,0
0.042609,0,0,0,0,0,0,0,0,0,0,0,0
0.044021,0,0,0,0,0,0,0,0,0,0,0,0
0.045528,0,0,0,0,0,0,0,0,0,0,0,0
0.046941,0,0,0,0,0,0,0,0,0,0,0,0
0.048354,0,0,0,0,0,0,0,0,0,0,0,0
0.049850,0,0,0,0,0,0,0,0,0,0,0,0
0.051277,0,0,0,0,0,0,0,0,0,0,0,0
0.052745,0,0,0,0,0,0,0,0,0,0,0,0
0.054169,0,0,0,0,0,0,0,0,0,0,0,0
0.055631,0,0,0,0,0,0,0,0,0,0,0,0
0.057030,0,0,0,0,0,0,0,0,0,0,0,0
0.058381,0,0,0,0,0,0,0,0,0,0,0,0
0.059730,0,0,0,0,0,0,0,0,0,0,0,0
0.061129,0,0,0,0,0,0,0,0,0,0,0,0
0.062483,0,0,0,0,0,0,0,0,0,0,0,0
0.063834,0,0,0,0,0,0,0,0,0,0,0,0
0.065233,0,0,0,0,0,0,0,0,0,0,0,0
0.066583,0,0,0,0,0,0,0,0,0,0,0,0
0.068043,0,0,0,0,0,0,0,0,0,0,0,0
0.069449,0,0,0,0,0,0,0,0,0,0,0,0
0.070879,0,0,0,0,0,0,0,0,0,0,0,0
0.072329,0,0,0,0,0,0,0,0,0,0,0,0
0.073903,0,0,0,0,0,0,0,0,0,0,0,0
0.075376,0,0,0,0,0,0,0,0,0,0,0,0
0.076771,0,0,0,0,0,0,0,0,0,0,0,0
0.078162,0,0,0,0,0,0,0,0,0,0,0,0
0.079548,0,0,0,0,0,0,0,0,0,0,0,0
0.080932,0,0,0,0,0,0,0,0,0,0,0,0
0.082313,0,0,0,0,0,0,0,0,0,0,0,0
0.083695,0,0,0,0,0,0,0,0,0,0,0,0
0.085299,0,0,0,0,0,0,0,0,0,0,0,0
0.086688,0,0,0,0,0,0,0,0,0,0,0,0
0.088070,0,0,0,0,0,0,0,0,0,0,0,0
0.089504,0,0,0,0,0,0,0,0,0,0,0,0
0.090885,0,0,0,0,0,0,0,0,0,0,0,0
0.092271,0,0,0,0,0,0,0,0,0,0,0,0
0.093656,0,0,0,0,0,0,0,0,0,0,0,0
0.095053,0,0,0,0,0,0,0,0,0,0,0,0
0.096293,0,0,0,0,0,0,0,0,0,0,0,0
0.097539,0,0,0,0,0,0,0,0,0,0,0,0
0.098777,0,0,0,0,0,0,0,0,0,0,0,0
0.100014,0,0,0,0,0,0,0,0,0,0,0,0
0.101771,0,0,0,0,0,0,0,0,0,0,0,0
0.103073,0,0,0,0,0,0,0,0,0,0,0,0
0.104360,0,0,0,0,0,0,0,0,0,0,0,0
0.105678,0,0,0,0,0,0,0,0,0,0,0,0
0.106964,0,0,0,0,0,0,0,0,0,0,0,0
0.108250,0,0,0,0,0,0,0,0,0,0,0,0
0.109585,0,0,0,0,0,0,0,0,0,0,0,0
0.110868,0,0,0,0,0,0,0,0,0,0,0,0
0.112150,0,0,0,0,0,0,0,0,0,0,0,0
0.113434,0,0,0,0,0,0,0,0,0,0,0,0
0.114719,0,0,0,0,0,0,0,0,0,0,0,0
0.116003,0,0,0,0,0,0,0,0,0,0,0,0
0.117344,0,0,0,0,0,0,0,0,0,0,0,0
0.118629,0,0,0,0,0,0,0,0,0,0,0,0
0.119994,0,0,0,0,0,0,0,0,0,0,0,0
0.121821,0,0,0,0,0,0,0,0,0,0,0,0
0.123250,0,0,0,0,0,0,0,0,0,0,0,0
0.124674,0,0,0,0,0,0,0,0,0,0,0,0
0.126195,0,0,0,0,0,0,0,0,0,0,0,0
0.127636,0,0,0,0,0,0,0,0,0,0,0,0
0.129072,0,0,0,0,0,0,0,0,0,0,0,0
0.130484,0,0,0,0,0,0,0,0,0,0,0,0
0.132046,0,0,0,0,0,0,0,0,0,0,0,0
0.133600,0,0,0,0,0,0,0,0,0,0,0,0
0.134997,0,0,0,0,0,0,0,0,0,0,0,0
0.136463,0,0,0,0,0,0,0,0,0,0,0,0
0.138003,0,0,0,0,0,0,0,0,0,0,0,0
0.139398,0,0,0,0,0,0,0,0,0,0,0,0
0.140800,0,0,0,0,0,0,0,0,0,0,0,0
0.142196,0,0,0,0,0,0,0,0,0,0,0,0
0.143590,0,0,0,0,0,0,0,0,0,0,0,0
0.144986,0,0,0,0,0,0,0,0,0,0,0,0
0.146381,0,0,0,0,0,0,0,0,0,0,0,0
0.147776,0,0,0,0,0,0,0,0,0,0,0,0
0.149222,0,0,0,0,0,0,0,0,0,0,0,0
0.150564,0,0,0,0,0,0,0,0,0,0,0,0
0.151893,0,0,0,0,0,0,0,0,0,0,0,0
0.153257,0,0,0,0,0,0,0,0,0,0,0,0
0.154575,0,0,0,0,0,0,0,0,0,0,0,0
0.155886,0,0,0,0,0,0,0,0,0,0,0,0
0.157245,0,0,0,0,0,0,0,0,0,0,0,0
0.158554,0,0,0,0,0,0,0,0,0,0,0,0
0.159928,0,0,0,0,0,0,0,0,0,0,0,0
0.161293,0,0,0,0,0,0,0,0,0,0,0,0
0.162662,0,0,0,0,0,0,0,0,0,0,0,0
0.164022,0,0,0,0,0,0,0,0,0,0,0,0
0.165382,0,0,0,0,0,0,0,0,0,0,0,0
0.166743,0,0,0,0,0,0,0,0,0,0,0,0
0.168103,0,0,0,0,0,0,0,0,0,0,0,0
0.169576,0,0,0,0,0,0,0,0,0,0,0,0
0.171009,0,0,0,0,0,0,0,0,0,0,0,0
0.172485,0,0,0,0,0,0,0,0,0,0,0,0
0.174484,0,0,0,0,0,0,0,0,0,0,0,0
0.176021,0,0,0,0,0,0,0,0,0,0,0,0
0.177397,0,0,0,0,0,0,0,0,0,0,0,0
0.178842,0,0,0,0,0,0,0,0,0,0,0,0
0.180277,0,0,0,0,0,0,0,0,0,0,0,0
0.181800,0,0,0,0,0,0,0,0,0,0,0,0
0.183266,0,0,0,0,0,0,0,0,0,0,0,0
0.184819,0,0,0,0,0,0,0,0,0,0,0,0
0.186240,0,0,0,0,0,0,0,0,0,0,0,0
0.187625,0,0,0,0,0,0,0,0,0,0,0,0
0.189009,0,0,0,0,0,0,0,0,0,0,0,0
0.190390,0,0,0,0,0,0,0,0,0,0,0,0
0.191770,0,0,0,0,0,0,0,0,0,0,0,0
0.193152,0,0,0,0,0,0,0,0,0,0,0,0
0.194531,0,0,0,0,0,0,0,0,0,0,0,0
0.195923,0,0,0,0,0,0,0,0,0,0,0,0
0.197435,0,0,0,0,0,0,0,0,0,0,0,0
0.199043,0,0,0,0,0,0,0,0,0,0,0,0
0.200638,0,0,0,0,0,0,0,0,0,0,0,0
0.202233,0,0,0,0,0,0,0,0,0,0,0,0
0.203825,0,0,0,0,0,0,0,0,0,0,0,0
0.205418,0,0,0,0,0,0,0,0,0,0,0,0
0.207027,0,0,0,0,0,0,0,0,0,0,0,0
0.208623,0,0,0,0,0,0,0,0,0,0,0,0
0.210209,0,0,0,0,0,0,0,0,0,0,0,0
0.211792,0,0,0,0,0,0,0,0,0,0,0,0
0.213304,0,0,0,0,0,0,0,0,0,0,0,0
0.214872,0,0,0,0,0,0,0,0,0,0,0,0
0.216466,0,0,0,0,0,0,0,0,0,0,0,0
0.218074,0,0,0,0,0,0,0,0,0,0,0,0
0.219665,0,0,0,0,0,0,0,0,0,0,0,0
0.221257,0,0,0,0,0,0,0,0,0,0,0,0
0.222850,0,0,0,0,0,0,0,0,0,0,0,0
0.224444,0,0,0,0,0,0,0,0,0,0,0,0
0.226037,0,0,0,0,0,0,0,0,0,0,0,0
0.227628,0,0,0,0,0,0,0,0,0,0,0,0
0.229278,0,0,0,0,0,0,0,0,0,0,0,0
0.230871,0,0,0,0,0,0,0,0,0,0,0,0
0.232466,0,0,0,0,0,0,0,0,0,0,0,0
0.234058,0,0,0,0,0,0,0,0,0,0,0,0
0.235650,0,0,0,0,0,0,0,0,0,0,0,0
0.237138,0,0,0,0,0,0,0,0,0,0,0,0
0.238723,0,0,0,0,0,0,0,0,0,0,0,0
0.240328,0,0,0,0,0,0,0,0,0,0,0,0
0.241925,0,0,0,0,0,0,0,0,0,0,0,0
0.243515,0,0,0,0,0,0,0,0,0,0,0,0
0.245153,0,0,0,0,0,0,0,0,0,0,0,0
0.246746,0,0,0,0,0,0,0,0,0,0,0,0
0.248337,0,0,0,0,0,0,0,0,0,0,0,0
0.249928,0,0,0,0,0,0,0,0,0,0,0,0
0.251412,0,0,0,0,0,0,0,0,0,0,0,0
0.252982,0,0,0,0,0,0,0,0,0,0,0,0
0.254577,0,0,0,0,0,0,0,0,0,0,0,0
0.256169,0,0,0,0,0,0,0,0,0,0,0,0
0.257768,0,0,0,0,0,0,0,0,0,0,0,0
0.259360,0,0,0,0,0,0,0,0,0,0,0,0
0.261001,0,0,0,0,0,0,0,0,0,0,0,0
0.262610,0,0,0,0,0,0,0,0,0,0,0,0
0.264203,0,0,0,0,0,0,0,0,0,0,0,0
0.265802,0,0,0,0,0,0,0,0,0,0,0,0
0.267395,0,0,0,0,0,0,0,0,0,0,0,0
0.268990,0,0,0,0,0,0,0,0,0,0,0,0
0.270584,0,0,0,0,0,0,0,0,0,0,0,0
0.272177,0,0,0,0,0,0,0,0,0,0,0,0
0.273784,0,0,0,0,0,0,0,0,0,0,0,0
0.275369,0,0,0,0,0,0,0,0,0,0,0,0
0.276861,0,0,0,0,0,0,0,0,0,0,0,0
0.278349,0,0,0,0,0,0,0,0,0,0,0,0
0.279791,0,0,0,0,0,0,0,0,0,0,0,0
0.281226,0,0,0,0,0,0,0,0,0,0,0,0
0.282749,0,0,0,0,0,0,0,0,0,0,0,0
0.284204,0,0,0,0,0,0,0,0,0,0,0,0
0.285644,0,0,0,0,0,0,0,0,0,0,0,0
0.287075,0,0,0,0,0,0,0,0,0,0,0,0
0.288731,0,0,0,0,0,0,0,0,0,0,0,0
0.291083,0,0,0,0,0,0,0,0,0,0,0,0
0.292515,0,0,0,0,0,0,0,0,0,0,0,0
0.294110,0,0,0,0,0,0,0,0,0,0,0,0
0.295595,0,0,0,0,0,0,0,0,0,0,0,0
0.297163,0,0,0,0,0,0,0,0,0,0,0,0
0.298754,0,0,0,0,0,0,0,0,0,0,0,0
0.300223,0,0,0,0,0,0,0,0,0,0,0,0
0.301797,0,0,0,0,0,0,0,0,0,0,0,0
0.303390,0,0,0,0,0,0,0,0,0,0,0,0
0.304987,0,0,0,0,0,0,0,0,0,0,0,0
0.306596,0,0,0,0,0,0,0,0,0,0,0,0
0.308190,0,0,0,0,0,0,0,0,0,0,0,0
0.309790,0,0,0,0,0,0,0,0,0,0,0,0
