elapsed_s,PC_US_BV2BR_SWITCH,PC_US_BR2BV_SWITCH,PC_US_STALL_CYCLES_PC_S,PC_RESERVED_51,PC_RESERVED_52,PC_RESERVED_53,PC_RESERVED_54,PC_RESERVED_55
0.001100,0,0,0,0,0,0,0,0
0.002767,0,0,0,0,0,0,0,0
0.004313,0,0,0,0,0,0,0,0
0.005856,0,0,0,0,0,0,0,0
0.007399,0,0,0,0,0,0,0,0
0.008942,0,0,0,0,0,0,0,0
0.010569,0,0,0,0,0,0,0,0
0.012112,0,0,0,0,0,0,0,0
0.013735,0,0,0,0,0,0,0,0
0.015255,0,0,0,0,0,0,0,0
0.016802,0,0,0,0,0,0,0,0
0.018490,0,0,0,0,0,0,0,0
0.019971,0,0,0,0,0,0,0,0
0.021460,0,0,0,0,0,0,0,0
0.022932,0,0,0,0,0,0,0,0
0.024408,0,0,0,0,0,0,0,0
0.025882,0,0,0,0,0,0,0,0
0.027357,0,0,0,0,0,0,0,0
0.029045,0,0,0,0,0,0,0,0
0.030644,0,0,0,0,0,0,0,0
0.032156,0,0,0,0,0,0,0,0
0.033614,0,0,0,0,0,0,0,0
0.035071,0,0,0,0,0,0,0,0
0.036528,0,0,0,0,0,0,0,0
0.038033,0,0,0,0,0,0,0,0
0.039491,0,0,0,0,0,0,0,0
0.040949,0,0,0,0,0,0,0,0
0.042515,0,0,0,0,0,0,0,0
0.043967,0,0,0,0,0,0,0,0
0.045490,0,0,0,0,0,0,0,0
0.046977,0,0,0,0,0,0,0,0
0.048534,0,0,0,0,0,0,0,0
0.049988,0,0,0,0,0,0,0,0
0.051420,0,0,0,0,0,0,0,0
0.052855,0,0,0,0,0,0,0,0
0.054337,0,0,0,0,0,0,0,0
0.055770,0,0,0,0,0,0,0,0
0.057204,0,0,0,0,0,0,0,0
0.058638,0,0,0,0,0,0,0,0
0.060070,0,0,0,0,0,0,0,0
0.061501,0,0,0,0,0,0,0,0
0.062846,0,0,0,0,0,0,0,0
