elapsed_s,PC_S_DS_INVOCATIONS,PC_S_VS_INVOCATIONS,PC_S_GS_INVOCATIONS,PC_S_DS_PRIMITIVES,PC_S_TESS_BUSY_CYCLES,PC_S_TESS_WORKING_CYCLES,PC_S_TESS_STALL_CYCLES_PC,PC_S_TESS_STARVE_CYCLES_PC
0.001287,0,0,0,0,0,0,0,12627
0.002789,0,0,0,0,0,0,0,13395
0.005185,0,0,0,0,0,0,0,12819
0.006643,0,0,0,0,0,0,0,13314
0.008142,0,0,0,0,0,0,0,12243
0.009622,0,0,0,0,0,0,0,12414
0.011085,0,0,0,0,0,0,0,12042
0.012595,0,0,0,0,0,0,0,12009
0.014054,0,0,0,0,0,0,0,12468
0.015567,0,0,0,0,0,0,0,11988
0.017026,0,0,0,0,0,0,0,12657
0.018447,0,0,0,0,0,0,0,12714
0.019887,0,0,0,0,0,0,0,13404
0.021300,0,0,0,0,0,0,0,13308
0.022711,0,0,0,0,0,0,0,12255
0.024118,0,0,0,0,0,0,0,12492
0.025524,0,0,0,0,0,0,0,10404
0.026895,0,0,0,0,0,0,0,11382
0.028312,0,0,0,0,0,0,0,10014
0.029705,0,0,0,0,0,0,0,9984
0.031077,0,0,0,0,0,0,0,10074
0.032445,0,0,0,0,0,0,0,11289
0.033805,0,0,0,0,0,0,0,10146
0.035167,0,0,0,0,0,0,0,12357
0.036589,0,0,0,0,0,0,0,13128
0.037996,0,0,0,0,0,0,0,11577
0.039402,0,0,0,0,0,0,0,12372
0.040849,0,0,0,0,0,0,0,13011
0.042241,0,0,0,0,0,0,0,13473
0.043625,0,0,0,0,0,0,0,11961
0.045009,0,0,0,0,0,0,0,12399
0.046392,0,0,0,0,0,0,0,13068
0.047823,0,0,0,0,0,0,0,13374
0.049205,0,0,0,0,0,0,0,12111
0.050583,0,0,0,0,0,0,0,14016
0.052011,0,0,0,0,0,0,0,12729
0.053402,0,0,0,0,0,0,0,12816
0.054782,0,0,0,0,0,0,0,13644
0.056196,0,0,0,0,0,0,0,12345
0.057528,0,0,0,0,0,0,0,11754
0.058847,0,0,0,0,0,0,0,12162
0.060214,0,0,0,0,0,0,0,13254
0.061534,0,0,0,0,0,0,0,11280
0.062854,0,0,0,0,0,0,0,11964
0.064223,0,0,0,0,0,0,0,10452
0.065503,0,0,0,0,0,0,0,10455
0.066775,0,0,0,0,0,0,0,10395
0.068098,0,0,0,0,0,0,0,10194
0.069370,0,0,0,0,0,0,0,10338
0.070642,0,0,0,0,0,0,0,10380
0.072088,0,0,0,0,0,0,0,10431
0.073401,0,0,0,0,0,0,0,11649
0.074809,0,0,0,0,0,0,0,9867
0.076172,0,0,0,0,0,0,0,9321
0.077540,0,0,0,0,0,0,0,9141
0.078907,0,0,0,0,0,0,0,9729
0.080276,0,0,0,0,0,0,0,9177
0.081653,0,0,0,0,0,0,0,9348
0.083022,0,0,0,0,0,0,0,10818
0.084434,0,0,0,0,0,0,0,10077
0.085860,0,0,0,0,0,0,0,10698
0.087394,0,0,0,0,0,0,0,9240
0.088778,0,0,0,0,0,0,0,9774
0.090220,0,0,0,0,0,0,0,9669
0.091646,0,0,0,0,0,0,0,9753
0.093063,0,0,0,0,0,0,0,9039
0.094472,0,0,0,0,0,0,0,9381
0.095897,0,0,0,0,0,0,0,8148
0.097302,0,0,0,0,0,0,0,8952
0.098706,0,0,0,0,0,0,0,0
0.100223,0,0,0,0,0,0,0,0
0.101486,0,0,0,0,0,0,0,0
0.102747,0,0,0,0,0,0,0,0
0.105056,0,0,0,0,0,0,0,0
0.106319,0,0,0,0,0,0,0,0
0.107583,0,0,0,0,0,0,0,0
0.108849,0,0,0,0,0,0,0,0
0.110114,0,0,0,0,0,0,0,0
0.111382,0,0,0,0,0,0,0,0
0.112647,0,0,0,0,0,0,0,0
0.113911,0,0,0,0,0,0,0,0
0.115175,0,0,0,0,0,0,0,0
0.116491,0,0,0,0,0,0,0,0
0.117755,0,0,0,0,0,0,0,0
0.119018,0,0,0,0,0,0,0,0
0.120329,0,0,0,0,0,0,0,0
0.121594,0,0,0,0,0,0,0,0
0.122859,0,0,0,0,0,0,0,0
0.124254,0,0,0,0,0,0,0,0
0.127587,0,0,0,0,0,0,0,0
0.128900,0,0,0,0,0,0,0,0
0.131050,0,0,0,0,0,0,0,0
0.132373,0,0,0,0,0,0,0,0
0.133645,0,0,0,0,0,0,0,0
0.134913,0,0,0,0,0,0,0,0
0.136220,0,0,0,0,0,0,0,0
0.137485,0,0,0,0,0,0,0,24384
0.138891,0,0,0,0,0,0,0,19725
0.140371,0,0,0,0,0,0,0,13950
0.141742,0,0,0,0,0,0,0,15168
0.143102,0,0,0,0,0,0,0,14748
0.144532,0,0,0,0,0,0,0,14043
0.145892,0,0,0,0,0,0,0,13488
0.147252,0,0,0,0,0,0,0,14391
0.148636,0,0,0,0,0,0,0,13437
0.149992,0,0,0,0,0,0,0,14382
0.151479,0,0,0,0,0,0,0,13401
0.152940,0,0,0,0,0,0,0,13374
0.154278,0,0,0,0,0,0,0,13653
0.155612,0,0,0,0,0,0,0,14094
0.156945,0,0,0,0,0,0,0,14091
0.158277,0,0,0,0,0,0,0,14601
0.159618,0,0,0,0,0,0,0,13185
0.160950,0,0,0,0,0,0,0,14052
0.162280,0,0,0,0,0,0,0,14190
0.163610,0,0,0,0,0,0,0,13593
0.164940,0,0,0,0,0,0,0,13854
0.166277,0,0,0,0,0,0,0,13203
0.167655,0,0,0,0,0,0,0,14544
0.168997,0,0,0,0,0,0,0,13488
0.170299,0,0,0,0,0,0,0,14178
0.171642,0,0,0,0,0,0,0,15306
0.172937,0,0,0,0,0,0,0,14730
0.174233,0,0,0,0,0,0,0,13659
0.175527,0,0,0,0,0,0,0,13440
0.176818,0,0,0,0,0,0,0,13713
0.178123,0,0,0,0,0,0,0,14043
0.180568,0,0,0,0,0,0,0,14874
0.181922,0,0,0,0,0,0,0,14439
0.183265,0,0,0,0,0,0,0,13479
0.184851,0,0,0,0,0,0,0,13449
0.186194,0,0,0,0,0,0,0,13521
0.187537,0,0,0,0,0,0,0,14523
0.188944,0,0,0,0,0,0,0,13680
0.190259,0,0,0,0,0,0,0,14220
0.191612,0,0,0,0,0,0,0,13470
0.192963,0,0,0,0,0,0,0,18165
0.194420,0,0,0,0,0,0,0,14967
0.195763,0,0,0,0,0,0,0,14010
0.197106,0,0,0,0,0,0,0,13584
0.198449,0,0,0,0,0,0,0,14445
0.199825,0,0,0,0,0,0,0,14595
0.201260,0,0,0,0,0,0,0,15423
0.202697,0,0,0,0,0,0,0,14973
0.204120,0,0,0,0,0,0,0,14124
0.205523,0,0,0,0,0,0,0,13260
0.206961,0,0,0,0,0,0,0,13332
0.208365,0,0,0,0,0,0,0,15297
0.209773,0,0,0,0,0,0,0,14529
0.211308,0,0,0,0,0,0,0,14625
0.212936,0,0,0,0,0,0,0,14367
0.214519,0,0,0,0,0,0,0,13665
0.216137,0,0,0,0,0,0,0,14031
0.217710,0,0,0,0,0,0,0,13584
0.219280,0,0,0,0,0,0,0,14700
0.220895,0,0,0,0,0,0,0,13683
0.222465,0,0,0,0,0,0,0,14586
0.224038,0,0,0,0,0,0,0,13821
0.225623,0,0,0,0,0,0,0,14349
0.227193,0,0,0,0,0,0,0,14202
0.228770,0,0,0,0,0,0,0,13986
