elapsed_s,CP_NEVER_COUNT,CP_ALWAYS_COUNT,CP_BUSY_GFX_CORE_IDLE,CP_BUSY_CYCLES,CP_NUM_PREEMPTIONS,CP_PREEMPTION_REACTION_DELAY,CP_PREEMPTION_SWITCH_OUT_TIME,CP_PREEMPTION_SWITCH_IN_TIME,CP_DEAD_DRAWS_IN_BIN_RENDER,CP_PREDICATED_DRAWS_KILLED,CP_MODE_SWITCH,CP_ZPASS_DONE,CP_CONTEXT_DONE,CP_CACHE_FLUSH
0.001062,0,321944,5099,322107,0,0,0,0,0,0,0,0,37,2
0.002316,0,278465,5258,278273,0,0,0,0,0,0,0,0,108,1
0.003552,0,203719,1861,102019,0,0,0,0,0,0,0,0,4,2
0.005044,0,109731,1214,1213,0,0,0,0,0,0,0,0,0,0
0.006521,0,110080,1171,1171,0,0,0,0,0,0,0,0,0,0
0.007983,0,108362,1282,1282,0,0,0,0,0,0,0,0,0,0
0.009496,0,87655,1168,1167,0,0,0,0,0,0,0,0,0,0
0.010923,0,181238,22208,88207,0,0,0,0,0,0,0,0,33,0
0.012153,0,272989,4906,272975,0,0,0,0,0,0,0,0,108,1
0.013382,0,272822,1024,182742,0,0,0,0,0,0,0,0,4,2
0.014621,0,108520,1106,1105,0,0,0,0,0,0,0,0,0,0
0.016080,0,87216,1084,1083,0,0,0,0,0,0,0,0,0,0
0.017439,0,125523,1087,1086,0,0,0,0,0,0,0,0,0,0
0.019063,0,213984,19905,117103,0,0,0,0,0,0,0,0,33,0
0.020334,0,290070,3907,290500,0,0,0,0,0,0,0,0,108,1
0.021666,0,216170,1987,129078,0,0,0,0,0,0,0,0,4,2
0.023155,0,107355,1076,1075,0,0,0,0,0,0,0,0,0,0
0.024864,0,101184,1098,1097,0,0,0,0,0,0,0,0,0,0
0.026342,0,104691,1107,1106,0,0,0,0,0,0,0,0,0,0
0.027970,0,105514,1102,1101,0,0,0,0,0,0,0,0,0,0
0.029432,0,294705,18760,258312,0,0,0,0,0,0,0,0,45,0
0.030662,0,272245,5122,272299,0,0,0,0,0,0,0,0,100,3
0.032031,0,244948,59755,116519,1,522,18372,11683,0,0,0,0,75,6
0.033350,0,94189,1112,1111,0,0,0,0,0,0,0,0,0,0
0.034769,0,140629,11788,29126,0,0,0,0,0,0,0,0,21,2
0.036188,0,114420,27299,28753,1,498,18608,4366,0,0,0,0,0,0
0.037636,0,292025,32763,291483,0,0,0,9075,0,0,0,0,45,0
0.038867,0,272558,19564,269025,0,391,16638,0,0,0,0,0,100,3
0.040218,0,220151,91917,111121,2,354,40680,20442,0,0,0,0,32,4
0.041685,0,93468,1077,1076,0,0,0,0,0,0,0,0,0,0
0.043178,0,94222,1088,1087,0,0,0,0,0,0,0,0,0,0
0.044669,0,162648,54722,65776,1,505,18377,17805,0,0,0,0,21,2
0.045936,0,273297,63779,251452,1,357,28226,14699,0,0,0,0,33,0
0.047146,0,268410,4901,268393,0,0,0,0,0,0,0,0,108,1
0.048444,0,147842,1880,67179,0,0,0,0,0,0,0,0,4,2
0.049908,0,115141,9758,14806,0,1352,25885,0,0,0,0,0,0,0
0.051775,0,1461297,97286,1462695,1,0,15049,30389,0,0,0,0,41,17
0.053156,0,1515352,288481,1495087,2,7764,278788,141346,0,0,0,0,37,8
0.054470,0,1437566,299354,1423927,2,6471,258123,135912,0,0,0,0,149,5
0.055721,0,1364138,130,1361034,0,0,0,0,0,0,0,0,16,8
0.056961,0,1373742,105,1376690,0,0,0,0,0,0,0,0,16,8
0.058224,0,1388228,120,1386202,0,0,0,0,0,0,0,0,14,7
0.059478,0,1391095,120,1397475,0,0,0,0,0,0,0,0,16,8
0.060832,0,1481222,120,1474800,0,0,0,0,0,0,0,0,16,8
0.062156,0,1469284,120,1469161,0,1253567,0,0,0,0,0,0,16,9
0.063480,0,1478321,120,1480263,0,1481050,0,0,0,0,0,0,18,8
0.064813,0,1290606,105,1289006,0,1288133,0,0,0,0,0,0,14,7
0.066114,0,1442063,135,1440886,0,1441791,0,0,0,0,0,0,16,8
