elapsed_s,CP_PM4_DATA,CP_PM4_HEADERS,CP_VBIF_READ_BEATS,CP_VBIF_WRITE_BEATS,CP_SQE_INSTR_COUNTER,CP_CLUSTER_FE_US_FULL,CP_CLUSTER_FE_S_FULL,CP_CLUSTER_SP_VS_FULL,CP_CLUSTER_VPC_US_FULL,CP_CLUSTER_VPC_VS_FULL,CP_CLUSTER_GRAS_FULL,CP_CLUSTER_SP_PS_FULL,CP_CLUSTER_VPC_PS_FULL,CP_CLUSTER_PS_FULL
0.001106,0,0,34,1,371,0,0,0,0,0,0,0,0,0
0.002779,0,0,34,1,277,0,0,0,0,0,0,0,0,0
0.004418,0,0,34,1,279,0,0,0,0,0,0,0,0,0
0.006057,0,0,34,1,283,0,0,0,0,0,0,0,0,0
0.007944,0,0,34,1,353,0,0,0,0,0,0,0,0,0
0.009568,0,0,34,1,371,0,0,0,0,0,0,0,0,0
0.011202,0,0,34,1,293,0,0,0,0,0,0,0,0,0
0.012809,0,0,34,1,277,0,0,0,0,0,0,0,0,0
0.014457,0,0,34,1,355,0,0,0,0,0,0,0,0,0
0.016086,0,0,34,1,287,0,0,0,0,0,0,0,0,0
0.017595,0,0,34,1,273,0,0,0,0,0,0,0,0,0
0.019140,0,0,34,1,273,0,0,0,0,0,0,0,0,0
0.020642,0,0,34,1,263,0,0,0,0,0,0,0,0,0
0.022137,0,0,34,1,297,0,0,0,0,0,0,0,0,0
0.023799,0,0,36,1,233,0,0,0,0,0,0,0,0,0
0.025216,0,0,36,1,233,0,0,0,0,0,0,0,0,0
0.026631,0,0,36,1,307,0,0,0,0,0,0,0,0,0
0.027979,0,0,36,1,247,0,0,0,0,0,0,0,0,0
0.029330,0,0,36,1,227,0,0,0,0,0,0,0,0,0
0.030688,0,0,36,1,253,0,0,0,0,0,0,0,0,0
0.032189,0,0,34,1,317,0,0,0,0,0,0,0,0,0
0.033660,0,0,34,1,249,0,0,0,0,0,0,0,0,0
0.035131,0,0,34,1,249,0,0,0,0,0,0,0,0,0
0.036605,0,0,34,1,245,0,0,0,0,0,0,0,0,0
0.038076,0,0,34,1,247,0,0,0,0,0,0,0,0,0
0.039630,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.041092,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.042500,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.043906,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.045312,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.046714,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.048154,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.049553,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.050952,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.052378,32,41,394,26,3689,0,0,0,0,0,0,0,0,0
0.053775,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.055223,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.056621,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.058015,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.059585,0,0,36,1,221,0,0,0,0,0,0,0,0,0
0.061034,0,0,36,1,225,0,0,0,0,0,0,0,0,0
0.062575,93,88,627,12,19443,0,0,0,0,0,0,0,0,0
0.064441,116,136,112,0,862484,0,0,0,0,0,0,0,0,0
0.065741,61,72,56,0,858051,0,0,0,0,0,0,0,0,0
0.067037,54,64,56,0,855082,0,0,0,0,0,0,0,0,0
0.068331,60,72,64,0,854326,0,0,0,0,0,0,0,0,0
0.069625,54,64,56,0,854336,0,0,0,0,0,0,0,0,0
0.070965,61,72,56,0,885198,0,0,0,0,0,0,0,0,0
0.072257,61,72,64,0,853588,0,0,0,0,0,0,0,0,0
0.073549,54,65,56,0,853169,0,0,0,0,0,0,0,0,0
0.074851,61,72,56,0,862402,0,0,0,0,0,0,0,0,0
0.076148,54,64,56,0,856166,0,0,0,0,0,0,0,0,0
0.077444,61,72,64,0,856044,0,0,0,0,0,0,0,0,0
0.078786,60,72,56,0,886983,0,0,0,0,0,0,0,0,0
0.080090,54,64,56,0,862740,0,0,0,0,0,0,0,0,0
0.081391,61,72,56,0,857495,0,0,0,0,0,0,0,0,0
0.082691,61,72,64,0,858895,0,0,0,0,0,0,0,0,0
0.083988,54,64,56,0,856676,0,0,0,0,0,0,0,0,0
0.085284,61,73,64,0,856443,0,0,0,0,0,0,0,0,0
0.086579,54,64,48,0,855373,0,0,0,0,0,0,0,0,0
0.088006,67,80,72,0,957084,0,0,0,0,0,0,0,0,0
0.089465,68,80,64,0,963392,0,0,0,0,0,0,0,0,0
0.090800,54,64,56,0,870027,0,0,0,0,0,0,0,0,0
0.092231,67,80,64,0,957877,0,0,0,0,0,0,0,0,0
0.093564,61,72,64,0,867606,0,0,0,0,0,0,0,0,0
0.094914,61,72,64,0,890625,0,0,0,0,0,0,0,0,0
0.096212,54,65,48,0,856768,0,0,0,0,0,0,0,0,0
0.097509,61,72,64,0,856139,0,0,0,0,0,0,0,0,0
0.098806,54,64,3,0,857547,0,0,0,0,0,0,0,0,0
0.100103,61,72,0,0,855972,0,0,0,0,0,0,0,0,0
0.101398,26,37,24,0,751705,0,0,0,0,0,0,0,0,0
0.102696,13,15,53,13,228736,0,0,0,0,0,0,0,0,0
0.104189,0,0,36,1,249,0,0,0,0,0,0,0,0,0
0.105666,0,0,34,1,319,0,0,0,0,0,0,0,0,0
0.107403,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.108845,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.110286,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.112301,0,0,36,1,253,0,0,0,0,0,0,0,0,0
0.114680,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.116210,0,0,36,1,249,0,0,0,0,0,0,0,0,0
0.117648,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.119215,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.120636,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.122031,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.123493,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.124902,0,0,36,1,253,0,0,0,0,0,0,0,0,0
0.126295,0,0,36,1,255,0,0,0,0,0,0,0,0,0
0.130599,0,0,36,1,251,0,0,0,0,0,0,0,0,0
0.132079,0,0,36,1,251,0,0,0,0,0,0,0,0,0
