elapsed_s,CP_SQE_SYNC_STALL,CP_SQE_PM4_WFI_STALL,CP_SQE_SYS_WFI_STALL,CP_WAIT_ON_OTHER_PIPE,CP_OUTPUT_BLOCKED,CP_SQE_T4_EXEC,CP_SQE_LOAD_STATE_EXEC,CP_SQE_SAVE_SDS_STATE,CP_SQE_DRAW_EXEC,CP_SQE_CTXT_REG_BUNCH_EXEC,CP_SQE_EXEC_PROFILED,CP_MEMORY_POOL_EMPTY,CP_MEMORY_POOL_SYNC_STALL,CP_MEMORY_POOL_ABOVE_THRESH
0.001099,0,0,0,0,0,0,0,0,0,0,147467,147246,0,0
0.002851,0,0,0,0,0,0,0,0,0,0,131864,131724,0,0
0.004495,0,0,0,0,0,0,0,0,0,0,130530,130297,0,0
0.006132,0,0,0,0,0,0,0,0,0,0,130414,130273,0,0
0.007770,0,0,0,0,0,0,0,0,0,0,130926,130711,0,0
0.009431,0,0,0,0,0,0,0,0,0,0,129698,128064,0,0
0.010997,0,0,0,0,0,0,0,0,0,0,96176,95281,0,0
0.012416,0,0,0,0,0,0,0,0,0,0,93975,93835,0,0
0.013838,0,0,0,0,0,0,0,0,0,0,101961,102533,0,0
0.015320,0,0,0,0,0,0,0,0,0,0,104919,104778,0,0
0.016800,0,0,0,0,0,0,0,0,0,0,96045,95118,0,0
0.018350,0,0,0,0,0,0,0,0,0,0,133129,135066,0,0
0.019969,0,0,0,0,0,0,0,0,0,0,126234,126105,0,0
0.021572,0,0,0,0,0,0,0,0,0,0,126756,126599,0,0
0.023180,0,0,0,0,0,0,0,0,0,0,126387,126255,0,0
0.024791,0,0,0,0,0,0,0,0,0,0,143673,145845,0,0
0.026574,0,0,0,0,0,0,0,0,0,0,124153,121354,0,0
0.028126,0,0,0,0,0,0,0,0,0,0,118381,118236,0,0
0.029667,0,0,0,0,0,0,0,0,0,0,101982,100422,0,0
0.031096,0,0,0,0,0,0,0,0,0,0,121122,120991,0,0
0.032629,0,0,0,0,0,0,0,0,0,0,121340,121155,0,0
0.034183,0,0,0,0,0,0,0,0,0,0,120934,120747,0,0
0.035713,0,0,0,0,0,0,0,0,0,0,121061,120924,0,0
0.037244,0,0,0,0,0,0,0,0,0,0,88351,87426,0,0
0.038603,0,0,0,0,0,0,0,0,0,0,107845,107706,0,0
0.040058,0,0,0,0,0,0,0,0,0,0,107384,107249,0,0
0.041532,0,0,0,0,0,0,0,0,0,0,108324,108163,0,0
0.042989,0,0,0,0,0,0,0,0,0,0,107941,107798,0,0
0.044445,0,0,0,0,0,0,0,0,0,0,108413,108276,0,0
0.045923,0,0,0,0,0,0,0,0,0,0,97002,97640,0,0
0.047378,0,0,0,0,0,0,0,0,0,0,98383,97694,0,0
0.048823,0,0,0,0,0,0,0,0,0,0,109237,109104,0,0
0.050377,0,0,0,0,0,0,0,0,0,0,102029,101892,0,0
0.051891,0,0,0,0,0,0,0,0,0,0,101099,100980,0,0
0.053314,0,0,0,0,0,0,0,0,0,0,98056,97939,0,0
0.054724,0,0,0,0,0,0,0,0,0,0,98247,98095,0,0
0.056126,0,0,0,0,0,0,0,0,0,0,98723,98602,0,0
0.057577,0,0,0,0,0,0,0,0,0,0,100319,100320,0,0
0.059036,0,0,0,0,0,0,0,0,0,0,101749,101438,0,0
0.060468,0,0,0,0,0,0,0,0,0,0,95571,95434,0,0
