elapsed_s,PC_S_DS_INVOCATIONS,PC_S_VS_INVOCATIONS,PC_S_GS_INVOCATIONS,PC_S_DS_PRIMITIVES,PC_S_TESS_BUSY_CYCLES,PC_S_TESS_WORKING_CYCLES,PC_S_TESS_STALL_CYCLES_PC,PC_S_TESS_STARVE_CYCLES_PC
0.001097,0,0,0,0,0,0,0,13548
0.002947,0,0,0,0,0,0,0,13446
0.004562,0,0,0,0,0,0,0,14553
0.006112,0,0,0,0,0,0,0,13911
0.007659,0,0,0,0,0,0,0,13767
0.009216,0,0,0,0,0,0,0,13755
0.010758,0,0,0,0,0,0,0,13605
0.012343,0,0,0,0,0,0,0,14436
0.013864,0,0,0,0,0,0,0,13350
0.015386,0,0,0,0,0,0,0,12909
0.016902,0,0,0,0,0,0,0,14244
0.018431,0,0,0,0,0,0,0,14172
0.020173,0,0,0,0,0,0,0,14463
0.021701,0,0,0,0,0,0,0,14508
0.023220,0,0,0,0,0,0,0,13941
0.024738,0,0,0,0,0,0,0,13176
0.026269,0,0,0,0,0,0,0,13719
0.027846,0,0,0,0,0,0,0,12306
0.029329,0,0,0,0,0,0,0,12549
0.030863,0,0,0,0,0,0,0,12492
0.032437,0,0,0,0,0,0,0,13050
0.033968,0,0,0,0,0,0,0,14070
0.035453,0,0,0,0,0,0,0,9906
0.036882,0,0,0,0,0,0,0,9597
0.038311,0,0,0,0,0,0,0,9873
0.039746,0,0,0,0,0,0,0,9648
0.041182,0,0,0,0,0,0,0,9747
0.042635,0,0,0,0,0,0,0,9777
0.044073,0,0,0,0,0,0,0,9531
0.045509,0,0,0,0,0,0,0,9885
0.046910,0,0,0,0,0,0,0,10446
0.048271,0,0,0,0,0,0,0,10389
0.049648,0,0,0,0,0,0,0,9639
0.051310,0,0,0,0,0,0,0,11355
0.052878,0,0,0,0,0,0,0,11268
0.054313,0,0,0,0,0,0,0,11148
0.055858,0,0,0,0,0,0,0,10695
0.057419,0,0,0,0,0,0,0,11265
0.058872,0,0,0,0,0,0,0,11946
0.060299,0,0,0,0,0,0,0,8895
0.061668,0,0,0,0,0,0,0,8904
0.063114,0,0,0,0,0,0,0,8892
0.064528,0,0,0,0,0,0,0,10818
0.066234,0,0,0,0,0,0,0,9144
0.067665,0,0,0,0,0,0,0,8889
0.069029,0,0,0,0,0,0,0,9027
0.070386,0,0,0,0,0,0,0,8904
0.071746,0,0,0,0,0,0,0,8829
0.073123,0,0,0,0,0,0,0,8907
0.074486,0,0,0,0,0,0,0,9192
0.076053,0,0,0,0,0,0,0,33840
0.077380,0,0,0,0,0,0,0,0
0.078645,0,0,0,0,0,0,0,0
0.080038,0,0,0,0,0,0,0,0
0.082458,0,0,0,0,0,0,0,0
0.083777,0,0,0,0,0,0,0,0
0.085041,0,0,0,0,0,0,0,0
0.086302,0,0,0,0,0,0,0,0
0.087687,0,0,0,0,0,0,0,0
0.089100,0,0,0,0,0,0,0,0
0.090335,0,0,0,0,0,0,0,0
0.091578,0,0,0,0,0,0,0,0
0.092846,0,0,0,0,0,0,0,0
0.094307,0,0,0,0,0,0,0,22839
0.095713,0,0,0,0,0,0,0,14682
0.097117,0,0,0,0,0,0,0,14754
0.098518,0,0,0,0,0,0,0,13236
0.100055,0,0,0,0,0,0,0,13353
0.101455,0,0,0,0,0,0,0,14196
0.102871,0,0,0,0,0,0,0,14574
0.104353,0,0,0,0,0,0,0,17046
0.105756,0,0,0,0,0,0,0,13677
0.107158,0,0,0,0,0,0,0,13782
0.108593,0,0,0,0,0,0,0,14634
0.109970,0,0,0,0,0,0,0,13587
0.111345,0,0,0,0,0,0,0,13248
0.112721,0,0,0,0,0,0,0,15585
0.114097,0,0,0,0,0,0,0,14547
0.115516,0,0,0,0,0,0,0,13902
0.116946,0,0,0,0,0,0,0,13770
0.118371,0,0,0,0,0,0,0,13188
0.119690,0,0,0,0,0,0,0,14919
0.121125,0,0,0,0,0,0,0,13149
0.122552,0,0,0,0,0,0,0,14637
0.123979,0,0,0,0,0,0,0,14121
0.125405,0,0,0,0,0,0,0,13755
0.126815,0,0,0,0,0,0,0,13674
0.128239,0,0,0,0,0,0,0,14340
0.129665,0,0,0,0,0,0,0,14268
0.131091,0,0,0,0,0,0,0,15423
0.132490,0,0,0,0,0,0,0,14262
0.133897,0,0,0,0,0,0,0,13317
0.135372,0,0,0,0,0,0,0,14142
0.136773,0,0,0,0,0,0,0,13248
0.138183,0,0,0,0,0,0,0,13458
0.139618,0,0,0,0,0,0,0,14697
0.141020,0,0,0,0,0,0,0,14223
0.142420,0,0,0,0,0,0,0,13233
0.143822,0,0,0,0,0,0,0,14094
0.145223,0,0,0,0,0,0,0,13461
0.146751,0,0,0,0,0,0,0,13215
0.148266,0,0,0,0,0,0,0,14076
0.149800,0,0,0,0,0,0,0,13539
0.151243,0,0,0,0,0,0,0,13782
0.152786,0,0,0,0,0,0,0,14664
0.154357,0,0,0,0,0,0,0,14007
0.155972,0,0,0,0,0,0,0,13566
0.157545,0,0,0,0,0,0,0,13737
0.159008,0,0,0,0,0,0,0,15891
0.160552,0,0,0,0,0,0,0,14223
0.162122,0,0,0,0,0,0,0,14292
0.163738,0,0,0,0,0,0,0,14463
0.165311,0,0,0,0,0,0,0,13731
0.166885,0,0,0,0,0,0,0,13527
0.168456,0,0,0,0,0,0,0,14754
0.170041,0,0,0,0,0,0,0,14118
0.171657,0,0,0,0,0,0,0,14238
0.173230,0,0,0,0,0,0,0,13575
0.174885,0,0,0,0,0,0,0,13713
0.176442,0,0,0,0,0,0,0,14484
