elapsed_s,PC_US_STALL_CYCLES_COMPUTE_GFX,PC_US_STALL_CYCLES_GFX_COMPUTE,PC_US_PREDRAW_STALLS,PC_US_DP0_INPUT_STALLS,PC_US_DP1_INPUT_STALLS,PC_US_BR_STALLS_BV_WORKLOAD,PC_US_BV_STALLS_BR_WORKLOAD,PC_US_PASSPAIR_STALL
0.001113,0,0,0,0,0,0,0,0
0.002693,0,0,0,0,0,0,0,0
0.004295,0,0,0,0,0,0,0,0
0.006103,0,0,0,0,0,0,0,0
0.007957,0,0,0,0,0,0,0,0
0.009544,0,0,0,0,0,0,0,0
0.011101,0,0,0,0,0,0,0,0
0.012645,0,0,0,0,0,0,0,0
0.014186,0,0,0,0,0,0,0,0
0.016038,0,0,0,0,0,0,0,0
0.017570,0,0,0,0,0,0,0,0
0.019121,0,0,0,0,0,0,0,0
0.020697,0,0,0,0,0,0,0,0
0.022216,0,0,0,0,0,0,0,0
0.023736,0,0,0,0,0,0,0,0
0.025210,0,0,0,0,0,0,0,0
0.026685,0,0,0,0,0,0,0,0
0.028158,0,0,0,0,0,0,0,0
0.029632,0,0,0,0,0,0,0,0
0.031203,0,0,0,0,0,0,0,0
0.032747,0,0,0,0,0,0,0,0
0.034247,0,0,0,0,0,0,0,0
0.035732,0,0,0,0,0,0,0,0
0.037188,0,0,0,0,0,0,0,0
0.038659,0,0,0,0,0,0,0,0
0.040147,0,0,0,0,0,0,0,0
0.041626,0,0,0,0,0,0,0,0
0.043083,0,0,0,0,0,0,0,0
0.044552,0,0,0,0,0,0,0,0
0.046009,0,0,0,0,0,0,0,0
0.047579,0,0,0,0,0,0,0,0
0.049012,0,0,0,0,0,0,0,0
0.050424,0,0,0,0,0,0,0,0
0.051968,0,0,0,0,0,0,0,0
0.053388,0,0,0,0,0,0,0,0
0.054848,0,0,0,0,0,0,0,0
0.056270,0,0,0,0,0,0,0,0
0.057683,0,0,0,0,0,0,0,0
0.059095,0,0,0,0,0,0,0,0
0.060508,0,0,0,0,0,0,0,0
0.061936,0,0,0,0,0,0,0,0
0.063390,0,0,0,0,0,0,0,0
0.064769,0,0,0,0,0,0,0,0
0.066217,0,0,0,0,0,0,0,0
0.067559,0,0,0,0,0,0,0,0
0.068890,0,0,0,0,0,0,0,0
0.070221,0,0,0,0,0,0,0,0
0.071592,0,0,0,0,0,0,0,0
0.072946,0,0,0,0,0,0,0,0
0.074281,0,0,0,0,0,0,0,0
0.075623,0,0,0,0,0,0,0,0
0.076956,0,0,0,0,0,0,0,0
0.078288,0,0,0,0,0,0,0,0
0.080095,0,0,0,0,0,0,0,0
0.081543,0,0,0,0,0,0,0,0
0.082982,0,0,0,0,0,0,0,0
0.084400,0,0,0,0,0,0,0,0
0.085816,0,0,0,0,0,0,0,0
0.087230,0,0,0,0,0,0,0,0
0.088652,0,0,0,0,0,0,0,0
0.090064,0,0,0,0,0,0,0,0
0.091480,41494,0,0,0,0,0,0,0
0.092699,928421,0,0,0,0,0,0,0
0.093917,927694,0,0,0,0,0,0,0
0.095178,953647,0,0,0,0,0,0,0
0.096397,928423,0,0,0,0,0,0,0
0.097614,927700,0,0,0,0,0,0,0
0.098831,926101,0,0,0,0,0,0,0
0.100048,928065,0,0,0,0,0,0,0
0.101265,922912,0,0,0,0,0,0,0
0.102486,922257,0,0,0,0,0,0,0
0.103702,922493,0,0,0,0,0,0,0
0.104920,922332,0,0,0,0,0,0,0
0.106138,925424,0,0,0,0,0,0,0
0.107356,927990,0,0,0,0,0,0,0
0.108574,928171,0,0,0,0,0,0,0
0.109792,88109,0,0,0,0,0,0,0
0.111153,0,0,0,0,0,0,0,0
0.112522,0,0,0,0,0,0,0,0
0.113887,0,0,0,0,0,0,0,0
0.115250,0,0,0,0,0,0,0,0
0.116614,0,0,0,0,0,0,0,0
0.117976,0,0,0,0,0,0,0,0
0.119340,0,0,0,0,0,0,0,0
0.120716,0,0,0,0,0,0,0,0
0.122080,0,0,0,0,0,0,0,0
0.123445,0,0,0,0,0,0,0,0
0.124806,0,0,0,0,0,0,0,0
0.126169,0,0,0,0,0,0,0,0
0.127649,0,0,0,0,0,0,0,0
0.129015,0,0,0,0,0,0,0,0
0.130381,0,0,0,0,0,0,0,0
0.131825,0,0,0,0,0,0,0,0
0.133182,0,0,0,0,0,0,0,0
0.134542,0,0,0,0,0,0,0,0
0.135900,0,0,0,0,0,0,0,0
0.137266,0,0,0,0,0,0,0,0
0.138624,0,0,0,0,0,0,0,0
0.139981,0,0,0,0,0,0,0,0
0.141337,0,0,0,0,0,0,0,0
0.142709,0,0,0,0,0,0,0,0
0.144314,0,0,0,0,0,0,0,0
0.145752,0,0,0,0,0,0,0,0
0.147160,0,0,0,0,0,0,0,0
0.148564,0,0,0,0,0,0,0,0
0.149967,0,0,0,0,0,0,0,0
0.151395,0,0,0,0,0,0,0,0
0.152818,0,0,0,0,0,0,0,0
0.154220,0,0,0,0,0,0,0,0
0.155687,0,0,0,0,0,0,0,0
0.157214,0,0,0,0,0,0,0,0
0.158708,0,0,0,0,0,0,0,0
0.160299,0,0,0,0,0,0,0,0
0.161861,0,0,0,0,0,0,0,0
0.163313,0,0,0,0,0,0,0,0
0.164848,0,0,0,0,0,0,0,0
0.166408,0,0,0,0,0,0,0,0
0.167815,0,0,0,0,0,0,0,0
0.169226,0,0,0,0,0,0,0,0
0.170765,0,0,0,0,0,0,0,0
0.172213,0,0,0,0,0,0,0,0
0.173765,0,0,0,0,0,0,0,0
0.175380,0,0,0,0,0,0,0,0
0.176953,0,0,0,0,0,0,0,0
0.178522,0,0,0,0,0,0,0,0
0.180094,0,0,0,0,0,0,0,0
0.181664,0,0,0,0,0,0,0,0
0.183235,0,0,0,0,0,0,0,0
0.184819,0,0,0,0,0,0,0,0
0.186389,0,0,0,0,0,0,0,0
0.187842,0,0,0,0,0,0,0,0
0.189385,0,0,0,0,0,0,0,0
0.191002,0,0,0,0,0,0,0,0
0.192574,0,0,0,0,0,0,0,0
0.194144,0,0,0,0,0,0,0,0
0.195822,0,0,0,0,0,0,0,0
0.197393,0,0,0,0,0,0,0,0
0.198966,0,0,0,0,0,0,0,0
0.200537,0,0,0,0,0,0,0,0
0.202107,0,0,0,0,0,0,0,0
0.203730,0,0,0,0,0,0,0,0
0.205300,0,0,0,0,0,0,0,0
0.206930,0,0,0,0,0,0,0,0
0.208503,0,0,0,0,0,0,0,0
0.210071,0,0,0,0,0,0,0,0
0.211639,0,0,0,0,0,0,0,0
0.213210,0,0,0,0,0,0,0,0
0.214781,0,0,0,0,0,0,0,0
0.216351,0,0,0,0,0,0,0,0
0.217932,0,0,0,0,0,0,0,0
0.219503,0,0,0,0,0,0,0,0
0.221073,0,0,0,0,0,0,0,0
0.222645,0,0,0,0,0,0,0,0
0.224261,0,0,0,0,0,0,0,0
0.225829,0,0,0,0,0,0,0,0
0.227399,0,0,0,0,0,0,0,0
0.228860,0,0,0,0,0,0,0,0
0.230401,0,0,0,0,0,0,0,0
0.231973,0,0,0,0,0,0,0,0
0.233540,0,0,0,0,0,0,0,0
0.235112,0,0,0,0,0,0,0,0
0.236729,0,0,0,0,0,0,0,0
0.238298,0,0,0,0,0,0,0,0
0.239987,0,0,0,0,0,0,0,0
0.241400,0,0,0,0,0,0,0,0
0.242939,0,0,0,0,0,0,0,0
0.244509,0,0,0,0,0,0,0,0
0.246077,0,0,0,0,0,0,0,0
0.247645,0,0,0,0,0,0,0,0
0.249214,0,0,0,0,0,0,0,0
0.250797,0,0,0,0,0,0,0,0
0.252368,0,0,0,0,0,0,0,0
0.253936,0,0,0,0,0,0,0,0
0.255549,0,0,0,0,0,0,0,0
0.257119,0,0,0,0,0,0,0,0
0.258691,0,0,0,0,0,0,0,0
0.260262,0,0,0,0,0,0,0,0
0.261843,0,0,0,0,0,0,0,0
0.263412,0,0,0,0,0,0,0,0
0.264984,0,0,0,0,0,0,0,0
0.266555,0,0,0,0,0,0,0,0
0.268125,0,0,0,0,0,0,0,0
0.269694,0,0,0,0,0,0,0,0
0.271309,0,0,0,0,0,0,0,0
0.272894,0,0,0,0,0,0,0,0
0.274529,0,0,0,0,0,0,0,0
0.276163,0,0,0,0,0,0,0,0
0.277732,0,0,0,0,0,0,0,0
0.279305,0,0,0,0,0,0,0,0
0.282806,0,0,0,0,0,0,0,0
0.284542,0,0,0,0,0,0,0,0
0.285962,0,0,0,0,0,0,0,0
0.287413,0,0,0,0,0,0,0,0
0.288817,0,0,0,0,0,0,0,0
0.290238,0,0,0,0,0,0,0,0
0.291776,0,0,0,0,0,0,0,0
0.293378,0,0,0,0,0,0,0,0
0.294972,0,0,0,0,0,0,0,0
0.296355,0,0,0,0,0,0,0,0
0.297719,0,0,0,0,0,0,0,0
0.299084,0,0,0,0,0,0,0,0
0.300446,0,0,0,0,0,0,0,0
0.301808,0,0,0,0,0,0,0,0
0.303236,0,0,0,0,0,0,0,0
0.304949,0,0,0,0,0,0,0,0
0.306660,0,0,0,0,0,0,0,0
0.308215,0,0,0,0,0,0,0,0
0.309635,0,0,0,0,0,0,0,0
0.311045,0,0,0,0,0,0,0,0
0.312454,0,0,0,0,0,0,0,0
0.313862,0,0,0,0,0,0,0,0
0.315271,0,0,0,0,0,0,0,0
0.316823,0,0,0,0,0,0,0,0
0.318394,0,0,0,0,0,0,0,0
0.319972,0,0,0,0,0,0,0,0
0.321543,0,0,0,0,0,0,0,0
0.323117,0,0,0,0,0,0,0,0
0.324677,0,0,0,0,0,0,0,0
0.326167,0,0,0,0,0,0,0,0
0.327688,0,0,0,0,0,0,0,0
0.329130,0,0,0,0,0,0,0,0
0.330541,0,0,0,0,0,0,0,0
0.331949,0,0,0,0,0,0,0,0
0.333704,0,0,0,0,0,0,0,0
0.335437,0,0,0,0,0,0,0,0
0.337183,0,0,0,0,0,0,0,0
0.338886,0,0,0,0,0,0,0,0
0.340293,0,0,0,0,0,0,0,0
0.341696,0,0,0,0,0,0,0,0
0.343099,0,0,0,0,0,0,0,0
0.344502,0,0,0,0,0,0,0,0
0.345903,0,0,0,0,0,0,0,0
0.347306,0,0,0,0,0,0,0,0
0.348834,0,0,0,0,0,0,0,0
0.350408,0,0,0,0,0,0,0,0
0.351888,0,0,0,0,0,0,0,0
0.353427,0,0,0,0,0,0,0,0
0.354865,0,0,0,0,0,0,0,0
0.356399,0,0,0,0,0,0,0,0
0.357962,0,0,0,0,0,0,0,0
0.359404,0,0,0,0,0,0,0,0
0.360956,0,0,0,0,0,0,0,0
0.362530,0,0,0,0,0,0,0,0
0.364102,0,0,0,0,0,0,0,0
0.365673,0,0,0,0,0,0,0,0
0.367289,0,0,0,0,0,0,0,0
0.368862,0,0,0,0,0,0,0,0
0.370433,0,0,0,0,0,0,0,0
0.372205,0,0,0,0,0,0,0,0
0.373621,0,0,0,0,0,0,0,0
0.375162,0,0,0,0,0,0,0,0
0.376735,0,0,0,0,0,0,0,0
0.378306,0,0,0,0,0,0,0,0
0.379877,0,0,0,0,0,0,0,0
0.381440,0,0,0,0,0,0,0,0
0.383201,0,0,0,0,0,0,0,0
0.384631,0,0,0,0,0,0,0,0
0.386045,0,0,0,0,0,0,0,0
0.387457,0,0,0,0,0,0,0,0
0.388867,0,0,0,0,0,0,0,0
0.390275,0,0,0,0,0,0,0,0
