elapsed_s,PC_S_STALL_CYCLES_TESS,PC_S_STALL_CYCLES_VFD_ONLY,PC_S_STALL_CYCLES_VPC_ONLY,PC_S_VPC_PRIMITIVES,PC_S_VERTEX_HITS,PC_S_IA_VERTICES,PC_S_IA_PRIMITIVES,PC_S_HS_INVOCATIONS
0.001136,0,0,0,0,0,0,0,0
0.002748,0,0,0,0,0,0,0,0
0.004292,0,0,0,0,0,0,0,0
0.005836,0,0,0,0,0,0,0,0
0.007379,0,0,0,0,0,0,0,0
0.008920,0,0,0,0,0,0,0,0
0.010493,0,0,0,0,0,0,0,0
0.012021,0,0,0,0,0,0,0,0
0.013539,0,0,0,0,0,0,0,0
0.015057,0,0,0,0,0,0,0,0
0.016618,0,0,0,0,0,0,0,0
0.018370,0,0,0,0,0,0,0,0
0.019902,0,0,0,0,0,0,0,0
0.021429,0,0,0,0,0,0,0,0
0.022947,0,0,0,0,0,0,0,0
0.024466,0,0,0,0,0,0,0,0
0.025968,0,0,0,0,0,0,0,0
0.027441,0,0,0,0,0,0,0,0
0.028901,0,0,0,0,0,0,0,0
0.030462,0,0,0,0,0,0,0,0
0.031853,0,0,0,0,0,0,0,0
0.033287,0,0,0,0,0,0,0,0
0.034577,0,0,0,0,0,0,0,0
0.035959,0,0,0,0,0,0,0,0
0.037363,0,0,0,0,0,0,0,0
0.038726,0,0,0,0,0,0,0,0
0.040088,0,0,0,0,0,0,0,0
0.041509,0,0,0,0,0,0,0,0
0.042892,0,0,0,0,0,0,0,0
0.044258,0,0,0,0,0,0,0,0
0.045616,0,0,0,0,0,0,0,0
0.046976,0,0,0,0,0,0,0,0
0.048338,0,0,0,0,0,0,0,0
0.049718,0,0,0,0,0,0,0,0
0.051137,0,0,0,0,0,0,0,0
0.052534,0,0,0,0,0,0,0,0
0.053931,0,0,0,0,0,0,0,0
0.055296,0,0,0,0,0,0,0,0
0.056663,0,0,0,0,0,0,0,0
0.058085,0,0,0,0,0,0,0,0
0.059470,0,0,0,0,0,0,0,0
0.060806,0,0,0,0,0,0,0,0
0.062183,0,0,0,0,0,0,0,0
0.063546,0,0,0,0,0,0,0,0
0.064919,0,0,0,0,0,0,0,0
0.068973,0,0,0,0,0,0,0,0
0.070409,0,18,0,0,0,0,0,0
0.071673,0,57,0,0,0,0,0,0
0.072934,0,60,0,0,0,0,0,0
0.074284,0,57,0,0,0,0,0,0
0.075545,0,54,0,0,0,0,0,0
0.076806,0,57,0,0,0,0,0,0
0.078067,0,57,0,0,0,0,0,0
0.079328,0,57,0,0,0,0,0,0
0.080588,0,54,0,0,0,0,0,0
0.081849,0,57,0,0,0,0,0,0
0.083110,0,57,0,0,0,0,0,0
0.084371,0,54,0,0,0,0,0,0
0.085634,0,57,0,0,0,0,0,0
0.086899,0,57,0,0,0,0,0,0
0.088162,0,15,0,0,0,0,0,0
0.089588,0,0,0,0,0,0,0,0
0.090994,0,0,0,0,0,0,0,0
0.092398,0,0,0,0,0,0,0,0
0.093805,0,0,0,0,0,0,0,0
0.095215,0,0,0,0,0,0,0,0
0.096628,0,0,0,0,0,0,0,0
0.098079,0,0,0,0,0,0,0,0
0.099485,0,0,0,0,0,0,0,0
0.100896,0,0,0,0,0,0,0,0
0.102461,0,0,0,0,0,0,0,0
0.103901,0,0,0,0,0,0,0,0
0.105314,0,0,0,0,0,0,0,0
0.106765,0,0,0,0,0,0,0,0
0.108170,0,0,0,0,0,0,0,0
0.109776,0,0,0,0,0,0,0,0
0.111177,0,0,0,0,0,0,0,0
0.112576,0,0,0,0,0,0,0,0
0.113977,0,0,0,0,0,0,0,0
0.115380,0,0,0,0,0,0,0,0
0.116781,0,0,0,0,0,0,0,0
0.118338,0,0,0,0,0,0,0,0
0.119746,0,0,0,0,0,0,0,0
0.121652,0,0,0,0,0,0,0,0
0.123103,0,0,0,0,0,0,0,0
0.124510,0,0,0,0,0,0,0,0
0.125918,0,0,0,0,0,0,0,0
0.127320,0,0,0,0,0,0,0,0
0.128722,0,0,0,0,0,0,0,0
0.130494,0,0,0,0,0,0,0,0
0.131895,0,0,0,0,0,0,0,0
0.133358,0,0,0,0,0,0,0,0
0.134894,0,0,0,0,0,0,0,0
0.136466,0,0,0,0,0,0,0,0
0.138094,0,0,0,0,0,0,0,0
0.139669,0,0,0,0,0,0,0,0
0.141256,0,0,0,0,0,0,0,0
0.142829,0,0,0,0,0,0,0,0
0.144401,0,0,0,0,0,0,0,0
0.146017,0,0,0,0,0,0,0,0
0.147590,0,0,0,0,0,0,0,0
0.149164,0,0,0,0,0,0,0,0
0.150733,0,0,0,0,0,0,0,0
0.152315,0,0,0,0,0,0,0,0
0.153932,0,0,0,0,0,0,0,0
0.155505,0,0,0,0,0,0,0,0
0.157078,0,0,0,0,0,0,0,0
0.158651,0,0,0,0,0,0,0,0
0.160222,0,0,0,0,0,0,0,0
0.161841,0,0,0,0,0,0,0,0
0.163304,0,0,0,0,0,0,0,0
0.164845,0,0,0,0,0,0,0,0
0.166422,0,0,0,0,0,0,0,0
0.167993,0,0,0,0,0,0,0,0
0.169611,0,0,0,0,0,0,0,0
0.171183,0,0,0,0,0,0,0,0
0.172755,0,0,0,0,0,0,0,0
0.174417,0,0,0,0,0,0,0,0
0.176009,0,0,0,0,0,0,0,0
0.177628,0,0,0,0,0,0,0,0
0.179201,0,0,0,0,0,0,0,0
0.180772,0,0,0,0,0,0,0,0
0.182348,0,0,0,0,0,0,0,0
0.183917,0,0,0,0,0,0,0,0
0.185548,0,0,0,0,0,0,0,0
0.187120,0,0,0,0,0,0,0,0
0.188570,0,0,0,0,0,0,0,0
0.190006,0,0,0,0,0,0,0,0
0.191420,0,0,0,0,0,0,0,0
0.192829,0,0,0,0,0,0,0,0
0.194284,0,0,0,0,0,0,0,0
0.195702,0,0,0,0,0,0,0,0
0.197321,0,0,0,0,0,0,0,0
0.198780,0,0,0,0,0,0,0,0
0.200735,0,0,0,0,0,0,0,0
0.202252,0,0,0,0,0,0,0,0
0.203660,0,0,0,0,0,0,0,0
0.205118,0,0,0,0,0,0,0,0
0.206507,0,0,0,0,0,0,0,0
0.207909,0,0,0,0,0,0,0,0
0.209314,0,0,0,0,0,0,0,0
0.210775,0,0,0,0,0,0,0,0
0.212177,0,0,0,0,0,0,0,0
0.213578,0,0,0,0,0,0,0,0
0.214980,0,0,0,0,0,0,0,0
0.216382,0,0,0,0,0,0,0,0
0.217830,0,0,0,0,0,0,0,0
0.219368,0,0,0,0,0,0,0,0
0.220938,0,0,0,0,0,0,0,0
0.222515,0,0,0,0,0,0,0,0
0.224088,0,0,0,0,0,0,0,0
0.225706,0,0,0,0,0,0,0,0
0.227279,0,0,0,0,0,0,0,0
0.228863,0,0,0,0,0,0,0,0
0.230441,0,0,0,0,0,0,0,0
0.232012,0,0,0,0,0,0,0,0
0.233630,0,0,0,0,0,0,0,0
0.235203,0,0,0,0,0,0,0,0
0.236774,0,0,0,0,0,0,0,0
0.238351,0,0,0,0,0,0,0,0
0.239935,0,0,0,0,0,0,0,0
0.241553,0,0,0,0,0,0,0,0
0.243117,0,0,0,0,0,0,0,0
0.244679,0,0,0,0,0,0,0,0
0.246285,0,0,0,0,0,0,0,0
0.247828,0,0,0,0,0,0,0,0
0.249402,0,0,0,0,0,0,0,0
0.250990,0,0,0,0,0,0,0,0
0.252561,0,0,0,0,0,0,0,0
0.254133,0,0,0,0,0,0,0,0
0.255706,0,0,0,0,0,0,0,0
0.257280,0,0,0,0,0,0,0,0
0.258897,0,0,0,0,0,0,0,0
0.260468,0,0,0,0,0,0,0,0
0.262053,0,0,0,0,0,0,0,0
0.263625,0,0,0,0,0,0,0,0
0.265199,0,0,0,0,0,0,0,0
0.266815,0,0,0,0,0,0,0,0
0.268386,0,0,0,0,0,0,0,0
0.269958,0,0,0,0,0,0,0,0
0.271531,0,0,0,0,0,0,0,0
0.273119,0,0,0,0,0,0,0,0
0.274693,0,0,0,0,0,0,0,0
0.276264,0,0,0,0,0,0,0,0
0.277733,0,0,0,0,0,0,0,0
0.279303,0,0,0,0,0,0,0,0
0.280874,0,0,0,0,0,0,0,0
0.282451,0,0,0,0,0,0,0,0
0.284035,0,0,0,0,0,0,0,0
0.285609,0,0,0,0,0,0,0,0
0.287172,0,0,0,0,0,0,0,0
0.288734,0,0,0,0,0,0,0,0
0.290297,0,0,0,0,0,0,0,0
0.291896,0,0,0,0,0,0,0,0
0.293471,0,0,0,0,0,0,0,0
0.295053,0,0,0,0,0,0,0,0
0.296622,0,0,0,0,0,0,0,0
0.298236,0,0,0,0,0,0,0,0
0.299684,0,0,0,0,0,0,0,0
0.301234,0,0,0,0,0,0,0,0
0.302806,0,0,0,0,0,0,0,0
0.304378,0,0,0,0,0,0,0,0
0.306008,0,0,0,0,0,0,0,0
0.307582,0,0,0,0,0,0,0,0
0.309156,0,0,0,0,0,0,0,0
0.310728,0,0,0,0,0,0,0,0
0.312299,0,0,0,0,0,0,0,0
0.313916,0,0,0,0,0,0,0,0
0.315491,0,0,0,0,0,0,0,0
0.317079,0,0,0,0,0,0,0,0
0.318653,0,0,0,0,0,0,0,0
0.320224,0,0,0,0,0,0,0,0
0.321841,0,0,0,0,0,0,0,0
0.323415,0,0,0,0,0,0,0,0
0.324988,0,0,0,0,0,0,0,0
0.326566,0,0,0,0,0,0,0,0
0.328151,0,0,0,0,0,0,0,0
0.329768,0,0,0,0,0,0,0,0
0.331342,0,0,0,0,0,0,0,0
0.332912,0,0,0,0,0,0,0,0
0.334489,0,0,0,0,0,0,0,0
0.336062,0,0,0,0,0,0,0,0
0.337679,0,0,0,0,0,0,0,0
0.339267,0,0,0,0,0,0,0,0
0.340838,0,0,0,0,0,0,0,0
0.342415,0,0,0,0,0,0,0,0
0.343985,0,0,0,0,0,0,0,0
0.345604,0,0,0,0,0,0,0,0
0.347177,0,0,0,0,0,0,0,0
0.348749,0,0,0,0,0,0,0,0
0.350284,0,0,0,0,0,0,0,0
0.351826,0,0,0,0,0,0,0,0
0.353401,0,0,0,0,0,0,0,0
0.355019,0,0,0,0,0,0,0,0
0.356590,0,0,0,0,0,0,0,0
0.358162,0,0,0,0,0,0,0,0
0.359735,0,0,0,0,0,0,0,0
0.361323,0,0,0,0,0,0,0,0
0.362940,0,0,0,0,0,0,0,0
0.364509,0,0,0,0,0,0,0,0
0.366081,0,0,0,0,0,0,0,0
0.367653,0,0,0,0,0,0,0,0
0.369225,0,0,0,0,0,0,0,0
0.370840,0,0,0,0,0,0,0,0
0.372423,0,0,0,0,0,0,0,0
0.373994,0,0,0,0,0,0,0,0
0.375566,0,0,0,0,0,0,0,0
0.377140,0,0,0,0,0,0,0,0
0.378712,0,0,0,0,0,0,0,0
0.380282,0,0,0,0,0,0,0,0
0.381854,0,0,0,0,0,0,0,0
0.383437,0,0,0,0,0,0,0,0
0.385008,0,0,0,0,0,0,0,0
0.386625,0,0,0,0,0,0,0,0
0.388196,0,0,0,0,0,0,0,0
0.389768,0,0,0,0,0,0,0,0
0.391339,0,0,0,0,0,0,0,0
0.392909,0,0,0,0,0,0,0,0
0.394499,0,0,0,0,0,0,0,0
0.396069,0,0,0,0,0,0,0,0
0.397642,0,0,0,0,0,0,0,0
0.399214,0,0,0,0,0,0,0,0
0.400784,0,0,0,0,0,0,0,0
0.402359,0,0,0,0,0,0,0,0
0.403930,0,0,0,0,0,0,0,0
0.405516,0,0,0,0,0,0,0,0
0.407088,0,0,0,0,0,0,0,0
0.408657,0,0,0,0,0,0,0,0
0.410272,0,0,0,0,0,0,0,0
0.411844,0,0,0,0,0,0,0,0
0.413417,0,0,0,0,0,0,0,0
0.414989,0,0,0,0,0,0,0,0
0.416572,0,0,0,0,0,0,0,0
0.418187,0,0,0,0,0,0,0,0
0.419760,0,0,0,0,0,0,0,0
0.421332,0,0,0,0,0,0,0,0
0.422904,0,0,0,0,0,0,0,0
0.424473,0,0,0,0,0,0,0,0
0.426088,0,0,0,0,0,0,0,0
0.427675,0,0,0,0,0,0,0,0
0.429247,0,0,0,0,0,0,0,0
0.430818,0,0,0,0,0,0,0,0
0.432388,0,0,0,0,0,0,0,0
0.434003,0,0,0,0,0,0,0,0
0.435575,0,0,0,0,0,0,0,0
0.437147,0,0,0,0,0,0,0,0
0.438730,0,0,0,0,0,0,0,0
0.440300,0,0,0,0,0,0,0,0
0.441920,0,0,0,0,0,0,0,0
0.443493,0,0,0,0,0,0,0,0
0.445151,0,0,0,0,0,0,0,0
0.446689,0,0,0,0,0,0,0,0
0.448097,0,0,0,0,0,0,0,0
0.449553,0,0,0,0,0,0,0,0
0.451090,0,0,0,0,0,0,0,0
0.452659,0,0,0,0,0,0,0,0
0.454230,0,0,0,0,0,0,0,0
0.455800,0,0,0,0,0,0,0,0
0.457372,0,0,0,0,0,0,0,0
0.458988,0,0,0,0,0,0,0,0
0.460572,0,0,0,0,0,0,0,0
0.462143,0,0,0,0,0,0,0,0
0.463712,0,0,0,0,0,0,0,0
0.465285,0,0,0,0,0,0,0,0
0.466902,0,0,0,0,0,0,0,0
0.468471,0,0,0,0,0,0,0,0
0.470041,0,0,0,0,0,0,0,0
0.471626,0,0,0,0,0,0,0,0
0.473198,0,0,0,0,0,0,0,0
0.474812,0,0,0,0,0,0,0,0
0.476382,0,0,0,0,0,0,0,0
0.477952,0,0,0,0,0,0,0,0
0.479523,0,0,0,0,0,0,0,0
0.481096,0,0,0,0,0,0,0,0
0.482722,0,0,0,0,0,0,0,0
0.484291,0,0,0,0,0,0,0,0
0.486067,0,0,0,0,0,0,0,0
0.487527,0,0,0,0,0,0,0,0
0.489515,0,0,0,0,0,0,0,0
0.490929,0,0,0,0,0,0,0,0
0.492338,0,0,0,0,0,0,0,0
0.493763,0,0,0,0,0,0,0,0
0.495171,0,0,0,0,0,0,0,0
0.496577,0,0,0,0,0,0,0,0
0.497979,0,0,0,0,0,0,0,0
0.499440,0,0,0,0,0,0,0,0
0.500985,0,0,0,0,0,0,0,0
0.502561,0,0,0,0,0,0,0,0
0.504178,0,0,0,0,0,0,0,0
0.505796,0,0,0,0,0,0,0,0
0.507369,0,0,0,0,0,0,0,0
0.508939,0,0,0,0,0,0,0,0
0.510517,0,0,0,0,0,0,0,0
0.512087,0,0,0,0,0,0,0,0
0.513705,0,0,0,0,0,0,0,0
0.515291,0,0,0,0,0,0,0,0
0.516863,0,0,0,0,0,0,0,0
0.518439,0,0,0,0,0,0,0,0
0.520010,0,0,0,0,0,0,0,0
0.521628,0,0,0,0,0,0,0,0
0.523202,0,0,0,0,0,0,0,0
0.524773,0,0,0,0,0,0,0,0
0.526363,0,0,0,0,0,0,0,0
0.527933,0,0,0,0,0,0,0,0
0.529550,0,0,0,0,0,0,0,0
0.531123,0,0,0,0,0,0,0,0
0.532695,0,0,0,0,0,0,0,0
0.534431,0,0,0,0,0,0,0,0
0.535973,0,0,0,0,0,0,0,0
0.537434,0,0,0,0,0,0,0,0
0.538971,0,0,0,0,0,0,0,0
0.540533,0,0,0,0,0,0,0,0
0.541972,0,0,0,0,0,0,0,0
0.543512,0,0,0,0,0,0,0,0
0.545085,0,0,0,0,0,0,0,0
0.546656,0,0,0,0,0,0,0,0
0.548114,0,0,0,0,0,0,0,0
