elapsed_s,RAS_LRZ_INTF_WORKING_CYCLES,RAS_BLOCKS,RAS_FALSE_PARTIAL_STILE,RAS_SLICE_BLOCK_NONEMTPY
1.084902,0,0,0,0
1.086498,0,0,0,0
1.088048,0,0,0,0
1.089605,0,0,0,0
1.091169,0,0,0,0
1.092765,0,0,0,0
1.094317,0,0,0,0
1.095868,0,0,0,0
1.097421,0,0,0,0
1.098973,0,0,0,0
1.100527,0,0,0,0
1.102004,0,0,0,0
1.103516,0,0,0,0
1.104934,0,0,0,0
1.106453,0,0,0,0
1.108002,0,0,0,0
1.109607,0,0,0,0
1.111156,0,0,0,0
1.112719,0,0,0,0
1.114269,0,0,0,0
1.115817,0,0,0,0
1.117367,0,0,0,0
1.118919,0,0,0,0
1.120470,0,0,0,0
1.122020,0,0,0,0
1.123580,0,0,0,0
1.125131,0,0,0,0
1.126681,0,0,0,0
1.128228,0,0,0,0
1.129783,0,0,0,0
1.131331,0,0,0,0
1.132883,0,0,0,0
1.134489,0,0,0,0
1.136038,0,0,0,0
1.137592,0,0,0,0
1.139141,0,0,0,0
1.140693,0,0,0,0
1.142243,0,0,0,0
1.143791,0,0,0,0
1.145356,0,0,0,0
1.146906,0,0,0,0
1.148457,0,0,0,0
1.150048,0,0,0,0
1.151475,0,0,0,0
1.153001,0,0,0,0
1.154551,0,0,0,0
1.156113,0,0,0,0
1.157668,0,0,0,0
1.159216,0,0,0,0
1.160769,0,0,0,0
1.162319,0,0,0,0
1.163867,0,0,0,0
1.165416,0,0,0,0
1.166980,0,0,0,0
1.168485,0,0,0,0
1.169930,0,0,0,0
1.171333,0,0,0,0
1.172726,0,0,0,0
1.174110,0,0,0,0
1.175491,0,0,0,0
1.176888,0,0,0,0
1.178287,0,0,0,0
1.179845,0,0,0,0
1.181311,0,0,0,0
1.182979,0,0,0,0
1.184609,0,0,0,0
1.186156,0,0,0,0
1.187848,0,0,0,0
1.189279,0,0,0,0
1.190682,0,0,0,0
1.192077,0,0,0,0
1.193469,0,0,0,0
1.194855,0,0,0,0
1.196241,0,0,0,0
1.197746,0,0,0,0
1.199342,0,0,0,0
1.200895,0,0,0,0
1.202447,0,0,0,0
1.203998,0,0,0,0
1.205639,0,0,0,0
1.207181,0,0,0,0
1.208649,0,0,0,0
1.210172,0,0,0,0
1.211722,0,0,0,0
1.213273,0,0,0,0
1.214826,0,0,0,0
1.216380,0,0,0,0
1.217931,0,0,0,0
1.219494,0,0,0,0
1.220942,0,0,0,0
1.222488,0,0,0,0
1.224038,0,0,0,0
1.225628,0,0,0,0
1.227028,0,0,0,0
1.228417,0,0,0,0
1.229860,0,0,0,0
1.231247,0,0,0,0
1.232634,0,0,0,0
1.234149,0,0,0,0
1.235698,0,0,0,0
1.237250,0,0,0,0
1.238800,0,0,0,0
1.240365,0,0,0,0
1.241916,0,0,0,0
1.243464,0,0,0,0
1.245018,0,0,0,0
1.246612,0,0,0,0
1.248161,0,0,0,0
1.249716,0,0,0,0
1.251278,0,0,0,0
1.252832,0,0,0,0
1.254381,0,0,0,0
1.255931,0,0,0,0
1.257480,0,0,0,0
1.259030,0,0,0,0
1.260581,0,0,0,0
1.262189,0,0,0,0
1.263737,0,0,0,0
1.265287,0,0,0,0
1.266837,0,0,0,0
1.268389,0,0,0,0
1.269940,0,0,0,0
1.271489,0,0,0,0
1.273055,0,0,0,0
1.274605,0,0,0,0
1.276154,0,0,0,0
1.277708,0,0,0,0
1.279302,0,0,0,0
1.280855,0,0,0,0
1.282404,0,0,0,0
1.283967,0,0,0,0
1.285465,0,0,0,0
1.286986,0,0,0,0
1.288539,0,0,0,0
1.290089,0,0,0,0
1.291639,0,0,0,0
1.293189,0,0,0,0
1.294628,0,0,0,0
1.296147,0,0,0,0
1.297702,0,0,0,0
1.299251,0,0,0,0
1.300803,0,0,0,0
1.302224,0,0,0,0
1.303765,0,0,0,0
1.305196,0,0,0,0
1.306753,0,0,0,0
1.308359,0,0,0,0
1.309944,0,0,0,0
1.311485,0,0,0,0
1.312904,0,0,0,0
1.314426,0,0,0,0
1.315991,0,0,0,0
1.317596,0,0,0,0
1.319148,0,0,0,0
1.320701,0,0,0,0
1.322254,0,0,0,0
1.323804,0,0,0,0
1.325355,0,0,0,0
1.326920,0,0,0,0
1.328473,0,0,0,0
1.330025,0,0,0,0
1.331576,0,0,0,0
1.333130,0,0,0,0
1.334682,0,0,0,0
1.336232,0,0,0,0
1.337802,0,0,0,0
1.339352,0,0,0,0
1.340906,0,0,0,0
1.342502,0,0,0,0
1.344050,0,0,0,0
1.345603,0,0,0,0
1.347151,0,0,0,0
1.348719,0,0,0,0
1.350271,0,0,0,0
1.351820,0,0,0,0
1.353372,0,0,0,0
1.354923,0,0,0,0
1.356478,0,0,0,0
1.358073,0,0,0,0
1.359633,0,0,0,0
1.361182,0,0,0,0
1.362731,0,0,0,0
1.364282,0,0,0,0
1.365891,0,0,0,0
1.367283,0,0,0,0
1.368803,0,0,0,0
1.370368,0,0,0,0
1.371919,0,0,0,0
1.373471,0,0,0,0
1.375023,0,0,0,0
1.376578,0,0,0,0
1.378131,0,0,0,0
1.379681,0,0,0,0
1.381248,0,0,0,0
1.382801,0,0,0,0
1.384355,0,0,0,0
1.385907,0,0,0,0
1.387457,0,0,0,0
1.389011,0,0,0,0
1.390608,0,0,0,0
1.392172,0,0,0,0
1.393728,0,0,0,0
1.395280,0,0,0,0
1.396833,0,0,0,0
1.398385,0,0,0,0
1.399935,0,0,0,0
1.401487,0,0,0,0
1.403051,0,0,0,0
1.404605,0,0,0,0
1.406201,0,0,0,0
1.407752,0,0,0,0
1.409303,0,0,0,0
1.410855,0,0,0,0
1.412409,0,0,0,0
1.413965,0,0,0,0
1.415506,0,0,0,0
1.416925,0,0,0,0
1.418444,0,0,0,0
1.419993,0,0,0,0
1.421596,0,0,0,0
1.423190,0,0,0,0
1.424639,0,0,0,0
1.426114,0,0,0,0
1.427512,0,0,0,0
1.428901,0,0,0,0
1.430284,0,0,0,0
1.431664,0,0,0,0
1.433046,0,0,0,0
1.434559,0,0,0,0
1.436116,0,0,0,0
1.437668,0,0,0,0
1.439263,0,0,0,0
1.440816,0,0,0,0
1.442368,0,0,0,0
1.443917,0,0,0,0
1.445469,0,0,0,0
1.447032,0,0,0,0
1.448586,0,0,0,0
1.450138,0,0,0,0
1.451686,0,0,0,0
1.453237,0,0,0,0
1.454789,0,0,0,0
1.456342,0,0,0,0
1.457907,0,0,0,0
1.459457,0,0,0,0
1.461009,0,0,0,0
1.462598,0,0,0,0
1.464148,0,0,0,0
1.465704,0,0,0,0
1.467253,0,0,0,0
1.468818,0,0,0,0
1.470413,0,0,0,0
1.471963,0,0,0,0
1.473596,0,0,0,0
1.475147,0,0,0,0
1.476700,0,0,0,0
1.478250,0,0,0,0
1.479811,0,0,0,0
1.481362,0,0,0,0
1.482914,0,0,0,0
1.484467,0,0,0,0
1.486063,0,0,0,0
1.487613,0,0,0,0
1.489166,0,0,0,0
1.490729,0,0,0,0
1.492279,0,0,0,0
1.493874,0,0,0,0
1.495425,0,0,0,0
1.496979,0,0,0,0
1.498530,0,0,0,0
1.500080,0,0,0,0
1.501647,0,0,0,0
1.503199,0,0,0,0
1.504753,0,0,0,0
1.506305,0,0,0,0
1.507855,0,0,0,0
1.509406,0,0,0,0
1.510959,0,0,0,0
1.512526,0,0,0,0
1.514077,0,0,0,0
1.515627,0,0,0,0
1.517180,0,0,0,0
1.518723,0,0,0,0
1.520264,0,0,0,0
1.521725,0,0,0,0
1.523252,0,0,0,0
1.524806,0,0,0,0
1.526355,0,0,0,0
1.527903,0,0,0,0
1.529453,0,0,0,0
1.531003,0,0,0,0
1.532555,0,0,0,0
1.534160,0,0,0,0
1.535708,0,0,0,0
1.537258,0,0,0,0
1.538808,0,0,0,0
1.540359,0,0,0,0
1.541907,0,0,0,0
1.543453,0,0,0,0
1.544889,0,0,0,0
1.547955,0,0,0,0
1.549461,0,0,0,0
1.550890,0,0,0,0
1.552282,0,0,0,0
1.553673,0,0,0,0
1.555072,0,0,0,0
1.556458,0,0,0,0
1.558628,0,0,0,0
1.560185,0,0,0,0
1.561562,0,0,0,0
1.563074,0,0,0,0
1.564493,0,0,0,0
1.566068,0,0,0,0
1.567619,0,0,0,0
1.569170,0,0,0,0
1.570662,0,0,0,0
1.572213,0,0,0,0
1.573770,0,0,0,0
1.575320,0,0,0,0
1.576886,0,0,0,0
1.578438,0,0,0,0
1.579988,0,0,0,0
1.581603,0,0,0,0
1.583197,0,0,0,0
1.584752,0,0,0,0
1.586304,0,0,0,0
1.587867,0,0,0,0
1.589421,0,0,0,0
1.590973,0,0,0,0
1.592527,0,0,0,0
1.594081,0,0,0,0
1.595632,0,0,0,0
1.597187,0,0,0,0
1.598752,0,0,0,0
1.600387,0,0,0,0
1.601774,0,0,0,0
1.603167,0,0,0,0
1.604688,0,0,0,0
1.606240,0,0,0,0
1.607790,0,0,0,0
