elapsed_s,PC_US_STALL_CYCLES_UCHE0,PC_US_STALL_CYCLES_UCHE1,PC_US_UCHE_0_TRANS,PC_US_UCHE_1_TRANS,PC_US_BV_STALLED_BY_ATTR,PC_US_BV_STARVED_BY_RARB,PC_US_VPC_PRIM_COUNT_STALLS_BR,PC_US_VPC_PRIM_COUNT_STALLS_BV
0.002866,0,0,0,0,0,0,0,0
0.004495,0,0,0,0,0,0,0,0
0.005935,0,0,0,0,0,0,0,0
0.007435,0,0,0,0,0,0,0,0
0.008888,0,0,0,0,0,0,0,0
0.010348,0,0,0,0,0,0,0,0
0.011802,0,0,0,0,0,0,0,0
0.013253,0,0,0,0,0,0,0,0
0.014702,0,0,0,0,0,0,0,0
0.016146,0,0,0,0,0,0,0,0
0.017573,0,0,0,0,0,0,0,0
0.019000,0,0,0,0,0,0,0,0
0.020463,0,0,0,0,0,0,0,0
0.021856,0,0,0,0,0,0,0,0
0.023242,0,0,0,0,0,0,0,0
0.024703,0,0,0,0,0,0,0,0
0.026085,0,0,0,0,0,0,0,0
0.027467,0,0,0,0,0,0,0,0
0.028848,0,0,0,0,0,0,0,0
0.030229,0,0,0,0,0,0,0,0
0.031651,0,0,0,0,0,0,0,0
0.033054,0,0,0,0,0,0,0,0
0.034380,0,0,0,0,0,0,0,0
0.035758,0,0,0,0,0,0,0,0
0.037087,0,0,0,0,0,0,0,0
0.038456,0,0,0,0,0,0,0,0
0.039834,0,0,0,0,0,0,0,0
0.041162,0,0,0,0,0,0,0,0
0.042550,0,0,0,0,0,0,0,0
0.043888,0,0,0,0,0,0,0,0
0.045215,0,0,0,0,0,0,0,0
0.046543,0,0,0,0,0,0,0,0
0.047869,0,0,0,0,0,0,0,0
0.049151,0,0,0,0,0,0,0,0
0.050434,0,0,0,0,0,0,0,0
0.051716,0,0,0,0,0,0,0,0
0.053050,0,0,0,0,0,0,0,0
0.054491,0,0,0,0,0,0,0,0
0.055774,0,0,0,0,0,0,0,0
0.057056,0,0,0,0,0,0,0,0
0.058387,0,0,0,0,0,0,0,0
0.059669,0,0,0,0,0,0,0,0
0.061001,0,0,0,0,0,0,0,0
0.062285,0,0,0,0,0,0,0,0
0.063573,0,0,0,0,0,0,0,0
0.064904,0,0,0,0,0,0,0,0
0.066232,0,0,0,0,0,0,0,0
0.067608,0,0,0,0,0,0,0,0
0.068936,0,0,0,0,0,0,0,0
0.070264,0,0,0,0,0,0,0,0
0.071593,0,0,0,0,0,0,0,0
0.072920,0,0,0,0,0,0,0,0
0.074253,0,0,0,0,0,0,0,0
0.075632,0,0,0,0,0,0,0,0
0.076965,0,0,0,0,0,0,0,0
0.078351,0,0,0,0,0,0,0,0
0.079692,0,0,0,0,0,0,0,0
0.081022,0,0,0,0,0,0,0,0
0.082351,0,0,0,0,0,0,0,0
0.083729,0,0,0,0,0,0,0,0
0.085064,0,0,0,0,0,0,0,0
0.086393,0,0,0,0,0,0,0,0
0.087723,0,0,0,0,0,0,0,0
0.089050,0,0,0,0,0,0,0,0
0.090375,0,0,0,0,0,0,0,0
0.091753,0,0,0,0,0,0,0,0
0.093082,0,0,0,0,0,0,0,0
0.094411,0,0,0,0,0,0,0,0
0.095747,0,0,0,0,0,0,0,0
0.097076,0,0,0,0,0,0,0,0
0.098451,0,0,0,0,0,0,0,0
0.099663,0,0,0,0,0,0,0,0
0.101108,0,0,0,0,0,0,0,0
0.102546,0,0,0,0,0,0,0,0
0.103982,0,0,0,0,0,0,0,0
0.105419,0,0,0,0,0,0,0,0
0.106860,0,0,0,0,0,0,0,0
0.108322,0,0,0,0,0,0,0,0
0.109759,0,0,0,0,0,0,0,0
0.111212,0,0,0,0,0,0,0,0
0.112650,0,0,0,0,0,0,0,0
0.114087,0,0,0,0,0,0,0,0
0.115533,0,0,0,0,0,0,0,0
0.116938,0,0,0,0,0,0,0,0
0.118217,0,0,0,0,0,0,0,0
0.119605,0,0,0,0,0,0,0,0
0.120990,0,0,0,0,0,0,0,0
0.122376,0,0,0,0,0,0,0,0
0.123763,0,0,0,0,0,0,0,0
0.125152,0,0,0,0,0,0,0,0
0.126540,0,0,0,0,0,0,0,0
0.127962,0,0,0,0,0,0,0,0
0.129325,0,0,0,0,0,0,0,0
0.130685,0,0,0,0,0,0,0,0
0.132044,0,0,0,0,0,0,0,0
0.133404,0,0,0,0,0,0,0,0
0.134763,0,0,0,0,0,0,0,0
0.136123,0,0,0,0,0,0,0,0
0.137483,0,0,0,0,0,0,0,0
0.138853,0,0,0,0,0,0,0,0
0.140212,0,0,0,0,0,0,0,0
0.141572,0,0,0,0,0,0,0,0
0.142932,0,0,0,0,0,0,0,0
0.144330,0,0,0,0,0,0,0,0
0.145690,0,0,0,0,0,0,0,0
0.147050,0,0,0,0,0,0,0,0
0.148411,0,0,0,0,0,0,0,0
