elapsed_s,VFD_MODE_3_FIBERS,VFD_MODE_4_FIBERS,VFD_TOTAL_VERTICES,VFDP_STALL_CYCLES_VFD,VFDP_STALL_CYCLES_VFD_INDEX,VFDP_STALL_CYCLES_VFD_PROG,VFDP_STARVE_CYCLES_PC,VFDP_VS_STAGE_WAVES
0.001315,0,0,0,0,0,0,0,0
0.002897,0,0,0,0,0,0,0,0
0.004451,0,0,0,0,0,0,0,0
0.005983,0,0,0,0,0,0,0,0
0.007592,0,0,0,0,0,0,0,0
0.009149,0,0,0,0,0,0,0,0
0.010688,0,0,0,0,0,0,0,0
0.012208,0,0,0,0,0,0,0,0
0.013845,0,0,0,0,0,0,0,0
0.015363,0,0,0,0,0,0,0,0
0.017112,0,0,0,0,0,0,0,0
0.018584,0,0,0,0,0,0,0,0
0.020243,0,0,0,0,0,0,0,0
0.021992,0,0,0,0,0,0,0,0
0.023548,0,0,0,0,0,0,0,0
0.025112,0,0,0,0,0,0,0,0
0.026597,0,0,0,0,0,0,0,0
0.028081,0,0,0,0,0,0,0,0
0.029565,0,0,0,0,0,0,0,0
0.031067,0,0,0,0,0,0,0,0
0.032605,0,0,0,0,0,0,0,0
0.034008,0,0,0,0,0,0,0,0
0.035444,0,0,0,0,0,0,0,0
0.036927,0,0,0,0,0,0,0,0
0.038409,0,0,0,0,0,0,0,0
0.039842,0,0,0,0,0,0,0,0
0.041290,0,0,0,0,0,0,0,0
0.042668,0,0,0,0,0,0,0,0
0.044046,0,0,0,0,0,0,0,0
0.045496,0,0,0,0,0,0,0,0
0.046861,0,0,0,0,0,0,0,0
0.048227,0,0,0,0,0,0,0,0
0.049792,0,0,0,0,0,0,0,0
0.051153,0,0,0,0,0,0,0,0
0.052526,0,0,0,0,0,0,0,0
0.053895,0,0,0,0,0,0,0,0
0.055256,0,0,0,0,0,0,0,0
0.056624,0,0,0,0,0,0,0,0
0.058122,0,0,0,0,0,0,0,0
0.059490,0,0,0,0,0,0,0,0
0.060854,0,0,0,0,0,0,0,0
0.062214,0,0,0,0,0,0,0,0
0.063590,0,0,0,54,54,0,1089,0
0.065888,0,0,0,0,0,0,0,0
0.067324,0,0,0,0,0,0,0,0
0.068734,0,0,0,0,0,0,0,0
0.070142,0,0,0,0,0,0,0,0
0.071548,0,0,0,0,0,0,0,0
0.073766,0,0,0,0,0,0,0,0
0.075198,0,0,0,102,102,0,1141197,0
0.076462,0,0,0,168,168,0,3065010,0
0.077762,0,0,0,162,162,0,3029214,0
0.079023,0,0,0,168,168,0,2927601,0
0.080282,0,0,0,156,156,0,3014049,0
0.081675,0,0,0,204,204,0,3677337,0
0.083108,0,0,0,144,150,0,2664246,0
0.084243,0,0,0,168,162,0,2965338,0
0.085508,0,0,0,162,162,0,2951970,0
0.086774,0,0,0,162,162,0,3033732,0
0.088039,0,0,0,162,168,0,2942289,0
0.089338,0,0,0,168,168,0,3061698,0
0.090606,0,0,0,162,156,0,3038070,0
0.091872,0,0,0,168,168,0,2946510,0
0.093140,0,0,0,156,156,0,2874651,0
0.094355,0,0,0,156,156,0,3002052,0
0.095637,0,0,0,168,174,0,3082032,0
0.096998,0,0,0,180,174,0,3144963,0
0.098247,0,0,0,156,156,0,2973300,0
0.099523,0,0,0,66,66,0,711021,0
0.100952,0,0,0,0,0,0,0,0
