elapsed_s,TP_FILTER_POINT_FP32,TP_LATENCY_FIFO_FULL,TP_RESERVED_62,TP_RESERVED_63,TP_RESERVED_64,TP_RESERVED_65,TP_RESERVED_66,TP_RESERVED_67,TP_RESERVED_68,TP_RESERVED_69,TP_RESERVED_70,TP_RESERVED_71
0.001296,0,0,0,0,0,0,0,0,0,0,0,0
0.003164,0,0,0,0,0,0,0,0,0,0,0,0
0.004799,0,0,0,0,0,0,0,0,0,0,0,0
0.006426,0,0,0,0,0,0,0,0,0,0,0,0
0.007997,0,0,0,0,0,0,0,0,0,0,0,0
0.009671,0,0,0,0,0,0,0,0,0,0,0,0
0.011277,0,0,0,0,0,0,0,0,0,0,0,0
0.012816,0,0,0,0,0,0,0,0,0,0,0,0
0.014354,0,0,0,0,0,0,0,0,0,0,0,0
0.015893,0,0,0,0,0,0,0,0,0,0,0,0
0.017489,0,0,0,0,0,0,0,0,0,0,0,0
0.019180,0,0,0,0,0,0,0,0,0,0,0,0
0.021033,0,0,0,0,0,0,0,0,0,0,0,0
0.022748,0,0,0,0,0,0,0,0,0,0,0,0
0.024403,0,0,0,0,0,0,0,0,0,0,0,0
0.026131,0,0,0,0,0,0,0,0,0,0,0,0
0.027738,0,0,0,0,0,0,0,0,0,0,0,0
0.029332,0,0,0,0,0,0,0,0,0,0,0,0
0.030964,0,0,0,0,0,0,0,0,0,0,0,0
0.032372,0,0,0,0,0,0,0,0,0,0,0,0
0.033775,0,0,0,0,0,0,0,0,0,0,0,0
0.035209,0,0,0,0,0,0,0,0,0,0,0,0
0.036721,0,0,0,0,0,0,0,0,0,0,0,0
0.038258,0,0,0,0,0,0,0,0,0,0,0,0
0.039753,0,0,0,0,0,0,0,0,0,0,0,0
0.041307,0,0,0,0,0,0,0,0,0,0,0,0
0.042727,0,0,0,0,0,0,0,0,0,0,0,0
0.044117,0,0,0,0,0,0,0,0,0,0,0,0
0.045581,0,0,0,0,0,0,0,0,0,0,0,0
0.047061,0,0,0,0,0,0,0,0,0,0,0,0
0.048458,0,0,0,0,0,0,0,0,0,0,0,0
0.049860,0,0,0,0,0,0,0,0,0,0,0,0
0.051269,0,0,0,0,0,0,0,0,0,0,0,0
0.052663,0,0,0,0,0,0,0,0,0,0,0,0
0.054066,0,0,0,0,0,0,0,0,0,0,0,0
0.055459,0,0,0,0,0,0,0,0,0,0,0,0
0.056851,0,0,0,0,0,0,0,0,0,0,0,0
0.058301,0,0,0,0,0,0,0,0,0,0,0,0
0.059764,0,0,0,0,0,0,0,0,0,0,0,0
0.061196,0,0,0,0,0,0,0,0,0,0,0,0
0.062627,0,0,0,0,0,0,0,0,0,0,0,0
0.064064,0,0,0,0,0,0,0,0,0,0,0,0
0.065557,0,0,0,0,0,0,0,0,0,0,0,0
0.066992,0,0,0,0,0,0,0,0,0,0,0,0
0.068448,65536,0,0,0,0,0,0,0,0,0,0,0
0.069743,0,0,0,0,0,0,0,0,0,0,0,0
0.071228,0,0,0,0,0,0,0,0,0,0,0,0
0.072675,0,0,0,0,0,0,0,0,0,0,0,0
0.074206,0,0,0,0,0,0,0,0,0,0,0,0
0.075655,0,0,0,0,0,0,0,0,0,0,0,0
0.077086,0,0,0,0,0,0,0,0,0,0,0,0
0.078516,0,0,0,0,0,0,0,0,0,0,0,0
0.079947,0,0,0,0,0,0,0,0,0,0,0,0
0.081419,0,0,0,0,0,0,0,0,0,0,0,0
0.082848,0,0,0,0,0,0,0,0,0,0,0,0
0.084269,0,0,0,0,0,0,0,0,0,0,0,0
0.085701,0,0,0,0,0,0,0,0,0,0,0,0
0.087235,0,0,0,0,0,0,0,0,0,0,0,0
0.088653,0,0,0,0,0,0,0,0,0,0,0,0
0.090211,0,0,0,0,0,0,0,0,0,0,0,0
0.091632,0,0,0,0,0,0,0,0,0,0,0,0
0.093056,0,0,0,0,0,0,0,0,0,0,0,0
0.094480,0,0,0,0,0,0,0,0,0,0,0,0
0.095910,0,0,0,0,0,0,0,0,0,0,0,0
0.097389,0,0,0,0,0,0,0,0,0,0,0,0
0.098815,0,0,0,0,0,0,0,0,0,0,0,0
0.100244,0,0,0,0,0,0,0,0,0,0,0,0
0.101674,0,0,0,0,0,0,0,0,0,0,0,0
0.103176,0,0,0,0,0,0,0,0,0,0,0,0
0.104599,0,0,0,0,0,0,0,0,0,0,0,0
0.106063,0,0,0,0,0,0,0,0,0,0,0,0
0.107487,0,0,0,0,0,0,0,0,0,0,0,0
0.109037,0,0,0,0,0,0,0,0,0,0,0,0
0.110502,0,0,0,0,0,0,0,0,0,0,0,0
0.112064,0,0,0,0,0,0,0,0,0,0,0,0
0.113605,0,0,0,0,0,0,0,0,0,0,0,0
0.115173,0,0,0,0,0,0,0,0,0,0,0,0
0.116748,0,0,0,0,0,0,0,0,0,0,0,0
0.118345,0,0,0,0,0,0,0,0,0,0,0,0
0.119941,0,0,0,0,0,0,0,0,0,0,0,0
0.121578,0,0,0,0,0,0,0,0,0,0,0,0
0.123125,0,0,0,0,0,0,0,0,0,0,0,0
0.124694,0,0,0,0,0,0,0,0,0,0,0,0
0.126289,0,0,0,0,0,0,0,0,0,0,0,0
0.127897,0,0,0,0,0,0,0,0,0,0,0,0
0.129532,0,0,0,0,0,0,0,0,0,0,0,0
0.131129,0,0,0,0,0,0,0,0,0,0,0,0
0.132724,0,0,0,0,0,0,0,0,0,0,0,0
0.134321,0,0,0,0,0,0,0,0,0,0,0,0
0.135917,0,0,0,0,0,0,0,0,0,0,0,0
0.137552,0,0,0,0,0,0,0,0,0,0,0,0
0.139100,0,0,0,0,0,0,0,0,0,0,0,0
0.140539,0,0,0,0,0,0,0,0,0,0,0,0
0.141974,0,0,0,0,0,0,0,0,0,0,0,0
0.143405,0,0,0,0,0,0,0,0,0,0,0,0
0.144834,0,0,0,0,0,0,0,0,0,0,0,0
0.146311,0,0,0,0,0,0,0,0,0,0,0,0
0.147870,0,0,0,0,0,0,0,0,0,0,0,0
0.149475,0,0,0,0,0,0,0,0,0,0,0,0
0.151069,0,0,0,0,0,0,0,0,0,0,0,0
0.152664,0,0,0,0,0,0,0,0,0,0,0,0
0.154302,0,0,0,0,0,0,0,0,0,0,0,0
0.155896,0,0,0,0,0,0,0,0,0,0,0,0
0.157488,0,0,0,0,0,0,0,0,0,0,0,0
0.159081,0,0,0,0,0,0,0,0,0,0,0,0
0.160689,0,0,0,0,0,0,0,0,0,0,0,0
0.162329,0,0,0,0,0,0,0,0,0,0,0,0
0.163923,0,0,0,0,0,0,0,0,0,0,0,0
0.165514,0,0,0,0,0,0,0,0,0,0,0,0
0.167108,0,0,0,0,0,0,0,0,0,0,0,0
0.168701,0,0,0,0,0,0,0,0,0,0,0,0
0.170339,0,0,0,0,0,0,0,0,0,0,0,0
0.171947,0,0,0,0,0,0,0,0,0,0,0,0
0.173539,0,0,0,0,0,0,0,0,0,0,0,0
0.175133,0,0,0,0,0,0,0,0,0,0,0,0
0.176727,0,0,0,0,0,0,0,0,0,0,0,0
0.178367,0,0,0,0,0,0,0,0,0,0,0,0
0.179961,0,0,0,0,0,0,0,0,0,0,0,0
0.181552,0,0,0,0,0,0,0,0,0,0,0,0
