elapsed_s,TP_RESERVED_84,TP_RESERVED_85,TP_RESERVED_86,TP_RESERVED_87,TP_RESERVED_88,TP_RESERVED_89,TP_RESERVED_90,TP_RESERVED_91,TP_RESERVED_92,TP_RESERVED_93,TP_RESERVED_94,TP_RESERVED_95
0.001103,0,0,0,0,0,0,0,0,0,0,0,0
0.003006,0,0,0,0,0,0,0,0,0,0,0,0
0.004603,0,0,0,0,0,0,0,0,0,0,0,0
0.006175,0,0,0,0,0,0,0,0,0,0,0,0
0.007746,0,0,0,0,0,0,0,0,0,0,0,0
0.009413,0,0,0,0,0,0,0,0,0,0,0,0
0.011030,0,0,0,0,0,0,0,0,0,0,0,0
0.012637,0,0,0,0,0,0,0,0,0,0,0,0
0.014204,0,0,0,0,0,0,0,0,0,0,0,0
0.015769,0,0,0,0,0,0,0,0,0,0,0,0
0.017332,0,0,0,0,0,0,0,0,0,0,0,0
0.018947,0,0,0,0,0,0,0,0,0,0,0,0
0.020634,0,0,0,0,0,0,0,0,0,0,0,0
0.022275,0,0,0,0,0,0,0,0,0,0,0,0
0.023843,0,0,0,0,0,0,0,0,0,0,0,0
0.025494,0,0,0,0,0,0,0,0,0,0,0,0
0.027086,0,0,0,0,0,0,0,0,0,0,0,0
0.028767,0,0,0,0,0,0,0,0,0,0,0,0
0.030349,0,0,0,0,0,0,0,0,0,0,0,0
0.031901,0,0,0,0,0,0,0,0,0,0,0,0
0.033439,0,0,0,0,0,0,0,0,0,0,0,0
0.034976,0,0,0,0,0,0,0,0,0,0,0,0
0.036638,0,0,0,0,0,0,0,0,0,0,0,0
0.038354,0,0,0,0,0,0,0,0,0,0,0,0
0.039893,0,0,0,0,0,0,0,0,0,0,0,0
0.041487,0,0,0,0,0,0,0,0,0,0,0,0
0.043264,0,0,0,0,0,0,0,0,0,0,0,0
0.044954,0,0,0,0,0,0,0,0,0,0,0,0
0.046606,0,0,0,0,0,0,0,0,0,0,0,0
0.048276,0,0,0,0,0,0,0,0,0,0,0,0
0.049924,0,0,0,0,0,0,0,0,0,0,0,0
0.051671,0,0,0,0,0,0,0,0,0,0,0,0
0.053348,0,0,0,0,0,0,0,0,0,0,0,0
0.055113,0,0,0,0,0,0,0,0,0,0,0,0
0.056770,0,0,0,0,0,0,0,0,0,0,0,0
0.058363,0,0,0,0,0,0,0,0,0,0,0,0
0.059956,0,0,0,0,0,0,0,0,0,0,0,0
0.061546,0,0,0,0,0,0,0,0,0,0,0,0
0.063182,0,0,0,0,0,0,0,0,0,0,0,0
0.064782,0,0,0,0,0,0,0,0,0,0,0,0
0.066363,0,0,0,0,0,0,0,0,0,0,0,0
0.067767,0,0,0,0,0,0,0,0,0,0,0,0
0.069171,0,0,0,0,0,0,0,0,0,0,0,0
0.070574,0,0,0,0,0,0,0,0,0,0,0,0
0.072034,0,0,0,0,0,0,0,0,0,0,0,0
0.073467,0,0,0,0,0,0,0,0,0,0,0,0
0.074975,0,0,0,0,0,0,0,0,0,0,0,0
0.076467,0,0,0,0,0,0,0,0,0,0,0,0
0.077961,0,0,0,0,0,0,0,0,0,0,0,0
0.079462,0,0,0,0,0,0,0,0,0,0,0,0
0.080953,0,0,0,0,0,0,0,0,0,0,0,0
0.082444,0,0,0,0,0,0,0,0,0,0,0,0
0.083914,0,0,0,0,0,0,0,0,0,0,0,0
0.085406,0,0,0,0,0,0,0,0,0,0,0,0
0.086967,0,0,0,0,0,0,0,0,0,0,0,0
0.088397,0,0,0,0,0,0,0,0,0,0,0,0
0.089960,0,0,0,0,0,0,0,0,0,0,0,0
0.091415,0,0,0,0,0,0,0,0,0,0,0,0
0.092876,0,0,0,0,0,0,0,0,0,0,0,0
0.094333,0,0,0,0,0,0,0,0,0,0,0,0
0.095805,0,0,0,0,0,0,0,0,0,0,0,0
0.097255,0,0,0,0,0,0,0,0,0,0,0,0
0.098719,0,0,0,0,0,0,0,0,0,0,0,0
0.100168,0,0,0,0,0,0,0,0,0,0,0,0
0.101568,0,0,0,0,0,0,0,0,0,0,0,0
0.102962,0,0,0,0,0,0,0,0,0,0,0,0
0.104357,0,0,0,0,0,0,0,0,0,0,0,0
0.105801,0,0,0,0,0,0,0,0,0,0,0,0
0.107263,0,0,0,0,0,0,0,0,0,0,0,0
0.108653,0,0,0,0,0,0,0,0,0,0,0,0
0.110034,0,0,0,0,0,0,0,0,0,0,0,0
0.111417,0,0,0,0,0,0,0,0,0,0,0,0
0.112798,0,0,0,0,0,0,0,0,0,0,0,0
0.114178,0,0,0,0,0,0,0,0,0,0,0,0
0.115557,0,0,0,0,0,0,0,0,0,0,0,0
0.116935,0,0,0,0,0,0,0,0,0,0,0,0
0.118396,0,0,0,0,0,0,0,0,0,0,0,0
0.119844,0,0,0,0,0,0,0,0,0,0,0,0
0.121325,0,0,0,0,0,0,0,0,0,0,0,0
0.122751,0,0,0,0,0,0,0,0,0,0,0,0
