elapsed_s,VPC_BE_PS_BUSY_CYCLES,VPC_BE_PS_WORKING_CYCLES,VPC_BE_STALL_CYCLES_CCHE,VPC_BE_STARVE_CYCLES_CCHE,VPC_BE_LM_FULL_WAIT_FOR_INTP_END,VPC_BE_CCHE_REQBUF_FULL
0.027302,0,0,0,408642,0,0
0.028756,0,0,0,425304,0,0
0.030201,0,0,0,343236,0,0
0.031559,0,0,0,424566,0,0
0.033001,0,0,0,427020,0,0
0.035373,0,0,0,427158,0,0
0.036826,0,0,0,431472,0,0
0.038277,0,0,0,338520,0,0
0.039636,0,0,0,425256,0,0
0.047270,0,0,0,425412,0,0
0.048716,0,0,0,426384,0,0
0.055364,0,0,0,3863310,0,0
0.064486,0,0,0,472146,0,0
0.067085,0,0,0,405492,0,0
0.075334,0,0,0,742704,0,0
0.083291,0,0,0,3935712,0,0
0.088417,0,0,0,429372,0,0
0.089866,0,0,0,425490,0,0
0.091307,0,0,0,423348,0,0
0.092748,0,0,0,424614,0,0
0.094189,0,0,0,337938,0,0
0.095540,0,0,0,424998,0,0
0.096982,0,0,0,423726,0,0
0.098433,0,0,0,424188,0,0
0.099876,0,0,0,424800,0,0
0.101317,102,138,0,566298,0,0
0.102590,0,0,0,424674,0,0
0.104033,0,0,0,426438,0,0
0.105475,0,0,0,422358,0,0
0.106913,0,0,0,437058,0,0
0.108367,0,0,0,424848,0,0
0.109815,0,0,0,425784,0,0
0.111304,0,0,0,425484,0,0
0.112745,0,0,0,424920,0,0
0.114185,0,0,0,423444,0,0
0.115625,0,0,0,426342,0,0
0.117068,0,0,0,424422,0,0
0.118526,0,0,0,424272,0,0
0.119975,0,0,0,417948,0,0
0.121418,0,0,0,425142,0,0
0.122858,0,0,0,424494,0,0
0.124327,0,0,0,426300,0,0
0.125768,0,0,0,425982,0,0
0.127230,0,0,0,2635584,0,0
0.130986,0,0,0,423822,0,0
0.132428,0,0,0,424722,0,0
0.133871,0,0,0,424422,0,0
0.135329,0,0,0,425226,0,0
0.136772,0,0,0,424500,0,0
0.138213,0,0,0,423180,0,0
0.139655,0,0,0,422322,0,0
0.141101,0,0,0,423510,0,0
0.142562,0,0,0,422724,0,0
0.144002,0,0,0,424140,0,0
0.145447,0,0,0,423858,0,0
0.146888,0,0,0,462474,0,0
0.148376,0,0,0,426480,0,0
0.149819,459,642,0,1884282,0,0
0.151046,1050,1344,0,4858764,0,0
0.152252,975,1248,0,4775766,0,0
0.153457,276,333,0,4771134,0,0
0.154677,0,0,0,4831452,0,0
0.155890,0,0,0,4803606,0,0
0.157104,0,0,0,4806162,0,0
0.158317,0,0,0,4887486,0,0
0.159553,0,0,0,4808514,0,0
0.160767,0,0,0,4812180,0,0
0.161984,0,0,0,4819830,0,0
0.163201,0,0,0,4632540,0,0
0.164381,0,0,0,4860588,0,0
0.165596,0,0,0,4809408,0,0
0.166833,0,0,0,4900416,0,0
0.168049,0,0,0,4816260,0,0
0.169266,0,0,0,4814406,0,0
0.170480,0,0,0,4810668,0,0
0.171695,0,0,0,4812858,0,0
0.172910,0,0,0,4808988,0,0
0.174125,0,0,0,4813728,0,0
0.175346,0,0,0,4831614,0,0
0.176560,0,0,0,4806294,0,0
0.177775,0,0,0,4813806,0,0
0.178990,0,0,0,4810356,0,0
0.180203,0,0,0,4805700,0,0
0.181417,0,0,0,4806738,0,0
0.182631,0,0,0,4801542,0,0
0.183845,0,0,0,4811706,0,0
0.185060,0,0,0,4810812,0,0
0.186281,0,0,0,4837230,0,0
0.187496,0,0,0,4807980,0,0
0.188710,0,0,0,4805688,0,0
0.189923,0,0,0,4805850,0,0
0.191155,0,0,0,4924242,0,0
0.192392,0,0,0,4871220,0,0
0.193615,0,0,0,4824390,0,0
0.194829,0,0,0,4808064,0,0
0.196043,0,0,0,4807602,0,0
0.197263,0,0,0,4830414,0,0
0.198493,0,0,0,4872384,0,0
0.199707,0,0,0,4802994,0,0
0.200921,0,0,0,4822386,0,0
0.202139,0,0,0,4814358,0,0
0.203354,0,0,0,4810386,0,0
0.204567,0,0,0,4800372,0,0
0.205780,0,0,0,4802058,0,0
0.207012,0,0,0,4882146,0,0
0.208233,0,0,0,4836648,0,0
0.209447,0,0,0,4806180,0,0
0.210661,0,0,0,4805682,0,0
0.211875,0,0,0,4807452,0,0
0.213088,0,0,0,4807914,0,0
0.214302,0,0,0,4882986,0,0
0.215537,0,0,0,4812144,0,0
0.216751,0,0,0,4804644,0,0
0.223307,0,0,0,25969614,0,0
0.224528,0,0,0,4830726,0,0
0.225742,0,0,0,4804584,0,0
0.226955,0,0,0,4806498,0,0
0.228169,0,0,0,4807968,0,0
0.229383,0,0,0,4807542,0,0
0.230616,0,0,0,4881156,0,0
0.231831,0,0,0,4811022,0,0
0.233045,0,0,0,4806066,0,0
0.234258,0,0,0,4805166,0,0
0.235478,0,0,0,4831836,0,0
0.236692,0,0,0,4444764,0,0
0.237854,0,0,0,4961886,0,0
0.239067,0,0,0,4806114,0,0
0.240281,0,0,0,4809816,0,0
0.241496,0,0,0,4807344,0,0
0.242709,0,0,0,4803588,0,0
0.243923,0,0,0,4804542,0,0
0.245135,0,0,0,4801356,0,0
0.246354,0,0,0,4827552,0,0
0.247568,0,0,0,4808022,0,0
0.248781,0,0,0,4797684,0,0
0.249992,0,0,0,4800246,0,0
0.251205,0,0,0,4580928,0,0
0.252362,0,0,0,4808712,0,0
0.253581,0,0,0,4829448,0,0
0.254815,0,0,0,4880736,0,0
0.256030,0,0,0,4811448,0,0
0.257249,0,0,0,4832052,0,0
0.258464,0,0,0,4807536,0,0
0.259678,0,0,0,4807980,0,0
0.260891,0,0,0,4804008,0,0
0.262105,0,0,0,4805268,0,0
0.263318,0,0,0,4809174,0,0
0.264533,0,0,0,4806552,0,0
0.265747,0,0,0,4806660,0,0
0.266960,0,0,0,4805790,0,0
0.268180,0,0,0,4831950,0,0
0.269394,0,0,0,4805892,0,0
0.270626,0,0,0,4879584,0,0
0.271877,0,0,0,4951572,0,0
0.273091,0,0,0,4806804,0,0
0.274304,0,0,0,4805808,0,0
0.275518,0,0,0,4806972,0,0
0.276731,0,0,0,4804794,0,0
0.277945,0,0,0,4807224,0,0
0.279184,0,0,0,4931586,0,0
0.280406,0,0,0,4812186,0,0
0.281619,0,0,0,4807224,0,0
0.282833,0,0,0,4806588,0,0
0.284048,0,0,0,4808454,0,0
0.285261,0,0,0,4807218,0,0
0.286494,0,0,0,4880100,0,0
0.287709,0,0,0,4811124,0,0
0.288923,0,0,0,4808232,0,0
0.290143,0,0,0,4829520,0,0
0.291357,0,0,0,4809750,0,0
0.292571,0,0,0,4804338,0,0
0.293783,0,0,0,4797564,0,0
0.295014,0,0,0,4874814,0,0
0.296227,0,0,0,4806012,0,0
0.297440,0,0,0,4799160,0,0
0.298652,0,0,0,4797456,0,0
0.299863,0,0,0,4802172,0,0
0.301082,0,0,0,4827342,0,0
0.302295,0,0,0,4885950,0,0
0.303536,0,0,0,4840812,0,0
0.304753,0,0,0,4812234,0,0
0.305967,0,0,0,4808082,0,0
0.307181,0,0,0,4661364,0,0
0.308359,0,0,0,4809744,0,0
0.309573,0,0,0,4806966,0,0
0.310805,0,0,0,4881624,0,0
0.312027,0,0,0,4838118,0,0
0.313241,0,0,0,4806012,0,0
0.314455,0,0,0,4805166,0,0
0.315669,0,0,0,4809558,0,0
0.316882,0,0,0,4802850,0,0
0.318096,0,0,0,4806426,0,0
0.319310,0,0,0,4811706,0,0
0.320524,0,0,0,4816056,0,0
0.321743,0,0,0,4816794,0,0
0.322963,0,0,0,4830828,0,0
0.324178,0,0,0,4809168,0,0
0.325391,0,0,0,4807728,0,0
0.326625,0,0,0,4882776,0,0
0.327839,0,0,0,4810380,0,0
0.329053,0,0,0,4806408,0,0
0.330267,0,0,0,4806420,0,0
0.331481,0,0,0,4808130,0,0
0.332695,0,0,0,4806126,0,0
0.333914,0,0,0,4829442,0,0
0.335147,0,0,0,5025096,0,0
0.336398,0,0,0,4810440,0,0
0.337612,0,0,0,4805226,0,0
0.338825,0,0,0,4806882,0,0
0.340039,0,0,0,4806630,0,0
0.341253,0,0,0,4807704,0,0
0.342486,0,0,0,4881102,0,0
0.343701,0,0,0,4811616,0,0
