elapsed_s,VPC_FE_SP_COMPONENTS,VPC_FE_STALL_CYCLES_VPCRAM_POS,VPC_FE_VS_BUSY_CYCLES,VPC_FE_VS_WORKING_CYCLES,VPC_FE_NUM_VPCRAM_READ_POS,VPC_FE_WIT_FULL_CYCLES
0.001105,0,0,0,0,0,0
0.002574,0,0,0,0,0,0
0.004011,0,0,0,0,0,0
0.005493,0,0,0,0,0,0
0.006927,0,0,0,0,0,0
0.008359,0,0,0,0,0,0
0.009818,0,0,0,0,0,0
0.011253,0,0,0,0,0,0
0.012685,0,0,0,0,0,0
0.014236,0,0,0,0,0,0
0.015647,0,0,0,0,0,0
0.017100,0,0,0,0,0,0
0.018496,0,0,0,0,0,0
0.019921,0,0,0,0,0,0
0.021460,0,0,0,0,0,0
0.022822,0,0,0,0,0,0
0.024183,0,0,0,0,0,0
0.025593,0,0,0,0,0,0
0.026956,0,0,0,0,0,0
0.028315,0,0,0,0,0,0
0.029710,0,0,0,0,0,0
0.031017,0,0,0,0,0,0
0.032322,0,0,0,0,0,0
0.033673,0,0,0,0,0,0
0.034937,0,0,0,0,0,0
0.036201,0,0,0,0,0,0
0.037639,0,0,0,0,0,0
0.038904,0,0,0,0,0,0
0.040168,0,0,0,0,0,0
0.041505,0,0,0,0,0,0
0.042851,0,0,0,0,0,0
0.044196,0,0,0,0,0,0
0.045566,0,0,0,0,0,0
0.047007,0,0,0,0,0,0
0.048402,0,0,0,0,0,0
0.049822,0,0,0,0,0,0
0.051292,0,0,0,0,0,0
0.052723,0,0,0,0,0,0
0.054406,0,0,0,0,0,0
0.055922,0,0,0,0,0,0
0.057329,0,0,0,0,0,0
0.058727,0,0,0,0,0,0
0.060126,0,0,0,0,0,0
0.061785,0,0,0,0,0,0
0.063343,0,0,2919,930,0,0
0.065162,0,0,0,0,0,0
0.066561,0,0,0,0,0,0
0.067955,0,0,0,0,0,0
0.069389,0,0,0,0,0,0
0.070786,0,0,0,0,0,0
0.072180,0,0,0,0,0,0
0.073590,0,0,5256,1227,0,0
0.074841,0,0,5604,2571,0,0
0.076090,0,0,5412,2535,0,0
0.081004,0,0,22311,10494,0,0
0.082423,0,0,5141,2376,0,0
0.083548,0,0,5400,2535,0,0
0.084796,0,0,5664,2694,0,0
0.086215,0,0,6375,2961,0,0
0.087535,0,0,5409,2535,0,0
0.088747,0,0,5406,2535,0,0
0.090051,0,0,5670,2730,0,0
0.091258,0,0,5415,2499,0,0
0.092464,0,0,5130,2376,0,0
0.093688,0,0,5415,2535,0,0
0.094945,0,0,5409,2694,0,0
