elapsed_s,VPC_FE_POSRAM_FULL_CYCLES,VPC_FE_GMEM_NOP_FULL_CYCLES,VPC_FE_GMEM_POS_FULL_CYCLES,VPC_FE_BOTTLENECK,VPC_US_BUSY_CYCLES,VPC_US_WORKING_CYCLES
0.001125,0,0,0,0,0,0
0.002690,0,0,0,0,0,0
0.004348,0,0,0,0,0,0
0.005890,0,0,0,0,0,0
0.007423,0,0,0,0,0,0
0.009097,0,0,0,0,0,0
0.010623,0,0,0,0,0,0
0.012216,0,0,0,0,0,0
0.013704,0,0,0,0,0,0
0.015190,0,0,0,0,0,0
0.016678,0,0,0,0,0,0
0.018192,0,0,0,0,0,0
0.019678,0,0,0,0,0,0
0.021336,0,0,0,0,0,0
0.022845,0,0,0,0,0,0
0.024356,0,0,0,0,0,0
0.025867,0,0,0,0,0,0
0.027377,0,0,0,0,0,0
0.029031,0,0,0,0,0,0
0.030518,0,0,0,0,0,0
0.032014,0,0,0,0,0,0
0.033500,0,0,0,0,0,0
0.034985,0,0,0,0,0,0
0.036528,0,0,0,0,0,0
0.038001,0,0,0,0,0,0
0.039472,0,0,0,0,0,0
0.041010,0,0,0,0,0,0
0.042489,0,0,0,0,0,0
0.043984,0,0,0,0,0,0
0.045482,0,0,0,0,0,0
0.046913,0,0,0,0,0,0
0.048343,0,0,0,0,0,0
0.049775,0,0,0,0,0,0
0.051207,0,0,0,0,0,0
0.052655,0,0,0,0,0,0
0.054241,0,0,0,0,0,0
0.055674,0,0,0,0,0,0
0.057147,0,0,0,0,0,0
0.058522,0,0,0,0,0,0
0.059924,0,0,0,0,0,0
0.061431,0,0,0,0,0,0
0.062863,0,0,0,0,0,0
0.064217,0,0,0,0,0,0
0.065606,0,0,0,0,0,0
0.066955,0,0,0,0,0,0
0.068352,0,0,0,0,0,0
0.069707,0,0,0,0,0,0
0.071056,0,0,0,0,0,0
0.072410,0,0,0,0,0,0
0.073771,0,0,0,0,0,0
0.075141,0,0,0,6,149,146
0.076518,0,0,0,0,0,0
0.077874,0,0,0,0,0,0
0.079225,0,0,0,0,0,0
