elapsed_s,VPC_US_STARVE_CYCLES_TSE_FE,VPC_US_PTUS_FULL,VPC_US_COMP_INVIS_PRIM_COUNT,VPC_US_STALL_CYCLES_VSC,VPC_US_STALL_CYCLES_VPC_BE,VPC_US_STALL_CYCLES_UCHE
0.001578,0,0,0,0,0,0
0.003130,0,0,0,0,0,0
0.004708,0,0,0,0,0,0
0.006222,0,0,0,0,0,0
0.007733,0,0,0,0,0,0
0.009354,0,0,0,0,0,0
0.010901,0,0,0,0,0,0
0.012439,0,0,0,0,0,0
0.014015,0,0,0,0,0,0
0.015502,0,0,0,0,0,0
0.017020,0,0,0,0,0,0
0.018526,0,0,0,0,0,0
0.019973,0,0,0,0,0,0
0.021630,0,0,0,0,0,0
0.023074,0,0,0,0,0,0
0.024570,0,0,0,0,0,0
0.026010,0,0,0,0,0,0
0.027450,0,0,0,0,0,0
0.028999,0,0,0,0,0,0
0.030385,0,0,0,0,0,0
0.031773,0,0,0,0,0,0
0.033201,0,0,0,0,0,0
0.034580,0,0,0,0,0,0
0.035954,0,0,0,0,0,0
0.037329,0,0,0,0,0,0
0.038702,0,0,0,0,0,0
0.040076,0,0,0,0,0,0
0.041458,0,0,0,0,0,0
0.042830,0,0,0,0,0,0
0.044249,0,0,0,0,0,0
0.045634,0,0,0,0,0,0
0.047004,0,0,0,0,0,0
0.048397,0,0,0,0,0,0
0.049744,0,0,0,0,0,0
0.051085,0,0,0,0,0,0
0.052432,0,0,0,0,0,0
0.054030,0,0,0,0,0,0
0.055422,0,0,0,0,0,0
0.056843,0,0,0,0,0,0
0.058215,0,0,0,0,0,0
0.059585,0,0,0,0,0,0
0.061005,0,0,0,0,0,0
0.062378,0,0,0,0,0,0
0.063750,0,0,0,0,0,0
0.065183,0,0,0,0,0,0
0.066649,0,0,0,0,0,0
0.068127,27,0,0,0,0,0
0.069468,0,0,0,0,0,0
0.070891,0,0,0,0,0,0
0.072308,0,0,0,0,0,0
0.073685,0,0,0,0,0,0
0.075059,0,0,0,0,0,0
0.076489,0,0,0,0,0,0
0.077864,0,0,0,0,0,0
0.079239,0,0,0,0,0,0
0.080639,0,0,0,0,0,0
0.082025,0,0,0,0,0,0
0.083409,0,0,0,0,0,0
0.084884,60,0,0,0,0,0
0.086623,273,0,0,0,0,0
0.087830,273,0,0,0,0,0
0.089105,294,0,0,0,0,0
0.090354,273,0,0,0,0,0
0.091566,273,0,0,0,0,0
0.092795,273,0,0,0,0,0
0.094067,291,0,0,0,0,0
0.095320,276,0,0,0,0,0
0.096675,294,0,0,0,0,0
0.097932,291,0,0,0,0,0
0.099186,276,0,0,0,0,0
0.100442,294,0,0,0,0,0
0.101736,273,0,0,0,0,0
0.102993,294,0,0,0,0,0
0.104255,273,0,0,0,0,0
0.105508,291,0,0,0,0,0
0.106761,276,0,0,0,0,0
0.108013,294,0,0,0,0,0
0.109352,297,0,0,0,0,0
0.111054,24,0,0,0,0,0
0.112480,0,0,0,0,0,0
0.113910,0,0,0,0,0,0
0.115301,0,0,0,0,0,0
0.116740,0,0,0,0,0,0
0.118106,0,0,0,0,0,0
0.119471,0,0,0,0,0,0
0.120845,0,0,0,0,0,0
0.122211,0,0,0,0,0,0
0.123576,0,0,0,0,0,0
0.124977,0,0,0,0,0,0
0.126328,0,0,0,0,0,0
0.127676,0,0,0,0,0,0
0.129025,0,0,0,0,0,0
0.130375,0,0,0,0,0,0
0.131730,0,0,0,0,0,0
0.133069,0,0,0,0,0,0
0.134379,0,0,0,0,0,0
0.135688,0,0,0,0,0,0
0.137111,0,0,0,0,0,0
0.138540,0,0,0,0,0,0
0.139986,0,0,0,0,0,0
0.141454,0,0,0,0,0,0
0.142844,0,0,0,0,0,0
0.144225,0,0,0,0,0,0
0.145651,0,0,0,0,0,0
0.147075,0,0,0,0,0,0
0.148501,0,0,0,0,0,0
0.149894,0,0,0,0,0,0
0.151290,0,0,0,0,0,0
0.152685,0,0,0,0,0,0
0.154085,0,0,0,0,0,0
0.155475,0,0,0,0,0,0
0.156899,0,0,0,0,0,0
0.158359,0,0,0,0,0,0
0.159755,0,0,0,0,0,0
0.161147,0,0,0,0,0,0
0.162539,0,0,0,0,0,0
0.163929,0,0,0,0,0,0
0.165410,0,0,0,0,0,0
0.166803,0,0,0,0,0,0
0.168232,0,0,0,0,0,0
0.169624,0,0,0,0,0,0
0.171014,0,0,0,0,0,0
0.172407,0,0,0,0,0,0
0.173970,0,0,0,0,0,0
0.175532,0,0,0,0,0,0
0.176987,0,0,0,0,0,0
0.178517,0,0,0,0,0,0
0.180079,0,0,0,0,0,0
0.181647,0,0,0,0,0,0
0.183207,0,0,0,0,0,0
0.184772,0,0,0,0,0,0
0.186335,0,0,0,0,0,0
0.187910,0,0,0,0,0,0
0.189478,0,0,0,0,0,0
0.191039,0,0,0,0,0,0
0.192603,0,0,0,0,0,0
0.194167,0,0,0,0,0,0
0.195729,0,0,0,0,0,0
0.197336,0,0,0,0,0,0
0.198914,0,0,0,0,0,0
0.200479,0,0,0,0,0,0
0.202043,0,0,0,0,0,0
0.203605,0,0,0,0,0,0
0.205212,0,0,0,0,0,0
0.206775,0,0,0,0,0,0
0.208340,0,0,0,0,0,0
0.209916,0,0,0,0,0,0
0.211477,0,0,0,0,0,0
0.213083,0,0,0,0,0,0
0.214647,0,0,0,0,0,0
0.216209,0,0,0,0,0,0
0.217770,0,0,0,0,0,0
0.219332,0,0,0,0,0,0
0.220951,0,0,0,0,0,0
0.222515,0,0,0,0,0,0
0.224075,0,0,0,0,0,0
0.225641,0,0,0,0,0,0
0.227200,0,0,0,0,0,0
0.228805,0,0,0,0,0,0
0.230367,0,0,0,0,0,0
0.231939,0,0,0,0,0,0
0.233504,0,0,0,0,0,0
0.235064,0,0,0,0,0,0
0.236669,0,0,0,0,0,0
0.238230,0,0,0,0,0,0
0.239789,0,0,0,0,0,0
0.241223,0,0,0,0,0,0
0.242764,0,0,0,0,0,0
0.244326,0,0,0,0,0,0
0.245931,0,0,0,0,0,0
0.247489,0,0,0,0,0,0
0.249050,0,0,0,0,0,0
0.250611,0,0,0,0,0,0
0.252240,0,0,0,0,0,0
0.253921,0,0,0,0,0,0
0.255480,0,0,0,0,0,0
0.257039,0,0,0,0,0,0
0.258601,0,0,0,0,0,0
0.260229,0,0,0,0,0,0
0.261894,0,0,0,0,0,0
0.263453,0,0,0,0,0,0
0.265027,0,0,0,0,0,0
0.266589,0,0,0,0,0,0
0.268216,0,0,0,0,0,0
0.269732,0,0,0,0,0,0
0.271290,0,0,0,0,0,0
0.272851,0,0,0,0,0,0
0.274411,0,0,0,0,0,0
0.275983,0,0,0,0,0,0
0.277571,0,0,0,0,0,0
0.279130,0,0,0,0,0,0
0.280691,0,0,0,0,0,0
0.282252,0,0,0,0,0,0
0.283811,0,0,0,0,0,0
0.285380,0,0,0,0,0,0
0.286920,0,0,0,0,0,0
0.288483,0,0,0,0,0,0
0.290043,0,0,0,0,0,0
0.291604,0,0,0,0,0,0
0.293208,0,0,0,0,0,0
0.294768,0,0,0,0,0,0
0.296331,0,0,0,0,0,0
0.297907,0,0,0,0,0,0
0.299468,0,0,0,0,0,0
0.301071,0,0,0,0,0,0
0.302641,0,0,0,0,0,0
0.304170,0,0,0,0,0,0
0.305585,0,0,0,0,0,0
0.307113,0,0,0,0,0,0
0.308734,0,0,0,0,0,0
0.310296,0,0,0,0,0,0
0.311858,0,0,0,0,0,0
0.313507,0,0,0,0,0,0
0.315067,0,0,0,0,0,0
0.316675,0,0,0,0,0,0
0.318237,0,0,0,0,0,0
0.319810,0,0,0,0,0,0
0.321433,0,0,0,0,0,0
0.322995,0,0,0,0,0,0
0.324606,0,0,0,0,0,0
0.326169,0,0,0,0,0,0
0.327731,0,0,0,0,0,0
0.329293,0,0,0,0,0,0
0.330869,0,0,0,0,0,0
0.332432,0,0,0,0,0,0
0.334040,0,0,0,0,0,0
0.335602,0,0,0,0,0,0
0.337163,0,0,0,0,0,0
0.338726,0,0,0,0,0,0
0.340290,0,0,0,0,0,0
0.341912,0,0,0,0,0,0
0.343470,0,0,0,0,0,0
0.345031,0,0,0,0,0,0
0.346593,0,0,0,0,0,0
0.348232,0,0,0,0,0,0
0.351735,0,0,0,0,0,0
0.353177,0,0,0,0,0,0
0.354585,0,0,0,0,0,0
0.355984,0,0,0,0,0,0
0.357422,0,0,0,0,0,0
0.358955,0,0,0,0,0,0
0.360367,0,0,0,0,0,0
0.361730,0,0,0,0,0,0
0.363097,0,0,0,0,0,0
0.364575,0,0,0,0,0,0
0.365983,0,0,0,0,0,0
0.367380,0,0,0,0,0,0
0.368779,0,0,0,0,0,0
0.370191,0,0,0,0,0,0
0.373001,0,0,0,0,0,0
0.374468,0,0,0,0,0,0
0.375924,0,0,0,0,0,0
0.377371,0,0,0,0,0,0
0.378776,0,0,0,0,0,0
0.380177,0,0,0,0,0,0
0.381621,0,0,0,0,0,0
0.383017,0,0,0,0,0,0
0.384413,0,0,0,0,0,0
0.385804,0,0,0,0,0,0
0.387203,0,0,0,0,0,0
0.388716,0,0,0,0,0,0
0.390244,0,0,0,0,0,0
0.391804,0,0,0,0,0,0
0.393418,0,0,0,0,0,0
0.394980,0,0,0,0,0,0
0.396544,0,0,0,0,0,0
0.398118,0,0,0,0,0,0
0.399678,0,0,0,0,0,0
0.401239,0,0,0,0,0,0
0.402801,0,0,0,0,0,0
0.404364,0,0,0,0,0,0
0.405968,0,0,0,0,0,0
0.407529,0,0,0,0,0,0
0.409103,0,0,0,0,0,0
0.410665,0,0,0,0,0,0
0.412228,0,0,0,0,0,0
0.413789,0,0,0,0,0,0
0.415349,0,0,0,0,0,0
0.416911,0,0,0,0,0,0
0.418376,0,0,0,0,0,0
0.419921,0,0,0,0,0,0
0.421487,0,0,0,0,0,0
0.423044,0,0,0,0,0,0
0.424487,0,0,0,0,0,0
0.426022,0,0,0,0,0,0
0.427581,0,0,0,0,0,0
0.429186,0,0,0,0,0,0
0.430762,0,0,0,0,0,0
0.432324,0,0,0,0,0,0
0.433886,0,0,0,0,0,0
0.435446,0,0,0,0,0,0
0.437052,0,0,0,0,0,0
0.438613,0,0,0,0,0,0
0.440257,0,0,0,0,0,0
0.441749,0,0,0,0,0,0
0.443150,0,0,0,0,0,0
0.444722,0,0,0,0,0,0
0.446284,0,0,0,0,0,0
0.447845,0,0,0,0,0,0
0.449497,0,0,0,0,0,0
0.451058,0,0,0,0,0,0
0.452677,0,0,0,0,0,0
0.454239,0,0,0,0,0,0
0.455800,0,0,0,0,0,0
0.457422,0,0,0,0,0,0
0.458983,0,0,0,0,0,0
0.460545,0,0,0,0,0,0
0.462107,0,0,0,0,0,0
0.463681,0,0,0,0,0,0
0.465243,0,0,0,0,0,0
0.466805,0,0,0,0,0,0
0.468367,0,0,0,0,0,0
0.469927,0,0,0,0,0,0
0.471505,0,0,0,0,0,0
0.473067,0,0,0,0,0,0
0.474642,0,0,0,0,0,0
0.476207,0,0,0,0,0,0
0.477768,0,0,0,0,0,0
0.479328,0,0,0,0,0,0
0.480889,0,0,0,0,0,0
0.482363,0,0,0,0,0,0
0.483794,0,0,0,0,0,0
0.485208,0,0,0,0,0,0
0.486608,0,0,0,0,0,0
0.488005,0,0,0,0,0,0
0.489533,0,0,0,0,0,0
0.490989,0,0,0,0,0,0
0.492998,0,0,0,0,0,0
0.494430,0,0,0,0,0,0
0.495844,0,0,0,0,0,0
0.497354,0,0,0,0,0,0
0.498746,0,0,0,0,0,0
0.500136,0,0,0,0,0,0
0.501596,0,0,0,0,0,0
0.502988,0,0,0,0,0,0
0.504338,0,0,0,0,0,0
0.505860,0,0,0,0,0,0
0.507304,0,0,0,0,0,0
0.508856,0,0,0,0,0,0
0.510250,0,0,0,0,0,0
0.511643,0,0,0,0,0,0
0.513035,0,0,0,0,0,0
0.514428,0,0,0,0,0,0
0.515945,0,0,0,0,0,0
0.517579,0,0,0,0,0,0
0.519141,0,0,0,0,0,0
0.520707,0,0,0,0,0,0
0.522270,0,0,0,0,0,0
0.523832,0,0,0,0,0,0
0.525346,0,0,0,0,0,0
0.526878,0,0,0,0,0,0
0.528455,0,0,0,0,0,0
0.530019,0,0,0,0,0,0
0.531581,0,0,0,0,0,0
0.533189,0,0,0,0,0,0
0.534753,0,0,0,0,0,0
0.536318,0,0,0,0,0,0
0.537882,0,0,0,0,0,0
0.539458,0,0,0,0,0,0
0.540920,0,0,0,0,0,0
0.542478,0,0,0,0,0,0
0.544040,0,0,0,0,0,0
0.545609,0,0,0,0,0,0
0.547172,0,0,0,0,0,0
0.548782,0,0,0,0,0,0
0.550360,0,0,0,0,0,0
0.551922,0,0,0,0,0,0
0.553489,0,0,0,0,0,0
0.555051,0,0,0,0,0,0
0.556660,0,0,0,0,0,0
0.558224,0,0,0,0,0,0
0.559784,0,0,0,0,0,0
0.561444,0,0,0,0,0,0
0.563007,0,0,0,0,0,0
0.564615,0,0,0,0,0,0
0.566179,0,0,0,0,0,0
0.567741,0,0,0,0,0,0
0.569305,0,0,0,0,0,0
0.570869,0,0,0,0,0,0
0.572483,0,0,0,0,0,0
0.574015,0,0,0,0,0,0
0.575425,0,0,0,0,0,0
0.576829,0,0,0,0,0,0
0.578228,0,0,0,0,0,0
0.579626,0,0,0,0,0,0
0.581069,0,0,0,0,0,0
0.582680,0,0,0,0,0,0
0.584245,0,0,0,0,0,0
0.585806,0,0,0,0,0,0
0.587412,0,0,0,0,0,0
0.589019,0,0,0,0,0,0
0.590582,0,0,0,0,0,0
0.592140,0,0,0,0,0,0
0.593812,0,0,0,0,0,0
0.595231,0,0,0,0,0,0
0.596635,0,0,0,0,0,0
0.598035,0,0,0,0,0,0
0.599432,0,0,0,0,0,0
0.600833,0,0,0,0,0,0
0.602230,0,0,0,0,0,0
0.603628,0,0,0,0,0,0
0.605216,0,0,0,0,0,0
0.606784,0,0,0,0,0,0
0.608348,0,0,0,0,0,0
0.609912,0,0,0,0,0,0
0.611474,0,0,0,0,0,0
0.613081,0,0,0,0,0,0
0.614645,0,0,0,0,0,0
0.616223,0,0,0,0,0,0
0.617786,0,0,0,0,0,0
0.619347,0,0,0,0,0,0
0.620955,0,0,0,0,0,0
0.622519,0,0,0,0,0,0
0.624080,0,0,0,0,0,0
0.625648,0,0,0,0,0,0
0.627222,0,0,0,0,0,0
0.628829,0,0,0,0,0,0
0.630392,0,0,0,0,0,0
0.631955,0,0,0,0,0,0
0.633521,0,0,0,0,0,0
0.635083,0,0,0,0,0,0
0.636691,0,0,0,0,0,0
0.638269,0,0,0,0,0,0
0.639831,0,0,0,0,0,0
0.641344,0,0,0,0,0,0
0.642876,0,0,0,0,0,0
0.644441,0,0,0,0,0,0
0.646050,0,0,0,0,0,0
0.647611,0,0,0,0,0,0
0.649187,0,0,0,0,0,0
0.650751,0,0,0,0,0,0
0.652316,0,0,0,0,0,0
0.653922,0,0,0,0,0,0
0.655484,0,0,0,0,0,0
0.657046,0,0,0,0,0,0
0.658610,0,0,0,0,0,0
0.660188,0,0,0,0,0,0
0.661752,0,0,0,0,0,0
0.663314,0,0,0,0,0,0
0.664879,0,0,0,0,0,0
0.666432,0,0,0,0,0,0
0.667986,0,0,0,0,0,0
0.669525,0,0,0,0,0,0
0.670944,0,0,0,0,0,0
0.672476,0,0,0,0,0,0
0.674037,0,0,0,0,0,0
0.675597,0,0,0,0,0,0
