elapsed_s,VPC_FE_VPCRAM_FULL_CYCLES,VPC_FE_NUM_VPCRAM_WRITE,VPC_FE_STALL_CYCLES_TSE_FE,VPC_FE_STALL_CYCLES_VPC_US,VPC_FE_TSE_FE_PRIMITIVES,VPC_FE_GS_PRIMITIVES
0.001352,0,0,0,0,0,0
0.002884,0,0,0,0,0,0
0.004370,0,0,0,0,0,0
0.005804,0,0,0,0,0,0
0.007332,0,0,0,0,0,0
0.008741,0,0,0,0,0,0
0.010170,0,0,0,0,0,0
0.011579,0,0,0,0,0,0
0.012987,0,0,0,0,0,0
0.014411,0,0,0,0,0,0
0.015787,0,0,0,0,0,0
0.017141,0,0,0,0,0,0
0.018538,0,0,0,0,0,0
0.019885,0,0,0,0,0,0
0.021240,0,0,0,0,0,0
0.022672,0,0,0,0,0,0
0.024124,0,0,0,0,0,0
0.025427,0,0,0,0,0,0
0.026778,0,0,0,0,0,0
0.028045,0,0,0,0,0,0
0.029418,0,0,0,0,0,0
0.030855,0,0,0,0,0,0
0.032122,0,0,0,0,0,0
0.033387,0,0,0,0,0,0
0.034809,0,0,0,0,0,0
0.036072,0,0,0,0,0,0
0.037334,0,0,0,0,0,0
0.038753,0,0,0,0,0,0
0.040014,0,0,0,0,0,0
0.041275,0,0,0,0,0,0
0.042718,0,0,0,0,0,0
0.044063,0,0,0,0,0,0
0.045406,0,0,0,0,0,0
0.046770,0,0,0,0,0,0
0.048179,0,0,0,0,0,0
0.049495,0,0,0,0,0,0
0.050808,0,0,0,0,0,0
0.052081,0,0,0,0,0,0
0.053350,0,0,0,0,0,0
0.054773,0,0,0,0,0,0
0.056145,0,0,0,0,0,0
0.057408,0,0,0,0,0,0
0.058785,0,0,0,0,0,0
0.060145,0,0,0,0,0,0
0.061503,0,0,0,0,0,0
0.063020,0,0,0,0,0,0
0.064332,0,0,0,0,0,0
0.065687,0,0,0,0,0,0
0.067090,0,0,0,0,0,0
0.068441,0,0,0,0,0,0
0.069793,0,0,0,0,0,0
0.071193,0,0,0,0,0,0
