elapsed_s,RBBM_NEVER_COUNT,RBBM_US_ALWAYS_COUNT,RBBM_US_ALWAYS_ON,RBBM_US_STATUS_MASKED
0.001070,0,71507,4291,1382
0.003227,0,71760,4307,1362
0.004873,0,90775,5446,1388
0.008588,0,700964,42084,1345
0.032801,0,663174,39773,1241
0.037942,0,71497,4282,1363
0.039397,0,89092,5345,1372
0.041547,0,71749,4305,1328
0.043006,0,71334,4291,1333
0.044489,0,73259,4413,1351
0.053054,0,118085,7023,1118
0.054764,0,328011,19682,1124
0.057807,0,68187,4091,1131
0.059225,0,68243,4096,1119
0.060660,0,68710,4122,1153
0.062080,0,68300,4099,1124
0.063497,0,68114,4086,1130
0.065561,0,68446,4107,1115
0.066979,0,68043,4083,1117
0.068396,0,70941,4257,1120
0.069832,0,68087,4085,1114
0.071248,0,68457,4108,1139
0.072664,0,68302,4098,1110
0.074081,0,68745,4125,1135
0.075502,0,68257,4097,1116
0.076919,0,68243,4094,1112
0.078335,0,68025,4080,1113
0.079751,0,68216,4093,1120
0.081168,0,70655,4248,1120
0.082600,0,68432,4099,1116
0.084032,0,68288,4098,1120
0.085451,0,69613,4211,1333
0.086909,0,71308,4278,1488
0.088362,0,71234,4274,1434
0.089815,0,70863,4253,1329
0.091267,0,70927,4256,1372
0.092744,0,66810,4022,1313
0.094177,0,71801,4297,1436
0.095631,0,71251,4275,1454
0.098552,0,64254,3902,1367
0.099998,0,75759,4546,1288
0.101495,0,77454,4648,1308
0.103022,0,74517,4426,1953
0.104503,0,64680,3914,1691
0.105957,0,73283,4353,1228
0.107408,0,69365,4140,1179
0.108811,0,68866,4147,1160
0.110246,0,70174,4216,1184
0.111688,0,69858,4191,1186
0.113126,0,70648,4237,1127
0.114564,0,69314,4139,1121
0.115999,0,68362,4102,1135
0.117421,0,68683,4124,1251
0.118843,0,68723,4123,1150
0.120263,0,68614,4117,1139
0.121684,0,68836,4131,1245
0.145262,0,130160,7817,9076
0.146656,0,68632,4109,1189
0.148079,0,68703,4123,1143
0.149503,0,68419,4106,1155
0.150924,0,316084,18974,1134
0.153903,0,69806,4181,1130
0.155327,0,68687,4122,1152
0.156755,0,69866,4192,1191
0.158187,0,68544,4113,1132
0.159608,0,61536,3691,1162
0.160987,0,68691,4122,1169
0.162409,0,68708,4124,1153
0.163832,0,71920,4316,1300
0.165275,0,580328,34836,1182
0.169917,0,181295,4226,114253
0.171324,0,1307083,11408,1307084
0.175358,0,2277496,19771,559368
0.177885,0,486183,4170,2597
0.179299,0,373889,3190,2499
0.180627,0,444378,3808,2495
0.182005,0,484224,4155,2650
0.183418,0,563938,4850,2841
0.184909,0,4452024,38761,2652
0.192797,0,853954,7369,2495
0.194987,0,711982,6143,2563
0.196616,0,592238,5098,2505
0.200269,0,484197,4155,2525
0.201686,0,3572365,31113,2496
0.211451,0,388677,3314,2562
0.212778,0,377679,3226,2497
0.214114,0,486355,4174,2510
0.215529,0,483437,4148,2563
0.216948,0,384594,3285,2543
0.218263,0,376473,3214,2505
0.219567,0,485288,4164,2497
0.220981,0,485085,4162,2504
0.222394,0,484381,4157,2600
0.223808,0,484672,4159,2626
0.225225,0,485695,4168,2496
0.226640,0,483731,4152,2487
0.228075,0,486278,4137,2489
0.229490,0,377150,3221,2503
0.231296,0,484076,4154,2495
0.232710,0,461062,3952,2490
0.234103,0,483284,4147,2615
0.235516,0,491220,4216,2537
0.236937,0,484987,4162,2748
0.238355,0,483508,4149,2506
0.239767,0,483116,4144,2535
0.241182,0,483022,4145,2591
0.242595,0,484323,4155,2601
0.244024,0,485308,4165,2507
0.245437,0,483582,4148,2787
0.246850,0,484471,4158,2497
0.248276,0,485570,4168,2617
0.249695,0,484322,4156,2497
0.251108,0,422366,3615,2605
0.252480,0,493076,4232,2493
0.253913,0,493434,4235,2499
0.255327,0,483794,4150,2651
0.256740,0,425289,3641,2559
0.258102,0,488718,4193,2543
0.259519,0,489375,4201,2500
0.260941,0,479948,4117,2499
0.262354,0,487596,4184,2546
0.263771,0,484897,4161,2586
0.265185,0,483750,4151,2604
0.266599,0,376081,3210,2520
0.267906,0,484588,4157,2488
0.269321,0,483785,4151,2501
0.270733,0,375926,3209,2512
0.272044,0,486947,4180,2544
0.273458,0,483269,4146,2614
0.274871,0,484334,4157,2563
0.276300,0,484336,4154,2498
0.277714,0,480170,4121,2506
0.279127,0,480159,4119,2835
