elapsed_s,RBBM_US_PC_BUSY,RBBM_US_COM_BUSY,RBBM_US_DCOM_BUSY,RBBM_US_VBIF_BUSY
0.001068,0,0,0,647
0.007355,0,0,0,875
0.008858,0,0,0,996
0.010328,0,0,0,874
0.011708,0,0,0,835
0.013174,0,0,0,879
0.014639,0,0,0,984
0.016335,0,0,0,851
0.017824,0,0,0,861
0.019359,0,0,0,640
0.020732,0,0,0,627
0.022168,0,0,0,609
0.023600,0,0,0,619
0.025034,0,0,0,627
0.026566,0,0,0,673
0.027929,0,0,0,865
0.029429,0,0,0,886
0.030898,0,0,0,837
0.032404,0,0,0,1082
0.033869,0,0,0,1148
0.035427,0,0,0,974
0.036893,0,0,0,833
0.038360,0,0,0,1103
0.039834,0,0,0,901
0.041300,0,0,0,1052
0.042793,0,0,0,899
0.044267,0,0,0,911
0.045735,0,0,0,942
0.047202,0,0,0,916
0.048667,0,0,0,938
0.050137,0,0,0,998
0.051630,0,0,0,849
0.053097,0,0,0,951
0.054561,0,0,0,885
0.056053,0,0,0,829
0.057522,0,0,0,851
0.065633,0,0,0,597
0.067090,0,0,0,603
0.068463,0,0,0,961
0.069929,0,0,0,1080
0.071395,0,0,0,896
0.072861,0,0,0,886
0.074329,0,0,0,847
0.075708,0,0,0,801
0.077175,0,0,0,833
0.078641,0,0,0,911
0.080107,0,0,0,956
0.081575,0,0,0,914
0.083066,0,0,0,873
0.084507,0,0,0,1002
0.085976,0,0,0,993
0.087452,0,0,0,902
0.088936,0,0,0,1082
0.090403,0,0,0,927
0.091872,0,0,0,974
0.093338,0,0,0,1120
0.094807,0,0,0,867
0.096273,0,0,0,863
0.097750,0,0,0,881
0.099244,0,0,0,851
0.100702,118,111,0,5505
0.101990,0,0,0,622
0.107340,0,0,0,601
0.108775,0,0,0,620
0.110202,0,0,0,623
0.111633,0,0,0,605
0.113062,0,0,0,618
0.114510,0,0,0,606
0.115941,0,0,0,952
0.117410,0,0,0,925
0.118884,0,0,0,861
0.120324,0,0,0,874
0.121790,0,0,0,909
0.123253,0,0,0,871
0.124730,0,0,0,938
0.126195,0,0,0,845
0.127662,0,0,0,919
0.129137,0,0,0,831
0.130629,0,0,0,864
0.132096,0,0,0,979
0.133561,0,0,0,976
0.135026,0,0,0,1053
0.136487,0,0,0,845
0.137952,0,0,0,957
0.139426,0,0,0,884
0.140892,0,0,0,880
0.142358,0,0,0,827
0.144537,45562,197,0,40589
0.146282,959751,220,0,87627
0.147476,404086,197,0,47392
0.148902,0,0,0,2036
0.150335,0,0,0,2206
0.155355,0,0,0,2207
0.156782,0,0,0,2075
0.158207,0,0,0,2046
0.159632,0,0,0,2028
0.161064,0,0,0,2027
0.162510,0,0,0,2035
0.163936,0,0,0,2027
0.165360,0,0,0,2029
0.166784,0,0,0,2028
0.168209,0,0,0,2029
0.169635,0,0,0,2037
0.170950,0,0,0,2125
0.172430,0,0,0,2119
0.173855,0,0,0,2030
0.175589,0,0,0,2060
0.179276,0,0,0,2198
0.180702,0,0,0,2033
0.182016,0,0,0,2135
0.183447,0,0,0,2033
0.184872,0,0,0,2453
0.186297,0,0,0,2114
0.187629,0,0,0,2171
0.189054,0,0,0,2027
0.190478,0,0,0,2236
0.191903,0,0,0,2042
0.193328,0,0,0,2162
0.195357,0,0,0,2106
0.196784,0,0,0,2080
0.198211,0,0,0,2076
0.199635,0,0,0,2022
0.201059,0,0,0,2305
0.202503,0,0,0,2147
0.203927,0,0,0,2033
0.205358,0,0,0,2344
0.206783,0,0,0,2024
0.208208,0,0,0,2136
0.209633,0,0,0,2108
0.211058,0,0,0,2050
0.212433,0,0,0,2062
0.215324,0,0,0,2176
0.216758,0,0,0,2145
0.218182,0,0,0,2107
0.219608,0,0,0,2097
0.221032,0,0,0,2032
0.222456,0,0,0,2026
0.223881,0,0,0,2026
0.225307,0,0,0,2222
0.226642,0,0,0,2019
0.228073,0,0,0,2096
0.229498,0,0,0,2032
0.230923,0,0,0,2391
0.232839,0,0,0,2179
0.234263,0,0,0,2039
0.235596,0,0,0,2023
0.236910,0,0,0,2144
0.238342,0,0,0,2164
0.239766,0,0,0,2185
0.241191,0,0,0,2129
0.242633,0,0,0,2051
0.247298,0,0,0,2222
0.248732,0,0,0,2032
0.250157,0,0,0,2027
0.251720,0,0,0,2031
0.254461,0,0,0,2064
0.255785,0,0,0,2041
0.257211,0,0,0,2340
0.258639,0,0,0,2133
0.260073,0,0,0,2035
0.261387,0,0,0,2065
0.262812,0,0,0,2029
0.264235,0,0,0,2019
0.265664,0,0,0,2085
0.267106,0,0,0,2074
0.268435,0,0,0,2207
0.269959,0,0,0,2026
0.271377,0,0,0,2029
0.272801,0,0,0,2049
0.274226,0,0,0,2037
0.275558,0,0,0,2031
0.276982,0,0,0,2028
0.278408,0,0,0,2026
0.279832,0,0,0,2049
0.283337,0,0,0,2056
0.284772,0,0,0,5471
0.286228,0,0,0,6676
0.287657,0,0,0,2178
0.289155,0,0,0,2108
0.290602,0,0,0,2073
0.292025,0,0,0,2126
0.293451,0,0,0,2099
0.294882,0,0,0,2035
0.296306,0,0,0,2188
0.297731,0,0,0,2030
0.299155,0,0,0,2024
0.300581,0,0,0,2084
0.302005,0,0,0,2135
0.303429,0,0,0,2034
0.304853,0,0,0,2194
0.306282,0,0,0,2076
0.307613,0,0,0,2020
0.309038,0,0,0,2068
0.310463,0,0,0,2147
0.311887,0,0,0,2053
0.313311,0,0,0,2341
0.314752,0,0,0,2143
0.316176,0,0,0,2044
0.317607,0,0,0,2194
0.319031,0,0,0,2034
0.320397,0,0,0,2072
0.321827,0,0,0,2184
0.323252,0,0,0,2165
0.324620,0,0,0,2063
0.325934,0,0,0,2131
0.327359,0,0,0,2030
0.328789,0,0,0,2022
0.330214,0,0,0,2320
0.331572,0,0,0,2293
0.332998,0,0,0,2038
0.334423,0,0,0,2114
0.335847,0,0,0,2198
0.337161,0,0,0,2037
0.338604,0,0,0,2078
0.340034,0,0,0,1969
0.341459,0,0,0,1985
0.342955,0,0,0,2006
0.347410,0,0,0,2081
0.348836,0,0,0,2015
0.350266,0,0,0,2077
0.351581,0,0,0,1999
0.353005,0,0,0,2040
0.354450,0,0,0,1951
0.355763,0,0,0,2004
0.357187,0,0,0,2124
0.358500,0,0,0,1993
0.359924,0,0,0,1987
0.361354,0,0,0,1953
0.362780,0,0,0,2152
0.364204,0,0,0,2005
0.365630,0,0,0,2043
0.367054,0,0,0,2037
0.368478,0,0,0,2194
0.369902,0,0,0,2030
0.371334,0,0,0,1988
0.372764,0,0,0,1989
0.374077,0,0,0,2036
0.375502,0,0,0,1994
0.376927,0,0,0,1954
0.378350,0,0,0,1987
0.379666,0,0,0,1951
0.381091,0,0,0,2069
0.382404,0,0,0,1989
0.388423,0,0,0,2274
0.389847,0,0,0,2073
0.391272,0,0,0,2158
0.392697,0,0,0,2004
0.394121,0,0,0,1972
0.395565,0,0,0,2053
0.396877,0,0,0,1985
0.398302,0,0,0,2101
0.399732,0,0,0,2161
0.401157,0,0,0,2043
0.402599,0,0,0,1945
0.404047,0,0,0,1947
0.405474,0,0,0,2113
0.406897,0,0,0,2014
0.408212,0,0,0,2011
0.409638,0,0,0,2122
0.411089,0,0,0,2177
0.412420,0,0,0,1987
0.413844,0,0,0,2166
0.415268,0,0,0,2200
0.416694,0,0,0,2048
0.418591,0,0,0,1991
0.420017,0,0,0,2023
0.421449,0,0,0,1954
0.422874,0,0,0,2044
0.424298,0,0,0,1954
0.425722,0,0,0,1989
0.427164,0,0,0,1992
0.428589,0,0,0,2037
0.430015,0,0,0,1983
0.431439,0,0,0,1967
0.432869,0,0,0,2013
0.434295,0,0,0,1951
0.435610,0,0,0,2002
0.437036,0,0,0,2179
0.438460,0,0,0,2163
0.439884,0,0,0,2071
0.441308,0,0,0,1973
0.442754,0,0,0,2117
0.444189,0,0,0,2100
0.445619,0,0,0,1954
0.447105,0,0,0,2090
0.448507,0,0,0,1990
0.449932,0,0,0,2175
0.451357,0,0,0,1996
0.452783,0,0,0,2017
