elapsed_s,RBBM_S_PC_BUSY,RBBM_S_TESS_BUSY,RBBM_S_TSEFE_BUSY,RBBM_S_TSEBE_BUSY
0.004307,0,0,0,0
0.013142,0,0,0,0
0.015182,0,0,0,0
0.016640,0,0,0,0
0.018095,0,0,0,0
0.021208,0,0,0,0
0.022669,0,0,0,0
0.033195,0,0,0,0
0.034622,0,0,0,0
0.036049,0,0,0,0
0.037611,0,0,0,0
0.041137,0,0,0,0
0.042568,0,0,0,0
0.043990,0,0,0,0
0.045408,0,0,0,0
0.049247,0,0,0,0
0.050644,0,0,0,0
0.052082,0,0,0,0
0.059992,0,0,0,0
0.062398,0,0,0,0
0.069205,0,0,0,0
0.070664,0,0,0,0
0.072084,0,0,0,0
0.073504,0,0,0,0
0.074851,0,0,0,0
0.076276,0,0,0,0
0.077697,0,0,0,0
0.079154,0,0,0,0
0.080572,0,0,0,0
0.081995,0,0,0,0
0.083414,0,0,0,0
0.084832,0,0,0,0
0.086232,0,0,0,0
0.087651,0,0,0,0
0.089073,0,0,0,0
0.090495,0,0,0,0
0.091918,0,0,0,0
0.093400,0,0,0,0
0.094858,0,0,0,0
0.096317,0,0,0,0
0.097772,0,0,0,0
0.099226,0,0,0,0
0.100486,0,0,0,0
0.101945,0,0,0,0
0.103400,0,0,0,0
0.104854,0,0,0,0
0.106310,0,0,0,0
0.109892,0,0,0,0
0.111348,0,0,0,0
0.112803,0,0,0,0
0.114228,0,0,0,0
0.115759,0,0,0,0
0.117225,0,0,0,0
0.119196,0,0,0,0
0.120652,0,0,0,0
0.122108,0,0,0,0
0.125019,0,0,0,0
0.126476,0,0,0,0
0.127929,0,0,0,0
0.132601,0,0,0,0
0.134438,0,0,0,0
0.135651,0,0,0,0
0.137002,0,0,0,0
0.141328,0,0,0,0
0.145751,0,0,0,0
0.147168,0,0,0,0
0.148583,0,0,0,0
0.149997,0,0,0,0
0.151411,0,0,0,0
0.157317,0,0,0,0
0.158733,0,0,0,0
0.160148,0,0,0,0
0.161563,0,0,0,0
0.165212,0,0,0,0
0.166641,0,0,0,0
0.168054,0,0,0,0
0.169468,0,0,0,0
0.170882,0,0,0,0
0.172313,0,0,0,0
0.175817,0,0,0,0
0.177233,0,0,0,0
0.178646,0,0,0,0
0.180058,0,0,0,0
0.181378,0,0,0,0
0.182683,0,0,0,0
0.186729,0,0,0,0
0.188033,0,0,0,0
0.189353,0,0,0,0
0.190786,0,0,0,0
0.192200,0,0,0,0
0.193615,0,0,0,0
0.197969,0,0,0,0
0.200748,0,0,0,0
0.202181,0,0,0,0
0.203594,0,0,0,0
0.205009,0,0,0,0
0.206418,0,0,0,0
0.207722,0,0,0,0
0.209100,0,0,0,0
0.210514,0,0,0,0
0.211927,0,0,0,0
0.213356,0,0,0,0
0.214770,0,0,0,0
0.218544,0,0,0,0
0.219958,0,0,0,0
0.221387,0,0,0,0
0.222801,0,0,0,0
0.224214,0,0,0,0
0.225628,0,0,0,0
0.229208,0,0,0,0
0.230622,0,0,0,0
0.232034,0,0,0,0
0.233447,0,0,0,0
0.234752,0,0,0,0
0.236165,0,0,0,0
0.240196,0,0,0,0
0.241612,0,0,0,0
0.243024,0,0,0,0
0.244438,0,0,0,0
0.245852,0,0,0,0
0.247268,0,0,0,0
0.248801,0,0,0,0
0.250200,0,0,0,0
0.251614,0,0,0,0
0.252919,0,0,0,0
0.254315,0,0,0,0
0.255728,0,0,0,0
0.257098,0,0,0,0
0.258511,0,0,0,0
0.259927,0,0,0,0
0.261357,0,0,0,0
0.262819,0,0,0,0
0.264232,0,0,0,0
0.265646,0,0,0,0
0.267081,0,0,0,0
0.268510,0,0,0,0
0.269922,0,0,0,0
0.271858,0,0,0,0
0.285392,0,0,0,0
0.286843,0,0,0,0
0.288269,0,0,0,0
0.289694,0,0,0,0
0.291119,0,0,0,0
0.292462,0,0,0,0
0.293795,0,0,0,0
0.295219,0,0,0,0
0.296643,0,0,0,0
0.298071,0,0,0,0
