elapsed_s,VPC_US_STREAMOUT_TRANSACTION,VPC_US_NUM_GMEM_READ_SO,VPC_US_STARVE_CYCLES_UCHE_RD,VPC_US_STALL_CYCLES_PRG_END_VPCUS,VPC_US_STARVE_CYCLES_REORDER,VPC_US_BOTTLENECK
0.001104,0,0,0,0,211653,0
0.002667,0,0,0,0,215817,0
0.004187,0,0,0,0,210939,0
0.005715,0,0,0,0,201720,0
0.007163,0,0,0,0,188850,0
0.008597,0,0,0,0,188445,0
0.010048,0,0,0,0,190767,0
0.011535,0,0,0,0,189459,0
0.012972,0,0,0,0,189354,0
0.014408,0,0,0,0,189330,0
0.015844,0,0,0,0,188988,0
0.017281,0,0,0,0,187356,0
0.018716,0,0,0,0,188883,0
0.020180,0,0,0,0,246234,0
0.021741,0,0,0,0,188703,0
0.023180,0,0,0,0,188910,0
0.024779,0,0,0,0,201753,0
0.026233,0,0,0,0,191334,0
0.027656,0,0,0,0,243219,0
0.029197,0,0,0,0,242454,0
0.030743,0,0,0,0,249426,0
0.032334,0,0,0,0,256824,0
0.033925,0,0,0,0,205917,0
0.035740,0,0,0,0,208575,0
0.037233,0,0,0,0,206184,0
0.038723,0,0,0,0,206400,0
0.040213,0,0,0,0,220395,0
0.041743,0,0,0,0,206301,0
0.043233,0,0,0,0,231585,0
0.044775,0,0,0,0,264606,0
0.046382,0,0,0,0,263505,0
0.047986,0,0,0,0,294207,0
0.049655,0,0,0,0,263334,0
0.051262,0,0,0,0,203736,0
0.052746,0,0,0,0,263226,0
0.054349,0,0,0,0,264012,0
0.055952,0,0,0,0,307632,0
0.057651,0,0,0,0,262425,0
0.059252,0,0,0,0,220539,0
0.060752,0,0,0,0,225702,0
0.062222,0,0,0,0,219369,0
0.063702,0,0,0,0,218907,0
0.065181,0,0,0,0,222663,0
0.066658,0,0,0,0,220830,0
0.068127,0,0,0,0,219282,0
0.069606,0,0,0,0,218949,0
0.071074,0,0,0,0,220152,0
0.072551,0,0,0,0,220431,0
0.073989,0,0,0,0,220257,0
0.075487,0,0,0,0,193284,0
0.076893,0,0,0,0,176565,0
0.078234,0,0,0,0,172005,0
0.079569,0,0,0,0,171993,0
0.080899,0,0,0,0,229611,0
0.082352,0,0,0,0,231243,0
0.083807,0,0,0,0,231462,0
0.085271,0,0,0,0,230739,0
0.086739,0,0,0,0,304767,0
0.088229,0,0,0,0,221391,0
0.089693,0,0,0,0,175953,0
0.091041,0,0,0,0,171066,0
0.092456,0,0,0,0,190686,0
0.093889,0,0,0,0,179985,0
0.095290,0,0,0,0,177822,0
0.096711,0,0,0,0,178761,0
0.098111,0,0,0,0,1792569,0
0.099382,0,0,0,0,1258935,0
0.100780,0,0,0,0,1263816,0
0.102177,0,0,0,0,1212138,0
0.103573,0,0,0,0,1259268,0
0.104968,0,0,0,0,1264872,0
0.106366,0,0,0,0,1260843,0
0.107815,0,0,0,0,1251696,0
0.109205,0,0,0,0,1281057,0
0.110596,0,0,0,0,1250115,0
0.111987,0,0,0,0,1246410,0
0.113378,0,0,0,0,1277592,0
0.114769,0,0,0,0,1247874,0
0.116158,0,0,0,0,1409676,0
0.120461,0,0,0,0,1670997,0
0.122002,0,0,0,0,1285143,0
0.123443,0,0,0,0,1263390,0
0.124967,0,0,0,0,1324302,0
0.126376,0,0,0,0,1263684,0
0.127732,0,0,0,0,1264752,0
0.129083,0,0,0,0,1257252,0
0.130434,0,0,0,0,1289328,0
0.131783,0,0,0,0,1252320,0
