elapsed_s,VPC_FE_VPCRAM_FULL_CYCLES,VPC_FE_NUM_VPCRAM_WRITE,VPC_FE_STALL_CYCLES_TSE_FE,VPC_FE_STALL_CYCLES_VPC_US,VPC_FE_TSE_FE_PRIMITIVES,VPC_FE_GS_PRIMITIVES
0.001102,0,0,0,0,0,0
0.002677,0,0,0,0,0,0
0.004198,0,0,0,0,0,0
0.005713,0,0,0,0,0,0
0.007288,0,0,0,0,0,0
0.008899,0,0,0,0,0,0
0.010440,0,0,0,0,0,0
0.011972,0,0,0,0,0,0
0.013616,0,0,0,0,0,0
0.015112,0,0,0,0,0,0
0.016588,0,0,0,0,0,0
0.018061,0,0,0,0,0,0
0.019533,0,0,0,0,0,0
0.021023,0,0,0,0,0,0
0.022494,0,0,0,0,0,0
0.024046,0,0,0,0,0,0
0.025669,0,0,0,0,0,0
0.027289,0,0,0,0,0,0
0.028838,0,0,0,0,0,0
0.030327,0,0,0,0,0,0
0.031978,0,0,0,0,0,0
0.033466,0,0,0,0,0,0
0.034953,0,0,0,0,0,0
0.036441,0,0,0,0,0,0
0.037930,0,0,0,0,0,0
0.039616,0,0,0,0,0,0
0.041181,0,0,0,0,0,0
0.042717,0,0,0,0,0,0
0.044222,0,0,0,0,0,0
0.045728,0,0,0,0,0,0
0.047232,0,0,0,0,0,0
0.048903,0,0,0,0,0,0
0.050280,0,0,0,0,0,0
0.051656,0,0,0,0,0,0
0.053047,0,0,0,0,0,0
0.054426,0,0,0,0,0,0
0.055818,0,0,0,0,0,0
0.057193,0,0,0,0,0,0
0.058570,0,0,0,0,0,0
0.060002,0,0,0,0,0,0
0.061432,0,0,0,0,0,0
0.062817,0,0,0,0,0,0
0.064202,0,0,0,0,0,0
0.065579,0,0,0,0,0,0
0.066958,0,0,0,0,0,0
0.068336,0,0,0,0,0,0
0.069717,0,0,0,0,0,0
0.071111,0,0,0,0,0,0
0.072510,0,0,0,0,0,0
0.073864,0,0,0,0,0,0
0.075296,0,0,0,0,0,0
0.077085,0,0,0,0,0,0
0.078443,0,0,0,0,0,0
0.079798,0,0,0,0,0,0
0.081160,0,0,0,0,0,0
0.082518,0,0,0,0,0,0
0.083875,0,0,0,0,0,0
0.085251,0,0,0,0,0,0
0.086657,0,0,0,0,0,0
0.088014,0,0,0,0,0,0
0.089244,0,0,0,0,0,0
0.090596,0,0,0,0,0,0
0.091950,0,0,0,0,0,0
0.093303,0,0,0,0,0,0
0.094656,0,0,0,0,0,0
0.096086,0,0,0,0,0,0
0.097510,0,0,0,0,0,0
0.098910,0,0,0,0,0,0
0.100301,0,0,0,0,0,0
0.101693,0,0,0,0,0,0
0.103125,0,0,0,0,0,0
0.104517,0,0,0,0,0,0
0.105909,0,0,0,0,0,0
0.107318,0,0,0,0,0,0
0.108837,0,0,0,0,0,0
0.110252,0,0,0,0,0,0
0.111622,0,0,0,0,0,0
0.112976,0,0,0,0,0,0
0.114324,0,0,0,0,0,0
0.115677,0,0,0,0,0,0
0.117207,0,0,0,0,0,0
0.118648,0,0,0,0,0,0
0.120075,0,0,0,0,0,0
0.121469,0,0,0,0,0,0
0.122859,0,0,0,0,0,0
0.124252,0,0,0,0,0,0
0.125771,0,0,0,0,0,0
0.127322,0,0,0,0,0,0
0.128856,0,0,0,0,0,0
0.130259,0,0,0,0,0,0
0.131656,0,0,0,0,0,0
0.133313,0,0,0,0,0,0
0.134750,0,0,0,0,0,0
0.136149,0,0,0,0,0,0
0.137546,0,0,0,0,0,0
0.138951,0,0,0,0,0,0
0.140348,0,0,0,0,0,0
0.141988,0,0,0,0,0,0
0.143424,0,0,0,0,0,0
0.144831,0,0,0,0,0,0
0.146224,0,0,0,0,0,0
0.147615,0,0,0,0,0,0
0.149040,0,0,0,0,0,0
0.150439,0,0,0,0,0,0
0.152011,0,0,0,0,0,0
0.153574,0,0,0,0,0,0
0.155135,0,0,0,0,0,0
0.156700,0,0,0,0,0,0
0.158253,0,0,0,0,0,0
0.159848,0,0,0,0,0,0
0.161413,0,0,0,0,0,0
0.163008,0,0,0,0,0,0
0.164571,0,0,0,0,0,0
0.166133,0,0,0,0,0,0
0.167698,0,0,0,0,0,0
0.169260,0,0,0,0,0,0
0.170833,0,0,0,0,0,0
0.172397,0,0,0,0,0,0
0.173961,0,0,0,0,0,0
0.175520,0,0,0,0,0,0
0.177086,0,0,0,0,0,0
0.178646,0,0,0,0,0,0
0.180209,0,0,0,0,0,0
0.181781,0,0,0,0,0,0
0.183384,0,0,0,0,0,0
0.184949,0,0,0,0,0,0
0.186509,0,0,0,0,0,0
0.188073,0,0,0,0,0,0
0.189634,0,0,0,0,0,0
0.191194,0,0,0,0,0,0
0.192787,0,0,0,0,0,0
0.194348,0,0,0,0,0,0
0.196012,0,0,0,0,0,0
0.197420,0,0,0,0,0,0
0.198855,0,0,0,0,0,0
0.200248,0,0,0,0,0,0
0.201652,0,0,0,0,0,0
0.203077,0,0,0,0,0,0
0.204488,0,0,0,0,0,0
0.205880,0,0,0,0,0,0
0.207268,0,0,0,0,0,0
0.208657,0,0,0,0,0,0
0.210389,0,0,0,0,0,0
0.211942,0,0,0,0,0,0
0.213400,0,0,0,0,0,0
0.214807,0,0,0,0,0,0
0.216204,0,0,0,0,0,0
0.217596,0,0,0,0,0,0
0.218985,0,0,0,0,0,0
0.220372,0,0,0,0,0,0
0.221758,0,0,0,0,0,0
0.223143,0,0,0,0,0,0
0.224545,0,0,0,0,0,0
0.225934,0,0,0,0,0,0
0.227322,0,0,0,0,0,0
0.228710,0,0,0,0,0,0
0.230099,0,0,0,0,0,0
0.231541,0,0,0,0,0,0
0.232916,0,0,0,0,0,0
0.234279,0,0,0,0,0,0
0.235648,0,0,0,0,0,0
0.237122,0,0,0,0,0,0
0.238486,0,0,0,0,0,0
0.239891,0,0,0,0,0,0
0.241256,0,0,0,0,0,0
0.242619,0,0,0,0,0,0
0.243984,0,0,0,0,0,0
0.245349,0,0,0,0,0,0
0.246755,0,0,0,0,0,0
0.248106,0,0,0,0,0,0
0.249457,0,0,0,0,0,0
0.250806,0,0,0,0,0,0
0.252154,0,0,0,0,0,0
0.253502,0,0,0,0,0,0
0.254850,0,0,0,0,0,0
0.256198,0,0,0,0,0,0
0.257552,0,0,0,0,0,0
0.258900,0,0,0,0,0,0
0.260249,0,0,0,0,0,0
0.261598,0,0,0,0,0,0
0.262977,0,0,0,0,0,0
0.264396,0,0,0,0,0,0
0.265814,0,0,0,0,0,0
0.267232,0,0,0,0,0,0
0.268655,0,0,0,0,0,0
0.270072,0,0,0,0,0,0
0.271490,0,0,0,0,0,0
0.272923,0,0,0,0,0,0
0.274297,0,0,0,0,0,0
0.275685,0,0,0,0,0,0
0.277057,0,0,0,0,0,0
0.278427,0,0,0,0,0,0
0.279740,0,0,0,0,0,0
0.281140,0,0,0,0,0,0
0.282546,0,0,0,0,0,0
0.283979,0,0,0,0,0,0
0.285582,0,0,0,0,0,0
0.286979,0,0,0,0,0,0
0.288376,0,0,0,0,0,0
0.289772,0,0,0,0,0,0
0.291173,0,0,0,0,0,0
0.292566,0,0,0,0,0,0
0.293958,0,0,0,0,0,0
0.295473,0,0,0,0,0,0
0.296883,0,0,0,0,0,0
0.298280,0,0,0,0,0,0
0.299757,0,0,0,0,0,0
0.301367,0,0,0,0,0,0
