elapsed_s,SP_LPAC_INSTRUCTIONS,SP_FS_STAGE_1X_WAVES,SP_FS_STAGE_2X_WAVES,SP_QUADS,SP_CS_INVOCATIONS,SP_PIXELS,SP_LPAC_DRAWCALLS,SP_PI_WORKING_CYCLES,SP_WAVE_INPUT_CYCLES,SP_WAVE_OUTPUT_CYCLES,SP_WAVE_HWAVE_WAIT_CYCLES,SP_WAVE_HWAVE_SYNC,SP_OUTPUT_3D_PIXELS,SP_FULL_ALU_MAD_INSTRUCTIONS,SP_HALF_ALU_MAD_INSTRUCTIONS,SP_FULL_ALU_MUL_INSTRUCTIONS,SP_HALF_ALU_MUL_INSTRUCTIONS,SP_FULL_ALU_ADD_INSTRUCTIONS,SP_HALF_ALU_ADD_INSTRUCTIONS,SP_BARY_FP32_INSTRUCTIONS,SP_ALU_GPR_READ_CYCLES,SP_ALU_DATA_FORWARDING_CYCLES,SP_LM_FULL_CYCLES,SP_TEXTURE_FETCH_LATENCY_CYCLES
0.001062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.026844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.028709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
