elapsed_s,CP_S_SKEW_BUFFER_ABOVE_THRESH,CP_ECACHE_HITS,CP_ECACHE_KILLS,CP_ECACHE_REQS,CP_ECACHE_EVEN_REQS,CP_ECACHE_STALLS_RAP,CP_ECACHE_BUSY
0.001105,0,0,0,0,0,0,0
0.002829,0,0,0,0,0,0,0
0.004365,0,0,0,0,0,0,0
0.005899,0,0,0,0,0,0,0
0.007492,0,0,0,0,0,0,0
0.009022,0,0,0,0,0,0,0
0.010582,0,0,0,0,0,0,0
0.012114,0,0,0,0,0,0,0
0.013682,0,0,0,0,0,0,0
0.015212,0,0,0,0,0,0,0
0.016739,0,0,0,0,0,0,0
0.018267,0,0,0,0,0,0,0
0.019797,0,0,0,0,0,0,0
0.021338,0,0,0,0,0,0,0
0.022881,0,0,0,0,0,0,0
0.024473,0,0,0,0,0,0,0
0.025977,0,0,0,0,0,0,0
0.027482,0,0,0,0,0,0,0
0.028987,0,0,0,0,0,0,0
0.030492,0,0,0,0,0,0,0
0.032008,0,0,0,0,0,0,0
0.033522,0,0,0,0,0,0,0
0.035099,0,0,0,0,0,0,0
0.036602,0,0,0,0,0,0,0
0.038106,0,0,0,0,0,0,0
0.039670,0,0,0,0,0,0,0
0.041242,0,0,0,0,0,0,0
0.042928,0,0,0,0,0,0,0
0.044461,0,0,0,0,0,0,0
0.045977,0,0,0,0,0,0,0
0.047407,0,0,0,0,0,0,0
0.048885,0,0,0,0,0,0,0
0.050438,0,0,0,0,0,0,0
0.051941,0,0,0,0,0,0,0
0.053386,0,0,0,0,0,0,0
0.054813,0,0,0,0,0,0,0
0.056261,0,0,0,0,0,0,0
0.057774,0,0,0,0,0,0,0
0.059206,0,0,0,0,0,0,0
0.060596,0,0,0,0,0,0,0
0.061973,0,0,0,0,0,0,0
0.063310,0,0,0,0,0,0,0
0.064655,0,0,0,0,0,0,0
0.065996,0,0,0,0,0,0,0
0.067332,0,0,0,0,0,0,0
0.068677,0,0,0,0,0,0,0
0.070014,0,0,0,0,0,0,0
0.071405,0,0,0,0,0,0,0
0.072768,0,0,0,0,0,0,0
0.074419,0,0,0,0,0,0,0
0.075863,0,0,0,0,0,0,0
0.077233,0,0,0,0,0,0,0
0.078658,0,0,0,0,0,0,0
0.080024,0,0,0,0,0,0,0
0.081382,0,0,0,0,0,0,0
0.082744,0,0,0,0,0,0,0
0.084106,0,0,0,0,0,0,0
0.085348,0,0,0,0,0,0,0
0.086724,0,0,0,0,0,0,0
0.088086,0,0,0,0,0,0,0
0.089448,0,0,0,0,0,0,0
0.090885,0,0,0,0,0,0,0
0.092295,0,0,0,0,0,0,0
0.093702,0,0,0,0,0,0,0
0.095104,0,0,0,0,0,0,0
0.096499,0,0,0,0,0,0,0
0.098043,0,0,0,0,0,0,0
0.099455,0,0,0,0,0,0,0
0.100816,0,0,0,0,0,0,0
0.102172,0,0,0,0,0,0,0
0.105586,0,0,0,0,0,0,0
0.106985,0,0,0,0,0,0,0
0.108389,0,0,0,0,0,0,0
0.109863,0,0,0,0,0,0,0
0.111260,0,0,0,0,0,0,0
0.112661,0,0,0,0,0,0,0
0.114059,0,0,0,0,0,0,0
