elapsed_s,HLSQ_BV_INS_BUF_FULL_BLOCK_CPI,HLSQ_VS_DES_BUF_FULL_BLOCK_CPI,HLSQ_FS_DES_BUF_FULL_BLOCK_CPI,HLSQ_BV_DES_BUF_FULL_BLOCK_CPI,HLSQ_PRIMITIVE_COUNT,HLSQ_LPAC2BV_SWITCH_CNT
0.001099,0,0,0,0,0,0
0.002714,0,0,0,0,0,0
0.004228,0,0,0,0,0,0
0.005742,0,0,0,0,0,0
0.007255,0,0,0,0,0,0
0.008766,0,0,0,0,0,0
0.010425,0,0,0,0,0,0
0.011915,0,0,0,0,0,0
0.013405,0,0,0,0,0,0
0.014894,0,0,0,0,0,0
0.016552,0,0,0,0,0,0
0.018135,0,0,0,0,0,0
0.019566,0,0,0,0,0,0
0.021036,0,0,0,0,0,0
0.022474,0,0,0,0,0,0
0.023915,0,0,0,0,0,0
0.025397,0,0,0,0,0,0
0.026813,0,0,0,0,0,0
0.028271,0,0,0,0,0,0
0.029695,0,0,0,0,0,0
0.031083,0,0,0,0,0,0
0.032458,0,0,0,0,0,0
0.033846,0,0,0,0,0,0
0.035219,0,0,0,0,0,0
0.036590,0,0,0,0,0,0
0.037995,0,0,0,0,0,0
0.039348,0,0,0,0,0,0
0.040703,0,0,0,0,0,0
0.042101,0,0,0,0,0,0
0.043533,0,0,0,0,0,0
0.044952,0,0,0,0,0,0
0.046384,0,0,0,0,0,0
0.047931,0,0,0,0,0,0
0.050886,0,0,0,0,0,0
0.052309,0,0,0,0,0,0
0.053711,0,0,0,0,0,0
0.055208,0,0,0,0,0,0
0.056621,0,0,0,0,0,0
0.058129,0,0,0,0,0,0
0.059554,0,0,0,0,0,0
0.060925,0,0,0,0,0,0
0.062293,0,0,0,0,0,0
0.063644,0,0,0,0,0,0
0.064996,0,0,0,0,0,0
0.067461,0,0,0,0,0,0
0.069026,0,0,0,0,0,0
0.070407,0,0,0,0,0,0
0.071657,0,0,0,0,0,0
0.072980,0,0,0,0,0,0
0.074743,0,0,0,0,0,0
0.076033,0,0,0,0,0,0
0.078160,0,0,0,0,0,0
0.079412,0,0,0,0,0,0
0.080663,0,0,0,0,0,0
0.081918,0,0,0,0,0,0
0.083173,0,0,0,0,0,0
0.084439,0,0,0,0,0,0
0.085835,0,0,0,0,0,0
0.087243,0,0,0,0,0,0
0.088643,0,0,0,0,0,0
0.090108,0,0,0,0,0,0
0.091512,0,0,0,0,0,0
0.092987,0,0,0,0,0,0
0.094408,0,0,0,0,0,0
0.095813,0,0,0,0,0,0
0.097203,0,0,0,0,0,0
0.098630,0,0,0,0,0,0
0.100020,0,0,0,0,0,0
0.104939,0,0,0,0,0,0
0.106462,0,0,0,0,0,0
0.107830,0,0,0,0,0,0
0.109372,0,0,0,0,0,0
0.110777,0,0,0,0,0,0
0.112132,0,0,0,0,0,0
0.113505,0,0,0,0,0,0
0.114899,0,0,0,0,0,0
0.116289,0,0,0,0,0,0
0.117689,0,0,0,0,0,0
0.119080,0,0,0,0,0,0
0.120470,0,0,0,0,0,0
0.121901,0,0,0,0,0,0
0.123299,0,0,0,0,0,0
0.124697,0,0,0,0,0,0
0.126226,0,0,0,0,0,0
0.127790,0,0,0,0,0,0
0.129411,0,0,0,0,0,0
0.130976,0,0,0,0,0,0
0.132538,0,0,0,0,0,0
0.134165,0,0,0,0,0,0
0.135728,0,0,0,0,0,0
0.137337,0,0,0,0,0,0
0.138901,0,0,0,0,0,0
0.140477,0,0,0,0,0,0
0.142041,0,0,0,0,0,0
0.143606,0,0,0,0,0,0
0.145171,0,0,0,0,0,0
