elapsed_s,HLSQ_BV_STALL_CYCLES,HLSQ_VSBR_DEREF_CYCLES,HLSQ_FS_DEREF_CYCLES,HLSQ_LPAC_DEREF_CYCLES,HLSQ_BV_DEREF_CYCLES,HLSQ_VSBR_S2W_CYCLES
0.001144,0,0,0,0,0,0
0.002618,0,0,0,0,0,0
0.004055,0,0,0,0,0,0
0.005690,0,0,0,0,0,0
0.007211,0,0,0,0,0,0
0.008811,0,0,0,0,0,0
0.010240,0,0,0,0,0,0
0.011650,0,0,0,0,0,0
0.013060,0,0,0,0,0,0
0.014470,0,0,0,0,0,0
0.015905,0,0,0,0,0,0
0.017404,0,0,0,0,0,0
0.018759,0,0,0,0,0,0
0.020107,0,0,0,0,0,0
0.021516,0,0,0,0,0,0
0.022930,0,0,0,0,0,0
0.024328,0,0,0,0,0,0
0.025705,0,0,0,0,0,0
0.027009,0,0,0,0,0,0
0.028313,0,0,0,0,0,0
0.029617,0,0,0,0,0,0
0.030938,0,0,0,0,0,0
0.032248,0,0,0,0,0,0
0.033517,0,0,0,0,0,0
0.034779,0,0,0,0,0,0
0.036047,0,0,0,0,0,0
0.037376,0,0,0,0,0,0
0.038725,0,0,0,0,0,0
0.040079,0,0,0,0,0,0
0.041461,0,0,0,0,0,0
0.042909,0,0,0,0,0,0
0.044877,0,0,0,0,0,0
0.047201,0,0,0,0,0,0
0.048686,0,0,0,0,0,0
0.050132,0,0,0,0,0,0
0.051503,0,0,0,0,0,0
0.052936,0,0,0,0,0,0
0.054293,0,0,0,0,0,0
0.055647,0,0,0,0,0,0
0.057016,0,0,0,0,0,0
0.058441,2,44,53,0,8,0
0.059849,0,0,0,0,0,0
0.061383,0,0,0,0,0,0
0.062777,0,0,0,0,0,0
0.064269,0,0,0,0,0,0
0.065670,0,0,0,0,0,0
0.067065,0,0,0,0,0,0
0.068467,12,970,1223,0,36,0
0.073461,0,288,288,0,0,0
0.074717,0,276,276,0,0,0
0.075972,0,264,264,0,0,0
0.077224,0,276,276,0,0,0
0.078475,0,276,276,0,0,0
0.079725,0,264,264,0,0,0
0.080979,0,276,276,0,0,0
0.082370,0,248,252,0,0,0
0.083648,0,0,0,0,0,0
0.085047,0,0,0,0,0,0
0.086444,0,0,0,0,0,0
0.087840,0,0,0,0,0,0
0.089237,0,0,0,0,0,0
0.090636,0,0,0,0,0,0
0.092033,0,0,0,0,0,0
0.093563,0,0,0,0,0,0
0.094966,0,0,0,0,0,0
0.096644,0,0,0,0,0,0
0.098037,0,0,0,0,0,0
0.099427,0,0,0,0,0,0
0.104260,0,0,0,0,0,0
0.105672,0,0,0,0,0,0
0.107064,0,0,0,0,0,0
0.108597,0,0,0,0,0,0
0.110002,0,0,0,0,0,0
0.111355,0,0,0,0,0,0
0.112721,0,0,0,0,0,0
0.114111,0,0,0,0,0,0
0.115499,0,0,0,0,0,0
0.116899,0,0,0,0,0,0
0.118290,0,0,0,0,0,0
0.119681,0,0,0,0,0,0
0.121106,0,0,0,0,0,0
0.122497,0,0,0,0,0,0
0.123888,0,0,0,0,0,0
0.125504,0,0,0,0,0,0
0.127067,0,0,0,0,0,0
0.128496,0,0,0,0,0,0
0.130069,0,0,0,0,0,0
0.131628,0,0,0,0,0,0
0.133188,0,0,0,0,0,0
0.134750,0,0,0,0,0,0
0.136312,0,0,0,0,0,0
0.137931,0,0,0,0,0,0
0.139490,0,0,0,0,0,0
0.141052,0,0,0,0,0,0
0.142613,0,0,0,0,0,0
0.144239,0,0,0,0,0,0
0.145908,0,0,0,0,0,0
0.147467,0,0,0,0,0,0
0.149041,0,0,0,0,0,0
0.150602,0,0,0,0,0,0
0.152227,0,0,0,0,0,0
0.153743,0,0,0,0,0,0
0.155302,0,0,0,0,0,0
0.156863,0,0,0,0,0,0
0.158415,0,0,0,0,0,0
0.159857,0,0,0,0,0,0
0.161457,0,0,0,0,0,0
0.163058,0,0,0,0,0,0
0.164620,0,0,0,0,0,0
0.166182,0,0,0,0,0,0
0.167741,0,0,0,0,0,0
0.169345,0,0,0,0,0,0
0.170920,0,0,0,0,0,0
0.172513,0,0,0,0,0,0
0.174120,0,0,0,0,0,0
0.175523,0,0,0,0,0,0
0.177095,0,0,0,0,0,0
0.178657,0,0,0,0,0,0
0.180219,0,0,0,0,0,0
0.181795,0,0,0,0,0,0
0.183354,0,0,0,0,0,0
0.184961,0,0,0,0,0,0
0.186523,0,0,0,0,0,0
0.188082,0,0,0,0,0,0
0.189640,0,0,0,0,0,0
0.191190,0,0,0,0,0,0
0.192672,0,0,0,0,0,0
0.194203,0,0,0,0,0,0
0.195760,0,0,0,0,0,0
0.197319,0,0,0,0,0,0
0.198879,0,0,0,0,0,0
0.200439,0,0,0,0,0,0
0.202041,0,0,0,0,0,0
0.203531,0,0,0,0,0,0
0.205068,0,0,0,0,0,0
0.206629,0,0,0,0,0,0
0.208191,0,0,0,0,0,0
0.209752,0,0,0,0,0,0
0.211309,0,0,0,0,0,0
0.212872,0,0,0,0,0,0
0.214446,0,0,0,0,0,0
0.216004,0,0,0,0,0,0
0.217640,0,0,0,0,0,0
0.219043,0,0,0,0,0,0
0.220572,0,0,0,0,0,0
0.222133,0,0,0,0,0,0
0.223691,0,0,0,0,0,0
0.225309,0,0,0,0,0,0
0.226870,0,0,0,0,0,0
0.228428,0,0,0,0,0,0
0.229989,0,0,0,0,0,0
0.231547,0,0,0,0,0,0
0.233150,0,0,0,0,0,0
0.234713,0,0,0,0,0,0
0.236288,0,0,0,0,0,0
0.237849,0,0,0,0,0,0
0.239408,0,0,0,0,0,0
0.241015,0,0,0,0,0,0
0.242575,0,0,0,0,0,0
0.244134,0,0,0,0,0,0
0.245740,0,0,0,0,0,0
0.247311,0,0,0,0,0,0
0.248916,0,0,0,0,0,0
0.250477,0,0,0,0,0,0
0.252036,0,0,0,0,0,0
0.253595,0,0,0,0,0,0
0.255145,0,0,0,0,0,0
0.256720,0,0,0,0,0,0
0.258150,0,0,0,0,0,0
0.259675,0,0,0,0,0,0
0.261233,0,0,0,0,0,0
0.262792,0,0,0,0,0,0
0.264352,0,0,0,0,0,0
0.265953,0,0,0,0,0,0
0.267510,0,0,0,0,0,0
0.269081,0,0,0,0,0,0
0.270641,0,0,0,0,0,0
0.272202,0,0,0,0,0,0
0.273763,0,0,0,0,0,0
0.275320,0,0,0,0,0,0
0.277004,0,0,0,0,0,0
0.278566,0,0,0,0,0,0
0.280137,0,0,0,0,0,0
0.281739,0,0,0,0,0,0
0.283297,0,0,0,0,0,0
0.284857,0,0,0,0,0,0
0.286415,0,0,0,0,0,0
0.287985,0,0,0,0,0,0
0.289477,0,0,0,0,0,0
0.290898,0,0,0,0,0,0
0.292303,0,0,0,0,0,0
0.293697,0,0,0,0,0,0
0.295088,0,0,0,0,0,0
