elapsed_s,HLSQ_STPROC_WAVE_CONTEXTS_LPAC,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_LPAC,HLSQ_SPTROC_STCHE_WARMUP_INC_VS,HLSQ_SPTROC_STCHE_WARMUP_INC_FS,HLSQ_SPTROC_STCHE_WARMUP_INC_BV,HLSQ_SPTROC_STCHE_WARMUP_INC_LPAC
0.002232,0,0,0,0,0,0
0.003740,0,0,0,0,0,0
0.005367,0,0,0,0,0,0
0.006804,0,0,0,0,0,0
0.008264,0,0,0,0,0,0
0.009709,0,0,0,0,0,0
0.011143,0,0,0,0,0,0
0.012648,0,0,0,0,0,0
0.014058,0,0,0,0,0,0
0.015493,0,0,0,0,0,0
0.016937,0,0,0,0,0,0
0.018312,0,0,0,0,0,0
0.019755,0,0,0,0,0,0
0.021218,0,0,0,0,0,0
0.022595,0,0,0,0,0,0
0.023960,0,0,0,0,0,0
0.025413,0,0,0,0,0,0
0.026790,0,0,0,0,0,0
0.028154,0,0,0,0,0,0
0.029577,0,0,0,0,0,0
0.030994,0,0,0,0,0,0
0.032386,0,0,0,0,0,0
0.033780,0,0,0,0,0,0
0.035174,0,0,0,0,0,0
0.036568,0,0,0,0,0,0
0.038088,0,0,0,0,0,0
0.039487,0,0,0,0,0,0
0.040882,0,0,0,0,0,0
0.042283,0,0,0,0,0,0
0.043678,0,0,0,0,0,0
0.045119,0,0,0,0,0,0
0.046587,0,0,0,0,0,0
0.047942,0,0,0,0,0,0
0.049392,0,0,0,0,0,0
0.050811,0,0,0,0,0,0
0.052120,0,0,0,0,0,0
0.053482,0,0,0,0,0,0
0.054901,0,0,0,0,0,0
0.056319,0,0,0,0,0,0
0.057740,0,0,0,0,0,0
0.059157,0,0,0,0,0,0
0.060600,0,0,0,0,0,0
0.062041,0,0,0,0,0,0
0.063437,0,0,0,0,0,0
0.064847,0,0,0,0,0,0
0.066205,0,0,0,0,0,0
0.067567,0,0,0,0,0,0
0.068925,0,0,0,0,0,0
0.070281,0,0,0,0,0,0
0.071635,0,0,0,0,0,0
0.072987,0,0,0,0,0,0
0.074340,0,0,0,0,0,0
0.075706,0,0,0,0,0,0
0.079353,0,0,0,0,0,0
0.080765,0,0,0,0,0,0
0.082161,0,0,0,0,0,0
0.083556,0,0,0,0,0,0
0.084951,0,0,0,0,0,0
0.086369,0,0,0,0,0,0
0.087621,0,0,0,0,0,0
0.088872,0,0,0,0,0,0
0.090120,0,0,0,0,0,0
0.091371,0,0,0,0,0,0
0.094823,0,0,0,0,0,0
0.096169,0,0,0,0,0,0
0.097439,0,0,0,0,0,0
0.098690,0,0,0,0,0,0
0.099940,0,0,0,0,0,0
0.101276,0,0,0,0,0,0
0.102655,0,0,0,0,0,0
0.104083,0,0,0,0,0,0
0.105471,0,0,0,0,0,0
0.106843,0,0,0,0,0,0
0.108264,0,0,0,0,0,0
0.109550,0,0,0,0,0,0
0.110932,0,0,0,0,0,0
0.112317,0,0,0,0,0,0
0.113609,0,0,0,0,0,0
0.114994,0,0,0,0,0,0
0.116376,0,0,0,0,0,0
0.117757,0,0,0,0,0,0
0.119026,0,0,0,0,0,0
0.120407,0,0,0,0,0,0
0.121787,0,0,0,0,0,0
0.123172,0,0,0,0,0,0
0.124574,0,0,0,0,0,0
0.127087,0,0,0,0,0,0
0.128889,0,0,0,0,0,0
0.130245,0,0,0,0,0,0
0.131596,0,0,0,0,0,0
0.132948,0,0,0,0,0,0
0.134326,0,0,0,0,0,0
0.135677,0,0,0,0,0,0
0.137028,0,0,0,0,0,0
0.138380,0,0,0,0,0,0
0.139730,0,0,0,0,0,0
0.141119,0,0,0,0,0,0
0.142511,0,0,0,0,0,0
0.143902,0,0,0,0,0,0
0.145433,0,0,0,0,0,0
0.146800,0,0,0,0,0,0
0.148151,0,0,0,0,0,0
0.149571,0,0,0,0,0,0
0.150974,0,0,0,0,0,0
0.152372,0,0,0,0,0,0
0.153770,0,0,0,0,0,0
0.155167,0,0,0,0,0,0
0.156616,0,0,0,0,0,0
0.158012,0,0,0,0,0,0
0.159408,0,0,0,0,0,0
0.160806,0,0,0,0,0,0
0.162201,0,0,0,0,0,0
0.163597,0,0,0,0,0,0
0.165122,0,0,0,0,0,0
0.166686,0,0,0,0,0,0
0.168148,0,0,0,0,0,0
0.169671,0,0,0,0,0,0
0.171219,0,0,0,0,0,0
0.172652,0,0,0,0,0,0
0.174185,0,0,0,0,0,0
0.175749,0,0,0,0,0,0
0.177316,0,0,0,0,0,0
0.178890,0,0,0,0,0,0
0.180456,0,0,0,0,0,0
0.182019,0,0,0,0,0,0
0.183582,0,0,0,0,0,0
0.185145,0,0,0,0,0,0
0.186710,0,0,0,0,0,0
0.188273,0,0,0,0,0,0
0.189896,0,0,0,0,0,0
0.191457,0,0,0,0,0,0
0.193020,0,0,0,0,0,0
0.194584,0,0,0,0,0,0
0.196149,0,0,0,0,0,0
0.197713,0,0,0,0,0,0
0.199275,0,0,0,0,0,0
0.200852,0,0,0,0,0,0
0.202416,0,0,0,0,0,0
0.203978,0,0,0,0,0,0
0.205559,0,0,0,0,0,0
0.207121,0,0,0,0,0,0
0.208686,0,0,0,0,0,0
0.210250,0,0,0,0,0,0
0.211825,0,0,0,0,0,0
0.213394,0,0,0,0,0,0
0.214956,0,0,0,0,0,0
0.216520,0,0,0,0,0,0
0.218084,0,0,0,0,0,0
0.219646,0,0,0,0,0,0
0.221252,0,0,0,0,0,0
0.222830,0,0,0,0,0,0
0.224395,0,0,0,0,0,0
0.225950,0,0,0,0,0,0
0.227501,0,0,0,0,0,0
0.228935,0,0,0,0,0,0
0.230471,0,0,0,0,0,0
0.232105,0,0,0,0,0,0
0.233551,0,0,0,0,0,0
0.235342,0,0,0,0,0,0
0.238107,0,0,0,0,0,0
0.239514,0,0,0,0,0,0
0.240915,0,0,0,0,0,0
0.242319,0,0,0,0,0,0
0.243732,0,0,0,0,0,0
0.245182,0,0,0,0,0,0
0.246578,0,0,0,0,0,0
0.247977,0,0,0,0,0,0
0.249506,0,0,0,0,0,0
0.251067,0,0,0,0,0,0
0.252674,0,0,0,0,0,0
0.254251,0,0,0,0,0,0
0.255812,0,0,0,0,0,0
0.257377,0,0,0,0,0,0
0.258938,0,0,0,0,0,0
0.260502,0,0,0,0,0,0
0.262064,0,0,0,0,0,0
0.263625,0,0,0,0,0,0
0.265071,0,0,0,0,0,0
0.266603,0,0,0,0,0,0
0.268167,0,0,0,0,0,0
0.269773,0,0,0,0,0,0
0.271334,0,0,0,0,0,0
0.273203,0,0,0,0,0,0
0.274736,0,0,0,0,0,0
0.276313,0,0,0,0,0,0
0.277878,0,0,0,0,0,0
0.279439,0,0,0,0,0,0
0.281002,0,0,0,0,0,0
0.282566,0,0,0,0,0,0
0.284131,0,0,0,0,0,0
0.285738,0,0,0,0,0,0
0.287189,0,0,0,0,0,0
0.288724,0,0,0,0,0,0
0.290279,0,0,0,0,0,0
0.291831,0,0,0,0,0,0
0.293387,0,0,0,0,0,0
0.294993,0,0,0,0,0,0
0.296559,0,0,0,0,0,0
0.298135,0,0,0,0,0,0
0.299698,0,0,0,0,0,0
0.301313,0,0,0,0,0,0
0.302875,0,0,0,0,0,0
0.304439,0,0,0,0,0,0
0.305888,0,0,0,0,0,0
0.307424,0,0,0,0,0,0
0.309001,0,0,0,0,0,0
0.310565,0,0,0,0,0,0
0.312130,0,0,0,0,0,0
0.313693,0,0,0,0,0,0
0.315256,0,0,0,0,0,0
0.316865,0,0,0,0,0,0
0.318428,0,0,0,0,0,0
0.320002,0,0,0,0,0,0
0.321496,0,0,0,0,0,0
0.323026,0,0,0,0,0,0
0.324591,0,0,0,0,0,0
0.326154,0,0,0,0,0,0
0.327716,0,0,0,0,0,0
0.329332,0,0,0,0,0,0
0.330910,0,0,0,0,0,0
0.332519,0,0,0,0,0,0
0.334083,0,0,0,0,0,0
0.335645,0,0,0,0,0,0
0.337209,0,0,0,0,0,0
0.338772,0,0,0,0,0,0
0.340337,0,0,0,0,0,0
0.341915,0,0,0,0,0,0
0.343476,0,0,0,0,0,0
0.345039,0,0,0,0,0,0
0.346602,0,0,0,0,0,0
0.348167,0,0,0,0,0,0
0.349775,0,0,0,0,0,0
0.351337,0,0,0,0,0,0
0.352914,0,0,0,0,0,0
0.354479,0,0,0,0,0,0
0.356123,0,0,0,0,0,0
0.357537,0,0,0,0,0,0
0.358941,0,0,0,0,0,0
0.360344,0,0,0,0,0,0
0.361743,0,0,0,0,0,0
0.363151,0,0,0,0,0,0
0.364594,0,0,0,0,0,0
0.366121,0,0,0,0,0,0
0.367683,0,0,0,0,0,0
0.369185,0,0,0,0,0,0
0.370717,0,0,0,0,0,0
0.372281,0,0,0,0,0,0
0.373858,0,0,0,0,0,0
0.375420,0,0,0,0,0,0
0.376983,0,0,0,0,0,0
0.378547,0,0,0,0,0,0
0.380111,0,0,0,0,0,0
0.381675,0,0,0,0,0,0
0.383235,0,0,0,0,0,0
0.384813,0,0,0,0,0,0
0.386378,0,0,0,0,0,0
0.387940,0,0,0,0,0,0
0.389507,0,0,0,0,0,0
0.391066,0,0,0,0,0,0
0.392630,0,0,0,0,0,0
0.394190,0,0,0,0,0,0
0.395763,0,0,0,0,0,0
0.397330,0,0,0,0,0,0
0.398889,0,0,0,0,0,0
0.400452,0,0,0,0,0,0
0.402013,0,0,0,0,0,0
0.403572,0,0,0,0,0,0
0.405133,0,0,0,0,0,0
0.406707,0,0,0,0,0,0
0.408270,0,0,0,0,0,0
0.409832,0,0,0,0,0,0
0.411392,0,0,0,0,0,0
0.412997,0,0,0,0,0,0
0.414559,0,0,0,0,0,0
0.416122,0,0,0,0,0,0
0.417697,0,0,0,0,0,0
0.419256,0,0,0,0,0,0
0.420819,0,0,0,0,0,0
0.422380,0,0,0,0,0,0
0.423940,0,0,0,0,0,0
0.425505,0,0,0,0,0,0
0.427065,0,0,0,0,0,0
0.428682,0,0,0,0,0,0
0.430244,0,0,0,0,0,0
0.431804,0,0,0,0,0,0
0.433368,0,0,0,0,0,0
0.434929,0,0,0,0,0,0
0.436492,0,0,0,0,0,0
0.438054,0,0,0,0,0,0
0.439627,0,0,0,0,0,0
0.441189,0,0,0,0,0,0
0.442749,0,0,0,0,0,0
0.444312,0,0,0,0,0,0
0.445918,0,0,0,0,0,0
0.447477,0,0,0,0,0,0
0.449039,0,0,0,0,0,0
0.450614,0,0,0,0,0,0
0.452177,0,0,0,0,0,0
0.453739,0,0,0,0,0,0
0.455299,0,0,0,0,0,0
0.456862,0,0,0,0,0,0
0.458424,0,0,0,0,0,0
0.459984,0,0,0,0,0,0
0.461489,0,0,0,0,0,0
0.462892,0,0,0,0,0,0
0.464292,0,0,0,0,0,0
0.465687,0,0,0,0,0,0
0.467127,0,0,0,0,0,0
0.468538,0,0,0,0,0,0
0.469930,0,0,0,0,0,0
0.471324,0,0,0,0,0,0
0.472727,0,0,0,0,0,0
0.474121,0,0,0,0,0,0
0.475512,0,0,0,0,0,0
0.476941,0,0,0,0,0,0
0.478334,0,0,0,0,0,0
0.479726,0,0,0,0,0,0
0.481172,0,0,0,0,0,0
0.482565,0,0,0,0,0,0
0.483968,0,0,0,0,0,0
0.485361,0,0,0,0,0,0
0.486754,0,0,0,0,0,0
0.488145,0,0,0,0,0,0
0.489537,0,0,0,0,0,0
0.490928,0,0,0,0,0,0
0.492319,0,0,0,0,0,0
0.493743,0,0,0,0,0,0
0.495116,0,0,0,0,0,0
0.496483,0,0,0,0,0,0
0.497850,0,0,0,0,0,0
0.499216,0,0,0,0,0,0
0.500584,0,0,0,0,0,0
0.501951,0,0,0,0,0,0
0.503318,0,0,0,0,0,0
0.504684,0,0,0,0,0,0
0.506059,0,0,0,0,0,0
0.507426,0,0,0,0,0,0
0.508826,0,0,0,0,0,0
0.510163,0,0,0,0,0,0
0.511497,0,0,0,0,0,0
0.512833,0,0,0,0,0,0
0.514169,0,0,0,0,0,0
0.515503,0,0,0,0,0,0
0.516843,0,0,0,0,0,0
0.518179,0,0,0,0,0,0
0.519515,0,0,0,0,0,0
0.520851,0,0,0,0,0,0
0.522246,0,0,0,0,0,0
0.523657,0,0,0,0,0,0
0.525121,0,0,0,0,0,0
0.526581,0,0,0,0,0,0
0.528002,0,0,0,0,0,0
0.529532,0,0,0,0,0,0
0.531091,0,0,0,0,0,0
0.532653,0,0,0,0,0,0
0.534215,0,0,0,0,0,0
0.535775,0,0,0,0,0,0
0.537339,0,0,0,0,0,0
0.539027,0,0,0,0,0,0
0.540637,0,0,0,0,0,0
0.542200,0,0,0,0,0,0
0.543761,0,0,0,0,0,0
0.545330,0,0,0,0,0,0
0.546891,0,0,0,0,0,0
0.548378,0,0,0,0,0,0
0.549794,0,0,0,0,0,0
0.551199,0,0,0,0,0,0
0.552728,0,0,0,0,0,0
0.554292,0,0,0,0,0,0
0.555854,0,0,0,0,0,0
0.557419,0,0,0,0,0,0
0.558981,0,0,0,0,0,0
0.560560,0,0,0,0,0,0
0.562123,0,0,0,0,0,0
0.563685,0,0,0,0,0,0
0.565325,0,0,0,0,0,0
0.566888,0,0,0,0,0,0
0.568453,0,0,0,0,0,0
0.570015,0,0,0,0,0,0
0.571590,0,0,0,0,0,0
0.573196,0,0,0,0,0,0
0.574760,0,0,0,0,0,0
0.576324,0,0,0,0,0,0
0.577887,0,0,0,0,0,0
0.579448,0,0,0,0,0,0
0.581011,0,0,0,0,0,0
0.582589,0,0,0,0,0,0
0.584153,0,0,0,0,0,0
0.585716,0,0,0,0,0,0
0.587277,0,0,0,0,0,0
0.588885,0,0,0,0,0,0
0.590489,0,0,0,0,0,0
0.592141,0,0,0,0,0,0
0.593540,0,0,0,0,0,0
0.594946,0,0,0,0,0,0
0.596477,0,0,0,0,0,0
0.598039,0,0,0,0,0,0
0.599600,0,0,0,0,0,0
0.601163,0,0,0,0,0,0
0.602727,0,0,0,0,0,0
0.604181,0,0,0,0,0,0
0.605757,0,0,0,0,0,0
0.607318,0,0,0,0,0,0
0.608881,0,0,0,0,0,0
0.610435,0,0,0,0,0,0
0.611988,0,0,0,0,0,0
0.613468,0,0,0,0,0,0
0.614880,0,0,0,0,0,0
0.616409,0,0,0,0,0,0
0.617970,0,0,0,0,0,0
0.619529,0,0,0,0,0,0
0.621134,0,0,0,0,0,0
0.622696,0,0,0,0,0,0
0.624259,0,0,0,0,0,0
0.625833,0,0,0,0,0,0
0.627391,0,0,0,0,0,0
0.628949,0,0,0,0,0,0
0.630510,0,0,0,0,0,0
0.632072,0,0,0,0,0,0
0.633633,0,0,0,0,0,0
0.635192,0,0,0,0,0,0
0.636811,0,0,0,0,0,0
0.638373,0,0,0,0,0,0
0.639933,0,0,0,0,0,0
0.641703,0,0,0,0,0,0
0.643228,0,0,0,0,0,0
0.644660,0,0,0,0,0,0
0.646254,0,0,0,0,0,0
0.647708,0,0,0,0,0,0
0.649292,0,0,0,0,0,0
0.650852,0,0,0,0,0,0
0.652416,0,0,0,0,0,0
0.653978,0,0,0,0,0,0
0.655536,0,0,0,0,0,0
0.657097,0,0,0,0,0,0
0.658673,0,0,0,0,0,0
0.660236,0,0,0,0,0,0
0.661796,0,0,0,0,0,0
0.663356,0,0,0,0,0,0
0.664917,0,0,0,0,0,0
0.666479,0,0,0,0,0,0
0.668116,0,0,0,0,0,0
0.669597,0,0,0,0,0,0
0.670999,0,0,0,0,0,0
0.672527,0,0,0,0,0,0
0.674088,0,0,0,0,0,0
0.675648,0,0,0,0,0,0
0.677210,0,0,0,0,0,0
0.678771,0,0,0,0,0,0
0.680347,0,0,0,0,0,0
0.681908,0,0,0,0,0,0
0.683468,0,0,0,0,0,0
0.685072,0,0,0,0,0,0
0.686633,0,0,0,0,0,0
0.688197,0,0,0,0,0,0
0.689757,0,0,0,0,0,0
0.691331,0,0,0,0,0,0
0.692893,0,0,0,0,0,0
0.694455,0,0,0,0,0,0
0.696014,0,0,0,0,0,0
0.697507,0,0,0,0,0,0
0.698907,0,0,0,0,0,0
0.700478,0,0,0,0,0,0
0.702053,0,0,0,0,0,0
0.703613,0,0,0,0,0,0
0.705173,0,0,0,0,0,0
0.706638,0,0,0,0,0,0
0.708179,0,0,0,0,0,0
0.709742,0,0,0,0,0,0
0.711304,0,0,0,0,0,0
0.712880,0,0,0,0,0,0
0.714443,0,0,0,0,0,0
0.716005,0,0,0,0,0,0
0.717610,0,0,0,0,0,0
0.719172,0,0,0,0,0,0
0.720736,0,0,0,0,0,0
0.722299,0,0,0,0,0,0
0.723874,0,0,0,0,0,0
0.725486,0,0,0,0,0,0
0.727047,0,0,0,0,0,0
0.728612,0,0,0,0,0,0
0.730176,0,0,0,0,0,0
0.731737,0,0,0,0,0,0
0.733391,0,0,0,0,0,0
0.734966,0,0,0,0,0,0
0.736531,0,0,0,0,0,0
0.738093,0,0,0,0,0,0
0.739655,0,0,0,0,0,0
0.741218,0,0,0,0,0,0
0.742781,0,0,0,0,0,0
0.744346,0,0,0,0,0,0
0.745923,0,0,0,0,0,0
0.747485,0,0,0,0,0,0
0.749092,0,0,0,0,0,0
0.750655,0,0,0,0,0,0
0.752218,0,0,0,0,0,0
0.753779,0,0,0,0,0,0
0.755339,0,0,0,0,0,0
0.756915,0,0,0,0,0,0
0.758476,0,0,0,0,0,0
0.760117,0,0,0,0,0,0
0.761526,0,0,0,0,0,0
0.762926,0,0,0,0,0,0
0.764497,0,0,0,0,0,0
0.766060,0,0,0,0,0,0
0.767634,0,0,0,0,0,0
0.769196,0,0,0,0,0,0
0.770757,0,0,0,0,0,0
0.772320,0,0,0,0,0,0
0.773881,0,0,0,0,0,0
0.775441,0,0,0,0,0,0
0.777002,0,0,0,0,0,0
0.778578,0,0,0,0,0,0
0.780141,0,0,0,0,0,0
0.781746,0,0,0,0,0,0
0.783307,0,0,0,0,0,0
0.784868,0,0,0,0,0,0
0.786431,0,0,0,0,0,0
0.787991,0,0,0,0,0,0
0.789365,0,0,0,0,0,0
0.790767,0,0,0,0,0,0
0.792294,0,0,0,0,0,0
0.793856,0,0,0,0,0,0
0.795414,0,0,0,0,0,0
0.797019,0,0,0,0,0,0
0.798581,0,0,0,0,0,0
0.800158,0,0,0,0,0,0
0.801720,0,0,0,0,0,0
0.803279,0,0,0,0,0,0
0.804842,0,0,0,0,0,0
0.806404,0,0,0,0,0,0
0.807963,0,0,0,0,0,0
0.809528,0,0,0,0,0,0
0.811101,0,0,0,0,0,0
0.812707,0,0,0,0,0,0
0.814268,0,0,0,0,0,0
0.815827,0,0,0,0,0,0
0.817393,0,0,0,0,0,0
0.818953,0,0,0,0,0,0
0.820515,0,0,0,0,0,0
0.822092,0,0,0,0,0,0
0.823652,0,0,0,0,0,0
0.825212,0,0,0,0,0,0
0.826771,0,0,0,0,0,0
0.828215,0,0,0,0,0,0
0.829790,0,0,0,0,0,0
0.831348,0,0,0,0,0,0
0.832924,0,0,0,0,0,0
0.834485,0,0,0,0,0,0
0.836140,0,0,0,0,0,0
0.837645,0,0,0,0,0,0
0.839054,0,0,0,0,0,0
0.840581,0,0,0,0,0,0
0.842142,0,0,0,0,0,0
0.843714,0,0,0,0,0,0
0.845229,0,0,0,0,0,0
0.846757,0,0,0,0,0,0
0.848192,0,0,0,0,0,0
0.849808,0,0,0,0,0,0
0.851291,0,0,0,0,0,0
0.852810,0,0,0,0,0,0
0.854259,0,0,0,0,0,0
0.856364,0,0,0,0,0,0
0.858981,0,0,0,0,0,0
0.860406,0,0,0,0,0,0
0.861806,0,0,0,0,0,0
0.863203,0,0,0,0,0,0
0.864618,0,0,0,0,0,0
0.866015,0,0,0,0,0,0
0.867411,0,0,0,0,0,0
0.868807,0,0,0,0,0,0
0.870204,0,0,0,0,0,0
0.871599,0,0,0,0,0,0
0.873073,0,0,0,0,0,0
0.875926,0,0,0,0,0,0
0.877399,0,0,0,0,0,0
0.878802,0,0,0,0,0,0
0.880196,0,0,0,0,0,0
0.881680,0,0,0,0,0,0
0.883106,0,0,0,0,0,0
0.884710,0,0,0,0,0,0
0.886315,0,0,0,0,0,0
0.888166,0,0,0,0,0,0
0.889537,0,0,0,0,0,0
0.891649,0,0,0,0,0,0
0.893026,0,0,0,0,0,0
0.894470,0,0,0,0,0,0
0.895864,0,0,0,0,0,0
0.897253,0,0,0,0,0,0
0.898654,0,0,0,0,0,0
0.900110,0,0,0,0,0,0
0.901507,0,0,0,0,0,0
0.902904,0,0,0,0,0,0
0.904301,0,0,0,0,0,0
0.905696,0,0,0,0,0,0
0.907096,0,0,0,0,0,0
0.908539,0,0,0,0,0,0
0.910049,0,0,0,0,0,0
0.911610,0,0,0,0,0,0
0.913172,0,0,0,0,0,0
0.914737,0,0,0,0,0,0
0.916301,0,0,0,0,0,0
0.917864,0,0,0,0,0,0
