elapsed_s,HLSQ_DUAL_FS_PROG_ACTIVE,HLSQ_DUAL_VS_PROG_ACTIVE,HLSQ_FS_BATCH_COUNT_ZERO,HLSQ_VS_BATCH_COUNT_ZERO,HLSQ_WAVE_PENDING_NO_QUAD,HLSQ_WAVE_PENDING_NO_PRIM_BASE
0.001098,0,0,1536732,1536726,0,0
0.002572,0,0,1512192,1512180,0,0
0.004035,0,0,1599456,1599450,0,0
0.005479,0,0,1618374,1618374,0,0
0.006989,0,0,1523040,1523040,0,0
0.008424,0,0,1512660,1513140,0,0
0.009872,0,0,1510854,1510356,0,0
0.011307,0,0,1517268,1517256,0,0
0.012742,0,0,1518798,1518792,0,0
0.014174,0,0,1503678,1503972,0,0
0.015608,0,0,1517784,1517478,0,0
0.017221,0,0,1988424,2154204,0,0
0.018894,0,0,1786950,1621452,0,0
0.020310,0,0,1516764,1516464,0,0
0.021705,0,0,1695918,1695912,0,0
0.023149,0,0,1520484,1520568,0,0
0.024540,0,0,1514832,1514736,0,0
0.026000,0,0,1565976,1566054,0,0
0.027437,0,0,1526862,1526778,0,0
0.028833,0,0,1534014,1534092,0,0
0.030229,0,0,1535514,1535418,0,0
0.031640,0,0,1523658,1523658,0,0
0.033031,0,0,1527468,1527456,0,0
0.034470,0,0,1522116,1522404,0,0
0.035912,0,0,1625940,1661976,0,0
0.037352,0,0,1607136,1570890,0,0
0.038747,0,0,1483794,1482420,0,0
0.040110,0,0,1463568,1463670,0,0
0.041475,0,0,1537440,1545684,0,0
0.042899,0,0,1439388,1427214,0,0
0.044276,0,0,1263750,1263666,0,0
0.045690,0,0,1272666,1272816,0,0
0.047057,0,0,1268532,1268610,0,0
0.048425,0,0,1266546,1266294,0,0
0.049840,0,0,1271208,1271286,0,0
0.051207,0,0,1269852,1270080,0,0
0.052571,0,0,1270206,1270368,0,0
0.054071,0,0,1316874,1336344,0,0
0.055502,0,0,1398354,1398360,0,0
0.056931,0,0,1402722,1402230,0,0
0.058358,0,0,1384662,1384476,0,0
0.059799,0,0,1378542,1378542,0,0
0.061221,0,0,1383120,1383282,0,0
0.062735,0,0,1622106,1622112,0,0
0.064173,0,0,1383582,1383570,0,0
0.065602,0,0,1483452,1487370,0,0
0.067107,0,0,1480044,1476108,0,0
0.068535,0,0,1384482,1384458,0,0
0.070016,0,0,1682472,1680660,0,0
0.071521,0,0,1309218,1309056,0,0
0.072906,0,0,1313190,1313514,0,0
0.074345,0,0,1315056,1314894,0,0
0.075728,0,0,1309308,1309476,0,0
0.077110,0,0,1309776,1309422,0,0
0.078541,0,0,1317426,1317594,0,0
0.079924,0,0,1317648,1317474,0,0
0.081308,0,0,1554726,1584402,0,0
0.082844,0,0,1387746,1326648,0,0
0.084118,0,0,1414104,1414098,0,0
0.085547,0,0,1412226,1412376,0,0
0.086922,0,0,1411236,1411026,0,0
0.088293,0,0,1411368,1411440,0,0
0.089729,0,0,1172274,1174914,0,0
0.091052,0,0,1180572,1180692,0,0
0.092374,0,0,1173930,1173972,0,0
0.093698,0,0,1184946,1184736,0,0
0.095023,0,0,1196946,1197270,0,0
0.096414,0,0,1195872,1195536,0,0
0.097761,0,0,2332005,2366034,0,0
0.099211,0,0,1438134,1438458,0,0
0.100657,0,0,1428462,1428456,0,0
0.102178,0,0,1481064,1482048,0,0
0.103650,0,0,1474278,1474428,0,0
0.105121,0,0,1468956,1468932,0,0
0.106707,0,0,1437360,1437042,0,0
0.108182,0,0,1484010,1484652,0,0
0.109656,0,0,1834026,1840914,0,0
0.111308,216,0,1462218,1411956,0,0
0.113028,180,0,738781,2244096,0,0
0.114240,0,0,733149,2203530,0,0
0.115454,0,0,735006,2163528,0,0
0.116662,0,0,735910,2167572,0,0
0.117866,0,0,767894,2294592,0,0
0.119125,0,0,737271,2195058,0,0
0.120332,0,0,737577,2195166,0,0
0.121537,0,0,735573,2195892,0,0
